arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,intertrialfix.started,intertrialfix.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.704131457983749,9.704131457983749,space,0.9934422500082292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-18_23h29.50.909,RL,2022.2.5,None,
,,,,,,,,,,,,10.718976832984481,10.718976832984481,s,0.2961494580085855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-18_23h29.50.909,RL,2022.2.5,None,
45,42,50,53,0,0,0,0,,,,,,,,,11.061549540987471,None,12.06162070800201,12.06162070800201,12.06162070800201,12.06162070800201,12.06162070800201,12.06162070800201,r,1.2544464989914559,13.38791812499403,13.38791812499403,13.38791812499403,13.38791812499403,13.38791812499403,13.38791812499403,13.644087958004093,14.50141587498365,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,14.560200249979971,15.718671915994491,15.718671915994491,15.718671915994491,15.718671915994491,15.718671915994491,15.718671915994491,15.718671915994491,53,42,45,50,42,15.718671915994491,17.611252207978396,1,f,1,2023-04-18_23h29.50.909,RL,2022.2.5,None,
32,43,50,58,0,1,1,1,,,,,,,,,,None,17.611252207978396,17.611252207978396,17.611252207978396,17.611252207978396,17.611252207978396,17.611252207978396,r,0.3716589579998981,18.039990416000364,18.039990416000364,18.039990416000364,18.039990416000364,18.039990416000364,18.039990416000364,18.293296707997797,19.790523540985305,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,19.846614165988285,21.639115500001935,21.639115500001935,21.639115500001935,21.639115500001935,21.639115500001935,21.639115500001935,21.639115500001935,58,43,32,50,43,21.639115500001935,23.208921999990707,1,f,1,2023-04-18_23h29.50.909,RL,2022.2.5,None,
,,,,,,,,,,,,,,,,,None,23.208921999990707,23.208921999990707,23.208921999990707,23.208921999990707,23.208921999990707,23.208921999990707,f,1.0138220420049038,24.269581375003327,24.269581375003327,24.269581375003327,24.269581375003327,24.269581375003327,24.269581375003327,24.517382249992806,26.13273804099299,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,26.187420500005828,28.091708332998678,28.091708332998678,28.091708332998678,28.091708332998678,28.091708332998678,28.091708332998678,28.091708332998678,55,50,43,57,55,28.091708332998678,,,,,,,,,
