,mean,se_mean,sd,2.50%,25%,50%,75%,97.50%,n_eff,Rhat
beta_a[1],0.000772174,1.76E-05,0.002226123,-0.00357383,-0.000724555,0.000786334,0.002282521,0.005143244,15923.02846,0.999942555
beta_a[2],0.01365914,3.75E-05,0.003737586,0.00670081,0.011053022,0.013508308,0.016134439,0.02124862,9934.052976,1.000106593
beta_a[3],-0.002117001,1.65E-05,0.002042385,-0.006177603,-0.003480789,-0.002113038,-0.000743567,0.001898803,15325.20619,1.000194324
beta_a[4],0.003412538,1.39E-05,0.001747103,4.01E-05,0.002229039,0.00341223,0.004555137,0.006888799,15907.46807,0.999998318
beta_a[5],-0.000323417,2.02E-05,0.002396294,-0.00492564,-0.001947234,-0.000349029,0.001274595,0.004468766,14012.49629,0.999993926
beta_a[6],0.000360369,5.46E-06,0.000667171,-0.000936675,-9.31E-05,0.000354663,0.000808643,0.001667955,14936.39456,0.999828006
beta_a[7],-0.007918593,3.29E-05,0.003916635,-0.01560774,-0.010555026,-0.007942256,-0.005234108,-0.000358192,14204.65052,1.000080361
beta_a[8],0.002146767,3.51E-05,0.004443492,-0.006479869,-0.000847538,0.002104633,0.005131861,0.011014468,16048.1623,0.99997472
beta_a[9],0.001883581,1.69E-05,0.001949697,-0.001852991,0.000553092,0.001862991,0.00318247,0.005781308,13251.25001,1.000117476
beta_a[1],-0.001187542,2.74E-05,0.003918188,-0.008886775,-0.003820619,-0.001205217,0.001428965,0.006567332,20471.13416,1.000030659
beta_a[2],0.004755526,1.84E-05,0.002630598,-0.000333901,0.002951161,0.004756739,0.00653629,0.009929674,20490.45211,0.999886738
beta_a[3],-0.000977849,1.26E-05,0.001762444,-0.004442654,-0.002149185,-0.000975893,0.000210332,0.002519412,19655.14933,0.999991966
beta_a[4],0.013270596,2.72E-05,0.004040207,0.005394895,0.010544056,0.013255501,0.015958487,0.021282114,22008.71646,0.999849022
beta_a[5],-0.001587921,2.46E-05,0.003249606,-0.008099367,-0.003752134,-0.001530389,0.000635543,0.004648421,17428.29023,0.999858187
beta_a[6],-0.001192744,2.18E-05,0.002967593,-0.006932038,-0.003206959,-0.001192819,0.000828887,0.004595414,18580.55457,0.999866047
beta_a[7],0.005702331,1.62E-05,0.002315003,0.001226259,0.004147084,0.005662271,0.007224477,0.010386328,20437.70039,1.000035743
beta_a[8],0.005080149,1.18E-05,0.001634952,0.001936673,0.00396109,0.005059654,0.006174242,0.00834252,19090.23497,0.999993574
beta_a[9],0.001177052,1.41E-05,0.001850149,-0.002321621,-7.63E-05,0.001132357,0.002396708,0.004934097,17326.75618,1.000228416
beta_a[10],0.003800821,2.35E-05,0.003315564,-0.002760387,0.001615713,0.003775879,0.006026543,0.010247298,19936.30601,1.000155865
beta_a[1],0.012556688,2.49E-05,0.00304745,0.006833327,0.01047736,0.012486514,0.014530774,0.018820265,14967.57692,1.000348788
beta_a[2],0.002736986,4.09E-05,0.004938364,-0.006408949,-0.000630417,0.002550651,0.005931305,0.013042341,14552.31155,0.999809481
beta_a[3],-0.001745396,1.49E-05,0.001847419,-0.005332488,-0.002974048,-0.001762062,-0.000517469,0.001856741,15457.08637,1.000039832
beta_a[4],-0.000478005,2.61E-05,0.003418782,-0.007048747,-0.002785222,-0.000552082,0.001785001,0.006331787,17107.84935,1.000031239
beta_a[5],0.004711876,1.90E-05,0.002311101,0.00040346,0.003116601,0.004637601,0.006224289,0.009488727,14798.20924,0.999941795
