Unnamed: 0,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
beta_a_0[1],0.079623793320388,0.001009735189213,0.059244684824446,-0.0010985748313399,0.033650861689855,0.0682605994046542,0.1152476796074672,0.2223202599095886,3442.578114708445,1.0003397335850897
beta_a_0[2],0.0328195484102725,0.0010553438956008,0.032876668779736,0.0071623391092512,0.0156698656816849,0.0222116174439003,0.0336685355094853,0.1379893045946937,970.4822750654212,1.004724938300299
beta_a_0[3],0.0718328311211188,0.0011708657179938,0.0622961720088515,-0.0038146487108681,0.0204857848925786,0.0597939386692916,0.1095317252120075,0.2182133398530277,2830.795789008847,1.000691891979061
beta_a_0[4],0.0637828655737326,0.0013864003679896,0.0605200127378196,0.0004462935758952,0.0161646347379428,0.0428988904747492,0.0986548153910341,0.216948643917806,1905.5515040311664,1.000845349140972
beta_a_0[5],0.0754378858359318,0.001022062491761,0.0608474228113863,0.0004761051729956,0.0265173454015307,0.0622452756358018,0.1106391607448461,0.2207512651560172,3544.291846835603,1.000186755787804
beta_a_0[1],0.0785664222215134,0.0010975956331536,0.060110722156715,0.0035018793547942,0.0317064442731207,0.0656156066353271,0.1124378275579554,0.2231701312654052,2999.294768701275,1.0000711663313857
beta_a_0[2],0.0384631540294371,0.0017419276561217,0.0607360762509379,-0.0159475144693777,-0.0055527256312539,0.0081194231096882,0.0696121003717731,0.1949000128622306,1215.719084921908,1.001699919044997
beta_a_0[3],-0.0005949878727864,0.0001495007078053,0.0086982756590409,-0.0183496725689568,-0.0063744977262413,-0.0004593203400278,0.0053154878878098,0.0161856269206046,3385.1649544684683,0.9999423478187284
beta_a_0[4],0.0501467638673707,0.0020016971308864,0.0613564398859459,-0.0021841495885369,0.0039888230841364,0.0215050978330215,0.0812051746569639,0.206199614758169,939.557949512535,1.0079750135139451
beta_a_0[5],-0.0036174245857603,0.0001834033588271,0.0101520713668984,-0.0243540053868997,-0.0100819090751169,-0.0034011324821843,0.0032030958537151,0.0159971073052192,3064.04228291162,1.0010426692334389
beta_a_0[1],0.0801839404659078,0.0010056136488051,0.0604984968468277,0.0039884072080685,0.0326199553747981,0.0670867502956315,0.1148199227399881,0.2249157614161756,3619.318894561639,1.000353422884762
beta_a_0[2],-0.005217673151247,0.0001411747478656,0.0066058840107813,-0.0147970950961664,-0.0085392147583562,-0.0053240415041351,-0.0021102397820866,0.0038276952907091,2189.514603692319,1.0017418195173269
beta_a_0[3],0.0518510301614119,0.000826325176207,0.0416262309395815,-0.0074069332236941,0.0204223895424592,0.0484595979323439,0.072751786630334,0.1558092294403606,2537.6528404914866,1.001163377783536
beta_a_0[4],0.0021198049507205,0.0001834740572391,0.0104847701174644,-0.0165688610304093,-0.0045110707162471,0.0017903702465802,0.0080782702358009,0.0231333319191905,3265.641421885348,1.0009167407336466
beta_a_0[5],0.0216883421041553,0.0019680918355264,0.0548205123454577,-0.019251203744276,-0.0100457774652457,-0.0041461202028461,0.0351752247084958,0.1784622362220382,775.8816143438964,1.0036719369670022
beta_a_0[1],0.0303344632312686,0.0005646200786215,0.0171459247585883,0.0089060491586593,0.0205978385064712,0.028973437240364,0.0372969120903397,0.0566663668895962,922.1661804430156,1.003586182446227
beta_a_0[2],0.0249320668579519,0.0018000375699523,0.045570602377414,-0.000171764522351,0.0041207385386517,0.006871411365061,0.0131415956967345,0.17011739567591,640.9238006233804,1.0051720710621457
beta_a_0[3],0.0781659095477722,0.0010450069431146,0.0598566097998277,0.0029007300243747,0.0306090366566104,0.0651554814088851,0.1134790527852421,0.2215145160650798,3280.846251552121,1.0004170363416354
beta_a_0[4],0.017471955079603,0.0011031722687358,0.0264400209484378,-0.0092631171209339,0.0055536260970442,0.01302539940426,0.0219728233418247,0.0860815430338468,574.4297413065551,1.0035896542596232
beta_a_0[5],0.0079848176239828,0.0017350677933253,0.0319587885220439,-0.0122764028819874,-0.0035652279912727,0.0012747851634584,0.0063158965723875,0.1235169670912035,339.2717657265254,1.0079224303690957
beta_a_0[1],-0.0123873578052243,0.0001544561285417,0.0101795113749896,-0.0321164022245564,-0.0193218690147151,-0.0124595212200581,-0.0054477697007071,0.0075358610625957,4343.53748647183,1.0004218945587424
beta_a_0[2],0.0707941679763255,0.001130120987464,0.063820894645312,-0.0044916105008513,0.018060784239886,0.0570013107006003,0.1088265869092807,0.2248514798105768,3189.1569661947337,1.0010635822353626
beta_a_0[3],-0.0058535596314793,0.0020880726885377,0.0212229506714889,-0.0193618925402184,-0.0121307054946047,-0.0080741737036591,-0.0036258523066539,0.0066257284547661,103.3047529341938,1.0411567859484725
beta_a_0[4],0.0661597455467519,0.0012919637232428,0.061698316038419,-0.000209823990894,0.0126325297953732,0.0515087458526819,0.1021508811413844,0.2188156672759138,2280.583525982175,1.0033627428078498
beta_a_0[5],-0.0054274033553751,0.000677005202816,0.0136101674188835,-0.0146469678560542,-0.0094146580684899,-0.0066272449725357,-0.0038732995092243,0.0019859313860609,404.1503157700628,1.008036792270914
beta_a_0[1],0.0030592586773618,0.0001761603119022,0.0071057920430269,-0.008415808185777,-0.0012947079934388,0.0026410812858027,0.0069005756634331,0.01639699413182,1627.0797705922166,1.0047380990409305
beta_a_0[2],0.0056252563583504,0.0001943838623531,0.0102920998573415,-0.0117023583355249,-0.0009191240925419,0.0050660685400314,0.0112031907292556,0.0245933082837456,2803.41613175998,1.000478052796889
beta_a_0[3],0.077952088847494,0.001299434418161,0.0623522532556765,0.0023288730685911,0.0277027844855019,0.0649662421717277,0.1162009449356369,0.224631066044057,2302.478445869962,1.0035241570432742
beta_a_0[4],0.0125140090475638,0.0021792286929523,0.0410653288921171,-0.0062447232734577,-0.0033190938433129,-0.0014256194556907,0.0013087842664316,0.1480670897783736,355.0953571861151,1.0157737537374487
beta_a_0[5],0.0132412389727762,0.0001873945154124,0.0138345284284675,-0.0140870119538023,0.0042102037923027,0.013378398840698,0.0225368867489375,0.0397003423299216,5450.231736486421,1.0001226656920583
beta_a_0[1],0.0001373053035243,6.87311208342398e-05,0.004440721767063,-0.0078736309404791,-0.002790442418318,5.1309786258879896e-05,0.0029339264286418,0.0084633151966352,4174.459714257212,1.0011023063362128
beta_a_0[2],0.0065767399892898,7.763793440871421e-05,0.0050297628682287,-0.0033032983265123,0.0031990344404144,0.0065087839059669,0.0099009394615623,0.0164182824617574,4197.078347021256,1.0003794483178174
beta_a_0[3],0.017449525338087,0.0015531330528757,0.0361343667883387,-0.0063029118353206,0.0018768190058914,0.0066637966779825,0.013257488738461,0.1384533849421048,541.2819846889599,1.0072330749873244
beta_a_0[4],0.0840752595653317,0.0010020147424074,0.0590052957408032,0.0077846245017477,0.0378605058005583,0.0712306502267704,0.1181585177192358,0.2259163871703609,3467.638054782912,1.0003946584573309
beta_a_0[5],0.0835552377367162,0.0011235981470209,0.0614449259987773,0.0058682007778507,0.0364882744012725,0.0694285135385893,0.1174422045589706,0.2332215183447681,2990.542800597939,1.002046273959024
beta_a_0[1],0.0818671832335915,0.0010357629302502,0.0609629997933974,0.0035260536052003,0.0339040425508551,0.0694232429948587,0.1171955105448133,0.2282279047485396,3464.27157916423,1.0001566217578293
beta_a_0[2],0.0776934784155507,0.001067995834628,0.0608994236597325,0.0017121435077088,0.0296480636205561,0.0651745852165991,0.1127064604434555,0.2218281979610279,3251.5261222118143,1.0003805666662664
beta_a_0[3],0.0060818289161928,0.0021046347741914,0.0271820393688304,-0.01122388186253,-0.0037415039041291,0.0001330511284677,0.0042181951632723,0.1035432280088931,166.8055861514718,1.0472238115395176
beta_a_0[4],0.094636201886352,0.0009597185434039,0.0575215202399904,0.0162797027731063,0.0507713982838007,0.0829085633834892,0.1272145629305135,0.2345533873921791,3592.302815325624,0.9999517431057188
beta_a_0[5],0.0736004721244093,0.001137646414723,0.0631826290642626,-0.0017779605857631,0.0211402611151902,0.060284597283952,0.1111421441830103,0.2215748529724373,3084.4716392018213,1.0011810857161618
