bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,19.907175099942833,19.907175099942833,space,13.873920499812812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
,,,,,,,,,33.81865769997239,33.81865769997239,space,4.777157800272107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,0,0,0,0,,,,,,,,,38.61492440011352,None,39.63004339998588,39.63004339998588,39.63004339998588,39.63004339998588,39.63004339998588,39.63004339998588,r,0.2643465003930032,39.965875199995935,39.965875199995935,39.965875199995935,39.965875199995935,39.965875199995935,39.965875199995935,40.21145070018247,40.21145070018247,41.574104600120336,41.574104600120336,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,41.62990629998967,44.13375789998099,44.13375789998099,44.13375789998099,44.13375789998099,44.13375789998099,65,36,51,41,65,29,4.0,2.1268445001915097,46.31890319986269,47.90668850019574,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,1,0,1,0,,,,,,,,,,None,47.90668850019574,47.90668850019574,47.90668850019574,47.90668850019574,47.90668850019574,47.90668850019574,f,1.0290109002962708,48.9562109997496,48.9562109997496,48.9562109997496,48.9562109997496,48.9562109997496,48.9562109997496,49.25327750016004,49.25327750016004,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,50.46699990006164,52.97602920001373,52.97602920001373,52.97602920001373,52.97602920001373,52.97602920001373,67,29,62,39,29,43,3.0,2.3929722998291254,55.38628409989178,57.1318426001817,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,2,0,2,0,,,,,,,,,,None,57.1318426001817,57.1318426001817,57.1318426001817,57.1318426001817,57.1318426001817,57.1318426001817,i,0.559783199802041,57.7152919000946,57.7152919000946,57.7152919000946,57.7152919000946,57.7152919000946,57.7152919000946,58.012840799987316,58.012840799987316,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,59.32567249983549,61.835159400012344,61.835159400012344,61.835159400012344,61.835159400012344,61.835159400012344,61,33,51,51,51,42,5.0,1.079741499852389,62.931938299909234,64.87715819990262,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,3,0,3,0,,,,,,,,,,None,64.87715819990262,64.87715819990262,64.87715819990262,64.87715819990262,64.87715819990262,64.87715819990262,j,0.7384474999271333,65.64503529993817,65.64503529993817,65.64503529993817,65.64503529993817,65.64503529993817,65.64503529993817,65.9414118998684,65.9414118998684,67.1049456000328,67.1049456000328,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,67.12110280012712,69.63041420001537,69.63041420001537,69.63041420001537,69.63041420001537,69.63041420001537,68,28,49,50,50,46,6.0,1.0456644999794662,70.69438230013475,72.37351709976792,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,4,0,4,0,,,,,,,,,,None,72.37351709976792,72.37351709976792,72.37351709976792,72.37351709976792,72.37351709976792,72.37351709976792,r,0.6235972000285983,73.02361979987472,73.02361979987472,73.02361979987472,73.02361979987472,73.02361979987472,73.02361979987472,73.32112539978698,73.32112539978698,74.65077059995383,74.65077059995383,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,74.66714809974656,77.17648060014471,77.17648060014471,77.17648060014471,77.17648060014471,77.17648060014471,72,42,55,44,72,63,7.0,1.2297052000649273,78.4232008997351,80.26878680009395,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,5,0,5,0,,,,,,,,,,None,80.26878680009395,80.26878680009395,80.26878680009395,80.26878680009395,80.26878680009395,80.26878680009395,f,0.9586645998060703,81.25174929993227,81.25174929993227,81.25174929993227,81.25174929993227,81.25174929993227,81.25174929993227,81.54903130000457,81.54903130000457,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,83.32705850014463,85.83608489995822,85.83608489995822,85.83608489995822,85.83608489995822,85.83608489995822,72,30,52,53,30,59,2.0,0.8299248996190727,86.68398139998317,88.41294809989631,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,6,0,6,0,,,,,,,,,,None,88.41294809989631,88.41294809989631,88.41294809989631,88.41294809989631,88.41294809989631,88.41294809989631,r,0.6441827998496592,89.08023890014738,89.08023890014738,89.08023890014738,89.08023890014738,89.08023890014738,89.08023890014738,89.37741040019318,89.37741040019318,90.59049279987812,90.59049279987812,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,90.60720029985532,93.11666020005941,93.11666020005941,93.11666020005941,93.11666020005941,93.11666020005941,63,32,48,44,63,52,5.0,0.929557700175792,94.06391290016472,95.90927799977362,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
1,7,0,7,0,,,,,,,,,,None,95.90927799977362,95.90927799977362,95.90927799977362,95.90927799977362,95.90927799977362,95.90927799977362,i,0.8731089998036623,96.80898740002885,96.80898740002885,96.80898740002885,96.80898740002885,96.80898740002885,96.80898740002885,97.10673009976745,97.10673009976745,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,98.8181007001549,101.32720889989287,101.32720889989287,101.32720889989287,101.32720889989287,101.32720889989287,66,33,50,48,50,68,4.0,0.6807605000212789,102.02564739994705,103.95378870004788,,,,,,,,,133,f,1,2022-12-12_16h41.00.420,RL,2022.2.4,60.12845843676791,
