bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,47.22704839985818,47.22704839985818,space,61.65867900010198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
,,,,,,,,,108.92084919987246,108.92084919987246,space,33.704110600054264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,0,0,0,0,,,,,,,,,142.65345069998875,None,143.6891000997275,143.6891000997275,143.6891000997275,143.6891000997275,143.6891000997275,143.6891000997275,i,0.34436290012672544,144.13320209970698,144.13320209970698,144.13320209970698,144.13320209970698,144.13320209970698,144.13320209970698,144.36666229972616,144.36666229972616,146.11162719968706,146.11162719968706,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,146.18657479994,148.68791639991105,148.68791639991105,148.68791639991105,148.68791639991105,148.68791639991105,74,40,52,50,52,55,4.0,8.90881079994142,157.66236729966477,159.27576159965247,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,1,0,1,0,,,,,,,,,,None,159.27576159965247,159.27576159965247,159.27576159965247,159.27576159965247,159.27576159965247,159.27576159965247,f,0.779967799782753,160.07712999964133,160.07712999964133,160.07712999964133,160.07712999964133,160.07712999964133,160.07712999964133,160.37276070006192,160.37276070006192,161.2539726998657,161.2539726998657,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,161.2698341999203,163.77933959988877,163.77933959988877,163.77933959988877,163.77933959988877,163.77933959988877,70,44,48,45,44,47,4.0,0.6466555995866656,164.44430019985884,166.1565777999349,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,2,0,2,0,,,,,,,,,,None,166.1565777999349,166.1565777999349,166.1565777999349,166.1565777999349,166.1565777999349,166.1565777999349,i,0.5049429000355303,166.69047359982505,166.69047359982505,166.69047359982505,166.69047359982505,166.69047359982505,166.69047359982505,166.98828589962795,166.98828589962795,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,168.13459130004048,170.64400189975277,170.64400189975277,170.64400189975277,170.64400189975277,170.64400189975277,64,22,56,48,56,42,4.0,2.143108000047505,172.8049233998172,174.46754310000688,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,3,0,3,0,,,,,,,,,,None,174.46754310000688,174.46754310000688,174.46754310000688,174.46754310000688,174.46754310000688,174.46754310000688,r,1.047544900327921,175.55308779980987,175.55308779980987,175.55308779980987,175.55308779980987,175.55308779980987,175.55308779980987,175.84754869993776,175.84754869993776,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,176.86109260004014,179.37031519971788,179.37031519971788,179.37031519971788,179.37031519971788,179.37031519971788,69,40,59,46,69,66,5.0,1.0966163999401033,180.48363359970972,182.14637749968097,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,4,0,4,0,,,,,,,,,,None,182.14637749968097,182.14637749968097,182.14637749968097,182.14637749968097,182.14637749968097,182.14637749968097,j,0.9237459995783865,183.09452829975635,183.09452829975635,183.09452829975635,183.09452829975635,183.09452829975635,183.09452829975635,183.39366679964587,183.39366679964587,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,184.29069359973073,186.79998289979994,186.79998289979994,186.79998289979994,186.79998289979994,186.79998289979994,63,43,63,49,49,61,3.0,0.9297384000383317,187.74755089962855,189.35997039964423,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,5,0,5,0,,,,,,,,,,None,189.35997039964423,189.35997039964423,189.35997039964423,189.35997039964423,189.35997039964423,189.35997039964423,r,0.6311842002905905,190.02822689991444,190.02822689991444,190.02822689991444,190.02822689991444,190.02822689991444,190.02822689991444,190.32430189987645,190.32430189987645,192.01967739965767,192.01967739965767,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,192.03637299966067,194.54565119976178,194.54565119976178,194.54565119976178,194.54565119976178,194.54565119976178,60,32,60,51,60,62,3.0,1.693922699894756,196.25774889998138,198.20259299967438,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,6,0,6,0,,,,,,,,,,None,198.20259299967438,198.20259299967438,198.20259299967438,198.20259299967438,198.20259299967438,198.20259299967438,f,0.3861082000657916,198.6230448000133,198.6230448000133,198.6230448000133,198.6230448000133,198.6230448000133,198.6230448000133,198.9179083998315,198.9179083998315,200.6461021997966,200.6461021997966,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,200.662645699922,203.17216259986162,203.17216259986162,203.17216259986162,203.17216259986162,203.17216259986162,65,42,65,44,42,56,4.0,1.9265995998866856,205.1164187998511,206.92911170003936,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
1,7,0,7,0,,,,,,,,,,None,206.92911170003936,206.92911170003936,206.92911170003936,206.92911170003936,206.92911170003936,206.92911170003936,j,0.32533139968290925,207.2805642997846,207.2805642997846,207.2805642997846,207.2805642997846,207.2805642997846,207.2805642997846,207.57765539968386,207.57765539968386,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,209.17295269994065,211.681905800011,211.681905800011,211.681905800011,211.681905800011,211.681905800011,62,41,67,46,46,61,4.0,0.5477108000777662,212.24714399967343,213.77673209970817,,,,,,,,,128,f,1,2022-12-12_13h42.39.440,RL,2022.2.4,60.09842918720978,
