bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,18.59913060022518,18.59913060022518,space,3.9141685999929905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
,,,,,,,,,22.54702759999782,22.54702759999782,space,19.505144199822098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,0,0,0,0,,,,,,,,,42.06819040002301,None,43.08434069994837,43.08434069994837,43.08434069994837,43.08434069994837,43.08434069994837,43.08434069994837,r,0.3815188999287784,43.55329990014434,43.55329990014434,43.55329990014434,43.55329990014434,43.55329990014434,43.55329990014434,43.79796260036528,43.79796260036528,45.67572800023481,45.67572800023481,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,45.73093800013885,48.234840700402856,48.234840700402856,48.234840700402856,48.234840700402856,48.234840700402856,60,43,49,51,60,65,4.0,2.343312199693173,50.63709700014442,52.474079800304025,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,1,0,1,0,,,,,,,,,,None,52.474079800304025,52.474079800304025,52.474079800304025,52.474079800304025,52.474079800304025,52.474079800304025,r,0.6680045002140105,53.17483700020239,53.17483700020239,53.17483700020239,53.17483700020239,53.17483700020239,53.17483700020239,53.47132690018043,53.47132690018043,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,54.850414300337434,57.35944649996236,57.35944649996236,57.35944649996236,57.35944649996236,57.35944649996236,67,35,51,54,67,56,4.0,1.262463300023228,58.63992620026693,60.352111500222236,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,2,0,2,0,,,,,,,,,,None,60.352111500222236,60.352111500222236,60.352111500222236,60.352111500222236,60.352111500222236,60.352111500222236,r,1.1473201997578144,61.53295599995181,61.53295599995181,61.53295599995181,61.53295599995181,61.53295599995181,61.53295599995181,61.83185750013217,61.83185750013217,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,63.527047500014305,66.03613120038062,66.03613120038062,66.03613120038062,66.03613120038062,66.03613120038062,73,46,46,55,73,41,4.0,1.1953858998604119,67.2498167003505,69.14469650015235,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,3,0,3,0,,,,,,,,,,None,69.14469650015235,69.14469650015235,69.14469650015235,69.14469650015235,69.14469650015235,69.14469650015235,r,0.9514528997242451,70.12940220022574,70.12940220022574,70.12940220022574,70.12940220022574,70.12940220022574,70.12940220022574,70.42482420010492,70.42482420010492,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,72.15349930012599,74.66256870003417,74.66256870003417,74.66256870003417,74.66256870003417,74.66256870003417,67,41,49,59,67,35,5.0,1.5782683002762496,76.25827160011977,78.18661130033433,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,4,0,4,0,,,,,,,,,,None,78.18661130033433,78.18661130033433,78.18661130033433,78.18661130033433,78.18661130033433,78.18661130033433,r,0.6808269997127354,78.90208310028538,78.90208310028538,78.90208310028538,78.90208310028538,78.90208310028538,78.90208310028538,79.2008731001988,79.2008731001988,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,80.26450490020216,82.77378839999437,82.77378839999437,82.77378839999437,82.77378839999437,82.77378839999437,66,43,42,48,66,59,5.0,1.6114866002462804,84.40270390035585,86.19854530040175,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,5,0,5,0,,,,,,,,,,None,86.19854530040175,86.19854530040175,86.19854530040175,86.19854530040175,86.19854530040175,86.19854530040175,r,0.44683120027184486,86.66837060032412,86.66837060032412,86.66837060032412,86.66837060032412,86.66837060032412,86.66837060032412,86.96333579998463,86.96333579998463,87.89395810011774,87.89395810011774,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,87.91029300028458,90.41952170012519,90.41952170012519,90.41952170012519,90.41952170012519,90.41952170012519,70,44,55,58,70,34,5.0,1.1965801999904215,91.63299830025062,93.46163630019873,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,6,0,6,0,,,,,,,,,,None,93.46163630019873,93.46163630019873,93.46163630019873,93.46163630019873,93.46163630019873,93.46163630019873,r,0.46077820006757975,93.94428940024227,93.94428940024227,93.94428940024227,93.94428940024227,93.94428940024227,93.94428940024227,94.24326460016891,94.24326460016891,96.07154050003737,96.07154050003737,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,96.08998000016436,98.59750300040469,98.59750300040469,98.59750300040469,98.59750300040469,98.59750300040469,58,46,49,56,58,28,5.0,1.029569000005722,99.64420030033216,101.55645600007847,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
1,7,0,7,0,,,,,,,,,,None,101.55645600007847,101.55645600007847,101.55645600007847,101.55645600007847,101.55645600007847,101.55645600007847,r,0.45269619999453425,102.03915269998834,102.03915269998834,102.03915269998834,102.03915269998834,102.03915269998834,102.03915269998834,102.33804710023105,102.33804710023105,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,103.56774610001594,106.07700690021738,106.07700690021738,106.07700690021738,106.07700690021738,106.07700690021738,64,47,47,63,64,47,4.0,2.059895799960941,108.15426400024444,110.09992130007595,,,,,,,,,117,f,1,2022-12-11_16h07.20.815,RL,2022.2.4,60.14639629499411,
