bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,11.792381399776787,11.792381399776787,space,1.1015935000032187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
,,,,,,,,,12.921945099718869,12.921945099718869,space,8.087250899989158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,0,0,0,0,,,,,,,,,21.038857199717313,None,22.053908499889076,22.053908499889076,22.053908499889076,22.053908499889076,22.053908499889076,22.053908499889076,j,0.768523100297898,22.910911299753934,22.910911299753934,22.910911299753934,22.910911299753934,22.910911299753934,22.910911299753934,23.150783599819988,23.150783599819988,25.078591499943286,25.078591499943286,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,25.147612399887294,27.654971999581903,27.654971999581903,27.654971999581903,27.654971999581903,27.654971999581903,72,59,41,36,36,24,5.0,1.0131354997865856,28.778914399910718,30.463859099894762,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,1,0,1,0,,,,,,,,,,None,30.463859099894762,30.463859099894762,30.463859099894762,30.463859099894762,30.463859099894762,30.463859099894762,i,0.45367230009287596,30.94650839967653,30.94650839967653,30.94650839967653,30.94650839967653,30.94650839967653,30.94650839967653,31.22987139970064,31.22987139970064,32.159246699884534,32.159246699884534,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,32.17667709989473,34.68506769975647,34.68506769975647,34.68506769975647,34.68506769975647,34.68506769975647,61,60,48,31,48,52,3.0,1.0476551000028849,35.748826399911195,37.72742210002616,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,2,0,2,0,,,,,,,,,,None,37.72742210002616,37.72742210002616,37.72742210002616,37.72742210002616,37.72742210002616,37.72742210002616,f,0.3555637001991272,38.11041789967567,38.11041789967567,38.11041789967567,38.11041789967567,38.11041789967567,38.11041789967567,38.40947869978845,38.40947869978845,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,40.170825199689716,42.68045189976692,42.68045189976692,42.68045189976692,42.68045189976692,42.68045189976692,71,60,41,37,60,48,6.0,1.2458687000907958,43.94366119988263,45.822029899805784,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,3,0,3,0,,,,,,,,,,None,45.822029899805784,45.822029899805784,45.822029899805784,45.822029899805784,45.822029899805784,45.822029899805784,r,0.4773318003863096,46.32313479995355,46.32313479995355,46.32313479995355,46.32313479995355,46.32313479995355,46.32313479995355,46.62047149986029,46.62047149986029,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,48.431914299726486,50.94274189975113,50.94274189975113,50.94274189975113,50.94274189975113,50.94274189975113,82,54,48,37,82,66,7.0,0.8139474000781775,51.771856599953026,53.35146809974685,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,4,0,4,0,,,,,,,,,,None,53.35146809974685,53.35146809974685,53.35146809974685,53.35146809974685,53.35146809974685,53.35146809974685,j,0.6935173999518156,54.07204539980739,54.07204539980739,54.07204539980739,54.07204539980739,54.07204539980739,54.07204539980739,54.36551519995555,54.36551519995555,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,55.34717909991741,57.85529309976846,57.85529309976846,57.85529309976846,57.85529309976846,57.85529309976846,81,53,49,40,40,47,5.0,0.9468843000940979,58.81974369985983,60.698213499970734,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,5,0,5,0,,,,,,,,,,None,60.698213499970734,60.698213499970734,60.698213499970734,60.698213499970734,60.698213499970734,60.698213499970734,f,0.8264570999890566,61.54615810001269,61.54615810001269,61.54615810001269,61.54615810001269,61.54615810001269,61.54615810001269,61.84525929996744,61.84525929996744,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,62.92569909989834,65.43472739960998,65.43472739960998,65.43472739960998,65.43472739960998,65.43472739960998,79,58,49,34,58,65,4.0,0.7143318001180887,66.16623039962724,67.69536089990288,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,6,0,6,0,,,,,,,,,,None,67.69536089990288,67.69536089990288,67.69536089990288,67.69536089990288,67.69536089990288,67.69536089990288,i,0.29174530040472746,68.01201039971784,68.01201039971784,68.01201039971784,68.01201039971784,68.01201039971784,68.01201039971784,68.31142039969563,68.31142039969563,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,70.32204869994894,72.83139409963042,72.83139409963042,72.83139409963042,72.83139409963042,72.83139409963042,83,58,49,41,49,69,3.0,1.544497299939394,74.39339159987867,76.23896819958463,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
1,7,0,7,0,,,,,,,,,,None,76.23896819958463,76.23896819958463,76.23896819958463,76.23896819958463,76.23896819958463,76.23896819958463,r,0.28841149993240833,76.55796069977805,76.55796069977805,76.55796069977805,76.55796069977805,76.55796069977805,76.55796069977805,76.83768219966441,76.83768219966441,77.68540819967166,77.68540819967166,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,77.71909949975088,80.22753309970722,80.22753309970722,80.22753309970722,80.22753309970722,80.22753309970722,72,58,45,33,72,57,5.0,0.7640239996835589,81.00866970000789,82.7044922998175,,,,,,,,111,f,1,2022-12-11_13h57.02.976,RL,2022.2.4,60.22761218629459,
