bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,28.8380798290018,28.8380798290018,space,2.0184891180033446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
,,,,,,,,,30.90187789999618,30.90187789999618,y,19.42930704599712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,0,0,0,0,,,,,,,,,50.375870538002346,None,51.39383786200051,51.39383786200051,51.39383786200051,51.39383786200051,51.39383786200051,51.39383786200051,j,0.4562916020004195,51.90685536599631,51.90685536599631,51.90685536599631,51.90685536599631,51.90685536599631,51.90685536599631,52.15648893100297,52.15648893100297,53.64219703600247,53.64219703600247,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,53.70144532500126,56.20124963299895,56.20124963299895,56.20124963299895,56.20124963299895,56.20124963299895,73,50,63,34,34,40,3.0,2.903199626998685,59.12193652900169,60.919517224996525,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,1,0,1,0,,,,,,,,,,None,60.919517224996525,60.919517224996525,60.919517224996525,60.919517224996525,60.919517224996525,60.919517224996525,r,0.8620098450046498,61.83084392199817,61.83084392199817,61.83084392199817,61.83084392199817,61.83084392199817,61.83084392199817,62.10273295400111,62.10273295400111,63.796416193996265,63.796416193996265,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,63.83952012399823,66.33314393900218,66.33314393900218,66.33314393900218,66.33314393900218,66.33314393900218,78,45,49,26,78,39,6.0,2.5484722039982444,68.89540346000285,70.69077337299677,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,2,0,2,0,,,,,,,,,,None,70.69077337299677,70.69077337299677,70.69077337299677,70.69077337299677,70.69077337299677,70.69077337299677,f,1.1028174650055007,71.84708808099822,71.84708808099822,71.84708808099822,71.84708808099822,71.84708808099822,71.84708808099822,72.11484147099691,72.11484147099691,73.85864409899659,73.85864409899659,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,73.90133200000128,76.40170242900058,76.40170242900058,76.40170242900058,76.40170242900058,76.40170242900058,71,33,45,34,33,53,3.0,2.4341763370030094,78.84988670799794,80.86228459099948,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,3,0,3,0,,,,,,,,,,None,80.86228459099948,80.86228459099948,80.86228459099948,80.86228459099948,80.86228459099948,80.86228459099948,j,1.0261508080002386,81.93493598500208,81.93493598500208,81.93493598500208,81.93493598500208,81.93493598500208,81.93493598500208,82.20248362699931,82.20248362699931,84.04073985799914,84.04073985799914,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,84.08304825999949,86.5793953609973,86.5793953609973,86.5793953609973,86.5793953609973,86.5793953609973,69,31,52,30,30,60,2.0,0.8817197239986854,87.4745226820014,89.29834081399895,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,4,0,4,0,,,,,,,,,,None,89.29834081399895,89.29834081399895,89.29834081399895,89.29834081399895,89.29834081399895,89.29834081399895,f,0.7285057850021985,90.0720690770031,90.0720690770031,90.0720690770031,90.0720690770031,90.0720690770031,90.0720690770031,90.33897780299594,90.33897780299594,91.95568139800162,91.95568139800162,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,91.99919819799834,94.49522523400083,94.49522523400083,94.49522523400083,94.49522523400083,94.49522523400083,71,40,55,28,40,59,3.0,1.7165195720008342,96.22521032599616,97.73661936199642,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,5,0,5,0,,,,,,,,,,None,97.73661936199642,97.73661936199642,97.73661936199642,97.73661936199642,97.73661936199642,97.73661936199642,i,0.6227216940023936,98.40987861400208,98.40987861400208,98.40987861400208,98.40987861400208,98.40987861400208,98.40987861400208,98.6790960319995,98.6790960319995,100.40337484899646,100.40337484899646,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,100.44268494100106,102.94609748999937,102.94609748999937,102.94609748999937,102.94609748999937,102.94609748999937,77,41,47,36,47,39,3.0,2.184124299994437,105.14394400099991,106.6907316450015,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,6,0,6,0,,,,,,,,,,None,106.6907316450015,106.6907316450015,106.6907316450015,106.6907316450015,106.6907316450015,106.6907316450015,f,0.7580561189970467,107.49800409399904,107.49800409399904,107.49800409399904,107.49800409399904,107.49800409399904,107.49800409399904,107.76264182399609,107.76264182399609,109.27011034799943,109.27011034799943,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,109.30886435999855,111.81694763000269,111.81694763000269,111.81694763000269,111.81694763000269,111.81694763000269,68,49,58,29,49,65,3.0,2.1682659090001835,113.99903119199735,115.79609789000096,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,7,0,7,0,,,,,,,,,,None,115.79609789000096,115.79609789000096,115.79609789000096,115.79609789000096,115.79609789000096,115.79609789000096,i,0.9401365960002295,116.78413930899842,116.78413930899842,116.78413930899842,116.78413930899842,116.78413930899842,116.78413930899842,117.05364560100134,117.05364560100134,118.38658643900271,118.38658643900271,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,118.43036207400291,120.93471992600098,120.93471992600098,120.93471992600098,120.93471992600098,120.93471992600098,81,49,56,27,56,60,4.0,0.6369117369977175,121.58467670199752,123.4821124020018,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,8,0,8,0,,,,,,,,,,None,123.4821124020018,123.4821124020018,123.4821124020018,123.4821124020018,123.4821124020018,123.4821124020018,r,0.5770998640000471,124.10345931100164,124.10345931100164,124.10345931100164,124.10345931100164,124.10345931100164,124.10345931100164,124.37133959100174,124.37133959100174,125.6915247720026,125.6915247720026,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,125.71499238799879,128.21739154100214,128.21739154100214,128.21739154100214,128.21739154100214,128.21739154100214,87,49,51,36,87,30,6.0,0.8330588480021106,129.06325869399734,130.6681717379979,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
1,9,0,9,0,,,,,,,,,,None,130.6681717379979,130.6681717379979,130.6681717379979,130.6681717379979,130.6681717379979,130.6681717379979,i,0.601948089999496,131.3255694010004,131.3255694010004,131.3255694010004,131.3255694010004,131.3255694010004,131.3255694010004,131.59554283799662,131.59554283799662,132.82062384000164,132.82062384000164,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,132.86368342799688,135.36369042199658,135.36369042199658,135.36369042199658,135.36369042199658,135.36369042199658,87,48,52,34,52,63,3.0,1.500302788001136,136.87708693800232,138.62256183499994,,,,,,,153,m,19,2023-04-03_13h35.57.045,RL,2022.2.4,60.041306979322705,
