bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,image_2.started,image_2.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,19,0,19,0,,,,,,,,,,,,,,,None,None,None,None,None,941.4693009999974,None,941.4693009999974,None,941.4693009999974,None,941.4693009999974,None,r,0.45362639999802923,941.4693009999974,None,941.4693009999974,None,941.9638267999981,None,941.9638267999981,None,941.9638267999981,None,941.9638267999981,None,941.9638267999981,None,941.9638267999981,None,942.2636932000023,None,942.2636932000023,None,943.8190822000033,None,943.8190822000033,None,943.8190822000033,None,943.8190822000033,None,943.8190822000033,None,943.8190822000033,None,943.8190822000033,None,943.8190822000033,None,943.8190822000033,None,51,30,52,52,51,59,946.348920700002,None,6.0,0.7061866000003647,946.348920700002,None,946.348920700002,None,946.348920700002,None,946.348920700002,None,None,None,947.0685278000019,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,20,0,20,0,,,,,,,,,,,,,,,None,None,None,None,None,948.7043572000039,None,948.7043572000039,None,948.7043572000039,None,948.7043572000039,None,r,0.6684531999999308,948.7043572000039,None,948.7043572000039,None,949.4274850000002,None,949.4274850000002,None,949.4274850000002,None,949.4274850000002,None,949.4274850000002,None,949.4274850000002,None,949.7185806999987,None,949.7185806999987,None,951.6600701999996,None,951.6600701999996,None,951.6600701999996,None,951.6600701999996,None,951.6600701999996,None,951.6600701999996,None,951.6600701999996,None,951.6600701999996,None,951.6600701999996,None,57,25,55,58,57,59,954.1799696000016,None,6.0,1.643292199994903,954.1799696000016,None,954.1799696000016,None,954.1799696000016,None,954.1799696000016,None,None,None,955.8418173000027,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,21,0,21,0,,,,,,,,,,,,,,,None,None,None,None,None,957.7935232000018,None,957.7935232000018,None,957.7935232000018,None,957.7935232000018,None,r,0.8893167000060203,957.7935232000018,None,957.7935232000018,None,958.7302066999982,None,958.7302066999982,None,958.7302066999982,None,958.7302066999982,None,958.7302066999982,None,958.7302066999982,None,959.0253885999991,None,959.0253885999991,None,960.534996800001,None,960.534996800001,None,960.534996800001,None,960.534996800001,None,960.534996800001,None,960.534996800001,None,960.534996800001,None,960.534996800001,None,960.534996800001,None,53,29,53,57,53,73,963.054858800002,None,1.0,0.8091915000040899,963.054858800002,None,963.054858800002,None,963.054858800002,None,963.054858800002,None,None,None,963.8778096000024,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,22,0,22,0,,,,,,,,,,,,,,,None,None,None,None,None,965.6658174999975,None,965.6658174999975,None,965.6658174999975,None,965.6658174999975,None,f,0.6272687000018777,965.6658174999975,None,965.6658174999975,None,966.3370364000002,None,966.3370364000002,None,966.3370364000002,None,966.3370364000002,None,966.3370364000002,None,966.3370364000002,None,966.6138084999984,967.9145684000032,966.6138084999984,967.9145684000032,967.9481496000008,None,967.9481496000008,None,967.9481496000008,None,967.9481496000008,None,967.9481496000008,None,967.9481496000008,None,967.9481496000008,None,967.9481496000008,None,967.9481496000008,None,57,31,60,58,31,68,970.4744748000012,None,1.0,1.1927595000015572,970.4744748000012,None,970.4744748000012,None,970.4744748000012,None,970.4744748000012,None,None,None,971.6899240999992,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,23,0,23,0,,,,,,,,,,,,,,,None,None,None,None,None,973.2850726000033,None,973.2850726000033,None,973.2850726000033,None,973.2850726000033,None,r,0.6181146000017179,973.2850726000033,None,973.2850726000033,None,973.9407063000035,None,973.9407063000035,None,973.9407063000035,None,973.9407063000035,None,973.9407063000035,None,973.9407063000035,None,974.2360704000021,976.020156300001,974.2360704000021,976.020156300001,976.0485206000012,None,976.0485206000012,None,976.0485206000012,None,976.0485206000012,None,976.0485206000012,None,976.0485206000012,None,976.0485206000012,None,976.0485206000012,None,976.0485206000012,None,52,32,53,63,52,39,978.5697862000015,None,3.0,1.0874945999967167,978.5697862000015,None,978.5697862000015,None,978.5697862000015,None,978.5697862000015,None,None,None,979.6739049000025,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,24,0,24,0,,,,,,,,,,,,,,,None,None,None,None,None,981.3569889999999,None,981.3569889999999,None,981.3569889999999,None,981.3569889999999,None,r,0.7172831000061706,981.3569889999999,None,981.3569889999999,None,982.1128460999971,None,982.1128460999971,None,982.1128460999971,None,982.1128460999971,None,982.1128460999971,None,982.1128460999971,None,982.4079499,983.8590939999995,982.4079499,983.8590939999995,983.8955780000033,None,983.8955780000033,None,983.8955780000033,None,983.8955780000033,None,983.8955780000033,None,983.8955780000033,None,983.8955780000033,None,983.8955780000033,None,983.8955780000033,None,57,21,53,65,57,68,986.4285645999989,None,2.0,1.3528135000015027,986.4285645999989,None,986.4285645999989,None,986.4285645999989,None,986.4285645999989,None,None,None,987.8027010000005,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,25,0,25,0,,,,,,,,,,,,,,,None,None,None,None,None,989.5874745999972,None,989.5874745999972,None,989.5874745999972,None,989.5874745999972,None,r,0.5568978000010247,989.5874745999972,None,989.5874745999972,None,990.183772999997,None,990.183772999997,None,990.183772999997,None,990.183772999997,None,990.183772999997,None,990.183772999997,None,990.4802514999974,None,990.4802514999974,None,991.3094911000007,None,991.3094911000007,None,991.3094911000007,None,991.3094911000007,None,991.3094911000007,None,991.3094911000007,None,991.3094911000007,None,991.3094911000007,None,991.3094911000007,None,54,22,53,63,54,71,993.8241033000013,None,1.0,1.2094835999960196,993.8241033000013,None,993.8241033000013,None,993.8241033000013,None,993.8241033000013,None,None,None,995.0497106000039,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,26,0,26,0,,,,,,,,,,,,,,,None,None,None,None,None,996.8216971000002,None,996.8216971000002,None,996.8216971000002,None,996.8216971000002,None,r,0.6222667999973055,996.8216971000002,None,996.8216971000002,None,997.499270100001,None,997.499270100001,None,997.499270100001,None,997.499270100001,None,997.499270100001,None,997.499270100001,None,997.7856248000026,998.7859686000011,997.7856248000026,998.7859686000011,998.8211606999976,None,998.8211606999976,None,998.8211606999976,None,998.8211606999976,None,998.8211606999976,None,998.8211606999976,None,998.8211606999976,None,998.8211606999976,None,998.8211606999976,None,56,21,64,65,56,72,1001.3356972000038,None,1.0,0.9210210000019288,1001.3356972000038,None,1001.3356972000038,None,1001.3356972000038,None,1001.3356972000038,None,None,None,1002.2769498999987,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,27,0,27,0,,,,,,,,,,,,,,,None,None,None,None,None,1004.1751880000011,None,1004.1751880000011,None,1004.1751880000011,None,1004.1751880000011,None,f,0.6188070999996853,1004.1751880000011,None,1004.1751880000011,None,1004.8370921000023,None,1004.8370921000023,None,1004.8370921000023,None,1004.8370921000023,None,1004.8370921000023,None,1004.8370921000023,None,1005.1339488000012,1006.0409599999984,1005.1339488000012,1006.0409599999984,1006.0690614999985,None,1006.0690614999985,None,1006.0690614999985,None,1006.0690614999985,None,1006.0690614999985,None,1006.0690614999985,None,1006.0690614999985,None,1006.0690614999985,None,1006.0690614999985,None,56,23,55,58,23,61,1008.5882521000021,None,1.0,0.6885237999958917,1008.5882521000021,None,1008.5882521000021,None,1008.5882521000021,None,1008.5882521000021,None,None,None,1009.2971793000033,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
1,28,0,28,0,,,,,,,,,,,,,,,None,None,None,None,None,1011.2277459999968,None,1011.2277459999968,None,1011.2277459999968,None,1011.2277459999968,None,r,0.6766338999950676,1011.2277459999968,None,1011.2277459999968,None,1011.946855000002,None,1011.946855000002,None,1011.946855000002,None,1011.946855000002,None,1011.946855000002,None,1011.946855000002,None,1012.2291404999996,1013.3127611000018,1012.2291404999996,1013.3127611000018,1013.3486663000003,None,1013.3486663000003,None,1013.3486663000003,None,1013.3486663000003,None,1013.3486663000003,None,1013.3486663000003,None,1013.3486663000003,None,1013.3486663000003,None,1013.3486663000003,None,50,26,66,66,50,54,1015.8751486000037,None,4.0,1.0964385000042967,1015.8751486000037,None,1015.8751486000037,None,1015.8751486000037,None,1015.8751486000037,None,None,None,1016.9816097000003,None,,,,,,,,110,M,22,2022_Nov_25_1705,RL,2021.2.3,59.907143927732164,
