bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,1568.3847953001969,1568.3847953001969,space,38.69304460007697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
,,,,,,,,,1607.113676500041,1607.113676500041,space,24.935457000043243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,0,0,0,0,,,,,,,,,1632.0722942999564,None,1633.0917708999477,1633.0917708999477,1633.0917708999477,1633.0917708999477,1633.0917708999477,1633.0917708999477,r,0.3020204002968967,1633.4766742000356,1633.4766742000356,1633.4766742000356,1633.4766742000356,1633.4766742000356,1633.4766742000356,1633.7188281002454,1633.7188281002454,1634.99836420035,1634.99836420035,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1635.0715332999825,1637.5747390002944,1637.5747390002944,1637.5747390002944,1637.5747390002944,1637.5747390002944,35,66,47,63,35,47,3.0,3.0572735997848213,1640.6969000999816,1642.361428800039,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,1,0,1,0,,,,,,,,,,None,1642.361428800039,1642.361428800039,1642.361428800039,1642.361428800039,1642.361428800039,1642.361428800039,r,0.4604515000246465,1642.844724399969,1642.844724399969,1642.844724399969,1642.844724399969,1642.844724399969,1642.844724399969,1643.143160500098,1643.143160500098,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1644.688234000001,1647.1977268001065,1647.1977268001065,1647.1977268001065,1647.1977268001065,1647.1977268001065,29,74,51,58,29,71,2.0,2.342594299931079,1649.5577885000966,1651.3370465002954,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,2,0,2,0,,,,,,,,,,None,1651.3370465002954,1651.3370465002954,1651.3370465002954,1651.3370465002954,1651.3370465002954,1651.3370465002954,j,0.33978559961542487,1651.703480700031,1651.703480700031,1651.703480700031,1651.703480700031,1651.703480700031,1651.703480700031,1652.0023898999207,1652.0023898999207,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1653.8135329000652,1656.3233429002576,1656.3233429002576,1656.3233429002576,1656.3233429002576,1656.3233429002576,31,60,37,50,50,66,3.0,2.192991000134498,1658.5332474000752,1660.4955583000556,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,3,0,3,0,,,,,,,,,,None,1660.4955583000556,1660.4955583000556,1660.4955583000556,1660.4955583000556,1660.4955583000556,1660.4955583000556,j,0.3006815998815,1660.8307958999649,1660.8307958999649,1660.8307958999649,1660.8307958999649,1660.8307958999649,1660.8307958999649,1661.1270238002762,1661.1270238002762,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1663.1215758002363,1665.6308224000968,1665.6308224000968,1665.6308224000968,1665.6308224000968,1665.6308224000968,32,71,48,50,50,68,3.0,1.3950980002991855,1667.0434348001145,1668.5897093000822,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,4,0,4,0,,,,,,,,,,None,1668.5897093000822,1668.5897093000822,1668.5897093000822,1668.5897093000822,1668.5897093000822,1668.5897093000822,f,0.42215210013091564,1669.0402513002045,1669.0402513002045,1669.0402513002045,1669.0402513002045,1669.0402513002045,1669.0402513002045,1669.3381743999198,1669.3381743999198,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1670.2023006998934,1672.7116630999371,1672.7116630999371,1672.7116630999371,1672.7116630999371,1672.7116630999371,27,73,50,55,73,64,5.0,1.7448161002248526,1674.473474800121,1676.385009400081,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,5,0,5,0,,,,,,,,,,None,1676.385009400081,1676.385009400081,1676.385009400081,1676.385009400081,1676.385009400081,1676.385009400081,j,0.31807419983670115,1676.7395744002424,1676.7395744002424,1676.7395744002424,1676.7395744002424,1676.7395744002424,1676.7395744002424,1677.034123999998,1677.034123999998,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1678.5959081999026,1681.1055128001608,1681.1055128001608,1681.1055128001608,1681.1055128001608,1681.1055128001608,29,60,48,56,56,77,3.0,2.641328999772668,1683.7643953999504,1685.5439641000703,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,6,0,6,0,,,,,,,,,,None,1685.5439641000703,1685.5439641000703,1685.5439641000703,1685.5439641000703,1685.5439641000703,1685.5439641000703,i,0.3587916996330023,1685.9278196003288,1685.9278196003288,1685.9278196003288,1685.9278196003288,1685.9278196003288,1685.9278196003288,1686.2252287999727,1686.2252287999727,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1687.5716460999101,1690.0808037999086,1690.0808037999086,1690.0808037999086,1690.0808037999086,1690.0808037999086,27,67,43,47,43,78,2.0,1.5282033998519182,1691.6264418000355,1693.3889795001596,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
1,7,0,7,0,,,,,,,,,,None,1693.3889795001596,1693.3889795001596,1693.3889795001596,1693.3889795001596,1693.3889795001596,1693.3889795001596,f,0.31445399997755885,1693.7260762001388,1693.7260762001388,1693.7260762001388,1693.7260762001388,1693.7260762001388,1693.7260762001388,1694.0205795001239,1694.0205795001239,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1695.2842276999727,1697.7933567003347,1697.7933567003347,1697.7933567003347,1697.7933567003347,1697.7933567003347,21,67,49,35,67,42,5.0,1.8274796004407108,1699.6377910003066,1701.3174922000617,,,,,,,114,f,1,2022-12-11_14h50.10.264,RL,2022.2.4,60.005424643461325,
