bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,1672.9445218998007,1672.9445218998007,space,62.453907900024205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
,,,,,,,,,1735.4327548998408,1735.4327548998408,space,56.80974259972572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,0,0,0,0,,,,,,,,,1792.2703283997253,None,1793.2853490998968,1793.2853490998968,1793.2853490998968,1793.2853490998968,1793.2853490998968,1793.2853490998968,j,0.48054319992661476,1793.8582755997777,1793.8582755997777,1793.8582755997777,1793.8582755997777,1793.8582755997777,1793.8582755997777,1794.0995797999203,1794.0995797999203,1795.5456274999306,1795.5456274999306,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1795.6028450001031,1798.1047422001138,1798.1047422001138,1798.1047422001138,1798.1047422001138,1798.1047422001138,60,61,51,31,31,46,4.0,2.3587829996831715,1800.5456771999598,1802.243741999846,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,1,0,1,0,,,,,,,,,,None,1802.243741999846,1802.243741999846,1802.243741999846,1802.243741999846,1802.243741999846,1802.243741999846,r,0.8386876001022756,1803.1117651998065,1803.1117651998065,1803.1117651998065,1803.1117651998065,1803.1117651998065,1803.1117651998065,1803.4077630997635,1803.4077630997635,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1804.6706779999658,1807.1799869998358,1807.1799869998358,1807.1799869998358,1807.1799869998358,1807.1799869998358,66,72,46,32,66,34,5.0,1.6783384000882506,1808.874953799881,1810.5544112999924,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,2,0,2,0,,,,,,,,,,None,1810.5544112999924,1810.5544112999924,1810.5544112999924,1810.5544112999924,1810.5544112999924,1810.5544112999924,i,0.5676345000974834,1811.1558292000555,1811.1558292000555,1811.1558292000555,1811.1558292000555,1811.1558292000555,1811.1558292000555,1811.452371600084,1811.452371600084,1813.263850599993,1813.263850599993,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1813.2804860998876,1815.789641099982,1815.789641099982,1815.789641099982,1815.789641099982,1815.789641099982,64,71,45,39,45,54,6.0,1.395410900004208,1817.2023750999942,1819.014778799843,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,3,0,3,0,,,,,,,,,,None,1819.014778799843,1819.014778799843,1819.014778799843,1819.014778799843,1819.014778799843,1819.014778799843,r,0.7477970998734236,1819.798968099989,1819.798968099989,1819.798968099989,1819.798968099989,1819.798968099989,1819.798968099989,1820.0952741000801,1820.0952741000801,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1821.507775099948,1824.0172021999024,1824.0172021999024,1824.0172021999024,1824.0172021999024,1824.0172021999024,56,84,40,30,56,41,4.0,2.0260795997455716,1826.061257299967,1827.8405945999548,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,4,0,4,0,,,,,,,,,,None,1827.8405945999548,1827.8405945999548,1827.8405945999548,1827.8405945999548,1827.8405945999548,1827.8405945999548,r,0.42806070018559694,1828.292098700069,1828.292098700069,1828.292098700069,1828.292098700069,1828.292098700069,1828.292098700069,1828.5884317001328,1828.5884317001328,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1830.3006003000773,1832.8097636001185,1832.8097636001185,1832.8097636001185,1832.8097636001185,1832.8097636001185,58,82,37,41,58,44,5.0,1.9772038999944925,1834.8045990997925,1836.3672186001204,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,5,0,5,0,,,,,,,,,,None,1836.3672186001204,1836.3672186001204,1836.3672186001204,1836.3672186001204,1836.3672186001204,1836.3672186001204,r,0.6829824000597,1837.0840318999253,1837.0840318999253,1837.0840318999253,1837.0840318999253,1837.0840318999253,1837.0840318999253,1837.3816741998307,1837.3816741998307,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1839.325665500015,1841.8351529999636,1841.8351529999636,1841.8351529999636,1841.8351529999636,1841.8351529999636,59,80,39,38,59,66,4.0,2.526282500009984,1844.3778813998215,1846.356983100064,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,6,0,6,0,,,,,,,,,,None,1846.356983100064,1846.356983100064,1846.356983100064,1846.356983100064,1846.356983100064,1846.356983100064,r,0.4971970999613404,1846.8746925997548,1846.8746925997548,1846.8746925997548,1846.8746925997548,1846.8746925997548,1846.8746925997548,1847.1712294998579,1847.1712294998579,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1848.8844881998375,1851.3925140998326,1851.3925140998326,1851.3925140998326,1851.3925140998326,1851.3925140998326,65,73,31,39,65,70,4.0,2.409483800176531,1853.819089199882,1855.5315848998725,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
1,7,0,7,0,,,,,,,,,,None,1855.5315848998725,1855.5315848998725,1855.5315848998725,1855.5315848998725,1855.5315848998725,1855.5315848998725,r,0.39822519989684224,1855.9491805997677,1855.9491805997677,1855.9491805997677,1855.9491805997677,1855.9491805997677,1855.9491805997677,1856.2468464998528,1856.2468464998528,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1857.559532099869,1860.0686459001154,1860.0686459001154,1860.0686459001154,1860.0686459001154,1860.0686459001154,56,73,32,25,56,64,5.0,1.7113723000511527,1861.7970606000163,1863.4764414001256,,,,,,,120,f,1,2022-12-11_16h58.20.291,RL,2022.2.4,60.2567903852046,
