bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,277.15113430004567,277.15113430004567,space,26.69171080016531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
,,,,,,,,,303.88384309993125,303.88384309993125,space,245.9636011000257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,0,0,0,0,,,,,,,,,549.8678077999502,None,550.8828225000761,550.8828225000761,550.8828225000761,550.8828225000761,550.8828225000761,550.8828225000761,r,1.1736916000954807,552.1451370001305,552.1451370001305,552.1451370001305,552.1451370001305,552.1451370001305,552.1451370001305,552.3791459999047,552.3791459999047,553.2770982000511,553.2770982000511,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,553.344498099992,555.8520728999283,555.8520728999283,555.8520728999283,555.8520728999283,555.8520728999283,69,32,47,54,69,46,5.0,3.3740519999992102,559.3483168000821,561.0712586999871,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,1,0,1,0,,,,,,,,,,None,561.0712586999871,561.0712586999871,561.0712586999871,561.0712586999871,561.0712586999871,561.0712586999871,j,1.418224100023508,562.5300809000619,562.5300809000619,562.5300809000619,562.5300809000619,562.5300809000619,562.5300809000619,562.8165979001205,562.8165979001205,564.4786801999435,564.4786801999435,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,564.4954419001006,567.0043905000202,567.0043905000202,567.0043905000202,567.0043905000202,567.0043905000202,72,42,46,60,60,63,3.0,2.0611034999601543,569.0821348000318,570.7116594000254,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,2,0,2,0,,,,,,,,,,None,570.7116594000254,570.7116594000254,570.7116594000254,570.7116594000254,570.7116594000254,570.7116594000254,i,0.6647258000448346,571.3940244999249,571.3940244999249,571.3940244999249,571.3940244999249,571.3940244999249,571.3940244999249,571.6926557000261,571.6926557000261,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,572.5917511000298,575.1000018999912,575.1000018999912,575.1000018999912,575.1000018999912,575.1000018999912,71,38,48,56,48,29,4.0,1.9769407000858337,577.0935011000838,578.9392874999903,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,3,0,3,0,,,,,,,,,,None,578.9392874999903,578.9392874999903,578.9392874999903,578.9392874999903,578.9392874999903,578.9392874999903,r,0.8405254001263529,579.8050987001043,579.8050987001043,579.8050987001043,579.8050987001043,579.8050987001043,579.8050987001043,580.1033632999752,580.1033632999752,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,581.2502665999345,583.7589104999788,583.7589104999788,583.7589104999788,583.7589104999788,583.7589104999788,68,41,46,56,68,49,5.0,1.8276690000202507,585.6035547000356,587.5655728001148,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,4,0,4,0,,,,,,,,,,None,587.5655728001148,587.5655728001148,587.5655728001148,587.5655728001148,587.5655728001148,587.5655728001148,f,0.6429165999870747,588.231066999957,588.231066999957,588.231066999957,588.231066999957,588.231066999957,588.231066999957,588.5302558001131,588.5302558001131,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,590.2749743000604,592.7847245000303,592.7847245000303,592.7847245000303,592.7847245000303,592.7847245000303,72,40,39,57,40,77,2.0,1.3789299000054598,594.18034969992,595.7768177001271,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,5,0,5,0,,,,,,,,,,None,595.7768177001271,595.7768177001271,595.7768177001271,595.7768177001271,595.7768177001271,595.7768177001271,i,0.5612488000188023,596.3606863000896,596.3606863000896,596.3606863000896,596.3606863000896,596.3606863000896,596.3606863000896,596.6417831999715,596.6417831999715,597.5720357000828,597.5720357000828,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,597.5886335000396,600.0976921999827,600.0976921999827,600.0976921999827,600.0976921999827,600.0976921999827,76,40,39,60,39,69,2.0,1.3458990000654012,601.460633300012,603.0400145000312,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,6,0,6,0,,,,,,,,,,None,603.0400145000312,603.0400145000312,603.0400145000312,603.0400145000312,603.0400145000312,603.0400145000312,r,0.5670765999238938,603.6420346000232,603.6420346000232,603.6420346000232,603.6420346000232,603.6420346000232,603.6420346000232,603.9378122000489,603.9378122000489,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,605.0183942001313,607.5275997000281,607.5275997000281,607.5275997000281,607.5275997000281,607.5275997000281,72,41,48,65,72,59,4.0,0.813974600052461,608.3581789999735,610.120789400069,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
1,7,0,7,0,,,,,,,,,,None,610.120789400069,610.120789400069,610.120789400069,610.120789400069,610.120789400069,610.120789400069,j,1.0513716998975724,611.204480699962,611.204480699962,611.204480699962,611.204480699962,611.204480699962,611.204480699962,611.5007182001136,611.5007182001136,613.3621398999821,613.3621398999821,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,613.3787090000696,615.8878421001136,615.8878421001136,615.8878421001136,615.8878421001136,615.8878421001136,67,43,44,54,54,59,4.0,0.4647019000258297,616.3704904001206,617.9501479000319,,,,,,,,,,106,m,20,2022-11-25_13h26.47.333,RL,2022.2.4,60.67913297841275,
