bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,image_2.started,image_2.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,18.61801639990881,None,space,0.9911390000488609,18.61801639990881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
,,,,,,,,,,,19.628671899903566,None,space,5.0303901000879705,19.628671899903566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,0,0,0,0,,,,,,,,,,,,,24.691677700029686,None,None,None,None,None,None,25.70519130001776,None,25.70519130001776,None,25.70519130001776,None,25.70519130001776,None,r,0.2937861999962479,25.70519130001776,None,25.70519130001776,None,26.044484599959105,None,26.044484599959105,None,26.044484599959105,None,26.044484599959105,None,26.044484599959105,None,26.044484599959105,None,26.33111699996516,27.164903600001708,26.33111699996516,27.164903600001708,27.20144940004684,None,27.20144940004684,None,27.20144940004684,None,27.20144940004684,None,27.20144940004684,None,27.20144940004684,None,27.20144940004684,None,27.20144940004684,None,27.20144940004684,None,65,50,59,35,65,64,29.720753700006753,None,7.0,3.007326800143346,29.720753700006753,None,29.720753700006753,None,29.720753700006753,None,29.720753700006753,None,None,None,32.77220389991999,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,1,0,1,0,,,,,,,,,,,,,,,None,None,None,None,None,34.65630710008554,None,34.65630710008554,None,34.65630710008554,None,34.65630710008554,None,f,0.7629369001369923,34.65630710008554,None,34.65630710008554,None,35.46047169994563,None,35.46047169994563,None,35.46047169994563,None,35.46047169994563,None,35.46047169994563,None,35.46047169994563,None,35.75425520003773,None,35.75425520003773,None,37.641159899998456,None,37.641159899998456,None,37.641159899998456,None,37.641159899998456,None,37.641159899998456,None,37.641159899998456,None,37.641159899998456,None,37.641159899998456,None,37.641159899998456,None,74,48,58,31,48,76,40.15426030009985,None,4.0,1.0527653999160975,40.15426030009985,None,40.15426030009985,None,40.15426030009985,None,40.15426030009985,None,None,None,41.22406779997982,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,2,0,2,0,,,,,,,,,,,,,,,None,None,None,None,None,43.128956800093874,None,43.128956800093874,None,43.128956800093874,None,43.128956800093874,None,r,0.9200603999197483,43.128956800093874,None,43.128956800093874,None,44.097879300126806,None,44.097879300126806,None,44.097879300126806,None,44.097879300126806,None,44.097879300126806,None,44.097879300126806,None,44.393583700060844,46.3114008998964,44.393583700060844,46.3114008998964,46.34575490001589,None,46.34575490001589,None,46.34575490001589,None,46.34575490001589,None,46.34575490001589,None,46.34575490001589,None,46.34575490001589,None,46.34575490001589,None,46.34575490001589,None,69,59,63,45,69,29,48.86861169990152,None,6.0,1.417153300018981,48.86861169990152,None,48.86861169990152,None,48.86861169990152,None,48.86861169990152,None,None,None,50.297378400107846,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,3,0,3,0,,,,,,,,,,,,,,,None,None,None,None,None,52.235242099966854,None,52.235242099966854,None,52.235242099966854,None,52.235242099966854,None,r,0.39411610015667975,52.235242099966854,None,52.235242099966854,None,52.672376200091094,None,52.672376200091094,None,52.672376200091094,None,52.672376200091094,None,52.672376200091094,None,52.672376200091094,None,52.966153600020334,54.600518400082365,52.966153600020334,54.600518400082365,54.633691400056705,None,54.633691400056705,None,54.633691400056705,None,54.633691400056705,None,54.633691400056705,None,54.633691400056705,None,54.633691400056705,None,54.633691400056705,None,54.633691400056705,None,67,54,55,41,67,37,57.14847839996219,None,4.0,1.3551574999000877,57.14847839996219,None,57.14847839996219,None,57.14847839996219,None,57.14847839996219,None,None,None,58.51949830004014,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,4,0,4,0,,,,,,,,,,,,,,,None,None,None,None,None,60.407567099900916,None,60.407567099900916,None,60.407567099900916,None,60.407567099900916,None,r,1.051576599944383,60.407567099900916,None,60.407567099900916,None,61.513848199974746,None,61.513848199974746,None,61.513848199974746,None,61.513848199974746,None,61.513848199974746,None,61.513848199974746,None,61.805680100107566,None,61.805680100107566,None,63.7522639001254,None,63.7522639001254,None,63.7522639001254,None,63.7522639001254,None,63.7522639001254,None,63.7522639001254,None,63.7522639001254,None,63.7522639001254,None,63.7522639001254,None,73,50,58,42,73,26,66.2741926999297,None,7.0,1.3516691999975592,66.2741926999297,None,66.2741926999297,None,66.2741926999297,None,66.2741926999297,None,None,None,67.64245330006815,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,5,0,5,0,,,,,,,,,,,,,,,None,None,None,None,None,69.63042040006258,None,69.63042040006258,None,69.63042040006258,None,69.63042040006258,None,r,0.5287905000150204,69.63042040006258,None,69.63042040006258,None,70.20078620011918,None,70.20078620011918,None,70.20078620011918,None,70.20078620011918,None,70.20078620011918,None,70.20078620011918,None,70.49494379991665,None,70.49494379991665,None,72.34886180004105,None,72.34886180004105,None,72.34886180004105,None,72.34886180004105,None,72.34886180004105,None,72.34886180004105,None,72.34886180004105,None,72.34886180004105,None,72.34886180004105,None,71,51,68,38,71,37,74.85922669991851,None,7.0,1.2725126000586897,74.85922669991851,None,74.85922669991851,None,74.85922669991851,None,74.85922669991851,None,None,None,76.1487018999178,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,6,0,6,0,,,,,,,,,,,,,,,None,None,None,None,None,78.08675860008225,None,78.08675860008225,None,78.08675860008225,None,78.08675860008225,None,r,0.23262739996425807,78.08675860008225,None,78.08675860008225,None,78.37685470003635,None,78.37685470003635,None,78.37685470003635,None,78.37685470003635,None,78.37685470003635,None,78.37685470003635,None,78.66753900004551,None,78.66753900004551,None,79.96417990000919,None,79.96417990000919,None,79.96417990000919,None,79.96417990000919,None,79.96417990000919,None,79.96417990000919,None,79.96417990000919,None,79.96417990000919,None,79.96417990000919,None,65,43,65,35,65,84,82.48430839995854,None,3.0,1.5872107001487166,82.48430839995854,None,82.48430839995854,None,82.48430839995854,None,82.48430839995854,None,None,None,84.0877161999233,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
1,7,0,7,0,,,,,,,,,,,,,,,None,None,None,None,None,85.64182260003872,None,85.64182260003872,None,85.64182260003872,None,85.64182260003872,None,i,0.32764980010688305,85.64182260003872,None,85.64182260003872,None,86.01420750003308,None,86.01420750003308,None,86.01420750003308,None,86.01420750003308,None,86.01420750003308,None,86.01420750003308,None,86.30614429991692,None,86.30614429991692,None,87.45703610009514,None,87.45703610009514,None,87.45703610009514,None,87.45703610009514,None,87.45703610009514,None,87.45703610009514,None,87.45703610009514,None,87.45703610009514,None,87.45703610009514,None,69,48,63,50,63,54,89.97099950001575,None,6.0,1.17322689993307,89.97099950001575,None,89.97099950001575,None,89.97099950001575,None,89.97099950001575,None,None,None,91.16461619990878,None,,,,,,,115,f,22,2022_Dec_11_1526,RL,2021.2.3,59.943880516485606,
