bandit,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,image_2.started,docs.stopped,image_2.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,14.776892900001258,14.776892900001258,space,11.48844869993627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
,,,,,,,,,26.29625180014409,26.29625180014409,space,1.372706800000742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,0,0,0,0,,,,,,,,,27.686155200004578,None,28.701673000119627,28.701673000119627,28.701673000119627,28.701673000119627,28.701673000119627,28.701673000119627,i,0.2627604999579489,29.040916900150478,29.040916900150478,29.040916900150478,29.040916900150478,29.040916900150478,29.040916900150478,29.28327860007994,29.28327860007994,30.79536890005693,30.79536890005693,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,30.86279540020041,33.37147940020077,33.37147940020077,33.37147940020077,33.37147940020077,33.37147940020077,72,43,58,41,58,25,6.0,5.201830500038341,38.704340500058606,40.269512000028044,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,1,0,1,0,,,,,,,,,,None,40.269512000028044,40.269512000028044,40.269512000028044,40.269512000028044,40.269512000028044,40.269512000028044,f,0.6599738001823425,40.951401400147006,40.951401400147006,40.951401400147006,40.951401400147006,40.951401400147006,40.951401400147006,41.25028630020097,41.25028630020097,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,42.81229570019059,45.321809500223026,45.321809500223026,45.321809500223026,45.321809500223026,45.321809500223026,70,33,57,37,33,29,6.0,1.5616020001471043,46.90038870018907,48.81257260008715,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,2,0,2,0,,,,,,,,,,None,48.81257260008715,48.81257260008715,48.81257260008715,48.81257260008715,48.81257260008715,48.81257260008715,i,1.0033642000053078,49.84369370015338,49.84369370015338,49.84369370015338,49.84369370015338,49.84369370015338,49.84369370015338,50.14249910018407,50.14249910018407,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,51.804569400148466,54.314123300137,54.314123300137,54.314123300137,54.314123300137,54.314123300137,71,31,57,35,57,54,6.0,1.844281499972567,56.175202100072056,57.88760900008492,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,3,0,3,0,,,,,,,,,,None,57.88760900008492,57.88760900008492,57.88760900008492,57.88760900008492,57.88760900008492,57.88760900008492,r,0.681327800033614,58.58902520011179,58.58902520011179,58.58902520011179,58.58902520011179,58.58902520011179,58.58902520011179,58.88617410021834,58.88617410021834,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,60.464157100068405,62.97350340010598,62.97350340010598,62.97350340010598,62.97350340010598,62.97350340010598,67,34,56,23,67,48,6.0,1.3135356998536736,64.30324000003748,66.18191120005213,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,4,0,4,0,,,,,,,,,,None,66.18191120005213,66.18191120005213,66.18191120005213,66.18191120005213,66.18191120005213,66.18191120005213,i,0.6047821000684053,66.81455860007554,66.81455860007554,66.81455860007554,66.81455860007554,66.81455860007554,66.81455860007554,67.11353140021674,67.11353140021674,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,68.99141290015541,71.5005824000109,71.5005824000109,71.5005824000109,71.5005824000109,71.5005824000109,81,37,56,34,56,44,6.0,1.2296480999793857,72.74682110012509,74.54231480020098,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,5,0,5,0,,,,,,,,,,None,74.54231480020098,74.54231480020098,74.54231480020098,74.54231480020098,74.54231480020098,74.54231480020098,j,0.7077576001174748,75.2743987001013,75.2743987001013,75.2743987001013,75.2743987001013,75.2743987001013,75.2743987001013,75.57298390008509,75.57298390008509,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,77.56748180021532,80.07673030020669,80.07673030020669,80.07673030020669,80.07673030020669,80.07673030020669,80,32,51,28,28,51,6.0,1.3059328000526875,81.38991010002792,83.2357822000049,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,6,0,6,0,,,,,,,,,,None,83.2357822000049,83.2357822000049,83.2357822000049,83.2357822000049,83.2357822000049,83.2357822000049,r,0.7480663999449462,84.01707680011168,84.01707680011168,84.01707680011168,84.01707680011168,84.01707680011168,84.01707680011168,84.3160291002132,84.3160291002132,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,85.28005970013328,87.78910180018283,87.78910180018283,87.78910180018283,87.78910180018283,87.78910180018283,79,38,48,25,79,52,6.0,1.4620540000032634,89.26821250002831,91.26334090018645,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,7,0,7,0,,,,,,,,,,None,91.26334090018645,91.26334090018645,91.26334090018645,91.26334090018645,91.26334090018645,91.26334090018645,f,0.5181619999930263,91.8124884001445,91.8124884001445,91.8124884001445,91.8124884001445,91.8124884001445,91.8124884001445,92.11132150003687,92.11132150003687,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,93.17517840000801,95.6846124001313,95.6846124001313,95.6846124001313,95.6846124001313,95.6846124001313,79,46,53,28,46,50,6.0,1.3120261000003666,97.01383720012382,98.95925780013204,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
1,8,0,8,0,,,,,,,,,,None,98.95925780013204,98.95925780013204,98.95925780013204,98.95925780013204,98.95925780013204,98.95925780013204,i,0.7608103998936713,99.75004830001853,99.75004830001853,99.75004830001853,99.75004830001853,99.75004830001853,99.75004830001853,100.03983960021287,100.03983960021287,101.53559710015543,101.53559710015543,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,101.55219230009243,104.06131880008616,104.06131880008616,104.06131880008616,104.06131880008616,104.06131880008616,75,46,50,27,50,28,6.0,2.1765791999641806,106.25582390022464,108.03468410018831,,,,,,,,,,103,f,19,2022-11-25_11h03.07.482,RL,2022.2.4,60.400625308598386,
