instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
12.240134874999967,12.240134874999967,space,33.53518070800055,,,1,f,1,2023-03-17_20h29.33.949,RL,2022.2.4,None,
,,,,45.85924529099975,45.85924529099975,,,,,,,,
