bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,24.62613450002391,None,space,26.993397300015204,24.62613450002391,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
,,,,,,,,,,,,,51.660132899996825,None,s,14.12901419994887,51.660132899996825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,65.81673970003612,None,None,None,None,None,None,66.92563840001822,None,66.92563840001822,None,66.92563840001822,None,66.92563840001822,None,i,0.44343169999774545,66.92563840001822,None,66.92563840001822,None,67.48676210001577,None,67.48676210001577,None,67.48676210001577,None,67.48676210001577,None,67.48676210001577,None,67.48676210001577,None,67.7746988000581,69.24239800008945,67.7746988000581,69.24239800008945,69.34076230006758,None,69.34076230006758,None,69.34076230006758,None,69.34076230006758,None,69.34076230006758,None,69.34076230006758,None,69.34076230006758,None,69.34076230006758,None,69.34076230006758,None,73,40,57,48,57,71,71.95550570008345,None,3.0,3.317727499990724,71.95550570008345,None,71.95550570008345,None,71.95550570008345,None,71.95550570008345,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,75.87419530004263,None,,,,,,,,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,77.70823870005552,None,77.70823870005552,None,77.70823870005552,None,77.70823870005552,None,f,0.4807943000923842,77.70823870005552,None,77.70823870005552,None,78.23541289998684,None,78.23541289998684,None,78.23541289998684,None,78.23541289998684,None,78.23541289998684,None,78.23541289998684,None,78.5321495999815,None,78.5321495999815,None,80.43542019999586,None,80.43542019999586,None,80.43542019999586,None,80.43542019999586,None,80.43542019999586,None,80.43542019999586,None,80.43542019999586,None,80.43542019999586,None,80.43542019999586,None,72,30,59,48,30,50,82.95209540007636,None,3.0,2.3213467000750825,82.95209540007636,None,82.95209540007636,None,82.95209540007636,None,82.95209540007636,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,85.34100380004384,None,,,,,,,,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,87.0427812000271,None,87.0427812000271,None,87.0427812000271,None,87.0427812000271,None,f,0.43632089998573065,87.0427812000271,None,87.0427812000271,None,87.52689450001344,None,87.52689450001344,None,87.52689450001344,None,87.52689450001344,None,87.52689450001344,None,87.52689450001344,None,87.82191599998623,89.00627950008493,87.82191599998623,89.00627950008493,89.04115290008485,None,89.04115290008485,None,89.04115290008485,None,89.04115290008485,None,89.04115290008485,None,89.04115290008485,None,89.04115290008485,None,89.04115290008485,None,89.04115290008485,None,73,32,66,51,32,51,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,1,91.63913520006463,None,91.63913520006463,None,91.63913520006463,None,91.63913520006463,None,91.63913520006463,None,91.63913520006463,None,25,91.63913520006463,None,91.63913520006463,None,0.012319689965806901,None,91.63913520006463,None,4.046875,2.753260599914938,103.47386290004943,None,103.47386290004943,None,103.47386290004943,None,103.47386290004943,None,None,None,106.24081039999146,None,-0.07942708333333333,-0.26171875,1,0,0,11.771172999986447,tijiao_random_2,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,107.97357490006834,None,107.97357490006834,None,107.97357490006834,None,107.97357490006834,None,i,0.39573509991168976,107.97357490006834,None,107.97357490006834,None,108.40860180009622,None,108.40860180009622,None,108.40860180009622,None,108.40860180009622,None,108.40860180009622,None,108.40860180009622,None,108.70312399999239,109.85410550003871,108.70312399999239,109.85410550003871,109.8874815000454,None,109.8874815000454,None,109.8874815000454,None,109.8874815000454,None,109.8874815000454,None,109.8874815000454,None,109.8874815000454,None,109.8874815000454,None,109.8874815000454,None,72,45,52,49,52,46,112.410149000003,None,4.0,2.932737600058317,112.410149000003,None,112.410149000003,None,112.410149000003,None,112.410149000003,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,115.39683800004423,None,,,,,,,,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,116.97991610004101,None,116.97991610004101,None,116.97991610004101,None,116.97991610004101,None,j,0.4994841000298038,116.97991610004101,None,116.97991610004101,None,117.52136290003546,None,117.52136290003546,None,117.52136290003546,None,117.52136290003546,None,117.52136290003546,None,117.52136290003546,None,117.8094962000614,118.69341429998167,117.8094962000614,118.69341429998167,118.72629640006926,None,118.72629640006926,None,118.72629640006926,None,118.72629640006926,None,118.72629640006926,None,118.72629640006926,None,118.72629640006926,None,118.72629640006926,None,118.72629640006926,None,75,43,60,46,46,65,121.24938910000492,None,3.0,1.7005369999678805,121.24938910000492,None,121.24938910000492,None,121.24938910000492,None,121.24938910000492,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,123.00045190006495,None,,,,,,,,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,124.86836560000665,None,124.86836560000665,None,124.86836560000665,None,124.86836560000665,None,r,0.4210745000746101,124.86836560000665,None,124.86836560000665,None,125.32503410009667,None,125.32503410009667,None,125.32503410009667,None,125.32503410009667,None,125.32503410009667,None,125.32503410009667,None,125.61475419998169,None,125.61475419998169,None,127.26360140007455,None,127.26360140007455,None,127.26360140007455,None,127.26360140007455,None,127.26360140007455,None,127.26360140007455,None,127.26360140007455,None,127.26360140007455,None,127.26360140007455,None,71,35,52,49,71,66,None,None,None,None,None,None,None,None,None,None,None,None,65,129.8031181000406,None,65,129.8031181000406,None,129.8031181000406,None,129.8031181000406,None,129.8031181000406,None,129.8031181000406,None,129.8031181000406,None,129.8031181000406,None,0.007835809956304729,None,129.8031181000406,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,4.893229166666667,4.027317500091158,144.87403270008508,None,144.87403270008508,None,144.87403270008508,None,144.87403270008508,None,None,None,148.93340860004537,None,,,,,,,,-0.013020833333333334,-0.2825520833333333,1,0,0,15.002645300002769,tijiao,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,150.6365985000739,None,150.6365985000739,None,150.6365985000739,None,150.6365985000739,None,j,0.40399069990962744,150.6365985000739,None,150.6365985000739,None,151.08859120006673,None,151.08859120006673,None,151.08859120006673,None,151.08859120006673,None,151.08859120006673,None,151.08859120006673,None,151.38284079998266,152.58377000002656,151.38284079998266,152.58377000002656,152.6184136000229,None,152.6184136000229,None,152.6184136000229,None,152.6184136000229,None,152.6184136000229,None,152.6184136000229,None,152.6184136000229,None,152.6184136000229,None,152.6184136000229,None,70,31,69,41,41,46,155.1358805000782,None,4.0,1.7536205999786034,155.1358805000782,None,155.1358805000782,None,155.1358805000782,None,155.1358805000782,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,156.95219710003585,None,,,,,,,,,,,,,,,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,158.64047680003569,None,158.64047680003569,None,158.64047680003569,None,158.64047680003569,None,i,0.7203167999396101,158.64047680003569,None,158.64047680003569,None,159.40865220001433,None,159.40865220001433,None,159.40865220001433,None,159.40865220001433,None,159.40865220001433,None,159.40865220001433,None,159.70523900003172,None,159.70523900003172,None,161.07155220001005,None,161.07155220001005,None,161.07155220001005,None,161.07155220001005,None,161.07155220001005,None,161.07155220001005,None,161.07155220001005,None,161.07155220001005,None,161.07155220001005,None,66,44,59,57,59,60,None,None,None,None,None,None,None,None,None,None,None,None,40,163.59922980004922,None,40,163.59922980004922,None,163.59922980004922,None,163.59922980004922,None,163.59922980004922,None,163.59922980004922,None,163.59922980004922,None,163.59922980004922,None,0.00019474001601338387,None,163.59922980004922,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.234375,3.15249180002138,173.65278940007556,None,173.65278940007556,None,173.65278940007556,None,173.65278940007556,None,None,None,176.83217549999245,None,,,,,,,,-0.037760416666666664,-0.28125,1,0,0,10.007970100035891,tijiao,,252,f,22,2023_Mar_22_1736,RL,2021.2.3,60.012446578385614,
