bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,19.48559560009744,None,space,2.5251703000394627,19.48559560009744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
,,,,,,,,,,,,,22.052943199989386,None,s,40.680889799958095,22.052943199989386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,62.76232630002778,None,None,None,None,None,None,63.84694379998837,None,63.84694379998837,None,63.84694379998837,None,63.84694379998837,None,i,0.5150568999815732,63.84694379998837,None,63.84694379998837,None,64.47372320003342,None,64.47372320003342,None,64.47372320003342,None,64.47372320003342,None,64.47372320003342,None,64.47372320003342,None,64.77075600007083,None,64.77075600007083,None,65.80927850003354,None,65.80927850003354,None,65.80927850003354,None,65.80927850003354,None,65.80927850003354,None,65.80927850003354,None,65.80927850003354,None,65.80927850003354,None,65.80927850003354,None,52,23,66,49,66,63,68.4349596000975,None,5.0,6.285428400035016,68.4349596000975,None,68.4349596000975,None,68.4349596000975,None,68.4349596000975,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,75.37578510004096,None,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,77.40263400005642,None,77.40263400005642,None,77.40263400005642,None,77.40263400005642,None,r,0.8192926000338048,77.40263400005642,None,77.40263400005642,None,78.2602171000326,None,78.2602171000326,None,78.2602171000326,None,78.2602171000326,None,78.2602171000326,None,78.2602171000326,None,78.54724250000436,80.18153860000893,78.54724250000436,80.18153860000893,80.21817660005763,None,80.21817660005763,None,80.21817660005763,None,80.21817660005763,None,80.21817660005763,None,80.21817660005763,None,80.21817660005763,None,80.21817660005763,None,80.21817660005763,None,63,26,80,47,63,44,82.73411700001452,None,5.0,2.8693795000435784,82.73411700001452,None,82.73411700001452,None,82.73411700001452,None,82.73411700001452,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,85.66868800006341,None,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,87.60728100000415,None,87.60728100000415,None,87.60728100000415,None,87.60728100000415,None,j,0.6648802000563592,87.60728100000415,None,87.60728100000415,None,88.3229047000641,None,88.3229047000641,None,88.3229047000641,None,88.3229047000641,None,88.3229047000641,None,88.3229047000641,None,88.62066710006911,None,88.62066710006911,None,90.33781920000911,None,90.33781920000911,None,90.33781920000911,None,90.33781920000911,None,90.33781920000911,None,90.33781920000911,None,90.33781920000911,None,90.33781920000911,None,90.33781920000911,None,62,27,60,44,44,50,92.85380270006135,None,4.0,1.9068219000473619,92.85380270006135,None,92.85380270006135,None,92.85380270006135,None,92.85380270006135,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,94.82889000000432,None,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,96.54750490002334,None,96.54750490002334,None,96.54750490002334,None,96.54750490002334,None,r,0.6446412999648601,96.54750490002334,None,96.54750490002334,None,97.23193890007678,None,97.23193890007678,None,97.23193890007678,None,97.23193890007678,None,97.23193890007678,None,97.23193890007678,None,97.52693160006311,99.01120810001157,97.52693160006311,99.01120810001157,99.04334870004095,None,99.04334870004095,None,99.04334870004095,None,99.04334870004095,None,99.04334870004095,None,99.04334870004095,None,99.04334870004095,None,99.04334870004095,None,99.04334870004095,None,51,26,62,42,51,55,101.56796170002781,None,4.0,1.198028099955991,101.56796170002781,None,101.56796170002781,None,101.56796170002781,None,101.56796170002781,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,102.81679660000373,None,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,104.70307130005676,None,104.70307130005676,None,104.70307130005676,None,104.70307130005676,None,i,0.6591508999699727,104.70307130005676,None,104.70307130005676,None,105.40519220009446,None,105.40519220009446,None,105.40519220009446,None,105.40519220009446,None,105.40519220009446,None,105.40519220009446,None,105.69926700007636,None,105.69926700007636,None,106.91729410004336,None,106.91729410004336,None,106.91729410004336,None,106.91729410004336,None,106.91729410004336,None,106.91729410004336,None,106.91729410004336,None,106.91729410004336,None,106.91729410004336,None,55,30,63,48,63,53,109.43073350004852,None,4.0,1.7745642999652773,109.43073350004852,None,109.43073350004852,None,109.43073350004852,None,109.43073350004852,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,111.27244780003093,None,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,113.07539250003174,None,113.07539250003174,None,113.07539250003174,None,113.07539250003174,None,r,0.6969052000204101,113.07539250003174,None,113.07539250003174,None,113.80943960009608,None,113.80943960009608,None,113.80943960009608,None,113.80943960009608,None,113.80943960009608,None,113.80943960009608,None,114.10519070003647,115.48949250008445,114.10519070003647,115.48949250008445,115.52489100000821,None,115.52489100000821,None,115.52489100000821,None,115.52489100000821,None,115.52489100000821,None,115.52489100000821,None,115.52489100000821,None,115.52489100000821,None,115.52489100000821,None,50,27,65,54,50,38,118.05042670003604,None,4.0,1.2301268998999149,118.05042670003604,None,118.05042670003604,None,118.05042670003604,None,118.05042670003604,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,119.33130970003549,None,,,,,,,,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,121.23124420002569,None,121.23124420002569,None,121.23124420002569,None,121.23124420002569,None,f,0.4710715999826789,121.23124420002569,None,121.23124420002569,None,121.75572080002166,None,121.75572080002166,None,121.75572080002166,None,121.75572080002166,None,121.75572080002166,None,121.75572080002166,None,122.04391980008222,123.07788710005116,122.04391980008222,123.07788710005116,123.11542990000453,None,123.11542990000453,None,123.11542990000453,None,123.11542990000453,None,123.11542990000453,None,123.11542990000453,None,123.11542990000453,None,123.11542990000453,None,123.11542990000453,None,50,14,50,40,14,34,None,None,None,None,None,None,None,None,None,None,None,None,46,125.69055940001272,None,46,125.69055940001272,None,125.69055940001272,None,125.69055940001272,None,125.69055940001272,None,125.69055940001272,None,125.69055940001272,None,125.69055940001272,None,0.016514600021764636,None,125.69055940001272,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.3671875,2.944067999953404,135.4249465999892,None,135.4249465999892,None,135.4249465999892,None,135.4249465999892,None,None,None,138.3878274000017,None,-0.01953125,-0.29296875,1,0,0,9.657760999980383,tijiao,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,140.02749110001605,None,140.02749110001605,None,140.02749110001605,None,140.02749110001605,None,r,0.714815599960275,140.02749110001605,None,140.02749110001605,None,140.79538670007605,None,140.79538670007605,None,140.79538670007605,None,140.79538670007605,None,140.79538670007605,None,140.79538670007605,None,141.09054810006637,142.7749009000836,141.09054810006637,142.7749009000836,142.80621990002692,None,142.80621990002692,None,142.80621990002692,None,142.80621990002692,None,142.80621990002692,None,142.80621990002692,None,142.80621990002692,None,142.80621990002692,None,142.80621990002692,None,53,27,56,46,53,33,None,None,None,None,None,None,None,None,None,None,None,None,50,145.33500760002062,None,50,145.33500760002062,None,145.33500760002062,None,145.33500760002062,None,145.33500760002062,None,145.33500760002062,None,145.33500760002062,None,145.33500760002062,None,0.00044049997813999653,None,145.33500760002062,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,5.973958333333333,2.5147800999693573,150.40450040006544,None,150.40450040006544,None,150.40450040006544,None,150.40450040006544,None,None,None,152.94644040009007,None,0.13020833333333334,-0.3072916666666667,1,0,0,5.022049099905416,tijiao,,,,,,,,,255,f,22,2023_Mar_23_1122,RL,2021.2.3,60.02501843650336,
