bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,194.11984740002663,194.11984740002663,194.11984740002663,194.11984740002663,194.11984740002663,194.11984740002663,i,0.6311951999960002,194.76862550000078,194.76862550000078,194.76862550000078,194.76862550000078,194.76862550000078,194.76862550000078,195.0677555000002,195.0677555000002,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,196.69651500001783,199.20553340000333,199.20553340000333,199.20553340000333,199.20553340000333,199.20553340000333,50,58,54,25,54,54,4.0,2.7081965999968816,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,201.93911480001407,203.66050130000804,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,203.66050130000804,203.66050130000804,203.66050130000804,203.66050130000804,203.66050130000804,203.66050130000804,r,1.1163330000126734,204.80766070002574,204.80766070002574,204.80766070002574,204.80766070002574,204.80766070002574,204.80766070002574,205.10686930001248,205.10686930001248,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,206.00455160002457,,,,,,36,55,59,22,36,48,None,None,58,58,[-0.013888888888888888],[-0.2953703703703704],[1],[0],[0],[5.723844199994346],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],3.148148148148148,2.044664899993222,216.32523200000287,217.95483760000207,,,,,,,,,,,214.26150860000052,214.26150860000052,214.26150860000052,214.26150860000052,208.51593350002076,208.51593350002076,208.51593350002076,208.51593350002076,208.51593350002076,208.51593350002076,208.51593350002076,208.51593350002076,0.006573600025149062,208.51593350002076,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,217.95483760000207,217.95483760000207,217.95483760000207,217.95483760000207,217.95483760000207,217.95483760000207,i,0.6893666000105441,218.67051470000297,218.67051470000297,218.67051470000297,218.67051470000297,218.67051470000297,218.67051470000297,218.96902750001755,218.96902750001755,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,220.84696770002483,223.3561078000057,223.3561078000057,223.3561078000057,223.3561078000057,223.3561078000057,46,60,53,28,53,38,5.0,1.9768599000235554,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,225.35803600001964,227.3624818000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,227.3624818000244,227.3624818000244,227.3624818000244,227.3624818000244,227.3624818000244,227.3624818000244,f,0.6177708999894094,228.01098330001696,228.01098330001696,228.01098330001696,228.01098330001696,228.01098330001696,228.01098330001696,228.31032650000998,228.31032650000998,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,229.42360270000063,231.93297120000352,231.93297120000352,231.93297120000352,231.93297120000352,231.93297120000352,31,60,67,18,60,45,6.0,2.1104870999988634,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,234.06695670000045,236.02216550000594,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,236.02216550000594,236.02216550000594,236.02216550000594,236.02216550000594,236.02216550000594,236.02216550000594,i,0.7299517000210471,236.7704660000163,236.7704660000163,236.7704660000163,236.7704660000163,236.7704660000163,236.7704660000163,237.0698173000128,237.0698173000128,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,239.06430970001384,,,,,,38,63,59,12,59,37,None,None,,,[],[],[],[],[],[],[],-0.6,1,67,[-0.012037037037037037],[-0.30277777777777776],[1],[0],[0],[4.869524600013392],['tijiao_random_2'],2.8981481481481484,1.837653099995805,248.32112790000974,250.21656010000152,241.58255810002447,241.58255810002447,241.58255810002447,241.58255810002447,241.58255810002447,241.58255810002447,241.58255810002447,241.58255810002447,0.005926699988776818,241.58255810002447,246.46488740001223,246.46488740001223,246.46488740001223,246.46488740001223,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,250.21656010000152,250.21656010000152,250.21656010000152,250.21656010000152,250.21656010000152,250.21656010000152,i,0.5472949999966659,250.7846564000065,250.7846564000065,250.7846564000065,250.7846564000065,250.7846564000065,250.7846564000065,251.08164330001455,251.08164330001455,252.8097984000051,252.8097984000051,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,252.8265318000049,,,,,,35,65,51,24,51,54,None,None,,,[],[],[],[],[],[],[],-0.6,1,56,[-0.03888888888888889],[-0.27314814814814814],[1],[0],[0],[4.236438399995677],['tijiao_random_2'],2.0462962962962963,2.836159400001634,262.4493103999994,264.42820260001463,255.34544350000215,255.34544350000215,255.34544350000215,255.34544350000215,255.34544350000215,255.34544350000215,255.34544350000215,255.34544350000215,0.005628800019621849,255.34544350000215,259.5948116000218,259.5948116000218,259.5948116000218,259.5948116000218,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,264.42820260001463,264.42820260001463,264.42820260001463,264.42820260001463,264.42820260001463,264.42820260001463,j,0.42375330001232214,264.87707740001497,264.87707740001497,264.87707740001497,264.87707740001497,264.87707740001497,264.87707740001497,265.17643620001036,265.17643620001036,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,266.1569623000105,,,,,,35,57,52,25,25,47,None,None,21,21,[0.06851851851851852],[-0.2759259259259259],[1],[0],[0],[7.4193807000119705],['tijiao'],0.6,0,,[],[],[],[],[],[],[],5.888888888888888,2.82715910000843,278.95412870001746,280.5343467000057,,,,,,,,,,,276.10820780001814,276.10820780001814,276.10820780001814,276.10820780001814,268.66827370002284,268.66827370002284,268.66827370002284,268.66827370002284,268.66827370002284,268.66827370002284,268.66827370002284,268.66827370002284,0.007114400010323152,268.66827370002284,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,280.5343467000057,280.5343467000057,280.5343467000057,280.5343467000057,280.5343467000057,280.5343467000057,f,0.897769299976062,281.4654903000046,281.4654903000046,281.4654903000046,281.4654903000046,281.4654903000046,281.4654903000046,281.7640507000033,281.7640507000033,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,283.4430005000031,285.9519043000182,285.9519043000182,285.9519043000182,285.9519043000182,285.9519043000182,36,58,48,17,58,43,5.0,1.9268424999900162,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,287.9031952000223,289.75889980001375,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,289.75889980001375,289.75889980001375,289.75889980001375,289.75889980001375,289.75889980001375,289.75889980001375,f,0.7680515999963973,290.55706950000604,290.55706950000604,290.55706950000604,290.55706950000604,290.55706950000604,290.55706950000604,290.85634260001825,290.85634260001825,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,292.8506635000231,,,,,,38,66,54,23,66,54,None,None,66,66,[-0.006481481481481481],[-0.28055555555555556],[1],[0],[0],[4.377414699993096],['tijiao'],0.2,0,,[],[],[],[],[],[],[],5.898148148148148,1.5814382999960799,301.3598723000032,303.23871970002074,,,,,,,,,,,299.759263200016,299.759263200016,299.759263200016,299.759263200016,295.36238570002024,295.36238570002024,295.36238570002024,295.36238570002024,295.36238570002024,295.36238570002024,295.36238570002024,295.36238570002024,0.006959699996514246,295.36238570002024,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,303.23871970002074,303.23871970002074,303.23871970002074,303.23871970002074,303.23871970002074,303.23871970002074,f,1.2562436999869533,304.5213594000088,304.5213594000088,304.5213594000088,304.5213594000088,304.5213594000088,304.5213594000088,304.81777590001,304.81777590001,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,306.2142754000088,,,,,,44,62,56,18,62,62,None,None,54,54,[0.07314814814814814],[-0.2824074074074074],[1],[0],[0],[5.06133850000333],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],2.2222222222222223,2.841547799995169,316.66777430000366,318.5303926000197,,,,,,,,,,,313.8077904000238,313.8077904000238,313.8077904000238,313.8077904000238,308.7247250000073,308.7247250000073,308.7247250000073,308.7247250000073,308.7247250000073,308.7247250000073,308.7247250000073,308.7247250000073,0.005113799998071045,308.7247250000073,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,318.5303926000197,318.5303926000197,318.5303926000197,318.5303926000197,318.5303926000197,318.5303926000197,r,0.4346910000022035,318.99608820001595,318.99608820001595,318.99608820001595,318.99608820001595,318.99608820001595,318.99608820001595,319.295037200005,319.295037200005,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,320.2760312000173,,,,,,37,66,61,26,37,71,None,None,,,[],[],[],[],[],[],[],-0.2,1,34,[0.011111111111111112],[-0.2518518518518518],[1],[0],[0],[4.904127500019968],['tijiao_random_2'],1.9999999999999998,2.3534260999877006,330.0814409000159,331.79411500002607,322.7920955000154,322.7920955000154,322.7920955000154,322.7920955000154,322.7920955000154,322.7920955000154,322.7920955000154,322.7920955000154,0.00575899999239482,322.7920955000154,327.70926319999853,327.70926319999853,327.70926319999853,327.70926319999853,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,331.79411500002607,331.79411500002607,331.79411500002607,331.79411500002607,331.79411500002607,331.79411500002607,j,0.9842786000226624,332.81049140001414,332.81049140001414,332.81049140001414,332.81049140001414,332.81049140001414,332.81049140001414,333.1077165000024,333.1077165000024,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,334.0879486000049,,,,,,46,49,55,23,23,68,None,None,77,77,[0.019444444444444445],[-0.2722222222222222],[1],[0],[0],[4.413340400002198],['tijiao'],0.2,0,,[],[],[],[],[],[],[],3.2037037037037037,1.92985739998403,342.97956770000746,344.89160490001086,,,,,,,,,,,341.03080430001137,341.03080430001137,341.03080430001137,341.03080430001137,336.5983211999992,336.5983211999992,336.5983211999992,336.5983211999992,336.5983211999992,336.5983211999992,336.5983211999992,336.5983211999992,0.004709100001491606,336.5983211999992,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,344.89160490001086,344.89160490001086,344.89160490001086,344.89160490001086,344.89160490001086,344.89160490001086,f,0.6884468000207562,345.60681300002034,345.60681300002034,345.60681300002034,345.60681300002034,345.60681300002034,345.60681300002034,345.90609280002536,345.90609280002536,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,347.1859086000186,349.69505750000826,349.69505750000826,349.69505750000826,349.69505750000826,349.69505750000826,44,60,53,26,60,68,3.0,1.8772122999944258,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,351.59654440000304,353.4185284000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,f,23,2023-03-23_10h02.02.229,RL,2022.2.4,60.1956358204529,
