bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,95.25294789997861,None,space,85.93668749998324,95.25294789997861,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
,,,,,,,,,,,,,181.2308531999588,None,s,6.176378200063482,181.2308531999588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,187.43493930005934,None,None,None,None,None,None,188.5206685999874,None,188.5206685999874,None,188.5206685999874,None,188.5206685999874,None,f,0.7062796999234706,188.5206685999874,None,188.5206685999874,None,189.34216420003213,None,189.34216420003213,None,189.34216420003213,None,189.34216420003213,None,189.34216420003213,None,189.34216420003213,None,189.62596199999098,190.86013549997006,189.62596199999098,190.86013549997006,190.9536100999685,None,190.9536100999685,None,190.9536100999685,None,190.9536100999685,None,190.9536100999685,None,190.9536100999685,None,190.9536100999685,None,190.9536100999685,None,190.9536100999685,None,47,61,65,35,61,32,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,1,193.85182750003878,None,193.85182750003878,None,193.85182750003878,None,193.85182750003878,None,193.85182750003878,None,193.85182750003878,None,50,193.85182750003878,None,193.85182750003878,None,0.01171875,-0.2916666666666667,1,0,0,6.4923734000185505,tijiao_random_2,0.0026040399679914117,None,193.85182750003878,None,6.169270833333334,2.973822700092569,200.518016200047,None,200.518016200047,None,200.518016200047,None,200.518016200047,None,None,None,203.58279620006215,None,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,205.55766369996127,None,205.55766369996127,None,205.55766369996127,None,205.55766369996127,None,f,0.8991620999295264,205.55766369996127,None,205.55766369996127,None,206.50907440006267,None,206.50907440006267,None,206.50907440006267,None,206.50907440006267,None,206.50907440006267,None,206.50907440006267,None,206.80466260004323,208.33895650005434,206.80466260004323,208.33895650005434,208.37717969994992,None,208.37717969994992,None,208.37717969994992,None,208.37717969994992,None,208.37717969994992,None,208.37717969994992,None,208.37717969994992,None,208.37717969994992,None,208.37717969994992,None,44,60,52,43,60,48,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,1,210.91655960003845,None,210.91655960003845,None,210.91655960003845,None,210.91655960003845,None,210.91655960003845,None,210.91655960003845,None,60,210.91655960003845,None,210.91655960003845,None,0.046875,-0.2955729166666667,1,0,0,5.269511100021191,tijiao_random_2,0.015631539979949594,None,210.91655960003845,None,5.518229166666667,3.3945055999793112,216.21700609999243,None,216.21700609999243,None,216.21700609999243,None,216.21700609999243,None,None,None,219.62839410000015,None,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,221.5017414999893,None,221.5017414999893,None,221.5017414999893,None,221.5017414999893,None,i,0.3054524000035599,221.5017414999893,None,221.5017414999893,None,221.8527876000153,None,221.8527876000153,None,221.8527876000153,None,221.8527876000153,None,221.8527876000153,None,221.8527876000153,None,222.14838539995253,None,222.14838539995253,None,223.73534949996974,None,223.73534949996974,None,223.73534949996974,None,223.73534949996974,None,223.73534949996974,None,223.73534949996974,None,223.73534949996974,None,223.73534949996974,None,223.73534949996974,None,39,55,50,40,50,27,226.2548064000439,None,7.0,3.12055530003272,226.2548064000439,None,226.2548064000439,None,226.2548064000439,None,226.2548064000439,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,229.55770310002845,None,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,231.50942839996424,None,231.50942839996424,None,231.50942839996424,None,231.50942839996424,None,r,0.6976035000989214,231.50942839996424,None,231.50942839996424,None,232.2514622999588,None,232.2514622999588,None,232.2514622999588,None,232.2514622999588,None,232.2514622999588,None,232.2514622999588,None,232.52223919995595,234.17343009996694,232.52223919995595,234.17343009996694,234.2244344999781,None,234.2244344999781,None,234.2244344999781,None,234.2244344999781,None,234.2244344999781,None,234.2244344999781,None,234.2244344999781,None,234.2244344999781,None,234.2244344999781,None,45,57,68,35,45,39,None,None,None,None,None,None,None,None,None,None,None,None,50,236.7633482000092,None,50,236.7633482000092,None,236.7633482000092,None,236.7633482000092,None,236.7633482000092,None,236.7633482000092,None,236.7633482000092,None,236.7633482000092,None,0.005762730026617646,None,236.7633482000092,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,5.986979166666667,2.563361700042151,241.5121181999566,None,241.5121181999566,None,241.5121181999566,None,241.5121181999566,None,None,None,244.0954385000514,None,-0.061197916666666664,-0.28125,1,0,0,4.6763510999735445,tijiao,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,245.86900569999125,None,245.86900569999125,None,245.86900569999125,None,245.86900569999125,None,j,0.458078800002113,245.86900569999125,None,245.86900569999125,None,246.3767103999853,None,246.3767103999853,None,246.3767103999853,None,246.3767103999853,None,246.3767103999853,None,246.3767103999853,None,246.66552010003943,248.2000618999591,246.66552010003943,248.2000618999591,248.23409569996875,None,248.23409569996875,None,248.23409569996875,None,248.23409569996875,None,248.23409569996875,None,248.23409569996875,None,248.23409569996875,None,248.23409569996875,None,248.23409569996875,None,56,64,64,51,51,63,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,1,250.77630200004205,None,250.77630200004205,None,250.77630200004205,None,250.77630200004205,None,250.77630200004205,None,250.77630200004205,None,55,250.77630200004205,None,250.77630200004205,None,0.041666666666666664,-0.30859375,1,0,0,3.587245399947278,tijiao_random_2,0.0004360299790278077,None,250.77630200004205,None,6.013020833333334,2.1985375999938697,254.39339920005295,None,254.39339920005295,None,254.39339920005295,None,254.39339920005295,None,None,None,256.60494130000006,None,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,258.3940658000065,None,258.3940658000065,None,258.3940658000065,None,258.3940658000065,None,r,0.3231411000015214,258.3940658000065,None,258.3940658000065,None,258.7650412999792,None,258.7650412999792,None,258.7650412999792,None,258.7650412999792,None,258.7650412999792,None,258.7650412999792,None,259.0406252000248,260.9418735000072,259.0406252000248,260.9418735000072,260.9741657000268,None,260.9741657000268,None,260.9741657000268,None,260.9741657000268,None,260.9741657000268,None,260.9741657000268,None,260.9741657000268,None,260.9741657000268,None,260.9741657000268,None,45,52,57,36,45,38,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,1,263.5265817999607,None,263.5265817999607,None,263.5265817999607,None,263.5265817999607,None,263.5265817999607,None,263.5265817999607,None,55,263.5265817999607,None,263.5265817999607,None,-0.020833333333333332,-0.28125,1,0,0,4.596361499978229,tijiao_random_2,0.008938739891164005,None,263.5265817999607,None,5.986979166666667,2.4471427000826225,268.1541198999621,None,268.1541198999621,None,268.1541198999621,None,268.1541198999621,None,None,None,270.6149744000286,None,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,272.4205059000524,None,272.4205059000524,None,272.4205059000524,None,272.4205059000524,None,f,0.49775069998577237,272.4205059000524,None,272.4205059000524,None,272.9573085999582,None,272.9573085999582,None,272.9573085999582,None,272.9573085999582,None,272.9573085999582,None,272.9573085999582,None,273.25081280001905,274.8683005999774,273.25081280001905,274.8683005999774,274.89995400002226,None,274.89995400002226,None,274.89995400002226,None,274.89995400002226,None,274.89995400002226,None,274.89995400002226,None,274.89995400002226,None,274.89995400002226,None,274.89995400002226,None,41,57,62,31,57,42,None,None,None,None,None,None,None,None,None,None,None,None,65,277.4303069000598,None,65,277.4303069000598,None,277.4303069000598,None,277.4303069000598,None,277.4303069000598,None,277.4303069000598,None,277.4303069000598,None,277.4303069000598,None,0.01531853002961725,None,277.4303069000598,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,6.0,1.2524617000017315,281.8311426000437,None,281.8311426000437,None,281.8311426000437,None,281.8311426000437,None,None,None,283.1060318000382,None,0.029947916666666668,-0.2877604166666667,1,0,0,4.352214200072922,tijiao,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,284.6619613999501,None,284.6619613999501,None,284.6619613999501,None,284.6619613999501,None,i,0.3465099000604823,284.6619613999501,None,284.6619613999501,None,285.0497732999502,None,285.0497732999502,None,285.0497732999502,None,285.0497732999502,None,285.0497732999502,None,285.0497732999502,None,285.34218459995463,286.80999069998506,285.34218459995463,286.80999069998506,286.84712930000387,None,286.84712930000387,None,286.84712930000387,None,286.84712930000387,None,286.84712930000387,None,286.84712930000387,None,286.84712930000387,None,286.84712930000387,None,286.84712930000387,None,45,62,63,35,63,35,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,1,289.39450239995494,None,289.39450239995494,None,289.39450239995494,None,289.39450239995494,None,289.39450239995494,None,289.39450239995494,None,70,289.39450239995494,None,289.39450239995494,None,0.03515625,-0.27734375,1,0,0,5.063482400029898,tijiao_random_2,0.008981939987279475,None,289.39450239995494,None,5.947916666666667,1.4085513000609353,294.49385720002465,None,294.49385720002465,None,294.49385720002465,None,294.49385720002465,None,None,None,295.91582660004497,None,,,,,,,,,261,f,18,2023_Mar_26_1157,RL,2021.2.3,60.0209112630417,
