bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,72.27310120000038,72.27310120000038,space,9.889819000003627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
,,,,,,,,,,,82.19757580000442,82.19757580000442,s,17.50862710000365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,99.72571070000413,None,100.75872809998691,100.75872809998691,100.75872809998691,100.75872809998691,100.75872809998691,100.75872809998691,j,0.4955861000053119,101.30427789999521,101.30427789999521,101.30427789999521,101.30427789999521,101.30427789999521,101.30427789999521,101.58697470001061,101.58697470001061,103.13198720000219,103.13198720000219,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,103.14964960000361,105.65845429999172,105.65845429999172,105.65845429999172,105.65845429999172,105.65845429999172,56,60,35,40,40,49,2.0,2.376250200002687,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,108.21714419999626,109.84726249999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,109.84726249999949,109.84726249999949,109.84726249999949,109.84726249999949,109.84726249999949,109.84726249999949,r,1.0405108999984805,110.91630089998944,110.91630089998944,110.91630089998944,110.91630089998944,110.91630089998944,110.91630089998944,111.21060719998786,111.21060719998786,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,112.4567745999957,,,,,,55,53,37,59,55,50,None,None,55,55,[-0.011111111111111112],[-0.2601851851851852],[1],[0],[0],[4.579349500010721],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],4.018518518518518,2.4119085999845993,122.01301659998717,124.00851049998892,114.98788609998883,114.98788609998883,114.98788609998883,114.98788609998883,114.98788609998883,114.98788609998883,114.98788609998883,114.98788609998883,0.007962699979543686,114.98788609998883,119.58947989999433,119.58947989999433,119.58947989999433,119.58947989999433,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,124.00851049998892,124.00851049998892,124.00851049998892,124.00851049998892,124.00851049998892,124.00851049998892,j,0.6540156999835745,124.69037749999552,124.69037749999552,124.69037749999552,124.69037749999552,124.69037749999552,124.69037749999552,124.98966789999395,124.98966789999395,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,126.35226809998858,,,,,,51,49,17,46,46,53,None,None,50,50,[0.003703703703703704],[-0.2861111111111111],[1],[0],[0],[4.228027700009989],['tijiao'],0.2,0,,[],[],[],[],[],[],[],3.0,2.5265357000171207,135.6590445000038,137.47199849999743,128.86421770000015,128.86421770000015,128.86421770000015,128.86421770000015,128.86421770000015,128.86421770000015,128.86421770000015,128.86421770000015,0.00785679998807609,128.86421770000015,133.11377960001118,133.11377960001118,133.11377960001118,133.11377960001118,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,137.47199849999743,137.47199849999743,137.47199849999743,137.47199849999743,137.47199849999743,137.47199849999743,i,0.5000806000025477,138.00410349998856,138.00410349998856,138.00410349998856,138.00410349998856,138.00410349998856,138.00410349998856,138.30310119999922,138.30310119999922,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,140.31406129998504,142.82349410001189,142.82349410001189,142.82349410001189,142.82349410001189,142.82349410001189,52,54,25,57,25,57,1.0,2.1918528999958653,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,145.0413108000066,146.71343169998727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,146.71343169998727,146.71343169998727,146.71343169998727,146.71343169998727,146.71343169998727,146.71343169998727,r,0.5731263000052422,147.31194539999706,147.31194539999706,147.31194539999706,147.31194539999706,147.31194539999706,147.31194539999706,147.6109773000062,147.6109773000062,148.8241532999964,148.8241532999964,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,148.8412098000117,151.34993669998948,151.34993669998948,151.34993669998948,151.34993669998948,151.34993669998948,52,42,33,47,52,50,3.0,1.5619514000136405,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,152.9391864000063,154.6085444999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,154.6085444999917,154.6085444999917,154.6085444999917,154.6085444999917,154.6085444999917,154.6085444999917,f,0.7457692000025418,155.37335720000556,155.37335720000556,155.37335720000556,155.37335720000556,155.37335720000556,155.37335720000556,155.67246030000388,155.67246030000388,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,156.56972989998758,,,,,,62,58,28,68,58,53,None,None,,,[],[],[],[],[],[],[],0.6,1,46,[-0.028703703703703703],[-0.2833333333333333],[1],[0],[0],[4.802033100015251],['tijiao_random_2'],5.092592592592593,2.352661100012483,166.27581019999343,168.12135629999102,,,,,,,,,,,163.9047763000126,163.9047763000126,163.9047763000126,163.9047763000126,159.09162289998494,159.09162289998494,159.09162289998494,159.09162289998494,159.09162289998494,159.09162289998494,159.09162289998494,159.09162289998494,0.006023399997502565,159.09162289998494,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,168.12135629999102,168.12135629999102,168.12135629999102,168.12135629999102,168.12135629999102,168.12135629999102,f,0.8785810999979731,169.01938700000755,169.01938700000755,169.01938700000755,169.01938700000755,169.01938700000755,169.01938700000755,169.3182005000126,169.3182005000126,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,170.53164440000546,173.04111019999254,173.04111019999254,173.04111019999254,173.04111019999254,173.04111019999254,62,56,21,59,56,31,4.0,1.9612323000037577,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,175.02576439999393,176.64829680000548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,176.64829680000548,176.64829680000548,176.64829680000548,176.64829680000548,176.64829680000548,176.64829680000548,i,0.6304489999893121,177.29718500000308,177.29718500000308,177.29718500000308,177.29718500000308,177.29718500000308,177.29718500000308,177.596100499999,177.596100499999,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,178.42693950000103,,,,,,65,53,26,65,26,51,None,None,30,30,[0.12129629629629629],[-0.2759259259259259],[1],[0],[0],[6.255669600010151],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],4.851851851851852,2.645010399981402,189.87777210000786,191.85678269999335,180.9381449999928,180.9381449999928,180.9381449999928,180.9381449999928,180.9381449999928,180.9381449999928,180.9381449999928,180.9381449999928,0.0068555000179912895,180.9381449999928,187.2139746999892,187.2139746999892,187.2139746999892,187.2139746999892,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
