bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,191.85678269999335,191.85678269999335,191.85678269999335,191.85678269999335,191.85678269999335,191.85678269999335,r,0.4697662000253331,192.35587120000855,192.35587120000855,192.35587120000855,192.35587120000855,192.35587120000855,192.35587120000855,192.65486859998782,192.65486859998782,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,193.83486100001028,196.34409009999945,196.34409009999945,196.34409009999945,196.34409009999945,196.34409009999945,53,59,31,56,53,33,5.0,1.5448653000057675,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,197.91595269998652,199.66882220000844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,199.66882220000844,199.66882220000844,199.66882220000844,199.66882220000844,199.66882220000844,199.66882220000844,r,0.8225081999844406,200.5167373000004,200.5167373000004,200.5167373000004,200.5167373000004,200.5167373000004,200.5167373000004,200.81608170000254,200.81608170000254,202.4278026999964,202.4278026999964,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,202.44455849999213,204.9538959999918,204.9538959999918,204.9538959999918,204.9538959999918,204.9538959999918,55,55,27,60,55,54,5.0,1.3458653999841772,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,206.324234300002,207.84651490001124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,207.84651490001124,207.84651490001124,207.84651490001124,207.84651490001124,207.84651490001124,207.84651490001124,r,1.4095881000102963,209.27693230001023,209.27693230001023,209.27693230001023,209.27693230001023,209.27693230001023,209.27693230001023,209.5753713999875,209.5753713999875,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,211.53682340000523,214.0458629000059,214.0458629000059,214.0458629000059,214.0458629000059,214.0458629000059,55,57,23,63,55,50,7.0,2.359660799993435,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,216.43098649999592,218.30133159999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,218.30133159999968,218.30133159999968,218.30133159999968,218.30133159999968,218.30133159999968,218.30133159999968,j,0.7412679999833927,219.06620000000112,219.06620000000112,219.06620000000112,219.06620000000112,219.06620000000112,219.06620000000112,219.36522639999748,219.36522639999748,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,221.04404830001295,,,,,,50,55,22,65,65,53,None,None,,,[],[],[],[],[],[],[],0.2,1,50,[0.13055555555555556],[-0.29814814814814816],[1],[0],[0],[5.052699500025483],['tijiao_random_2'],3.8888888888888884,3.3671308999764733,232.01300470001297,233.6096191999968,,,,,,,,,,,228.62809300000663,228.62809300000663,228.62809300000663,228.62809300000663,223.56105540000135,223.56105540000135,223.56105540000135,223.56105540000135,223.56105540000135,223.56105540000135,223.56105540000135,223.56105540000135,0.005459999985760078,223.56105540000135,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,233.6096191999968,233.6096191999968,233.6096191999968,233.6096191999968,233.6096191999968,233.6096191999968,i,0.6727471000049263,234.30959200000507,234.30959200000507,234.30959200000507,234.30959200000507,234.30959200000507,234.30959200000507,234.60709889998543,234.60709889998543,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,235.45477209999808,237.96346790000098,237.96346790000098,237.96346790000098,237.96346790000098,237.96346790000098,52,55,24,65,24,63,1.0,2.061154800001532,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,240.04871159998584,241.9201885999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,241.9201885999937,241.9201885999937,241.9201885999937,241.9201885999937,241.9201885999937,241.9201885999937,r,0.6557096999895293,242.60194319998845,242.60194319998845,242.60194319998845,242.60194319998845,242.60194319998845,242.60194319998845,242.90082690000418,242.90082690000418,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,244.21415250000427,,,,,,54,52,16,57,54,59,None,None,54,54,"[0.05462962962962963, 0.05277777777777778]","[-0.23148148148148148, -0.2722222222222222]","[1, 1]","[0, 0]","[0, 0]","[4.462376400013454, 4.794923100009328]",['tijiao'],-0.6,0,,[],[],[],[],[],[],[],5.916666666666666,2.5938665000139736,254.15266009999323,255.79901970000356,246.72450340000796,246.72450340000796,246.72450340000796,246.72450340000796,246.72450340000796,246.72450340000796,246.72450340000796,246.72450340000796,0.005126499978359789,246.72450340000796,251.53969969999162,251.53969969999162,251.53969969999162,251.53969969999162,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,255.79901970000356,255.79901970000356,255.79901970000356,255.79901970000356,255.79901970000356,255.79901970000356,f,0.7415207000158262,256.5638210999896,256.5638210999896,256.5638210999896,256.5638210999896,256.5638210999896,256.5638210999896,256.86302449999494,256.86302449999494,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,258.49171959998785,,,,,,49,46,22,62,46,56,None,None,,,[],[],[],[],[],[],[],0.2,1,50,[0.08611111111111111],[-0.3148148148148148],[1],[0],[0],[6.41644100000849],['tijiao_random_2'],3.981481481481482,2.037722599983681,269.4938592000108,271.20678840001347,,,,,,,,,,,267.43762350000907,267.43762350000907,267.43762350000907,267.43762350000907,261.0087188000034,261.0087188000034,261.0087188000034,261.0087188000034,261.0087188000034,261.0087188000034,261.0087188000034,261.0087188000034,0.005605899990769103,261.0087188000034,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,271.20678840001347,271.20678840001347,271.20678840001347,271.20678840001347,271.20678840001347,271.20678840001347,i,1.2223102000134531,272.4539795999881,272.4539795999881,272.4539795999881,272.4539795999881,272.4539795999881,272.4539795999881,272.75264230000903,272.75264230000903,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,274.41492879998987,276.92378740001004,276.92378740001004,276.92378740001004,276.92378740001004,276.92378740001004,51,49,21,62,21,51,1.0,2.1434461000026204,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,279.0917122999963,280.647476299986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,280.647476299986,280.647476299986,280.647476299986,280.647476299986,280.647476299986,280.647476299986,r,0.7202311999863014,281.39611319999676,281.39611319999676,281.39611319999676,281.39611319999676,281.39611319999676,281.39611319999676,281.69513149998966,281.69513149998966,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,282.9745840000105,,,,,,49,49,18,69,49,45,None,None,,,[],[],[],[],[],[],[],0.6,1,40,[0.062037037037037036],[-0.2953703703703704],[1],[0],[0],[5.003349000005983],['tijiao_random_2'],4.768518518518519,3.567570200015325,294.09336800000165,295.92267170001287,,,,,,,,,,,290.50731610000366,290.50731610000366,290.50731610000366,290.50731610000366,285.4914976999862,285.4914976999862,285.4914976999862,285.4914976999862,285.4914976999862,285.4914976999862,285.4914976999862,285.4914976999862,0.005634200002532452,285.4914976999862,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,295.92267170001287,295.92267170001287,295.92267170001287,295.92267170001287,295.92267170001287,295.92267170001287,r,0.6795754999911878,296.6212377999909,296.6212377999909,296.6212377999909,296.6212377999909,296.6212377999909,296.6212377999909,296.9200615999871,296.9200615999871,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,298.5489823000098,301.0583087000123,301.0583087000123,301.0583087000123,301.0583087000123,301.0583087000123,47,56,22,66,47,72,1.0,2.209809199994197,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,303.29268350001075,305.0313969000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,305.0313969000126,305.0313969000126,305.0313969000126,305.0313969000126,305.0313969000126,305.0313969000126,j,1.3046661999833304,306.3612008999917,306.3612008999917,306.3612008999917,306.3612008999917,306.3612008999917,306.3612008999917,306.66043869999703,306.66043869999703,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,308.0066477000073,310.51584249999723,310.51584249999723,310.51584249999723,310.51584249999723,310.51584249999723,43,49,17,76,76,62,3.0,2.127352499985136,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,312.6689148999867,314.30612429999746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,314.30612429999746,314.30612429999746,314.30612429999746,314.30612429999746,314.30612429999746,314.30612429999746,i,0.9100032999995165,315.2381371000083,315.2381371000083,315.2381371000083,315.2381371000083,315.2381371000083,315.2381371000083,315.5363548999885,315.5363548999885,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,316.50018249999266,,,,,,52,55,21,58,21,53,None,None,,,[],[],[],[],[],[],[],-0.6,1,54,[-0.018518518518518517],[-0.2675925925925926],[1],[0],[0],[4.220948200003477],['tijiao_random_2'],6.083333333333333,3.0668393000087235,326.33868089999305,327.9351347000047,,,,,,,,,,,323.2538091999886,323.2538091999886,323.2538091999886,323.2538091999886,319.0179628999904,319.0179628999904,319.0179628999904,319.0179628999904,319.0179628999904,319.0179628999904,319.0179628999904,319.0179628999904,0.005780999985290691,319.0179628999904,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,327.9351347000047,327.9351347000047,327.9351347000047,327.9351347000047,327.9351347000047,327.9351347000047,f,0.5656879000016488,328.53435850000824,328.53435850000824,328.53435850000824,328.53435850000824,328.53435850000824,328.53435850000824,328.8332863000105,328.8332863000105,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,330.5450468999916,,,,,,39,52,20,66,52,58,None,None,52,52,[0.07777777777777778],[-0.2796296296296296],[1],[0],[0],[6.5572930999915116],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],5.203703703703704,2.0290132999944035,341.6801179999893,343.6426219000132,333.05545909999637,333.05545909999637,333.05545909999637,333.05545909999637,333.05545909999637,333.05545909999637,333.05545909999637,333.05545909999637,0.005061500007286668,333.05545909999637,339.6323165000067,339.6323165000067,339.6323165000067,339.6323165000067,,,,,,,,,,,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,343.6426219000132,343.6426219000132,343.6426219000132,343.6426219000132,343.6426219000132,343.6426219000132,r,0.6774633000022732,344.3409706999955,344.3409706999955,344.3409706999955,344.3409706999955,344.3409706999955,344.3409706999955,344.6401450000121,344.6401450000121,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,345.96998349999194,,,,,,49,66,15,68,49,53,None,None,,,[],[],[],[],[],[],[],0.2,1,36,[-0.08703703703703704],[-0.3148148148148148],[1],[0],[0],[4.1394590999989305],['tijiao_random_2'],5.9907407407407405,1.9874666999967303,354.6448312999855,356.55728599999566,,,,,,,,,,,352.6397503000044,352.6397503000044,352.6397503000044,352.6397503000044,348.4865745000134,348.4865745000134,348.4865745000134,348.4865745000134,348.4865745000134,348.4865745000134,348.4865745000134,348.4865745000134,0.005618099996354431,348.4865745000134,,,,,,246,f,24,2023-03-22_13h38.30.019,RL,2022.2.4,60.25254251124861,
