bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,23.999820200027898,23.999820200027898,space,11.608015700010583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
,,,,,,,,,,,35.64841649995651,35.64841649995651,s,19.481321499915794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,55.15906490001362,None,56.18733370001428,56.18733370001428,56.18733370001428,56.18733370001428,56.18733370001428,56.18733370001428,j,0.27156019990798086,56.512280999915674,56.512280999915674,56.512280999915674,56.512280999915674,56.512280999915674,56.512280999915674,56.78291890001856,56.78291890001856,58.02936549996957,58.02936549996957,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,58.066698599956,61,45,28,46,46,49,None,None,60.59943169995677,60.59943169995677,60.59943169995677,60.59943169995677,60.59943169995677,60.59943169995677,60.59943169995677,60.59943169995677,0.005820199963636696,60.59943169995677,50,50,[-0.03148148148148148],[-0.2972222222222222],[1],[0],[0],[4.797875899937935],['tijiao'],0.6,0,,[],[],[],[],[],[],[],65.51494729996193,65.51494729996193,65.51494729996193,65.51494729996193,3.064814814814815,3.0736630000174046,68.64852139994036,70.59549909993075,,,,,,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,70.59549909993075,70.59549909993075,70.59549909993075,70.59549909993075,70.59549909993075,70.59549909993075,i,0.5695935999974608,71.20363250002265,71.20363250002265,71.20363250002265,71.20363250002265,71.20363250002265,71.20363250002265,71.49306140001863,71.49306140001863,72.905654400005,72.905654400005,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,72.92221669992432,77,47,26,45,26,26,None,None,75.43606279999949,75.43606279999949,75.43606279999949,75.43606279999949,75.43606279999949,75.43606279999949,75.43606279999949,75.43606279999949,0.007336100097745657,75.43606279999949,30,30,[0.06759259259259259],[-0.2851851851851852],[1],[0],[0],[3.7118478999473155],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],79.16917809995357,79.16917809995357,79.16917809995357,79.16917809995357,4.046296296296296,2.8948205000488088,82.07968179997988,84.05881199997384,,,,,,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,84.05881199997384,84.05881199997384,84.05881199997384,84.05881199997384,84.05881199997384,84.05881199997384,r,0.42423719994258136,84.51786929997616,84.51786929997616,84.51786929997616,84.51786929997616,84.51786929997616,84.51786929997616,84.80685029993765,84.80685029993765,85.92031690001022,85.92031690001022,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,85.93716690002475,77,60,28,46,77,61,None,None,88.44920329994056,88.44920329994056,88.44920329994056,88.44920329994056,88.44920329994056,88.44920329994056,88.44920329994056,88.44920329994056,0.006221899995580316,88.44920329994056,60,60,[0.003703703703703704],[-0.2861111111111111],[1],[0],[0],[4.859954499988817],['tijiao'],0.6,0,,[],[],[],[],[],[],[],93.32997929991689,93.32997929991689,93.32997929991689,93.32997929991689,4.0,2.1511760000139475,95.49293349997606,97.35539209994022,,,,,,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,97.35539209994022,97.35539209994022,97.35539209994022,97.35539209994022,97.35539209994022,97.35539209994022,i,0.5660716999555007,97.95638510002755,97.95638510002755,97.95638510002755,97.95638510002755,97.95638510002755,97.95638510002755,98.25326889997814,98.25326889997814,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,99.51571429998148,70,63,27,55,27,62,2.0,2.50928220001515,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,104.57158069999423,106.09860049991403,102.0256156999385,102.0256156999385,102.0256156999385,102.0256156999385,102.0256156999385,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,106.09860049991403,106.09860049991403,106.09860049991403,106.09860049991403,106.09860049991403,106.09860049991403,f,0.6420935000060126,106.77377909992356,106.77377909992356,106.77377909992356,106.77377909992356,106.77377909992356,106.77377909992356,107.06296339991968,107.06296339991968,108.2094497999642,108.2094497999642,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,108.22673260001466,77,64,26,48,64,56,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,30,[0.03611111111111111],[-0.27037037037037037],[1],[0],[0],[6.178132900036871],['tijiao_random_2'],116.93942720000632,116.93942720000632,116.93942720000632,116.93942720000632,4.055555555555555,2.689665999962017,119.64396090002265,121.34026219998486,,,,,,110.752232800005,110.752232800005,110.752232800005,110.752232800005,110.752232800005,110.752232800005,110.752232800005,110.752232800005,0.007326200022362173,110.752232800005,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,121.34026219998486,121.34026219998486,121.34026219998486,121.34026219998486,121.34026219998486,121.34026219998486,i,0.5495432000607252,121.9241686000023,121.9241686000023,121.9241686000023,121.9241686000023,121.9241686000023,121.9241686000023,122.22097000002395,122.22097000002395,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,123.55015949998051,82,58,30,50,30,31,6.0,2.4419639999978244,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,128.53474399994593,130.41539300000295,126.05942559998948,126.05942559998948,126.05942559998948,126.05942559998948,126.05942559998948,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,130.41539300000295,130.41539300000295,130.41539300000295,130.41539300000295,130.41539300000295,130.41539300000295,r,0.676851199939847,131.11822359997313,131.11822359997313,131.11822359997313,131.11822359997313,131.11822359997313,131.11822359997313,131.41272030002438,131.41272030002438,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,133.174680099939,80,60,22,49,80,41,5.0,3.1412467000773177,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,138.8531702000182,140.80361619999167,135.6843095999211,135.6843095999211,135.6843095999211,135.6843095999211,135.6843095999211,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,140.80361619999167,140.80361619999167,140.80361619999167,140.80361619999167,140.80361619999167,140.80361619999167,i,0.6243872001068667,141.45694709999952,141.45694709999952,141.45694709999952,141.45694709999952,141.45694709999952,141.45694709999952,141.75073799991515,141.75073799991515,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,142.91377230000217,73,68,22,55,22,37,3.0,1.9767531999386847,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,147.4320105999941,149.19740589999128,145.4241094000172,145.4241094000172,145.4241094000172,145.4241094000172,145.4241094000172,,,,,,,,,,,,,,264,m,23,2023-03-26_14h12.51.489,RL,2022.2.4,60.186361066127205,
