bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,35.379817199893296,35.379817199893296,space,18.16024659993127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
,,,,,,,,,,,53.56888939999044,53.56888939999044,s,61.825545999919996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,115.42467499990016,None,116.4534827999305,116.4534827999305,116.4534827999305,116.4534827999305,116.4534827999305,116.4534827999305,r,0.4539722998160869,116.95897139981389,116.95897139981389,116.95897139981389,116.95897139981389,116.95897139981389,116.95897139981389,117.23797019990161,117.23797019990161,118.55015459982678,118.55015459982678,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,118.56976999994367,121.07626380003057,121.07626380003057,121.07626380003057,121.07626380003057,121.07626380003057,53,54,65,39,53,48,4.0,2.6248836000449955,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,123.8834257000126,125.48169459984638,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,125.48169459984638,125.48169459984638,125.48169459984638,125.48169459984638,125.48169459984638,125.48169459984638,f,0.5033892998471856,126.02026119991206,126.02026119991206,126.02026119991206,126.02026119991206,126.02026119991206,126.02026119991206,126.31256249989383,126.31256249989383,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,127.29324259981513,,,,,,67,51,58,39,51,45,None,None,,,[],[],[],[],[],[],[],0.2,1,50,[0.12222222222222222],[-0.29074074074074074],[1],[0],[0],[5.850457899970934],['tijiao_random_2'],6.157407407407407,2.7857558999676257,138.49487609998323,140.2413164000027,129.8308591998648,129.8308591998648,129.8308591998648,129.8308591998648,129.8308591998648,129.8308591998648,129.8308591998648,129.8308591998648,0.007562499959021807,129.8308591998648,135.6966790999286,135.6966790999286,135.6966790999286,135.6966790999286,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,140.2413164000027,140.2413164000027,140.2413164000027,140.2413164000027,140.2413164000027,140.2413164000027,i,0.5514830998145044,140.8281121000182,140.8281121000182,140.8281121000182,140.8281121000182,140.8281121000182,140.8281121000182,141.1224813000299,141.1224813000299,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,142.96759539982304,,,,,,69,51,58,45,58,44,None,None,60,60,[0.06851851851851852],[-0.28888888888888886],[1],[0],[0],[6.023118800017983],['tijiao'],0.2,0,,[],[],[],[],[],[],[],7.092592592592593,2.545297299977392,154.08589149988256,155.73233299981803,,,,,,,,,,,151.52196439984255,151.52196439984255,151.52196439984255,151.52196439984255,145.48199669993483,145.48199669993483,145.48199669993483,145.48199669993483,145.48199669993483,145.48199669993483,145.48199669993483,145.48199669993483,0.006320900050923228,145.48199669993483,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,155.73233299981803,155.73233299981803,155.73233299981803,155.73233299981803,155.73233299981803,155.73233299981803,j,0.6339010000228882,156.40365999983624,156.40365999983624,156.40365999983624,156.40365999983624,156.40365999983624,156.40365999983624,156.69637989997864,156.69637989997864,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,157.62713329982944,,,,,,62,56,63,46,46,48,None,None,,,[],[],[],[],[],[],[],-0.2,1,80,[0.023148148148148147],[-0.25092592592592594],[1],[0],[0],[4.584270399995148],['tijiao_random_2'],2.9537037037037037,2.368961500003934,167.13339470000938,169.0793145999778,160.14754619984888,160.14754619984888,160.14754619984888,160.14754619984888,160.14754619984888,160.14754619984888,160.14754619984888,160.14754619984888,0.006670299917459488,160.14754619984888,164.74692429997958,164.74692429997958,164.74692429997958,164.74692429997958,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,169.0793145999778,169.0793145999778,169.0793145999778,169.0793145999778,169.0793145999778,169.0793145999778,f,0.5087021000217646,169.61250199982896,169.61250199982896,169.61250199982896,169.61250199982896,169.61250199982896,169.61250199982896,169.91029469994828,169.91029469994828,171.8219200000167,171.8219200000167,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,171.83844289998524,,,,,,55,48,66,48,48,60,None,None,80,80,[0.08425925925925926],[-0.3],[1],[0],[0],[5.0263680999632925],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],1.888888888888889,2.3951339998748153,181.8100945998449,183.6559350998141,,,,,,,,,,,179.3965686999727,179.3965686999727,179.3965686999727,179.3965686999727,174.34932739986107,174.34932739986107,174.34932739986107,174.34932739986107,174.34932739986107,174.34932739986107,174.34932739986107,174.34932739986107,0.006118299905210733,174.34932739986107,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,183.6559350998141,183.6559350998141,183.6559350998141,183.6559350998141,183.6559350998141,183.6559350998141,f,0.7109421000350267,184.38873069989495,184.38873069989495,184.38873069989495,184.38873069989495,184.38873069989495,184.38873069989495,184.68658820004202,184.68658820004202,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,186.68129329988733,189.19016549992375,189.19016549992375,189.19016549992375,189.19016549992375,189.19016549992375,55,54,57,34,54,50,4.0,2.7254255001898855,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,191.9419018998742,193.74510139995255,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,193.74510139995255,193.74510139995255,193.74510139995255,193.74510139995255,193.74510139995255,193.74510139995255,f,0.6571245999075472,194.42766659986228,194.42766659986228,194.42766659986228,194.42766659986228,194.42766659986228,194.42766659986228,194.7255003999453,194.7255003999453,196.38819389999844,196.38819389999844,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,196.4046096999664,,,,,,52,54,50,27,54,55,None,None,,,[],[],[],[],[],[],[],0.2,1,50,[-0.08796296296296297],[-0.2953703703703704],[1],[0],[0],[4.800049799960107],['tijiao_random_2'],3.935185185185185,1.4552531999070197,205.21303949994035,207.0589181999676,198.92497329995967,198.92497329995967,198.92497329995967,198.92497329995967,198.92497329995967,198.92497329995967,198.92497329995967,198.92497329995967,0.006259700050577521,198.92497329995967,203.74076709989458,203.74076709989458,203.74076709989458,203.74076709989458,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,207.0589181999676,207.0589181999676,207.0589181999676,207.0589181999676,207.0589181999676,207.0589181999676,r,0.5753589000087231,207.6591083998792,207.6591083998792,207.6591083998792,207.6591083998792,207.6591083998792,207.6591083998792,207.95642669987865,207.95642669987865,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,209.83472759998403,,,,,,52,50,63,27,52,57,None,None,,,[],[],[],[],[],[],[],-0.6,1,60,[0.01574074074074074],[-0.3314814814814815],[1],[0],[0],[3.586073199985549],['tijiao_random_2'],3.037037037037037,1.50556750013493,217.4796851000283,219.4416245999746,212.35659949993715,212.35659949993715,212.35659949993715,212.35659949993715,212.35659949993715,212.35659949993715,212.35659949993715,212.35659949993715,0.0067720001097768545,212.35659949993715,215.95575059996918,215.95575059996918,215.95575059996918,215.95575059996918,,,,,,,,,,,,,,271,f,22,2023-04-04_11h08.39.374,RL,2022.2.4,60.234613826211564,
