bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,31.03416769998148,31.03416769998148,space,5.126410899916664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
,,,,,,,,,,,36.19217610009946,36.19217610009946,s,57.804906600154936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,94.02098820009269,None,95.04717480018735,95.04717480018735,95.04717480018735,95.04717480018735,95.04717480018735,95.04717480018735,j,0.773247699951753,95.8700190000236,95.8700190000236,95.8700190000236,95.8700190000236,95.8700190000236,95.8700190000236,96.14768100017682,96.14768100017682,97.99265430006199,97.99265430006199,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,98.01120800012723,44,52,64,59,59,48,None,None,,,[],[],[],[],[],[],[],0.6,1,100.59534830017947,100.59534830017947,100.59534830017947,100.59534830017947,100.59534830017947,100.59534830017947,100.59534830017947,100.59534830017947,0.007106299977749586,100.59534830017947,70,[0.020370370370370372],[-0.3055555555555556],[1],[0],[0],[12.916417199885473],['tijiao_random_2'],113.57498210016638,113.57498210016638,113.57498210016638,113.57498210016638,4.0092592592592595,2.4055840999353677,116.03257540008053,117.65569040016271,,,,,,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,117.65569040016271,117.65569040016271,117.65569040016271,117.65569040016271,117.65569040016271,117.65569040016271,j,1.0263732001185417,118.70556130004115,118.70556130004115,118.70556130004115,118.70556130004115,118.70556130004115,118.70556130004115,119.00202460004948,119.00202460004948,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,120.82993930019438,34,45,62,54,54,31,None,None,,,[],[],[],[],[],[],[],0.2,1,123.34638470015489,123.34638470015489,123.34638470015489,123.34638470015489,123.34638470015489,123.34638470015489,123.34638470015489,123.34638470015489,0.006146400002762675,123.34638470015489,40,[0.09444444444444444],[-0.2953703703703704],[1],[0],[0],[8.478270699968562],['tijiao_random_2'],131.83724620006979,131.83724620006979,131.83724620006979,131.83724620006979,6.981481481481481,1.9542386000975966,133.810453500133,135.72295000008307,,,,,,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,135.72295000008307,135.72295000008307,135.72295000008307,135.72295000008307,135.72295000008307,135.72295000008307,r,0.9834565001074225,136.74216170003638,136.74216170003638,136.74216170003638,136.74216170003638,136.74216170003638,136.74216170003638,137.03637830005027,137.03637830005027,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,138.9476469999645,38,35,59,60,38,41,3.0,6.66439380007796,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,148.1542307001073,149.83458610018715,141.45716420002282,141.45716420002282,141.45716420002282,141.45716420002282,141.45716420002282,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,149.83458610018715,149.83458610018715,149.83458610018715,149.83458610018715,149.83458610018715,149.83458610018715,f,1.1864512001629919,151.05553770018741,151.05553770018741,151.05553770018741,151.05553770018741,151.05553770018741,151.05553770018741,151.34688850003295,151.34688850003295,152.36073109996505,152.36073109996505,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,152.37756750010885,25,36,57,60,36,33,3.0,3.589717400027439,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,158.5025953000877,160.50509230000898,154.88690280006267,154.88690280006267,154.88690280006267,154.88690280006267,154.88690280006267,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,160.50509230000898,160.50509230000898,160.50509230000898,160.50509230000898,160.50509230000898,160.50509230000898,j,0.9779654000885785,161.50536130019464,161.50536130019464,161.50536130019464,161.50536130019464,161.50536130019464,161.50536130019464,161.80174000002444,161.80174000002444,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,162.94854780007154,33,46,55,59,59,33,5.0,2.5087794000282884,,,[],[],[],[],[],[],[],-0.2,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,167.9930657001678,169.54746270016767,165.45813839999028,165.45813839999028,165.45813839999028,165.45813839999028,165.45813839999028,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,169.54746270016767,169.54746270016767,169.54746270016767,169.54746270016767,169.54746270016767,169.54746270016767,i,1.1086006998084486,170.68185090017505,170.68185090017505,170.68185090017505,170.68185090017505,170.68185090017505,170.68185090017505,170.9767571000848,170.9767571000848,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,172.88813610002398,33,43,58,59,58,64,None,None,,,[],[],[],[],[],[],[],0.2,1,175.4089498000685,175.4089498000685,175.4089498000685,175.4089498000685,175.4089498000685,175.4089498000685,175.4089498000685,175.4089498000685,0.005883400095626712,175.4089498000685,58,[0.08888888888888889],[-0.2972222222222222],[1],[0],[0],[7.609366700053215],['tijiao_random_2'],183.03334530000575,183.03334530000575,183.03334530000575,183.03334530000575,7.9907407407407405,2.867365499958396,185.9182839000132,187.86367130000144,,,,,,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,187.86367130000144,187.86367130000144,187.86367130000144,187.86367130000144,187.86367130000144,187.86367130000144,r,1.2979637999087572,189.19443150004372,189.19443150004372,189.19443150004372,189.19443150004372,189.19443150004372,189.19443150004372,189.49283570004627,189.49283570004627,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,190.90553500014357,20,41,67,65,20,62,None,None,,,[],[],[],[],[],[],[],-0.6,1,193.42550000012852,193.42550000012852,193.42550000012852,193.42550000012852,193.42550000012852,193.42550000012852,193.42550000012852,193.42550000012852,0.007081400137394667,193.42550000012852,20,[0.014814814814814815],[-0.29907407407407405],[1],[0],[0],[6.031020799884573],['tijiao_random_2'],199.46986529999413,199.46986529999413,199.46986529999413,199.46986529999413,8.99074074074074,2.7691515998449177,202.25693560019135,203.90360930003226,,,,,,,,,,,,,,,,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,203.90360930003226,203.90360930003226,203.90360930003226,203.90360930003226,203.90360930003226,203.90360930003226,f,1.2062410998623818,205.1341300001368,205.1341300001368,205.1341300001368,205.1341300001368,205.1341300001368,205.1341300001368,205.43297330010682,205.43297330010682,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,207.04499380011111,22,45,74,66,45,72,None,None,70,70,[0.07407407407407407],[-0.2574074074074074],[1],[0],[0],[5.7909343999344856],['tijiao'],0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],215.36800190014765,215.36800190014765,215.36800190014765,215.36800190014765,6.981481481481481,2.5106961999554187,217.8976763000246,219.51097630010918,,,,,,209.5597288000863,209.5597288000863,209.5597288000863,209.5597288000863,209.5597288000863,209.5597288000863,209.5597288000863,209.5597288000863,0.006855499930679798,209.5597288000863,,,,,,281,m,18,2023-04-05_15h08.18.386,RL,2022.2.4,60.1210115977128,
