trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,0,8,0,,,,,,,,,,None,198.0906552,198.0906552,198.0906552,198.0906552,198.0906552,198.0906552,r,0.2445752,198.3570711,198.3570711,198.3570711,198.3570711,198.3570711,198.3570711,198.6562346,198.6562346,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,199.7530816,71,63,45,44,71,66,None,None,,,[],[],[],[],[],[],[],0.2,1,202.2703574,202.2703574,202.2703574,202.2703574,202.2703574,202.2703574,202.2703574,202.2703574,0.0058078,202.2703574,56,[0.04814814814814815],[-0.29907407407407405],[1],[0],[0],[7.014202400008799],['tijiao_random_2'],209.2989537,209.2989537,209.2989537,209.2989537,4.925925926,1.9202426,211.2372531,213.1829697,,,,,,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,9,0,,,,,,,,,,None,213.1829697,213.1829697,213.1829697,213.1829697,213.1829697,213.1829697,r,0.2184066,213.4326929,213.4326929,213.4326929,213.4326929,213.4326929,213.4326929,213.7317983,213.7317983,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,215.5599566,69,71,40,50,69,28,6,1.5447805,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,219.6396175,221.260969,218.0691626,218.0691626,218.0691626,218.0691626,218.0691626,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,10,0,,,,,,,,,,None,221.260969,221.260969,221.260969,221.260969,221.260969,221.260969,r,0.2638025,221.5442783,221.5442783,221.5442783,221.5442783,221.5442783,221.5442783,221.8430343,221.8430343,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,223.4381052,74,64,37,45,74,16,7,1.3794205,,,[],[],[],[],[],[],[],-0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,227.3529549,229.3554451,225.947703,225.947703,225.947703,225.947703,225.947703,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,11,0,,,,,,,,,,None,229.3554451,229.3554451,229.3554451,229.3554451,229.3554451,229.3554451,r,0.3322117,229.7048031,229.7048031,229.7048031,229.7048031,229.7048031,229.7048031,230.0040136,230.0040136,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,231.9319348,77,54,41,44,77,54,7,1.2625037,,,[],[],[],[],[],[],[],0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,235.7303149,237.6164164,234.4411442,234.4411442,234.4411442,234.4411442,234.4411442,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,12,0,,,,,,,,,,None,237.6164164,237.6164164,237.6164164,237.6164164,237.6164164,237.6164164,r,0.229734,237.8664418,237.8664418,237.8664418,237.8664418,237.8664418,237.8664418,238.1651488,238.1651488,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,239.9934036,81,58,37,54,81,47,7,1.0816596,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,243.6065746,245.179215,242.5020843,242.5020843,242.5020843,242.5020843,242.5020843,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,13,0,,,,,,,,,,None,245.179215,245.179215,245.179215,245.179215,245.179215,245.179215,r,0.2448739,245.4452977,245.4452977,245.4452977,245.4452977,245.4452977,245.4452977,245.7444248,245.7444248,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,247.2570032,77,64,26,54,77,58,7,0.979685,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,250.7707407,252.575456,249.7660954,249.7660954,249.7660954,249.7660954,249.7660954,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,14,0,,,,,,,,,,None,252.575456,252.575456,252.575456,252.575456,252.575456,252.575456,r,0.7115054,253.307096,253.307096,253.307096,253.307096,253.307096,253.307096,253.6062885,253.6062885,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,254.9359075,73,62,28,46,73,53,None,None,,,[],[],[],[],[],[],[],0.2,1,257.4526165,257.4526165,257.4526165,257.4526165,257.4526165,257.4526165,257.4526165,257.4526165,0.0054766,257.4526165,57,[0.06851851851851852],[-0.28055555555555556],[1],[0],[0],[4.721370300001581],['tijiao_random_2'],262.1862263,262.1862263,262.1862263,262.1862263,8.12037037,2.0713629,264.2762663,266.1052189,,,,,,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,15,0,,,,,,,,,,None,266.1052189,266.1052189,266.1052189,266.1052189,266.1052189,266.1052189,r,0.2344524,266.3715908,266.3715908,266.3715908,266.3715908,266.3715908,266.3715908,266.6708302,266.6708302,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,267.7676075,69,64,29,46,69,32,None,None,69,69,[0.10740740740740741],[-0.31851851851851853],[1],[0],[0],[7.550672400000622],['tijiao'],0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],277.8511401,277.8511401,277.8511401,277.8511401,9.009259259,2.0136818,279.8833762,281.5796439,,,,,,270.2796915,270.2796915,270.2796915,270.2796915,270.2796915,270.2796915,270.2796915,270.2796915,0.0075331,270.2796915,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,16,0,,,,,,,,,,None,281.5796439,281.5796439,281.5796439,281.5796439,281.5796439,281.5796439,r,0.2613588,281.8638316,281.8638316,281.8638316,281.8638316,281.8638316,281.8638316,282.1616336,282.1616336,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,282.9926643,74,68,23,51,74,55,None,None,78,78,[0.16944444444444445],[-0.27314814814814814],[1],[0],[0],[7.9007486999908],['tijiao'],0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],293.4256264,293.4256264,293.4256264,293.4256264,8.944444444,1.714433,295.1584378,296.7383053,,,,,,285.5045527,285.5045527,285.5045527,285.5045527,285.5045527,285.5045527,285.5045527,285.5045527,0.0073387,285.5045527,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,17,0,,,,,,,,,,None,296.7383053,296.7383053,296.7383053,296.7383053,296.7383053,296.7383053,r,0.3242842,297.0875724,297.0875724,297.0875724,297.0875724,297.0875724,297.0875724,297.3865705,297.3865705,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,299.1652986,67,70,29,38,67,48,4,2.8913632,,,[],[],[],[],[],[],[],-0.2,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,304.5928214,306.5282419,301.6740584,301.6740584,301.6740584,301.6740584,301.6740584,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,18,0,,,,,,,,,,None,306.5282419,306.5282419,306.5282419,306.5282419,306.5282419,306.5282419,j,0.3254276,306.8775947,306.8775947,306.8775947,306.8775947,306.8775947,306.8775947,307.1768583,307.1768583,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,308.6060529,71,65,26,49,49,44,None,None,,,[],[],[],[],[],[],[],0.6,1,311.1235718,311.1235718,311.1235718,311.1235718,311.1235718,311.1235718,311.1235718,311.1235718,0.0059213,311.1235718,45,[0.0824074074074074],[-0.29259259259259257],[1],[0],[0],[4.920032399997581],['tijiao_random_2'],316.0575883,316.0575883,316.0575883,316.0575883,6.814814815,1.9533913,318.0290777,319.5593663,,,,,,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,19,0,,,,,,,,,,None,319.5593663,319.5593663,319.5593663,319.5593663,319.5593663,319.5593663,r,0.2380303,319.8260263,319.8260263,319.8260263,319.8260263,319.8260263,319.8260263,320.1246489,320.1246489,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,321.4544272,63,60,21,51,63,53,None,None,68,68,[0.09722222222222222],[-0.25277777777777777],[1],[0],[0],[4.761649699998088],['tijiao'],0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],328.745301,328.745301,328.745301,328.745301,7.953703704,1.6645361,330.4288148,332.2912924,,,,,,323.9648839,323.9648839,323.9648839,323.9648839,323.9648839,323.9648839,323.9648839,323.9648839,0.0056974,323.9648839,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,20,0,,,,,,,,,,None,332.2912924,332.2912924,332.2912924,332.2912924,332.2912924,332.2912924,r,0.2395741,332.5575975,332.5575975,332.5575975,332.5575975,332.5575975,332.5575975,332.8563866,332.8563866,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,334.5518147,66,74,21,49,66,61,None,None,65,65,[0.15],[-0.3175925925925926],[1],[0],[0],[6.438495599999442],['tijiao'],-0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],343.5223343,343.5223343,343.5223343,343.5223343,6.037037037,1.8803781,345.4210203,347.150385,,,,,,337.064039,337.064039,337.064039,337.064039,337.064039,337.064039,337.064039,337.064039,0.0067458,337.064039,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,21,0,,,,,,,,,,None,347.150385,347.150385,347.150385,347.150385,347.150385,347.150385,r,0.2471819,347.4170369,347.4170369,347.4170369,347.4170369,347.4170369,347.4170369,347.716062,347.716062,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,349.1454491,64,63,14,50,64,31,6,1.1627182,,,[],[],[],[],[],[],[],-0.2,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,352.8423655,354.4475377,351.6546291,351.6546291,351.6546291,351.6546291,351.6546291,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,22,0,,,,,,,,,,None,354.4475377,354.4475377,354.4475377,354.4475377,354.4475377,354.4475377,f,0.2886558,354.7636048,354.7636048,354.7636048,354.7636048,354.7636048,354.7636048,355.0628203,355.0628203,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,355.9931627,75,61,8,44,61,30,None,None,,,[],[],[],[],[],[],[],-0.6,1,358.5106912,358.5106912,358.5106912,358.5106912,358.5106912,358.5106912,358.5106912,358.5106912,0.0058778,358.5106912,68,[0.011111111111111112],[-0.26296296296296295],[1],[0],[0],[6.898214899993036],['tijiao_random_2'],365.4230902,365.4230902,365.4230902,365.4230902,7.148148148,2.9012751,368.3422443,369.9884351,,,,,,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,23,0,,,,,,,,,,None,369.9884351,369.9884351,369.9884351,369.9884351,369.9884351,369.9884351,i,0.2482591,370.2551543,370.2551543,370.2551543,370.2551543,370.2551543,370.2551543,370.5535249,370.5535249,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,371.6174489,65,61,19,35,19,47,2,1.7442596,,,[],[],[],[],[],[],[],-0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,375.8972329,377.4679188,374.1264978,374.1264978,374.1264978,374.1264978,374.1264978,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,24,0,,,,,,,,,,None,377.4679188,377.4679188,377.4679188,377.4679188,377.4679188,377.4679188,r,0.4289562,377.917045,377.917045,377.917045,377.917045,377.917045,377.917045,378.2159188,378.2159188,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,379.8118123,64,68,8,45,64,51,5,2.4592191,,,[],[],[],[],[],[],[],-0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,384.8071242,386.7592213,382.3207902,382.3207902,382.3207902,382.3207902,382.3207902,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,25,0,,,,,,,,,,None,386.7592213,386.7592213,386.7592213,386.7592213,386.7592213,386.7592213,r,0.3472137,387.1252966,387.1252966,387.1252966,387.1252966,387.1252966,387.1252966,387.4241823,387.4241823,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,388.4383028,75,65,8,49,75,53,None,None,,,[],[],[],[],[],[],[],0.2,1,390.9561854,390.9561854,390.9561854,390.9561854,390.9561854,390.9561854,390.9561854,390.9561854,0.0056863,390.9561854,19,[0.09444444444444444],[-0.2564814814814815],[1],[0],[0],[7.112555599989719],['tijiao_random_2'],398.0826284,398.0826284,398.0826284,398.0826284,6.935185185,2.1045408,400.2051428,402.1338153,,,,,,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
1,0,26,0,,,,,,,,,,None,402.1338153,402.1338153,402.1338153,402.1338153,402.1338153,402.1338153,r,0.2039551,402.3669944,402.3669944,402.3669944,402.3669944,402.3669944,402.3669944,402.6662009,402.6662009,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,404.3946162,61,65,18,36,61,55,4,1.9607383,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,408.8904809,410.4277588,406.9039846,406.9039846,406.9039846,406.9039846,406.9039846,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
0,0,27,0,,,,,,,,,,None,410.4277588,410.4277588,410.4277588,410.4277588,410.4277588,410.4277588,r,0.2929029,410.7441536,410.7441536,410.7441536,410.7441536,410.7441536,410.7441536,411.0433197,411.0433197,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,412.2067795,65,66,9,41,65,52,4,1.9608723,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,416.7032286,418.3067021,414.7154788,414.7154788,414.7154788,414.7154788,414.7154788,,,,,,,,,,,,,,,,,234,f,18,2023-03-21_10h54.02.254,RL,2022.2.4,60.16036347
