bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,25.022349399980158,25.022349399980158,space,16.120462999970187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
,,,,,,,,,,,41.168793499993626,41.168793499993626,s,49.90602819999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,203.46810380002717,203.46810380002717,203.46810380002717,203.46810380002717,203.46810380002717,203.46810380002717,r,0.4730122000328265,203.97010919998866,203.97010919998866,203.97010919998866,203.97010919998866,203.97010919998866,203.97010919998866,204.2657934000017,204.2657934000017,205.6619016000186,205.6619016000186,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,205.67897449998418,55,49,63,65,55,33,6.0,3.423430900031235,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,211.6399906000006,213.59018800000194,208.18788089998998,208.18788089998998,208.18788089998998,208.18788089998998,208.18788089998998,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,213.59018800000194,213.59018800000194,213.59018800000194,213.59018800000194,213.59018800000194,213.59018800000194,j,0.8957117000245489,214.50613100000191,214.50613100000191,214.50613100000191,214.50613100000191,214.50613100000191,214.50613100000191,214.80368850001832,214.80368850001832,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,216.69873970001936,66,44,51,65,65,63,4.0,4.886079999967478,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,224.12204930000007,226.05658000003314,219.20807280001463,219.20807280001463,219.20807280001463,219.20807280001463,219.20807280001463,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,226.05658000003314,226.05658000003314,226.05658000003314,226.05658000003314,226.05658000003314,226.05658000003314,j,0.5474912000354379,226.62300020002294,226.62300020002294,226.62300020002294,226.62300020002294,226.62300020002294,226.62300020002294,226.9208303000196,226.9208303000196,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,228.15076470002532,58,39,55,72,72,49,5.0,2.9579705000505783,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,233.64631739998003,235.61356359999627,230.6595718000317,230.6595718000317,230.6595718000317,230.6595718000317,230.6595718000317,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,235.61356359999627,235.61356359999627,235.61356359999627,235.61356359999627,235.61356359999627,235.61356359999627,r,0.36128889996325597,235.99695990001783,235.99695990001783,235.99695990001783,235.99695990001783,235.99695990001783,235.99695990001783,236.29535269999178,236.29535269999178,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,237.97413990000496,62,45,44,56,62,66,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,68,[0.01574074074074074],[-0.29259259259259257],[1],[0],[0],[6.5970068000024185],['tijiao_random_2'],247.10271619999548,247.10271619999548,247.10271619999548,247.10271619999548,7.972222222222221,4.399055199988652,251.51955490000546,253.3315441000159,,,,,,240.4927632000181,240.4927632000181,240.4927632000181,240.4927632000181,240.4927632000181,240.4927632000181,240.4927632000181,240.4927632000181,0.00603030005004257,240.4927632000181,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,253.3315441000159,253.3315441000159,253.3315441000159,253.3315441000159,253.3315441000159,253.3315441000159,f,0.34089799999492243,253.7008130000322,253.7008130000322,253.7008130000322,253.7008130000322,253.7008130000322,253.7008130000322,253.99676300003193,253.99676300003193,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,255.07720230001723,63,32,47,61,32,55,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,55,[-0.0712962962962963],[-0.2972222222222222],[1],[0],[0],[11.482891999999993],['tijiao_random_2'],269.09180940000806,269.09180940000806,269.09180940000806,269.09180940000806,6.925925925925926,2.3216603999608196,271.4319459000253,273.3439347000094,,,,,,257.5969527999987,257.5969527999987,257.5969527999987,257.5969527999987,257.5969527999987,257.5969527999987,257.5969527999987,257.5969527999987,0.007144599978346378,257.5969527999987,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,273.3439347000094,273.3439347000094,273.3439347000094,273.3439347000094,273.3439347000094,273.3439347000094,i,0.67925909999758,274.04291870002635,274.04291870002635,274.04291870002635,274.04291870002635,274.04291870002635,274.04291870002635,274.3415394999902,274.3415394999902,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,275.6712610999821,69,22,41,61,41,44,4.0,3.8554820000426844,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,282.0646693999879,283.83188050001627,278.1799600000377,278.1799600000377,278.1799600000377,278.1799600000377,278.1799600000377,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,283.83188050001627,283.83188050001627,283.83188050001627,283.83188050001627,283.83188050001627,283.83188050001627,r,0.8110307000461034,284.6635239000316,284.6635239000316,284.6635239000316,284.6635239000316,284.6635239000316,284.6635239000316,284.9626537000295,284.9626537000295,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,286.9571034000255,55,40,41,63,55,43,5.0,3.274035600014031,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,292.7682062999811,294.76900119998027,289.4662228000234,289.4662228000234,289.4662228000234,289.4662228000234,289.4662228000234,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,294.76900119998027,294.76900119998027,294.76900119998027,294.76900119998027,294.76900119998027,294.76900119998027,i,0.48975970002356917,295.28596750000725,295.28596750000725,295.28596750000725,295.28596750000725,295.28596750000725,295.28596750000725,295.58358350000344,295.58358350000344,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,297.5781324999989,62,43,51,65,51,70,None,None,300.090965099982,300.090965099982,300.090965099982,300.090965099982,300.090965099982,300.090965099982,300.090965099982,300.090965099982,0.00810719997389242,300.090965099982,60,60,[0.011111111111111112],[-0.2833333333333333],[1],[0],[0],[9.69561390002491],['tijiao'],0.2,0,,[],[],[],[],[],[],[],309.8074231999926,309.8074231999926,309.8074231999926,309.8074231999926,4.916666666666666,3.790089700021781,313.6163433000329,315.5619976000162,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,315.5619976000162,315.5619976000162,315.5619976000162,315.5619976000162,315.5619976000162,315.5619976000162,i,0.3267191000049934,315.9114386999863,315.9114386999863,315.9114386999863,315.9114386999863,315.9114386999863,315.9114386999863,316.2106906999834,316.2106906999834,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,317.10803730000043,53,31,48,68,48,75,None,None,319.6200225999928,319.6200225999928,319.6200225999928,319.6200225999928,319.6200225999928,319.6200225999928,319.6200225999928,319.6200225999928,0.007554600015282631,319.6200225999928,46,46,[0.06388888888888888],[-0.2833333333333333],[1],[0],[0],[8.216250800003763],['tijiao'],0.6,0,,[],[],[],[],[],[],[],327.8574632999953,327.8574632999953,327.8574632999953,327.8574632999953,8.99074074074074,2.9932763000251725,330.8692872999818,332.54880370001774,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,332.54880370001774,332.54880370001774,332.54880370001774,332.54880370001774,332.54880370001774,332.54880370001774,r,0.6132935999776237,333.18157120002434,333.18157120002434,333.18157120002434,333.18157120002434,333.18157120002434,333.18157120002434,333.4800069000339,333.4800069000339,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,335.3081026999862,69,36,50,63,69,54,5.0,2.824932500021532,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,340.6702827999834,342.28924270003336,337.81762450002134,337.81762450002134,337.81762450002134,337.81762450002134,337.81762450002134,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,342.28924270003336,342.28924270003336,342.28924270003336,342.28924270003336,342.28924270003336,342.28924270003336,j,0.4532592000323348,342.77461249998305,342.77461249998305,342.77461249998305,342.77461249998305,342.77461249998305,342.77461249998305,343.07087170000887,343.07087170000887,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,344.8990820000181,72,45,52,53,53,72,None,None,347.41062310000416,347.41062310000416,347.41062310000416,347.41062310000416,347.41062310000416,347.41062310000416,347.41062310000416,347.41062310000416,0.006948599999304861,347.41062310000416,56,56,[0.02962962962962963],[-0.2833333333333333],[1],[0],[0],[9.69599019997986],['tijiao'],0.2,0,,[],[],[],[],[],[],[],357.12933720002184,357.12933720002184,357.12933720002184,357.12933720002184,7.0092592592592595,2.243043700000271,359.3915210000123,361.32076770003187,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,361.32076770003187,361.32076770003187,361.32076770003187,361.32076770003187,361.32076770003187,361.32076770003187,j,0.3732490999973379,361.7227162999916,361.7227162999916,361.7227162999916,361.7227162999916,361.7227162999916,361.7227162999916,362.01901340001496,362.01901340001496,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,363.24894010002026,67,51,46,58,58,64,4.0,6.165718999982346,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,371.95333649998065,373.9026423000032,365.7581506000133,365.7581506000133,365.7581506000133,365.7581506000133,365.7581506000133,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,373.9026423000032,373.9026423000032,373.9026423000032,373.9026423000032,373.9026423000032,373.9026423000032,i,0.8037896999740042,374.73569100000896,374.73569100000896,374.73569100000896,374.73569100000896,374.73569100000896,374.73569100000896,375.0333865000284,375.0333865000284,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,376.4958824000205,68,47,46,56,46,61,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,65,[-0.004629629629629629],[-0.26481481481481484],[1],[0],[0],[8.674067899992224],['tijiao_random_2'],387.703422999999,387.703422999999,387.703422999999,387.703422999999,7.935185185185185,7.372226400009822,395.0941291000345,396.64095040003303,,,,,,379.0154987000278,379.0154987000278,379.0154987000278,379.0154987000278,379.0154987000278,379.0154987000278,379.0154987000278,379.0154987000278,0.006740099983289838,379.0154987000278,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,396.64095040003303,396.64095040003303,396.64095040003303,396.64095040003303,396.64095040003303,396.64095040003303,f,0.37473669997416437,397.0438143000356,397.0438143000356,397.0438143000356,397.0438143000356,397.0438143000356,397.0438143000356,397.33920719998423,397.33920719998423,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,398.2535417000181,51,37,54,54,37,55,2.0,3.9212731000152417,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,404.70964690000983,406.3146899000276,400.7625099000288,400.7625099000288,400.7625099000288,400.7625099000288,400.7625099000288,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,None,406.3146899000276,406.3146899000276,406.3146899000276,406.3146899000276,406.3146899000276,406.3146899000276,i,0.7007811000221409,407.0485511000152,407.0485511000152,407.0485511000152,407.0485511000152,407.0485511000152,407.0485511000152,407.34496770001715,407.34496770001715,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,408.3591636000201,55,45,52,55,52,60,4.0,2.8246097000082955,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,413.71856080001453,415.6889216999989,410.8683933999855,410.8683933999855,410.8683933999855,410.8683933999855,410.8683933999855,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,23,23,23,,,,,,,,,,None,415.6889216999989,415.6889216999989,415.6889216999989,415.6889216999989,415.6889216999989,415.6889216999989,r,0.6768350999918766,416.3879237000365,416.3879237000365,416.3879237000365,416.3879237000365,416.3879237000365,416.3879237000365,416.68653609999456,416.68653609999456,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,418.2654083999805,56,45,63,58,56,59,4.0,2.243080399988685,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,423.0434974000091,424.8637108000112,420.7746194000356,420.7746194000356,420.7746194000356,420.7746194000356,420.7746194000356,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,None,424.8637108000112,424.8637108000112,424.8637108000112,424.8637108000112,424.8637108000112,424.8637108000112,r,0.9683889000443742,425.8631847000215,425.8631847000215,425.8631847000215,425.8631847000215,425.8631847000215,425.8631847000215,426.16022060002433,426.16022060002433,427.756140100013,427.756140100013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,427.7728567000013,56,36,51,62,56,52,None,None,430.2848249000381,430.2848249000381,430.2848249000381,430.2848249000381,430.2848249000381,430.2848249000381,430.2848249000381,430.2848249000381,0.007698100002016872,430.2848249000381,56,56,[0.012962962962962963],[-0.28703703703703703],[1],[0],[0],[4.227200599969365],['tijiao'],0.2,0,,[],[],[],[],[],[],[],434.5338085999829,434.5338085999829,434.5338085999829,434.5338085999829,9.99074074074074,2.1447815999854356,436.6972429000307,438.64283720002277,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,25,25,25,,,,,,,,,,None,438.64283720002277,438.64283720002277,438.64283720002277,438.64283720002277,438.64283720002277,438.64283720002277,r,0.39225130004342645,439.0602837000042,439.0602837000042,439.0602837000042,439.0602837000042,439.0602837000042,439.0602837000042,439.3576166999992,439.3576166999992,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,440.8704549000249,46,41,58,61,46,70,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,67,[0.022222222222222223],[-0.2675925925925926],[1],[0],[0],[7.111012100009248],['tijiao_random_2'],450.5162797999801,450.5162797999801,450.5162797999801,450.5162797999801,6.935185185185185,3.033751000009943,453.568017099984,455.56337590003386,,,,,,443.3907746000332,443.3907746000332,443.3907746000332,443.3907746000332,443.3907746000332,443.3907746000332,443.3907746000332,443.3907746000332,0.0073432999779470265,443.3907746000332,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,None,455.56337590003386,455.56337590003386,455.56337590003386,455.56337590003386,455.56337590003386,455.56337590003386,i,0.3620037999935448,455.94772220001323,455.94772220001323,455.94772220001323,455.94772220001323,455.94772220001323,455.94772220001323,456.2451637000195,456.2451637000195,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,458.2063554000342,63,37,59,60,59,46,None,None,460.7179600999807,460.7179600999807,460.7179600999807,460.7179600999807,460.7179600999807,460.7179600999807,460.7179600999807,460.7179600999807,0.007475299993529916,460.7179600999807,57,57,[0.07592592592592592],[-0.29444444444444445],[1],[0],[0],[5.906136300007347],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],466.64501099998597,466.64501099998597,466.64501099998597,466.64501099998597,8.99074074074074,2.827041400014423,469.4911787000019,471.25401640002383,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,27,27,27,,,,,,,,,,None,471.25401640002383,471.25401640002383,471.25401640002383,471.25401640002383,471.25401640002383,471.25401640002383,i,0.3865194999962114,471.67168339999625,471.67168339999625,471.67168339999625,471.67168339999625,471.67168339999625,471.67168339999625,471.96906859998126,471.96906859998126,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,473.0990883000195,56,43,54,52,54,54,None,None,475.60924449999584,475.60924449999584,475.60924449999584,475.60924449999584,475.60924449999584,475.60924449999584,475.60924449999584,475.60924449999584,0.005229000002145767,475.60924449999584,54,54,[0.08055555555555556],[-0.27870370370370373],[1],[0],[0],[9.249687000003178],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],484.8786124000326,484.8786124000326,484.8786124000326,484.8786124000326,10.027777777777779,2.6943177000503056,487.5916515000281,489.18825330003165,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,None,489.18825330003165,489.18825330003165,489.18825330003165,489.18825330003165,489.18825330003165,489.18825330003165,i,0.41131290001794696,489.6225159000023,489.6225159000023,489.6225159000023,489.6225159000023,489.6225159000023,489.6225159000023,489.91988970001694,489.91988970001694,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,491.26606629998423,49,35,56,60,56,29,6.0,3.290472000022419,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,497.09058070002357,499.0612684999942,493.77512790000765,493.77512790000765,493.77512790000765,493.77512790000765,493.77512790000765,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,29,29,29,,,,,,,,,,None,499.0612684999942,499.0612684999942,499.0612684999942,499.0612684999942,499.0612684999942,499.0612684999942,r,0.9289244000101462,500.00971330003813,500.00971330003813,500.00971330003813,500.00971330003813,500.00971330003813,500.00971330003813,500.30821849999484,500.30821849999484,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,501.5218392999959,63,32,55,65,63,54,None,None,504.03164549998473,504.03164549998473,504.03164549998473,504.03164549998473,504.03164549998473,504.03164549998473,504.03164549998473,504.03164549998473,0.005768999981228262,504.03164549998473,62,62,[0.04351851851851852],[-0.2712962962962963],[1],[0],[0],[9.099540700030047],['tijiao'],0.2,0,,[],[],[],[],[],[],[],513.1539325999911,513.1539325999911,513.1539325999911,513.1539325999911,8.037037037037038,2.641752300027292,515.814740700007,517.6271424000151,,,,,,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,None,517.6271424000151,517.6271424000151,517.6271424000151,517.6271424000151,517.6271424000151,517.6271424000151,r,0.33651280001504347,517.9956756000174,517.9956756000174,517.9956756000174,517.9956756000174,517.9956756000174,517.9956756000174,518.2925704999943,518.2925704999943,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,520.2371789999888,53,47,58,68,53,49,3.0,4.387311499973293,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,527.1596987000084,528.9300718000159,522.7462067999877,522.7462067999877,522.7462067999877,522.7462067999877,522.7462067999877,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
0,0.3,0.225,0,31,31,31,,,,,,,,,,None,528.9300718000159,528.9300718000159,528.9300718000159,528.9300718000159,528.9300718000159,528.9300718000159,i,0.5329076999914832,529.4962130000349,529.4962130000349,529.4962130000349,529.4962130000349,529.4962130000349,529.4962130000349,529.7945078000193,529.7945078000193,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,531.3069759000209,49,39,61,68,61,55,5.0,4.104616999975406,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,537.950554399984,539.8667750000022,533.8161556000123,533.8161556000123,533.8161556000123,533.8161556000123,533.8161556000123,,,,,,,,,,,,,,257,f,22,2023-03-23_13h36.45.542,RL,2022.2.4,60.164091539017534,
