bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,bigx.started,bigx.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,67.84835190000013,67.84835190000013,space,9.151531499810517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
,,,,,,,,,,,77.03641770011745,77.03641770011745,s,52.78648599982262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,240.61522010015324,240.61522010015324,240.61522010015324,240.61522010015324,240.61522010015324,240.61522010015324,r,0.3538661999627948,240.99926199996844,240.99926199996844,240.99926199996844,240.99926199996844,240.99926199996844,240.99926199996844,241.29688680008985,241.29688680008985,242.17814400000498,242.17814400000498,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,242.1945766999852,,,,,,93,58,50,43,93,60,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[0.07314814814814814],[-0.2833333333333333],[1],[0],[0],[6.698030499974266],['tijiao_random_2'],8.027777777777777,2.6360359999816865,254.0777936000377,255.79069970012642,,,,,,,,,,,251.42312859999947,251.42312859999947,251.42312859999947,251.42312859999947,244.71216070000082,244.71216070000082,244.71216070000082,244.71216070000082,244.71216070000082,244.71216070000082,244.71216070000082,244.71216070000082,0.0063322000205516815,244.71216070000082,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,255.79069970012642,255.79069970012642,255.79069970012642,255.79069970012642,255.79069970012642,255.79069970012642,f,0.6909352999646217,256.50654440000653,256.50654440000653,256.50654440000653,256.50654440000653,256.50654440000653,256.50654440000653,256.8048805000726,256.8048805000726,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,258.1177916000597,,,,,,85,54,43,48,54,59,None,None,,,[],[],[],[],[],[],[],-0.6,1,90,[0.11944444444444445],[-0.2777777777777778],[1],[0],[0],[3.985378700075671],['tijiao_random_2'],8.037037037037038,2.5860371000599116,267.2416703000199,269.05423639994115,,,,,,,,,,,264.63713650009595,264.63713650009595,264.63713650009595,264.63713650009595,260.63873380003497,260.63873380003497,260.63873380003497,260.63873380003497,260.63873380003497,260.63873380003497,260.63873380003497,260.63873380003497,0.006828200072050095,260.63873380003497,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,269.05423639994115,269.05423639994115,269.05423639994115,269.05423639994115,269.05423639994115,269.05423639994115,r,0.29746320005506277,269.372438600054,269.372438600054,269.372438600054,269.372438600054,269.372438600054,269.372438600054,269.669832700165,269.669832700165,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,271.49828039994463,274.00719920010306,274.00719920010306,274.00719920010306,274.00719920010306,274.00719920010306,90,50,47,49,90,73,7.0,2.3089713999070227,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,276.3451644999441,278.1295036000665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,278.1295036000665,278.1295036000665,278.1295036000665,278.1295036000665,278.1295036000665,278.1295036000665,r,0.6494590998627245,278.8140686999541,278.8140686999541,278.8140686999541,278.8140686999541,278.8140686999541,278.8140686999541,279.110725000035,279.110725000035,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,280.5067112999968,,,,,,88,50,37,48,88,72,None,None,,,[],[],[],[],[],[],[],-0.2,1,54,[0.08148148148148149],[-0.2898148148148148],[1],[0],[0],[4.436205700039864],['tijiao_random_2'],6.916666666666667,2.536983600119129,290.02951869997196,291.5432506001089,,,,,,,,,,,287.47410320001654,287.47410320001654,287.47410320001654,287.47410320001654,283.025765000144,283.025765000144,283.025765000144,283.025765000144,283.025765000144,283.025765000144,283.025765000144,283.025765000144,0.006274799816310406,283.025765000144,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,291.5432506001089,291.5432506001089,291.5432506001089,291.5432506001089,291.5432506001089,291.5432506001089,i,0.5496805000584573,292.1257573000621,292.1257573000621,292.1257573000621,292.1257573000621,292.1257573000621,292.1257573000621,292.4244173001498,292.4244173001498,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,294.35238169995137,296.86167290015146,296.86167290015146,296.86167290015146,296.86167290015146,296.86167290015146,82,47,39,52,39,66,2.0,2.5596114001236856,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,299.4484006999992,301.3994347001426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,301.3994347001426,301.3994347001426,301.3994347001426,301.3994347001426,301.3994347001426,301.3994347001426,r,0.7206888999789953,302.1507950001396,302.1507950001396,302.1507950001396,302.1507950001396,302.1507950001396,302.1507950001396,302.44695560005493,302.44695560005493,303.84303580014966,303.84303580014966,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,303.85969260009006,,,,,,76,52,45,53,76,62,None,None,,,[],[],[],[],[],[],[],0.2,1,33,[-0.09444444444444444],[-0.2712962962962963],[1],[0],[0],[7.179036799818277],['tijiao_random_2'],6.972222222222222,1.987736300099641,315.57697870000266,317.57216910016723,,,,,,,,,,,313.5713909000624,313.5713909000624,313.5713909000624,313.5713909000624,306.37834229995497,306.37834229995497,306.37834229995497,306.37834229995497,306.37834229995497,306.37834229995497,306.37834229995497,306.37834229995497,0.006222299998626113,306.37834229995497,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,317.57216910016723,317.57216910016723,317.57216910016723,317.57216910016723,317.57216910016723,317.57216910016723,j,0.8899176998529583,318.4889547000639,318.4889547000639,318.4889547000639,318.4889547000639,318.4889547000639,318.4889547000639,318.7857356001623,318.7857356001623,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,320.2981879999861,322.8073692000471,322.8073692000471,322.8073692000471,322.8073692000471,322.8073692000471,76,57,48,64,64,31,4.0,2.2101845999713987,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,325.0461628001649,326.8465673001483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,326.8465673001483,326.8465673001483,326.8465673001483,326.8465673001483,326.8465673001483,326.8465673001483,r,1.2430304998997599,328.11054410017096,328.11054410017096,328.11054410017096,328.11054410017096,328.11054410017096,328.11054410017096,328.40951599995606,328.40951599995606,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,330.10465290001594,,,,,,81,54,48,46,81,67,None,None,,,[],[],[],[],[],[],[],-0.6,1,85,[-0.032407407407407406],[-0.2898148148148148],[1],[0],[0],[3.9045011999551207],['tijiao_random_2'],8.907407407407408,2.20657330006361,338.75138789997436,340.5096259000711,,,,,,,,,,,336.54051410011016,336.54051410011016,336.54051410011016,336.54051410011016,332.62359840003774,332.62359840003774,332.62359840003774,332.62359840003774,332.62359840003774,332.62359840003774,332.62359840003774,332.62359840003774,0.006945400033146143,332.62359840003774,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,340.5096259000711,340.5096259000711,340.5096259000711,340.5096259000711,340.5096259000711,340.5096259000711,r,0.3840974001213908,340.9254397000186,340.9254397000186,340.9254397000186,340.9254397000186,340.9254397000186,340.9254397000186,341.2245877000969,341.2245877000969,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,342.15517330006696,,,,,,77,60,45,58,77,61,None,None,76,76,[0.058333333333333334],[-0.2916666666666667],[1],[0],[0],[8.084357100073248],['tijiao'],0.6,0,,[],[],[],[],[],[],[],8.925925925925926,2.727104099933058,355.51750140008517,357.43005220009945,344.66645330004394,344.66645330004394,344.66645330004394,344.66645330004394,344.66645330004394,344.66645330004394,344.66645330004394,344.66645330004394,0.006816200213506818,344.66645330004394,352.771863900125,352.771863900125,352.771863900125,352.771863900125,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,357.43005220009945,357.43005220009945,357.43005220009945,357.43005220009945,357.43005220009945,357.43005220009945,r,0.3703842000104487,357.8307731000241,357.8307731000241,357.8307731000241,357.8307731000241,357.8307731000241,357.8307731000241,358.1281104001682,358.1281104001682,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,359.6907820000779,362.1999562000856,362.1999562000856,362.1999562000856,362.1999562000856,362.1999562000856,71,56,46,59,71,53,6.0,2.3924054000526667,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,364.61836219998077,366.4220499000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,366.4220499000512,366.4220499000512,366.4220499000512,366.4220499000512,366.4220499000512,366.4220499000512,i,0.8260029000230134,367.27018730016425,367.27018730016425,367.27018730016425,367.27018730016425,367.27018730016425,367.27018730016425,367.5693800000008,367.5693800000008,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,368.4002257999964,,,,,,69,53,44,66,44,55,None,None,,,[],[],[],[],[],[],[],-0.2,1,38,[0.1037037037037037],[-0.2916666666666667],[1],[0],[0],[6.279608299955726],['tijiao_random_2'],6.972222222222222,1.8209836999885738,379.0535683000926,380.8162446001079,,,,,,,,,,,377.2138281001244,377.2138281001244,377.2138281001244,377.2138281001244,370.92027210001834,370.92027210001834,370.92027210001834,370.92027210001834,370.92027210001834,370.92027210001834,370.92027210001834,370.92027210001834,0.0076772000174969435,370.92027210001834,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,380.8162446001079,380.8162446001079,380.8162446001079,380.8162446001079,380.8162446001079,380.8162446001079,r,0.7460413000080734,381.58209770009853,381.58209770009853,381.58209770009853,381.58209770009853,381.58209770009853,381.58209770009853,381.8802243000828,381.8802243000828,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,383.10982330003753,385.6191327001434,385.6191327001434,385.6191327001434,385.6191327001434,385.6191327001434,79,59,41,59,79,74,5.0,4.254789199912921,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,389.9021102001425,391.5203297000844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,391.5203297000844,391.5203297000844,391.5203297000844,391.5203297000844,391.5203297000844,391.5203297000844,r,1.2778046999592334,392.81916099996306,392.81916099996306,392.81916099996306,392.81916099996306,392.81916099996306,392.81916099996306,393.1163157001138,393.1163157001138,394.6120850001462,394.6120850001462,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,394.62869170005433,397.1377584999427,397.1377584999427,397.1377584999427,397.1377584999427,397.1377584999427,76,65,34,58,76,61,7.0,2.7915825000964105,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,399.9547133001033,401.84221819997765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,None,401.84221819997765,401.84221819997765,401.84221819997765,401.84221819997765,401.84221819997765,401.84221819997765,j,1.032783200033009,402.9073604999576,402.9073604999576,402.9073604999576,402.9073604999576,402.9073604999576,402.9073604999576,403.20527280005626,403.20527280005626,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,405.0336223000195,,,,,,80,67,34,58,58,71,None,None,55,55,[0.11388888888888889],[-0.29444444444444445],[1],[0],[0],[7.037670599995181],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],7.953703703703704,3.026237600017339,417.6479074000381,419.5438792000059,407.5449644001201,407.5449644001201,407.5449644001201,407.5449644001201,407.5449644001201,407.5449644001201,407.5449644001201,407.5449644001201,0.006571900099515915,407.5449644001201,414.6025992000941,414.6025992000941,414.6025992000941,414.6025992000941,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,23,23,23,,,,,,,,,,None,419.5438792000059,419.5438792000059,419.5438792000059,419.5438792000059,419.5438792000059,419.5438792000059,j,0.6680746998172253,420.2422365001403,420.2422365001403,420.2422365001403,420.2422365001403,420.2422365001403,420.2422365001403,420.5414758999832,420.5414758999832,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,421.37231640005484,423.88163990015164,423.88163990015164,423.88163990015164,423.88163990015164,423.88163990015164,80,69,40,58,58,73,3.0,3.772407100070268,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,427.68156550009735,429.3671454000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,None,429.3671454000287,429.3671454000287,429.3671454000287,429.3671454000287,429.3671454000287,429.3671454000287,f,0.9018243001773953,430.29992550006136,430.29992550006136,430.29992550006136,430.29992550006136,430.29992550006136,430.29992550006136,430.5973521999549,430.5973521999549,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,432.42544280015863,434.9347127000801,434.9347127000801,434.9347127000801,434.9347127000801,434.9347127000801,88,67,36,61,67,60,6.0,2.1936363000422716,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,437.1550436001271,439.1073503000662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,25,25,25,,,,,,,,,,None,439.1073503000662,439.1073503000662,439.1073503000662,439.1073503000662,439.1073503000662,439.1073503000662,r,0.6290722999256104,439.7567060999572,439.7567060999572,439.7567060999572,439.7567060999572,439.7567060999572,439.7567060999572,440.0547248001676,440.0547248001676,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,441.4676039000042,,,,,,83,68,35,53,83,73,None,None,78,78,[0.011111111111111112],[-0.2796296296296296],[1],[0],[0],[8.765468599973246],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],7.9907407407407405,2.160561499884352,454.94651630008593,456.6424716000911,443.97851649997756,443.97851649997756,443.97851649997756,443.97851649997756,443.97851649997756,443.97851649997756,443.97851649997756,443.97851649997756,0.00700199999846518,443.97851649997756,452.76792929996736,452.76792929996736,452.76792929996736,452.76792929996736,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,None,456.6424716000911,456.6424716000911,456.6424716000911,456.6424716000911,456.6424716000911,456.6424716000911,f,1.1144789000973105,457.7898646001704,457.7898646001704,457.7898646001704,457.7898646001704,457.7898646001704,457.7898646001704,458.08862109994516,458.08862109994516,459.1026365000289,459.1026365000289,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,459.11941500008106,461.6285803001374,461.6285803001374,461.6285803001374,461.6285803001374,461.6285803001374,77,65,34,61,65,55,4.0,3.522930199978873,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,465.1778583000414,467.1639306000434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,27,27,27,,,,,,,,,,None,467.1639306000434,467.1639306000434,467.1639306000434,467.1639306000434,467.1639306000434,467.1639306000434,r,0.660900600021705,467.84611309994943,467.84611309994943,467.84611309994943,467.84611309994943,467.84611309994943,467.84611309994943,468.14480430004187,468.14480430004187,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,469.357854800066,,,,,,67,63,37,64,67,67,None,None,75,75,[0.053703703703703705],[-0.2833333333333333],[1],[0],[0],[6.040717799915001],['tijiao'],0.6,0,,[],[],[],[],[],[],[],5.046296296296296,3.125913699856028,481.0750816001091,482.68813330004923,471.8681789999828,471.8681789999828,471.8681789999828,471.8681789999828,471.8681789999828,471.8681789999828,471.8681789999828,471.8681789999828,0.006264300085604191,471.8681789999828,477.92985219997354,477.92985219997354,477.92985219997354,477.92985219997354,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,None,482.68813330004923,482.68813330004923,482.68813330004923,482.68813330004923,482.68813330004923,482.68813330004923,i,0.698660199996084,483.4201501000207,483.4201501000207,483.4201501000207,483.4201501000207,483.4201501000207,483.4201501000207,483.7190239999909,483.7190239999909,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,484.84933730005287,487.3579452999402,487.3579452999402,487.3579452999402,487.3579452999402,487.3579452999402,68,66,40,58,40,55,2.0,3.3070722001139075,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,490.6918719999958,492.3286802000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,29,29,29,,,,,,,,,,None,492.3286802000366,492.3286802000366,492.3286802000366,492.3286802000366,492.3286802000366,492.3286802000366,f,1.086654300102964,493.4442366999574,493.4442366999574,493.4442366999574,493.4442366999574,493.4442366999574,493.4442366999574,493.7416851001326,493.7416851001326,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,495.5202063000761,498.0289424001239,498.0289424001239,498.0289424001239,498.0289424001239,498.0289424001239,72,68,40,68,68,68,4.0,3.207274600164965,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,501.26463029999286,503.232229599962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,None,503.232229599962,503.232229599962,503.232229599962,503.232229599962,503.232229599962,503.232229599962,r,0.2996029001660645,503.5649429000914,503.5649429000914,503.5649429000914,503.5649429000914,503.5649429000914,503.5649429000914,503.86406220006756,503.86406220006756,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,505.5261826000642,508.03524590004236,508.03524590004236,508.03524590004236,508.03524590004236,508.03524590004236,63,64,31,58,63,65,2.0,2.80791229987517,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,510.8710452001542,512.7225631000474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,31,31,31,,,,,,,,,,None,512.7225631000474,512.7225631000474,512.7225631000474,512.7225631000474,512.7225631000474,512.7225631000474,r,0.4613857001531869,513.2057772001717,513.2057772001717,513.2057772001717,513.2057772001717,513.2057772001717,513.2057772001717,513.5045388001017,513.5045388001017,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,515.3821768001653,,,,,,78,69,38,58,78,68,None,None,74,74,[-0.10925925925925926],[-0.30925925925925923],[1],[0],[0],[6.372709499904886],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],7.12037037037037,4.388913800008595,528.6950485000852,530.5738276001066,517.8923786000814,517.8923786000814,517.8923786000814,517.8923786000814,517.8923786000814,517.8923786000814,517.8923786000814,517.8923786000814,0.005874799797311425,517.8923786000814,524.286931199953,524.286931199953,524.286931199953,524.286931199953,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,None,530.5738276001066,530.5738276001066,530.5738276001066,530.5738276001066,530.5738276001066,530.5738276001066,r,0.5116987000219524,531.1072037999984,531.1072037999984,531.1072037999984,531.1072037999984,531.1072037999984,531.1072037999984,531.405621800106,531.405621800106,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,532.9679000000469,535.4770983001217,535.4770983001217,535.4770983001217,535.4770983001217,535.4770983001217,75,68,31,58,75,63,5.0,4.304641699884087,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,539.8071322001051,541.3945643999614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
