bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,bigx.started,bigx.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,67.84835190000013,67.84835190000013,space,9.151531499810517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
,,,,,,,,,,,77.03641770011745,77.03641770011745,s,52.78648599982262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,33,33,33,,,,,,,,,,None,541.3945643999614,541.3945643999614,541.3945643999614,541.3945643999614,541.3945643999614,541.3945643999614,j,0.7716616000980139,542.1943157000933,542.1943157000933,542.1943157000933,542.1943157000933,542.1943157000933,542.1943157000933,542.4920282999519,542.4920282999519,543.8216455001384,543.8216455001384,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,543.8382952001411,,,,,,69,66,37,68,68,73,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[0.05462962962962963],[-0.2824074074074074],[1],[0],[0],[7.06364560010843],['tijiao_random_2'],7.083333333333334,2.2034214998129755,555.6551157999784,557.4837974000257,,,,,,,,,,,553.4333707999904,553.4333707999904,553.4333707999904,553.4333707999904,546.3554776001256,546.3554776001256,546.3554776001256,546.3554776001256,546.3554776001256,546.3554776001256,546.3554776001256,546.3554776001256,0.0057384001556783915,546.3554776001256,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,None,557.4837974000257,557.4837974000257,557.4837974000257,557.4837974000257,557.4837974000257,557.4837974000257,r,0.2757353999186307,557.7852543999907,557.7852543999907,557.7852543999907,557.7852543999907,557.7852543999907,557.7852543999907,558.082798999967,558.082798999967,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,558.9470448000357,561.4558058001567,561.4558058001567,561.4558058001567,561.4558058001567,561.4558058001567,63,67,29,59,63,72,2.0,3.0071789999492466,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,564.4922746999655,566.4595031000208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,35,35,35,,,,,,,,,,None,566.4595031000208,566.4595031000208,566.4595031000208,566.4595031000208,566.4595031000208,566.4595031000208,r,0.35251110000535846,566.8435252001509,566.8435252001509,566.8435252001509,566.8435252001509,566.8435252001509,566.8435252001509,567.141472700052,567.141472700052,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,568.4539809001144,,,,,,71,67,32,66,71,66,None,None,,,[],[],[],[],[],[],[],0.6,1,53,[0.018518518518518517],[-0.2861111111111111],[1],[0],[0],[7.12937769992277],['tijiao_random_2'],7.9907407407407405,2.8024032001849264,580.9358967000153,582.5491772999521,,,,,,,,,,,578.1162590000313,578.1162590000313,578.1162590000313,578.1162590000313,570.972736600088,570.972736600088,570.972736600088,570.972736600088,570.972736600088,570.972736600088,570.972736600088,570.972736600088,0.006933000171557069,570.972736600088,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,None,582.5491772999521,582.5491772999521,582.5491772999521,582.5491772999521,582.5491772999521,582.5491772999521,j,0.5900133000686765,583.166372000007,583.166372000007,583.166372000007,583.166372000007,583.166372000007,583.166372000007,583.4635475999676,583.4635475999676,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,584.3609444999602,586.8697391001042,586.8697391001042,586.8697391001042,586.8697391001042,586.8697391001042,67,67,13,68,68,51,7.0,1.1127275999169797,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,588.0083932001144,589.9119963999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,37,37,37,,,,,,,,,,None,589.9119963999838,589.9119963999838,589.9119963999838,589.9119963999838,589.9119963999838,589.9119963999838,j,0.9361035001929849,590.8795478001703,590.8795478001703,590.8795478001703,590.8795478001703,590.8795478001703,590.8795478001703,591.175697900122,591.175697900122,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,593.0375054001343,,,,,,66,63,22,74,74,65,None,None,67,67,[0.10925925925925926],[-0.2935185185185185],[1],[0],[0],[5.374899099813774],['tijiao'],0.2,0,,[],[],[],[],[],[],[],7.768518518518518,2.261808499926701,603.2250234000385,605.1040950999595,595.5493695000187,595.5493695000187,595.5493695000187,595.5493695000187,595.5493695000187,595.5493695000187,595.5493695000187,595.5493695000187,0.007795399986207485,595.5493695000187,600.9442033001687,600.9442033001687,600.9442033001687,600.9442033001687,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,None,605.1040950999595,605.1040950999595,605.1040950999595,605.1040950999595,605.1040950999595,605.1040950999595,j,0.4875751999206841,605.6229322000872,605.6229322000872,605.6229322000872,605.6229322000872,605.6229322000872,605.6229322000872,605.9189124000259,605.9189124000259,607.0654017000925,607.0654017000925,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,607.08231540001,609.5914714001119,609.5914714001119,609.5914714001119,609.5914714001119,609.5914714001119,72,59,27,60,60,51,3.0,4.0877628000453115,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,613.7041105001699,615.4259900001343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,39,39,39,,,,,,,,,,None,615.4259900001343,615.4259900001343,615.4259900001343,615.4259900001343,615.4259900001343,615.4259900001343,j,0.5325929999817163,615.9918101001531,615.9918101001531,615.9918101001531,615.9918101001531,615.9918101001531,615.9918101001531,616.2902884001378,616.2902884001378,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,617.6703101000749,,,,,,71,59,32,76,76,62,None,None,,,[],[],[],[],[],[],[],0.6,1,70,[0.010185185185185186],[-0.29814814814814816],[1],[0],[0],[6.480175399919972],['tijiao_random_2'],7.148148148148148,1.5059633001219481,628.2066550001036,630.1192964001093,,,,,,,,,,,626.6823124000803,626.6823124000803,626.6823124000803,626.6823124000803,620.1896186000668,620.1896186000668,620.1896186000668,620.1896186000668,620.1896186000668,620.1896186000668,620.1896186000668,620.1896186000668,0.006575699895620346,620.1896186000668,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,None,630.1192964001093,630.1192964001093,630.1192964001093,630.1192964001093,630.1192964001093,630.1192964001093,i,0.8271182999014854,630.970562600065,630.970562600065,630.970562600065,630.970562600065,630.970562600065,630.970562600065,631.2660944000818,631.2660944000818,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,633.2109533001203,635.7197659001686,635.7197659001686,635.7197659001686,635.7197659001686,635.7197659001686,71,60,28,70,28,71,1.0,2.143508499953896,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,637.8894512001425,639.5265172000509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,41,41,41,,,,,,,,,,None,639.5265172000509,639.5265172000509,639.5265172000509,639.5265172000509,639.5265172000509,639.5265172000509,i,1.161894500022754,640.7088457001373,640.7088457001373,640.7088457001373,640.7088457001373,640.7088457001373,640.7088457001373,641.0064574000426,641.0064574000426,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,642.4356697001494,644.9450544000138,644.9450544000138,644.9450544000138,644.9450544000138,644.9450544000138,72,61,30,70,30,53,1.0,1.578163699945435,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,646.5495071001351,648.4524868000299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,None,648.4524868000299,648.4524868000299,648.4524868000299,648.4524868000299,648.4524868000299,648.4524868000299,r,0.2752675998490304,648.7524678001646,648.7524678001646,648.7524678001646,648.7524678001646,648.7524678001646,648.7524678001646,649.0508080001455,649.0508080001455,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,650.6134752000216,,,,,,70,61,27,67,70,45,None,None,,,[],[],[],[],[],[],[],-0.6,1,75,[-0.08981481481481482],[-0.2777777777777778],[1],[0],[0],[4.553141599986702],['tijiao_random_2'],8.083333333333334,2.4524898000527173,660.1696744000074,661.9821170000359,,,,,,,,,,,657.6997822001576,657.6997822001576,657.6997822001576,657.6997822001576,653.1319333999418,653.1319333999418,653.1319333999418,653.1319333999418,653.1319333999418,653.1319333999418,653.1319333999418,653.1319333999418,0.00624629994854331,653.1319333999418,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,43,43,43,,,,,,,,,,None,661.9821170000359,661.9821170000359,661.9821170000359,661.9821170000359,661.9821170000359,661.9821170000359,r,0.33982780016958714,662.3493360001594,662.3493360001594,662.3493360001594,662.3493360001594,662.3493360001594,662.3493360001594,662.6474671999458,662.6474671999458,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,664.1098836001474,666.6188499999698,666.6188499999698,666.6188499999698,666.6188499999698,666.6188499999698,68,66,31,70,68,62,5.0,2.2927884999662638,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,668.9402234000154,670.8747434001416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,None,670.8747434001416,670.8747434001416,670.8747434001416,670.8747434001416,670.8747434001416,670.8747434001416,r,0.5889751999638975,671.4899266001303,671.4899266001303,671.4899266001303,671.4899266001303,671.4899266001303,671.4899266001303,671.7888558001723,671.7888558001723,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,673.2019480001181,,,,,,63,62,29,73,63,52,None,None,,,[],[],[],[],[],[],[],-0.2,1,48,[0.13240740740740742],[-0.2953703703703704],[1],[0],[0],[8.508433900075033],['tijiao_random_2'],4.046296296296296,1.7055842000991106,685.9657857001293,687.5624846999999,,,,,,,,,,,684.2414806999732,684.2414806999732,684.2414806999732,684.2414806999732,675.7204601000994,675.7204601000994,675.7204601000994,675.7204601000994,675.7204601000994,675.7204601000994,675.7204601000994,675.7204601000994,0.006014799932017922,675.7204601000994,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,45,45,45,,,,,,,,,,None,687.5624846999999,687.5624846999999,687.5624846999999,687.5624846999999,687.5624846999999,687.5624846999999,f,0.3586686998605728,687.9484590000939,687.9484590000939,687.9484590000939,687.9484590000939,687.9484590000939,687.9484590000939,688.2439328001346,688.2439328001346,689.4239555001259,689.4239555001259,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,689.4407733001281,691.949982700171,691.949982700171,691.949982700171,691.949982700171,691.949982700171,63,64,33,66,64,58,6.0,2.160745200002566,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,694.1350122001022,695.7065703000408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,46,46,46,,,,,,,,,,None,695.7065703000408,695.7065703000408,695.7065703000408,695.7065703000408,695.7065703000408,695.7065703000408,r,0.6226506000384688,696.3572672000155,696.3572672000155,696.3572672000155,696.3572672000155,696.3572672000155,696.3572672000155,696.6543215999845,696.6543215999845,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,697.7511812001467,700.260681200074,700.260681200074,700.260681200074,700.260681200074,700.260681200074,54,54,42,67,54,52,4.0,2.5254044998437166,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,702.8125706999563,704.7490463000722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,47,47,47,,,,,,,,,,None,704.7490463000722,704.7490463000722,704.7490463000722,704.7490463000722,704.7490463000722,704.7490463000722,r,0.4426189998630434,705.2147307000123,705.2147307000123,705.2147307000123,705.2147307000123,705.2147307000123,705.2147307000123,705.5135687999427,705.5135687999427,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,707.474888100056,709.984180000145,709.984180000145,709.984180000145,709.984180000145,709.984180000145,50,63,35,64,50,60,2.0,2.359485099790618,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,712.3685715999454,714.1732869001571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,48,48,48,,,,,,,,,,None,714.1732869001571,714.1732869001571,714.1732869001571,714.1732869001571,714.1732869001571,714.1732869001571,j,0.49627300002612174,714.689466800075,714.689466800075,714.689466800075,714.689466800075,714.689466800075,714.689466800075,714.9875378001016,714.9875378001016,716.2008708000649,716.2008708000649,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,716.2174563000444,,,,,,58,60,34,72,72,61,None,None,67,67,[-0.07962962962962963],[-0.2796296296296296],[1],[0],[0],[4.0959954999852926],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.88888888888889,2.2792433998547494,725.1423172999639,726.6888854000717,718.72801670013,718.72801670013,718.72801670013,718.72801670013,718.72801670013,718.72801670013,718.72801670013,718.72801670013,0.005761299980804324,718.72801670013,722.8448596999515,722.8448596999515,722.8448596999515,722.8448596999515,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,49,49,49,,,,,,,,,,None,726.6888854000717,726.6888854000717,726.6888854000717,726.6888854000717,726.6888854000717,726.6888854000717,j,0.5709081999957561,727.2903587999754,727.2903587999754,727.2903587999754,727.2903587999754,727.2903587999754,727.2903587999754,727.5869911999907,727.5869911999907,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,729.1159576000646,,,,,,62,60,37,68,68,50,None,None,68,68,[-0.03796296296296296],[-0.30092592592592593],[1],[0],[0],[4.693836599821225],['tijiao'],0.6,0,,[],[],[],[],[],[],[],9.046296296296296,2.9272568998858333,739.2874125000089,741.2658774999436,731.6267093000934,731.6267093000934,731.6267093000934,731.6267093000934,731.6267093000934,731.6267093000934,731.6267093000934,731.6267093000934,0.006655099801719189,731.6267093000934,736.3410756001249,736.3410756001249,736.3410756001249,736.3410756001249,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,50,50,50,,,,,,,,,,None,741.2658774999436,741.2658774999436,741.2658774999436,741.2658774999436,741.2658774999436,741.2658774999436,j,0.31140529992990196,741.599768999964,741.599768999964,741.599768999964,741.599768999964,741.599768999964,741.599768999964,741.8977545001544,741.8977545001544,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,743.7594572000671,746.2682952999603,746.2682952999603,746.2682952999603,746.2682952999603,746.2682952999603,62,74,34,73,73,53,7.0,1.9270732998847961,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,748.2209877001587,750.1913399000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,51,51,51,,,,,,,,,,None,750.1913399000186,750.1913399000186,750.1913399000186,750.1913399000186,750.1913399000186,750.1913399000186,j,1.0685864998959005,751.2913573000114,751.2913573000114,751.2913573000114,751.2913573000114,751.2913573000114,751.2913573000114,751.5879379999824,751.5879379999824,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,752.9343673000112,,,,,,52,68,33,71,71,74,None,None,72,72,[0.1398148148148148],[-0.2740740740740741],[1],[0],[0],[6.072444199817255],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],8.055555555555555,2.8261458999477327,764.385406400077,766.2476727000903,755.4464506001677,755.4464506001677,755.4464506001677,755.4464506001677,755.4464506001677,755.4464506001677,755.4464506001677,755.4464506001677,0.007383099989965558,755.4464506001677,761.5422448001336,761.5422448001336,761.5422448001336,761.5422448001336,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,52,52,52,,,,,,,,,,None,766.2476727000903,766.2476727000903,766.2476727000903,766.2476727000903,766.2476727000903,766.2476727000903,r,0.24208620004355907,766.5156179000624,766.5156179000624,766.5156179000624,766.5156179000624,766.5156179000624,766.5156179000624,766.8128983001225,766.8128983001225,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,767.6942293001339,,,,,,59,72,43,76,59,47,None,None,,,[],[],[],[],[],[],[],-0.2,1,63,[0.12962962962962962],[-0.2953703703703704],[1],[0],[0],[6.0160846000071615],['tijiao_random_2'],6.962962962962964,5.027808399870992,781.2890622999985,783.151695900131,,,,,,,,,,,776.2434582000133,776.2434582000133,776.2434582000133,776.2434582000133,770.2126665001269,770.2126665001269,770.2126665001269,770.2126665001269,770.2126665001269,770.2126665001269,770.2126665001269,770.2126665001269,0.006939399987459183,770.2126665001269,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,53,53,53,,,,,,,,,,None,783.151695900131,783.151695900131,783.151695900131,783.151695900131,783.151695900131,783.151695900131,j,0.7669179998338223,783.9509132001549,783.9509132001549,783.9509132001549,783.9509132001549,783.9509132001549,783.9509132001549,784.2489700999577,784.2489700999577,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,785.5951833000872,,,,,,52,72,39,73,73,56,None,None,75,75,[0.075],[-0.29814814814814816],[1],[0],[0],[5.39117780001834],['tijiao'],0.6,0,,[],[],[],[],[],[],[],9.416666666666666,1.8616313999518752,795.4006678001024,797.0801971000619,788.1067097999621,788.1067097999621,788.1067097999621,788.1067097999621,788.1067097999621,788.1067097999621,788.1067097999621,788.1067097999621,0.007366100093349814,788.1067097999621,793.5206160000525,793.5206160000525,793.5206160000525,793.5206160000525,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,54,54,54,,,,,,,,,,None,797.0801971000619,797.0801971000619,797.0801971000619,797.0801971000619,797.0801971000619,797.0801971000619,j,0.5508614000864327,797.6628227001056,797.6628227001056,797.6628227001056,797.6628227001056,797.6628227001056,797.6628227001056,797.9612173000351,797.9612173000351,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,799.5403861999512,802.0495480000973,802.0495480000973,802.0495480000973,802.0495480000973,802.0495480000973,53,67,37,71,71,53,7.0,2.459309099940583,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,804.5340410000645,806.4713469000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
0,0.3,0.225,0,55,55,55,,,,,,,,,,None,806.4713469000999,806.4713469000999,806.4713469000999,806.4713469000999,806.4713469000999,806.4713469000999,j,0.7277216999791563,807.2206778000109,807.2206778000109,807.2206778000109,807.2206778000109,807.2206778000109,807.2206778000109,807.5184856001288,807.5184856001288,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,808.4662163001485,,,,,,54,67,30,70,70,56,None,None,73,73,[0.11574074074074074],[-0.2777777777777778],[1],[0],[0],[6.2236560001038015],['tijiao'],0.2,0,,[],[],[],[],[],[],[],10.0,2.7139731000643224,819.9500172999687,821.5801212999504,810.9762322001625,810.9762322001625,810.9762322001625,810.9762322001625,810.9762322001625,810.9762322001625,810.9762322001625,810.9762322001625,0.006041599903255701,810.9762322001625,817.2202027000021,817.2202027000021,817.2202027000021,817.2202027000021,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
1,-0.3,-0.225,0,56,56,56,,,,,,,,,,None,821.5801212999504,821.5801212999504,821.5801212999504,821.5801212999504,821.5801212999504,821.5801212999504,j,0.5711694001220167,822.1801404999569,822.1801404999569,822.1801404999569,822.1801404999569,822.1801404999569,822.1801404999569,822.477852600161,822.477852600161,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,823.5249999000225,826.033837800147,826.033837800147,826.033837800147,826.033837800147,826.033837800147,58,67,33,73,73,49,7.0,2.2934491001069546,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,828.3519011000171,830.3399148001336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,f,19,2023-04-05_13h47.30.929,RL,2022.2.4,60.14285132396947,
