bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,41.893334202992264,41.893334202992264,space,12.092882128999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
,,,,,,,,,,,54.04460157599533,54.04460157599533,s,46.88435979699716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,None,592.7471721670008,592.7471721670008,592.7471721670008,592.7471721670008,592.7471721670008,592.7471721670008,r,0.306640035007149,593.1062013839983,593.1062013839983,593.1062013839983,593.1062013839983,593.1062013839983,593.1062013839983,593.3877894000034,593.3877894000034,594.9575912699947,594.9575912699947,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,594.9819880540017,29,22,56,64,29,26,5.0,3.910835419999785,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,601.4417514200031,603.085938639997,,,,,,,,,,,597.4842009940039,597.4842009940039,597.4842009940039,597.4842009940039,597.4842009940039,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,33,33,33,,,,,,,,,,None,603.085938639997,603.085938639997,603.085938639997,603.085938639997,603.085938639997,603.085938639997,f,0.5521742179989815,603.6913620959967,603.6913620959967,603.6913620959967,603.6913620959967,603.6913620959967,603.6913620959967,603.9594647649938,603.9594647649938,604.7778856549994,604.7778856549994,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,604.8016625460004,22,28,51,72,28,83,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,76,[0.045],[-0.29125],[1],[0],[0],[10.434217468995485],['tijiao_random_2'],617.7948598549992,617.7948598549992,617.7948598549992,617.7948598549992,3.9000000000000004,3.9011989990103757,621.7131672849937,623.5620307249919,607.3402645449969,607.3402645449969,607.3402645449969,607.3402645449969,607.3402645449969,607.3402645449969,607.3402645449969,607.3402645449969,0.01044451299821958,607.3402645449969,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,None,623.5620307249919,623.5620307249919,623.5620307249919,623.5620307249919,623.5620307249919,623.5620307249919,j,0.30771466900478117,623.9203061759908,623.9203061759908,623.9203061759908,623.9203061759908,623.9203061759908,623.9203061759908,624.1871368639986,624.1871368639986,626.1743583030038,626.1743583030038,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,626.212922753999,18,30,54,64,64,73,3.0,2.0547393369924976,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,630.8198630739935,632.4501092139981,,,,,,,,,,,628.7245204209903,628.7245204209903,628.7245204209903,628.7245204209903,628.7245204209903,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,35,35,35,,,,,,,,,,None,632.4501092139981,632.4501092139981,632.4501092139981,632.4501092139981,632.4501092139981,632.4501092139981,j,0.33801822099485435,632.8368437680037,632.8368437680037,632.8368437680037,632.8368437680037,632.8368437680037,632.8368437680037,633.1066993699933,633.1066993699933,634.061143051993,634.061143051993,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,634.0992382059922,16,23,54,63,63,88,None,None,636.6284574829915,636.6284574829915,636.6284574829915,636.6284574829915,636.6284574829915,636.6284574829915,636.6284574829915,636.6284574829915,0.009254978998797014,636.6284574829915,65,65,[-0.03125],[-0.3175],[1],[0],[0],[4.7710541039996315],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],641.4316287620022,641.4316287620022,641.4316287620022,641.4316287620022,6.9125000000000005,1.094139583001379,642.5443078249955,644.4552127060015,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,None,644.4552127060015,644.4552127060015,644.4552127060015,644.4552127060015,644.4552127060015,644.4552127060015,j,0.2809178659954341,644.7750062499981,644.7750062499981,644.7750062499981,644.7750062499981,644.7750062499981,644.7750062499981,645.0451828939986,645.0451828939986,646.0618354180042,646.0618354180042,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,646.1016442139953,20,33,61,67,67,81,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,45,"[0.0675, 0.01875]","[-0.235, -0.305]","[1, 1]","[0, 0]","[0, 0]","[5.911350754002342, 6.567356842002482]",['tijiao_random_2'],655.2122633279942,655.2122633279942,655.2122633279942,655.2122633279942,4.112500000000001,1.4354095129965572,656.6678033209901,658.2946763149957,648.6279052289901,648.6279052289901,648.6279052289901,648.6279052289901,648.6279052289901,648.6279052289901,648.6279052289901,648.6279052289901,0.010010836995206773,648.6279052289901,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,37,37,37,,,,,,,,,,None,658.2946763149957,658.2946763149957,658.2946763149957,658.2946763149957,658.2946763149957,658.2946763149957,i,0.317475343006663,658.6528921749996,658.6528921749996,658.6528921749996,658.6528921749996,658.6528921749996,658.6528921749996,658.9209819249954,658.9209819249954,660.2369347069907,660.2369347069907,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,660.2776312560018,25,28,51,73,51,83,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,29,[0.00125],[-0.32625],[1],[0],[0],[5.135704931002692],['tijiao_random_2'],667.9673682479915,667.9673682479915,667.9673682479915,667.9673682479915,3.9625000000000004,2.6121506390045397,670.6027327949996,672.4687995970016,662.8149555729906,662.8149555729906,662.8149555729906,662.8149555729906,662.8149555729906,662.8149555729906,662.8149555729906,662.8149555729906,0.010228122002445161,662.8149555729906,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,None,672.4687995970016,672.4687995970016,672.4687995970016,672.4687995970016,672.4687995970016,672.4687995970016,r,0.5461381539935246,673.055357684003,673.055357684003,673.055357684003,673.055357684003,673.055357684003,673.055357684003,673.3267485789984,673.3267485789984,674.8462851859949,674.8462851859949,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,674.8695437860006,21,31,56,74,21,84,1.0,2.2837939690070925,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,679.6921206429979,681.256662394997,,,,,,,,,,,677.3650222159922,677.3650222159922,677.3650222159922,677.3650222159922,677.3650222159922,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,39,39,39,,,,,,,,,,None,681.256662394997,681.256662394997,681.256662394997,681.256662394997,681.256662394997,681.256662394997,f,0.7228210199973546,682.027843570002,682.027843570002,682.027843570002,682.027843570002,682.027843570002,682.027843570002,682.3076353299984,682.3076353299984,683.5465683029906,683.5465683029906,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,683.5721302059974,22,24,49,73,24,84,None,None,686.0879972629918,686.0879972629918,686.0879972629918,686.0879972629918,686.0879972629918,686.0879972629918,686.0879972629918,686.0879972629918,0.009007931002997793,686.0879972629918,24,24,[0.005],[-0.3475],[1],[0],[0],[3.9972010380006395],['tijiao'],0.2,0,,[],[],[],[],[],[],[],690.1156154389901,690.1156154389901,690.1156154389901,690.1156154389901,4.025,1.359427560993936,691.49607732,693.3285542419908,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,None,693.3285542419908,693.3285542419908,693.3285542419908,693.3285542419908,693.3285542419908,693.3285542419908,f,0.5272260489873588,693.9035751299962,693.9035751299962,693.9035751299962,693.9035751299962,693.9035751299962,693.9035751299962,694.1687932249915,694.1687932249915,695.1612482619967,695.1612482619967,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,695.1994767739961,20,27,40,72,27,77,None,None,697.7252454730042,697.7252454730042,697.7252454730042,697.7252454730042,697.7252454730042,697.7252454730042,697.7252454730042,697.7252454730042,0.00870329600002151,697.7252454730042,25,25,[-0.04375],[-0.3375],[1],[0],[0],[5.885701652994612],['tijiao'],0.6,0,,[],[],[],[],[],[],[],703.6425417959981,703.6425417959981,703.6425417959981,703.6425417959981,4.1,5.614672516996507,709.2754570660036,710.852522895002,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,41,41,41,,,,,,,,,,None,710.852522895002,710.852522895002,710.852522895002,710.852522895002,710.852522895002,710.852522895002,f,0.4934929080045549,711.3906509770022,711.3906509770022,711.3906509770022,711.3906509770022,711.3906509770022,711.3906509770022,711.6596205989918,711.6596205989918,712.9579819889914,712.9579819889914,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,712.9994301410043,16,25,45,70,25,84,1.0,3.0920891650021076,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,718.6442213679984,720.3250796240027,,,,,,,,,,,715.5070547729993,715.5070547729993,715.5070547729993,715.5070547729993,715.5070547729993,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,None,720.3250796240027,720.3250796240027,720.3250796240027,720.3250796240027,720.3250796240027,720.3250796240027,r,0.39789610099978745,720.7610895219987,720.7610895219987,720.7610895219987,720.7610895219987,720.7610895219987,720.7610895219987,721.030685131991,721.030685131991,722.7028796179948,722.7028796179948,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,722.7429244219966,27,33,52,76,27,78,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,45,[-0.08375],[-0.28],[1],[0],[0],[4.819587669990142],['tijiao_random_2'],730.1212579169951,730.1212579169951,730.1212579169951,730.1212579169951,5.1375,3.8255758070008596,733.9680564849987,735.914207608992,725.2847187479929,725.2847187479929,725.2847187479929,725.2847187479929,725.2847187479929,725.2847187479929,725.2847187479929,725.2847187479929,0.010314822997315787,725.2847187479929,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,43,43,43,,,,,,,,,,None,735.914207608992,735.914207608992,735.914207608992,735.914207608992,735.914207608992,735.914207608992,i,0.27151131800201256,736.2354415439913,736.2354415439913,736.2354415439913,736.2354415439913,736.2354415439913,736.2354415439913,736.5056635229994,736.5056635229994,738.5056786929927,738.5056786929927,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,738.5483398159995,19,29,46,72,46,78,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,23,[-0.07375],[-0.27625],[1],[0],[0],[5.201113119008369],['tijiao_random_2'],746.3075643060001,746.3075643060001,746.3075643060001,746.3075643060001,5.0249999999999995,2.121133683001972,748.447918003003,750.3727721449977,741.0903388040024,741.0903388040024,741.0903388040024,741.0903388040024,741.0903388040024,741.0903388040024,741.0903388040024,741.0903388040024,0.009900485005346127,741.0903388040024,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,None,750.3727721449977,750.3727721449977,750.3727721449977,750.3727721449977,750.3727721449977,750.3727721449977,r,0.3288975030009169,750.7471044959966,750.7471044959966,750.7471044959966,750.7471044959966,750.7471044959966,750.7471044959966,751.0297806610033,751.0297806610033,752.8847334680031,752.8847334680031,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,752.9088452709984,22,22,49,76,22,84,None,None,755.4285200379963,755.4285200379963,755.4285200379963,755.4285200379963,755.4285200379963,755.4285200379963,755.4285200379963,755.4285200379963,0.008853833001921885,755.4285200379963,23,23,[-0.14875],[-0.3175],[1],[0],[0],[3.1726456629985478],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],758.6315993099997,758.6315993099997,758.6315993099997,758.6315993099997,5.9125000000000005,1.4514206330059096,760.1010653349949,761.8949863669986,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,45,45,45,,,,,,,,,,None,761.8949863669986,761.8949863669986,761.8949863669986,761.8949863669986,761.8949863669986,761.8949863669986,r,0.3174594409938436,762.2510854909924,762.2510854909924,762.2510854909924,762.2510854909924,762.2510854909924,762.2510854909924,762.5187500280008,762.5187500280008,764.2562299309939,764.2562299309939,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,764.2956111419917,16,32,50,67,16,76,None,None,766.8190451859991,766.8190451859991,766.8190451859991,766.8190451859991,766.8190451859991,766.8190451859991,766.8190451859991,766.8190451859991,0.00893484300468117,766.8190451859991,20,20,[-0.09875],[-0.28],[1],[0],[0],[6.75730833299167],['tijiao'],0.6,0,,[],[],[],[],[],[],[],773.6101316139975,773.6101316139975,773.6101316139975,773.6101316139975,3.1125,1.548004623997258,775.1791907419974,777.1516325480043,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,46,46,46,,,,,,,,,,None,777.1516325480043,777.1516325480043,777.1516325480043,777.1516325480043,777.1516325480043,777.1516325480043,r,0.32601043600880075,777.5265773839928,777.5265773839928,777.5265773839928,777.5265773839928,777.5265773839928,777.5265773839928,777.7928400660021,777.7928400660021,779.3648433649942,779.3648433649942,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,779.4029930719989,21,34,56,69,21,81,1.0,2.302014180997503,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,784.2480926429998,785.8893753150041,,,,,,,,,,,781.8989771929919,781.8989771929919,781.8989771929919,781.8989771929919,781.8989771929919,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,47,47,47,,,,,,,,,,None,785.8893753150041,785.8893753150041,785.8893753150041,785.8893753150041,785.8893753150041,785.8893753150041,j,0.576131132998853,786.5098224889953,786.5098224889953,786.5098224889953,786.5098224889953,786.5098224889953,786.5098224889953,786.7788878830033,786.7788878830033,788.0295158169902,788.0295158169902,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,788.0691864919936,16,39,47,74,74,74,None,None,790.5959259899973,790.5959259899973,790.5959259899973,790.5959259899973,790.5959259899973,790.5959259899973,790.5959259899973,790.5959259899973,0.00930352600698825,790.5959259899973,75,75,[-0.08875],[-0.31],[1],[0],[0],[3.69795448500372],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],794.3227738629939,794.3227738629939,794.3227738629939,794.3227738629939,6.9875,2.6741223669960164,797.0170244820038,798.695029547991,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,48,48,48,,,,,,,,,,None,798.695029547991,798.695029547991,798.695029547991,798.695029547991,798.695029547991,798.695029547991,j,0.30047371199179906,799.0383868469944,799.0383868469944,799.0383868469944,799.0383868469944,799.0383868469944,799.0383868469944,799.3165717899974,799.3165717899974,800.7353808269982,800.7353808269982,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,800.7760810960026,21,41,56,65,65,77,2.0,4.234501979997731,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,807.5550965820003,809.5503938670008,,,,,,,,,,,803.2751356349909,803.2751356349909,803.2751356349909,803.2751356349909,803.2751356349909,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,49,49,49,,,,,,,,,,None,809.5503938670008,809.5503938670008,809.5503938670008,809.5503938670008,809.5503938670008,809.5503938670008,j,0.3017111030058004,809.8908487979934,809.8908487979934,809.8908487979934,809.8908487979934,809.8908487979934,809.8908487979934,810.1591512960003,810.1591512960003,811.9525310539902,811.9525310539902,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,811.9947419719974,22,36,50,75,75,83,None,None,814.5242243709945,814.5242243709945,814.5242243709945,814.5242243709945,814.5242243709945,814.5242243709945,814.5242243709945,814.5242243709945,0.009130591992288828,814.5242243709945,75,75,"[-0.015, -0.0225]","[-0.23, -0.2775]","[1, 1]","[0, 0]","[0, 0]","[4.486473295997712, 5.124822761004907]",['tijiao'],-0.6,0,,[],[],[],[],[],[],[],819.6806946059951,819.6806946059951,819.6806946059951,819.6806946059951,8.0,2.5068795310071437,822.208267850001,823.8732229199959,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,50,50,50,,,,,,,,,,None,823.8732229199959,823.8732229199959,823.8732229199959,823.8732229199959,823.8732229199959,823.8732229199959,j,0.285446554000373,824.2108494409913,824.2108494409913,824.2108494409913,824.2108494409913,824.2108494409913,824.2108494409913,824.4873369849956,824.4873369849956,825.6706527850038,825.6706527850038,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,825.6943731579959,20,32,55,74,74,86,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,23,[-0.085],[-0.32375],[1],[0],[0],[6.653730253005051],['tijiao_random_2'],834.9091527120036,834.9091527120036,834.9091527120036,834.9091527120036,6.9375,1.5739213729975745,836.5022185190028,838.0805869509932,828.2382651399967,828.2382651399967,828.2382651399967,828.2382651399967,828.2382651399967,828.2382651399967,828.2382651399967,828.2382651399967,0.010196488001383841,828.2382651399967,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,51,51,51,,,,,,,,,,None,838.0805869509932,838.0805869509932,838.0805869509932,838.0805869509932,838.0805869509932,838.0805869509932,r,0.44162176799727604,838.571465888992,838.571465888992,838.571465888992,838.571465888992,838.571465888992,838.571465888992,838.836287261991,838.836287261991,840.3219604909973,840.3219604909973,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,840.3813275129942,35,41,48,76,35,84,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,30,[-0.025],[-0.32375],[1],[0],[0],[9.21285607299069],['tijiao_random_2'],852.1490517539933,852.1490517539933,852.1490517539933,852.1490517539933,4.85,2.527545842996915,854.6987609889911,856.6051137110044,842.9178690480039,842.9178690480039,842.9178690480039,842.9178690480039,842.9178690480039,842.9178690480039,842.9178690480039,842.9178690480039,0.010195611001108773,842.9178690480039,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,52,52,52,,,,,,,,,,None,856.6051137110044,856.6051137110044,856.6051137110044,856.6051137110044,856.6051137110044,856.6051137110044,f,0.23904989199945703,856.893393099992,856.893393099992,856.893393099992,856.893393099992,856.893393099992,856.893393099992,857.1635148310015,857.1635148310015,857.997753328993,857.997753328993,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,858.0386348110042,26,45,52,82,45,36,None,None,860.5676683069905,860.5676683069905,860.5676683069905,860.5676683069905,860.5676683069905,860.5676683069905,860.5676683069905,860.5676683069905,0.00878436399216298,860.5676683069905,45,45,[-0.06875],[-0.29125],[1],[0],[0],[3.880193908000365],['tijiao'],0.2,0,,[],[],[],[],[],[],[],864.4800668149983,864.4800668149983,864.4800668149983,864.4800668149983,3.9625000000000004,1.2275100679980824,865.7276049350039,867.4760317479959,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,53,53,53,,,,,,,,,,None,867.4760317479959,867.4760317479959,867.4760317479959,867.4760317479959,867.4760317479959,867.4760317479959,r,0.3760664919973351,867.897647040998,867.897647040998,867.897647040998,867.897647040998,867.897647040998,867.897647040998,868.1683617579984,868.1683617579984,869.2861784289998,869.2861784289998,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,869.3101041159971,33,40,52,74,33,35,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,50,[-0.025],[-0.31125],[1],[0],[0],[6.46518354100408],['tijiao_random_2'],878.3194060359965,878.3194060359965,878.3194060359965,878.3194060359965,4.0125,0.7616849149926566,879.1017514249979,881.001147226998,871.8380743409944,871.8380743409944,871.8380743409944,871.8380743409944,871.8380743409944,871.8380743409944,871.8380743409944,871.8380743409944,0.01015181399998255,871.8380743409944,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,54,54,54,,,,,,,,,,None,881.001147226998,881.001147226998,881.001147226998,881.001147226998,881.001147226998,881.001147226998,f,0.27120262901007663,881.3271974569943,881.3271974569943,881.3271974569943,881.3271974569943,881.3271974569943,881.3271974569943,881.5921073589998,881.5921073589998,883.578353741992,883.578353741992,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,883.6187406109966,31,48,52,79,48,88,1.0,3.6731930230016587,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,889.841861355002,891.7396100189944,,,,,,,,,,,886.1262512510002,886.1262512510002,886.1262512510002,886.1262512510002,886.1262512510002,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
