bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,41.893334202992264,41.893334202992264,space,12.092882128999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
,,,,,,,,,,,54.04460157599533,54.04460157599533,s,46.88435979699716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,233.27764453199052,233.27764453199052,233.27764453199052,233.27764453199052,233.27764453199052,233.27764453199052,j,0.5132088800019119,233.82934457500232,233.82934457500232,233.82934457500232,233.82934457500232,233.82934457500232,233.82934457500232,234.10328140300408,234.10328140300408,235.1700183619978,235.1700183619978,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,235.1954926699982,24,31,51,48,48,40,5.0,3.0269005720037967,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,240.77086356499058,242.3317052009952,,,,,,,,,,,237.70087179999973,237.70087179999973,237.70087179999973,237.70087179999973,237.70087179999973,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,242.3317052009952,242.3317052009952,242.3317052009952,242.3317052009952,242.3317052009952,242.3317052009952,r,0.4090270410088124,242.78963181900326,242.78963181900326,242.78963181900326,242.78963181900326,242.78963181900326,242.78963181900326,243.07269621400337,243.07269621400337,244.257825527995,244.257825527995,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,244.28339077800047,36,33,46,51,36,43,3.0,5.182607089998783,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,252.00988097299705,253.57024081700365,,,,,,,,,,,246.78299693799636,246.78299693799636,246.78299693799636,246.78299693799636,246.78299693799636,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,253.57024081700365,253.57024081700365,253.57024081700365,253.57024081700365,253.57024081700365,253.57024081700365,j,0.5993757440010086,254.21298172599927,254.21298172599927,254.21298172599927,254.21298172599927,254.21298172599927,254.21298172599927,254.48187449100078,254.48187449100078,256.15398865599127,256.15398865599127,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,256.1952980799979,29,31,50,55,55,29,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,55,[-0.00875],[-0.29375],[1],[0],[0],[6.4347719740035245],['tijiao_random_2'],265.18360649199167,265.18360649199167,265.18360649199167,265.18360649199167,9.95,4.893929758007289,270.09840776899364,271.84531026199693,258.7294433499919,258.7294433499919,258.7294433499919,258.7294433499919,258.7294433499919,258.7294433499919,258.7294433499919,258.7294433499919,0.010155021998798475,258.7294433499919,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,271.84531026199693,271.84531026199693,271.84531026199693,271.84531026199693,271.84531026199693,271.84531026199693,i,1.0173913210019236,272.9018608759943,272.9018608759943,272.9018608759943,272.9018608759943,272.9018608759943,272.9018608759943,273.17162753899174,273.17162753899174,275.15621649900277,275.15621649900277,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,275.196553856993,36,37,47,50,47,77,2.0,2.594941221002955,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,280.3368009929982,281.88395086699165,,,,,,,,,,,277.6960901519924,277.6960901519924,277.6960901519924,277.6960901519924,277.6960901519924,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,281.88395086699165,281.88395086699165,281.88395086699165,281.88395086699165,281.88395086699165,281.88395086699165,f,0.5712356059957528,282.506511065003,282.506511065003,282.506511065003,282.506511065003,282.506511065003,282.506511065003,282.7733046999929,282.7733046999929,283.82426370600297,283.82426370600297,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,283.8661847100011,30,32,51,44,32,75,1.0,10.5178934840078,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,296.9290989529982,298.8245356569969,,,,,,,,,,,286.36800522099657,286.36800522099657,286.36800522099657,286.36800522099657,286.36800522099657,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,298.8245356569969,298.8245356569969,298.8245356569969,298.8245356569969,298.8245356569969,298.8245356569969,r,0.3830122140061576,299.2499800270016,299.2499800270016,299.2499800270016,299.2499800270016,299.2499800270016,299.2499800270016,299.5185084870027,299.5185084870027,300.8690139829996,300.8690139829996,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,300.90896891299053,41,44,57,48,41,21,None,None,303.42124716700346,303.42124716700346,303.42124716700346,303.42124716700346,303.42124716700346,303.42124716700346,303.42124716700346,303.42124716700346,0.009679196009528823,303.42124716700346,41,41,[0.10125],[-0.30625],[1],[0],[0],[16.187481807995937],['tijiao'],0.6,0,,[],[],[],[],[],[],[],319.6472200999997,319.6472200999997,319.6472200999997,319.6472200999997,2.05,2.026304600003641,321.68991723199724,323.5023292699916,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,323.5023292699916,323.5023292699916,323.5023292699916,323.5023292699916,323.5023292699916,323.5023292699916,r,0.8920979820104549,324.44557249799254,324.44557249799254,324.44557249799254,324.44557249799254,324.44557249799254,324.44557249799254,324.71149852599774,324.71149852599774,325.61627222599054,325.61627222599054,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,325.6550837840041,34,31,55,61,34,35,4.0,3.186447711996152,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,331.3946805500018,333.0082345690025,,,,,,,,,,,328.16361208900344,328.16361208900344,328.16361208900344,328.16361208900344,328.16361208900344,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,333.0082345690025,333.0082345690025,333.0082345690025,333.0082345690025,333.0082345690025,333.0082345690025,r,0.5114740999997593,333.56039639300434,333.56039639300434,333.56039639300434,333.56039639300434,333.56039639300434,333.56039639300434,333.8363524930028,333.8363524930028,334.77087320399005,334.77087320399005,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,334.8101467499946,32,34,66,56,32,73,None,None,337.3335060660029,337.3335060660029,337.3335060660029,337.3335060660029,337.3335060660029,337.3335060660029,337.3335060660029,337.3335060660029,0.008821698997053318,337.3335060660029,32,32,[0.05],[-0.3175],[1],[0],[0],[15.029464022998582],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],352.39536665299966,352.39536665299966,352.39536665299966,352.39536665299966,2.975,3.4038924669875996,355.81965566000144,357.4183307749918,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,357.4183307749918,357.4183307749918,357.4183307749918,357.4183307749918,357.4183307749918,357.4183307749918,f,0.40141840699652676,357.85951314799604,357.85951314799604,357.85951314799604,357.85951314799604,357.85951314799604,357.85951314799604,358.1267009279982,358.1267009279982,359.01041576800344,359.01041576800344,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,359.05165295400366,35,38,52,59,38,74,None,None,361.5710784230032,361.5710784230032,361.5710784230032,361.5710784230032,361.5710784230032,361.5710784230032,361.5710784230032,361.5710784230032,0.009039710013894364,361.5710784230032,38,38,[-0.06125],[-0.31625],[1],[0],[0],[13.933169126990833],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],375.5323029229912,375.5323029229912,375.5323029229912,375.5323029229912,1.9749999999999996,2.420555002987385,377.97326149899163,379.6471297359967,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,379.6471297359967,379.6471297359967,379.6471297359967,379.6471297359967,379.6471297359967,379.6471297359967,i,0.6889179839927237,380.38368462199287,380.38368462199287,380.38368462199287,380.38368462199287,380.38368462199287,380.38368462199287,380.6528306590044,380.6528306590044,381.80736573500326,381.80736573500326,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,381.8474026699987,27,36,48,67,48,22,None,None,384.36637978100043,384.36637978100043,384.36637978100043,384.36637978100043,384.36637978100043,384.36637978100043,384.36637978100043,384.36637978100043,0.00930300100299064,384.36637978100043,30,30,[-0.02875],[-0.3175],[1],[0],[0],[12.863077670001076],['tijiao'],0.2,0,,[],[],[],[],[],[],[],397.25983658299083,397.25983658299083,397.25983658299083,397.25983658299083,2.0749999999999997,1.4328262920025736,398.71203242399497,400.47349475699593,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,400.47349475699593,400.47349475699593,400.47349475699593,400.47349475699593,400.47349475699593,400.47349475699593,i,0.38327868800843135,400.91008989099646,400.91008989099646,400.91008989099646,400.91008989099646,400.91008989099646,400.91008989099646,401.1812571490009,401.1812571490009,403.0013158919901,403.0013158919901,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,403.0225027629931,34,42,56,54,56,30,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,20,"[0.08625, 0.0625]","[-0.36, -0.255]","[1, 1]","[0, 0]","[0, 0]","[10.67552868599887, 12.364655596000375]",['tijiao_random_2'],417.93579329499335,417.93579329499335,417.93579329499335,417.93579329499335,3.0374999999999996,1.2908541649958352,419.2447482599964,420.9003776299942,405.5547480660025,405.5547480660025,405.5547480660025,405.5547480660025,405.5547480660025,405.5547480660025,405.5547480660025,405.5547480660025,0.010544735006988049,405.5547480660025,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,420.9003776299942,420.9003776299942,420.9003776299942,420.9003776299942,420.9003776299942,420.9003776299942,r,0.6115413499937858,421.5564375679969,421.5564375679969,421.5564375679969,421.5564375679969,421.5564375679969,421.5564375679969,421.8226505920029,421.8226505920029,423.0515287909948,423.0515287909948,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,423.09193504699215,42,38,56,69,42,68,2.0,2.2600634819973493,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,427.8898459600023,429.6718046969909,,,,,,,,,,,425.58578619400214,425.58578619400214,425.58578619400214,425.58578619400214,425.58578619400214,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,429.6718046969909,429.6718046969909,429.6718046969909,429.6718046969909,429.6718046969909,429.6718046969909,i,0.4878951120044803,430.2124815129937,430.2124815129937,430.2124815129937,430.2124815129937,430.2124815129937,430.2124815129937,430.4944849369931,430.4944849369931,431.91206308599794,431.91206308599794,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,431.9369078960008,34,40,55,61,55,57,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,50,[-0.105],[-0.26875],[1],[0],[0],[10.502140031996532],['tijiao_random_2'],444.9814180050016,444.9814180050016,444.9814180050016,444.9814180050016,1.025,1.5825056559988298,446.5821582139906,448.31290806099423,434.4617651459994,434.4617651459994,434.4617651459994,434.4617651459994,434.4617651459994,434.4617651459994,434.4617651459994,434.4617651459994,0.010485626000445336,434.4617651459994,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,448.31290806099423,448.31290806099423,448.31290806099423,448.31290806099423,448.31290806099423,448.31290806099423,r,0.6732200609985739,449.0319988519914,449.0319988519914,449.0319988519914,449.0319988519914,449.0319988519914,449.0319988519914,449.3019095359923,449.3019095359923,451.2562368409999,451.2562368409999,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,451.28058089299884,44,34,56,63,44,27,6.0,4.079221678999602,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,457.9088343500043,459.65100222099863,,,,,,,,,,,453.7818561180029,453.7818561180029,453.7818561180029,453.7818561180029,453.7818561180029,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,None,459.65100222099863,459.65100222099863,459.65100222099863,459.65100222099863,459.65100222099863,459.65100222099863,j,0.4096641659998568,460.10783323699434,460.10783323699434,460.10783323699434,460.10783323699434,460.10783323699434,460.10783323699434,460.392744509998,460.392744509998,462.37470573099563,462.37470573099563,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,462.39822146199003,36,36,49,64,64,27,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,20,[0.05875],[-0.2675],[1],[0],[0],[12.111665047996212],['tijiao_random_2'],477.05768709699623,477.05768709699623,477.05768709699623,477.05768709699623,1,3.4260693499963963,480.5033418200037,482.04556864900223,464.92772535499535,464.92772535499535,464.92772535499535,464.92772535499535,464.92772535499535,464.92772535499535,464.92772535499535,464.92772535499535,0.010381151005276479,464.92772535499535,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,23,23,23,,,,,,,,,,None,482.04556864900223,482.04556864900223,482.04556864900223,482.04556864900223,482.04556864900223,482.04556864900223,r,0.8061580600042362,482.894673606992,482.894673606992,482.894673606992,482.894673606992,482.894673606992,482.894673606992,483.1678538349952,483.1678538349952,484.3403907280008,484.3403907280008,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,484.3619318209967,33,38,62,63,33,23,5.0,2.4877829809993273,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,489.40525509999134,491.38341336000303,,,,,,,,,,,486.8739727069915,486.8739727069915,486.8739727069915,486.8739727069915,486.8739727069915,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,None,491.38341336000303,491.38341336000303,491.38341336000303,491.38341336000303,491.38341336000303,491.38341336000303,i,0.26678765600081533,491.69061215099646,491.69061215099646,491.69061215099646,491.69061215099646,491.69061215099646,491.69061215099646,491.95697237299464,491.95697237299464,493.50736017499,493.50736017499,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,493.54867957899114,35,33,57,62,57,67,None,None,496.0670933420042,496.0670933420042,496.0670933420042,496.0670933420042,496.0670933420042,496.0670933420042,496.0670933420042,496.0670933420042,0.00893231800000649,496.0670933420042,57,57,[0.0075],[-0.2925],[1],[0],[0],[9.433579581003869],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],505.52758899200126,505.52758899200126,505.52758899200126,505.52758899200126,2.025,2.7752438580064336,508.3255197840044,510.32520203899185,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,25,25,25,,,,,,,,,,None,510.32520203899185,510.32520203899185,510.32520203899185,510.32520203899185,510.32520203899185,510.32520203899185,i,0.28876466301153414,510.66193596199446,510.66193596199446,510.66193596199446,510.66193596199446,510.66193596199446,510.66193596199446,510.9312942349934,510.9312942349934,512.697322359003,512.697322359003,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,512.7388667189953,29,37,56,55,56,68,3.0,4.358979871001793,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,519.6464975940034,521.6138923410035,,,,,,,,,,,515.2378641169926,515.2378641169926,515.2378641169926,515.2378641169926,515.2378641169926,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,None,521.6138923410035,521.6138923410035,521.6138923410035,521.6138923410035,521.6138923410035,521.6138923410035,i,0.9317353189981077,522.6002286129951,522.6002286129951,522.6002286129951,522.6002286129951,522.6002286129951,522.6002286129951,522.8822506389988,522.8822506389988,524.187767216994,524.187767216994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,524.2130336539994,30,41,63,58,63,32,6.0,2.1336657810024917,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,528.888420007992,530.8679472619988,,,,,,,,,,,526.7109662919975,526.7109662919975,526.7109662919975,526.7109662919975,526.7109662919975,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,27,27,27,,,,,,,,,,None,530.8679472619988,530.8679472619988,530.8679472619988,530.8679472619988,530.8679472619988,530.8679472619988,r,0.4867547410103725,531.4080347199924,531.4080347199924,531.4080347199924,531.4080347199924,531.4080347199924,531.4080347199924,531.6761782510002,531.6761782510002,533.2684242039977,533.2684242039977,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,533.3071733209945,32,29,57,58,32,29,5.0,2.2793219430022873,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,538.132725589996,539.7729757920024,,,,,,,,,,,535.8058028499945,535.8058028499945,535.8058028499945,535.8058028499945,535.8058028499945,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,None,539.7729757920024,539.7729757920024,539.7729757920024,539.7729757920024,539.7729757920024,539.7729757920024,f,0.5553699349984527,540.3766317519912,540.3766317519912,540.3766317519912,540.3766317519912,540.3766317519912,540.3766317519912,540.6449199810013,540.6449199810013,542.1650989320042,542.1650989320042,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,542.2062142139912,22,32,57,64,32,69,None,None,544.731454327004,544.731454327004,544.731454327004,544.731454327004,544.731454327004,544.731454327004,544.731454327004,544.731454327004,0.008704060994205065,544.731454327004,31,31,[0.06625],[-0.27375],[1],[0],[0],[4.376927292003529],['tijiao'],0.2,0,,[],[],[],[],[],[],[],549.1374311889958,549.1374311889958,549.1374311889958,549.1374311889958,4.05,1.368867211000179,550.5299918829987,552.5286922910018,,,,,,,,,,,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,29,29,29,,,,,,,,,,None,552.5286922910018,552.5286922910018,552.5286922910018,552.5286922910018,552.5286922910018,552.5286922910018,f,0.3042884909955319,552.8872914999956,552.8872914999956,552.8872914999956,552.8872914999956,552.8872914999956,552.8872914999956,553.1518419679924,553.1518419679924,555.1062797350023,555.1062797350023,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,555.1488278180041,21,32,60,69,32,76,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,32,[-0.03625],[-0.285],[1],[0],[0],[3.7690110380062833],['tijiao_random_2'],561.4765303180029,561.4765303180029,561.4765303180029,561.4765303180029,9.925,3.9020584450045135,565.3954044089915,567.3522283019993,557.6908870649931,557.6908870649931,557.6908870649931,557.6908870649931,557.6908870649931,557.6908870649931,557.6908870649931,557.6908870649931,0.009995075000915676,557.6908870649931,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,None,567.3522283019993,567.3522283019993,567.3522283019993,567.3522283019993,567.3522283019993,567.3522283019993,i,0.6851738349942025,568.0765112099907,568.0765112099907,568.0765112099907,568.0765112099907,568.0765112099907,568.0765112099907,568.3469907819963,568.3469907819963,569.7883888649958,569.7883888649958,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,569.827602320991,22,38,56,71,56,21,6.0,2.219208497001091,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,574.5930778399925,576.3063924739981,,,,,,,,,,,572.3313511379965,572.3313511379965,572.3313511379965,572.3313511379965,572.3313511379965,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
0,0.3,0.225,0,31,31,31,,,,,,,,,,None,576.3063924739981,576.3063924739981,576.3063924739981,576.3063924739981,576.3063924739981,576.3063924739981,j,0.33938660100102425,576.6994769229932,576.6994769229932,576.6994769229932,576.6994769229932,576.6994769229932,576.6994769229932,576.9648783390003,576.9648783390003,578.219237244004,578.219237244004,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,578.2580686419969,22,30,56,76,76,84,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,10,[0.0325],[-0.29625],[1],[0],[0],[7.804131825003424],['tijiao_random_2'],588.608009107993,588.608009107993,588.608009107993,588.608009107993,3.9875,2.149893087989767,590.7768563690042,592.7471721670008,580.7854397280025,580.7854397280025,580.7854397280025,580.7854397280025,580.7854397280025,580.7854397280025,580.7854397280025,580.7854397280025,0.009833828997216187,580.7854397280025,,,,,,,,,283,f,19,2023-04-05_13h47.30.249,RL,2022.2.4,60.00107522186719,
