bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,value_expect_self,expectself.text,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,expectself.started,tijiao_click.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,103.03444450000825,103.03444450000825,space,6.0240919000061695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
,,,,,,,,,,,109.08863740001107,109.08863740001107,s,44.78575310000451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,153.89312260001316,None,154.93022710000514,154.93022710000514,154.93022710000514,154.93022710000514,154.93022710000514,154.93022710000514,f,0.7523755000001984,155.7295398000133,155.7295398000133,155.7295398000133,155.7295398000133,155.7295398000133,155.7295398000133,156.0033814000053,156.0033814000053,156.99995360001049,156.99995360001049,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,157.03551190000144,159.5431799000071,159.5431799000071,159.5431799000071,159.5431799000071,159.5431799000071,47,57,50,70,57,60,5.0,3.0074089000117965,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,162.7357636000088,164.44619390000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,164.44619390000298,164.44619390000298,164.44619390000298,164.44619390000298,164.44619390000298,164.44619390000298,r,0.4623535999999149,164.9340505,164.9340505,164.9340505,164.9340505,164.9340505,164.9340505,165.22817020000366,165.22817020000366,167.05626790001406,167.05626790001406,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,167.07291960000293,169.5819729000068,169.5819729000068,169.5819729000068,169.5819729000068,169.5819729000068,53,48,40,68,53,46,6.0,2.60866939999687,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,172.21593730000313,174.20313830001396,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,174.20313830001396,174.20313830001396,174.20313830001396,174.20313830001396,174.20313830001396,174.20313830001396,i,0.6104884999949718,174.84286060000886,174.84286060000886,174.84286060000886,174.84286060000886,174.84286060000886,174.84286060000886,175.13443490001373,175.13443490001373,176.68005410001206,176.68005410001206,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,176.69661579999956,,,,,,46,49,46,64,46,58,None,None,50,50,[-0.012037037037037037],[-0.2740740740740741],[1],[0],[0],[5.911886300003971],['tijiao'],0.6,0,,[],[],[],[],[],[],[],3.935185185185185,4.622175700002117,189.79315280000446,191.67206860000442,179.22842900000978,179.22842900000978,179.22842900000978,179.22842900000978,179.22842900000978,179.22842900000978,179.22842900000978,179.22842900000978,0.005568900000071153,185.15862720001314,185.15862720001314,185.15862720001314,185.15862720001314,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,191.67206860000442,191.67206860000442,191.67206860000442,191.67206860000442,191.67206860000442,191.67206860000442,j,0.5285367000033148,192.22658930000034,192.22658930000034,192.22658930000034,192.22658930000034,192.22658930000034,192.22658930000034,192.52026880001358,192.52026880001358,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,193.38448250001238,,,,,,49,55,40,77,77,64,None,None,,,[],[],[],[],[],[],[],-0.6,1,45,[-0.08611111111111111],[-0.30925925925925923],[1],[0],[0],[8.691093300003558],['tijiao'],2.935185185185185,3.268421100001433,207.89343730000837,209.80607480001345,,,,,,,,,,204.60621900000842,204.60621900000842,204.60621900000842,204.60621900000842,195.90546780001023,195.90546780001023,195.90546780001023,195.90546780001023,195.90546780001023,195.90546780001023,195.90546780001023,195.90546780001023,0.007634900000994094,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,209.80607480001345,209.80607480001345,209.80607480001345,209.80607480001345,209.80607480001345,209.80607480001345,j,0.6375708999985363,210.47169200000644,210.47169200000644,210.47169200000644,210.47169200000644,210.47169200000644,210.47169200000644,210.77040160000615,210.77040160000615,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,211.58467590001237,,,,,,52,44,40,66,66,42,None,None,,,[],[],[],[],[],[],[],-0.2,1,50,[-0.10925925925925926],[-0.30462962962962964],[1],[0],[0],[6.0650103999942075],['tijiao'],4.962962962962964,6.026890299996012,226.22675080000772,227.77375659999961,,,,,,,,,,220.18099090000032,220.18099090000032,220.18099090000032,220.18099090000032,214.10347739999997,214.10347739999997,214.10347739999997,214.10347739999997,214.10347739999997,214.10347739999997,214.10347739999997,214.10347739999997,0.007687499994062819,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,227.77375659999961,227.77375659999961,227.77375659999961,227.77375659999961,227.77375659999961,227.77375659999961,j,0.8991391000017757,228.70468640000036,228.70468640000036,228.70468640000036,228.70468640000036,228.70468640000036,228.70468640000036,229.00398560000758,229.00398560000758,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,230.06773860000249,,,,,,49,46,48,73,73,45,None,None,75,75,[-0.037037037037037035],[-0.3],[1],[0],[0],[6.672665300007793],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.981481481481481,3.837372099995264,243.13074080001388,245.12635870001395,232.57794420000573,232.57794420000573,232.57794420000573,232.57794420000573,232.57794420000573,232.57794420000573,232.57794420000573,232.57794420000573,0.0054835000046296045,239.27495060001092,239.27495060001092,239.27495060001092,239.27495060001092,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,245.12635870001395,245.12635870001395,245.12635870001395,245.12635870001395,245.12635870001395,245.12635870001395,j,0.6441382000048179,245.79208980000112,245.79208980000112,245.79208980000112,245.79208980000112,245.79208980000112,245.79208980000112,246.09029130000272,246.09029130000272,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,247.15428590000374,249.66323340000235,249.66323340000235,249.66323340000235,249.66323340000235,249.66323340000235,46,46,55,78,78,42,6.0,3.8054179000027943,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,253.49647460000415,255.11571340000955,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,255.11571340000955,255.11571340000955,255.11571340000955,255.11571340000955,255.11571340000955,255.11571340000955,j,1.1789147000090452,256.31272510001145,256.31272510001145,256.31272510001145,256.31272510001145,256.31272510001145,256.31272510001145,256.6118928000069,256.6118928000069,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,257.5592003000056,,,,,,53,48,40,75,75,64,None,None,75,75,[0.02962962962962963],[-0.30185185185185187],[1],[0],[0],[5.525520000010147],['tijiao'],0.2,0,,[],[],[],[],[],[],[],10.027777777777779,1.8307071000017459,267.4642036000005,269.2269840000081,260.0696479000035,260.0696479000035,260.0696479000035,260.0696479000035,260.0696479000035,260.0696479000035,260.0696479000035,260.0696479000035,0.005087599987746216,265.61490590000176,265.61490590000176,265.61490590000176,265.61490590000176,,,,,,,,,,,,,,,229,f,25,2023-03-20_10h17.34.687,RL,2022.2.4,60.18407902450306,
