bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,value_expect_self,expectself.text,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,expectself.started,tijiao_click.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,66.26510119999875,66.26510119999875,space,19.246007199995802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
,,,,,,,,,,,85.54243180000049,85.54243180000049,s,25.44135919999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,81,81,81,,,,,,,,,,None,1107.0790055000034,1107.0790055000034,1107.0790055000034,1107.0790055000034,1107.0790055000034,1107.0790055000034,f,0.4448878000039258,1107.5445954000024,1107.5445954000024,1107.5445954000024,1107.5445954000024,1107.5445954000024,1107.5445954000024,1107.8436998999969,1107.8436998999969,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,1109.1234906000027,,,,,,94,20,33,67,20,62,None,None,,,[],[],[],[],[],[],[],0.6,1,56,[0.07962962962962963],[-0.31203703703703706],[1],[0],[0],[6.263833999997587],['tijiao'],1.0648148148148149,3.034677299998293,1120.9732172000004,1122.8192180999977,,,,,,,,,,1117.9212626000008,1117.9212626000008,1117.9212626000008,1117.9212626000008,1111.6423609999983,1111.6423609999983,1111.6423609999983,1111.6423609999983,1111.6423609999983,1111.6423609999983,1111.6423609999983,1111.6423609999983,0.005884999998670537,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,82,82,82,,,,,,,,,,None,1122.8192180999977,1122.8192180999977,1122.8192180999977,1122.8192180999977,1122.8192180999977,1122.8192180999977,r,0.4679147999995621,1123.3199442999976,1123.3199442999976,1123.3199442999976,1123.3199442999976,1123.3199442999976,1123.3199442999976,1123.617345300001,1123.617345300001,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1125.2795744000032,1127.7886151999992,1127.7886151999992,1127.7886151999992,1127.7886151999992,1127.7886151999992,89,22,26,66,89,35,5.0,2.1267709999956423,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,1129.9425948999997,1131.8779937,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,83,83,83,,,,,,,,,,None,1131.8779937,1131.8779937,1131.8779937,1131.8779937,1131.8779937,1131.8779937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,24,32,65,0,**,None,None,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1137.9105752999967,1139.5070406000013,,,,,,,,,,,,,,,,,,,,,,,1133.407661199999,1137.9105752999967,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,84,84,84,,,,,,,,,,None,1139.5070406000013,1139.5070406000013,1139.5070406000013,1139.5070406000013,1139.5070406000013,1139.5070406000013,j,0.43406449999747565,1139.973086500002,1139.973086500002,1139.973086500002,1139.973086500002,1139.973086500002,1139.973086500002,1140.2719762999986,1140.2719762999986,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1141.418896199997,1143.9277261000025,1143.9277261000025,1143.9277261000025,1143.9277261000025,1143.9277261000025,95,15,37,65,65,82,4.0,2.1105209999950603,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,1146.0633992000003,1147.8673176000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,85,85,85,,,,,,,,,,None,1147.8673176000011,1147.8673176000011,1147.8673176000011,1147.8673176000011,1147.8673176000011,1147.8673176000011,j,0.5556036999987555,1148.4515508999975,1148.4515508999975,1148.4515508999975,1148.4515508999975,1148.4515508999975,1148.4515508999975,1148.748635099997,1148.748635099997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,1150.1782531999997,,,,,,92,18,35,64,64,72,None,None,72,72,[-0.005555555555555556],[-0.28703703703703703],[1],[0],[0],[4.611854800001311],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],1.0462962962962965,2.4934442000012496,1159.8340188000002,1161.5969009999972,1152.688507400002,1152.688507400002,1152.688507400002,1152.688507400002,1152.688507400002,1152.688507400002,1152.688507400002,1152.688507400002,0.0055885999972815625,1157.3227800000022,1157.3227800000022,1157.3227800000022,1157.3227800000022,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,86,86,86,,,,,,,,,,None,1161.5969009999972,1161.5969009999972,1161.5969009999972,1161.5969009999972,1161.5969009999972,1161.5969009999972,r,0.5674341999983881,1162.1955966000023,1162.1955966000023,1162.1955966000023,1162.1955966000023,1162.1955966000023,1162.1955966000023,1162.4942486,1162.4942486,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,1163.3920227999988,,,,,,95,32,37,67,95,69,None,None,,,[],[],[],[],[],[],[],-0.6,1,69,[-0.007407407407407408],[-0.28703703703703703],[1],[0],[0],[3.9056744999979855],['tijiao'],1.0925925925925926,1.8227479999986826,1171.6685015999974,1173.5972668000031,,,,,,,,,,1169.8273390000031,1169.8273390000031,1169.8273390000031,1169.8273390000031,1165.9091652999996,1165.9091652999996,1165.9091652999996,1165.9091652999996,1165.9091652999996,1165.9091652999996,1165.9091652999996,1165.9091652999996,0.0059555999978329055,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,87,87,87,,,,,,,,,,None,1173.5972668000031,1173.5972668000031,1173.5972668000031,1173.5972668000031,1173.5972668000031,1173.5972668000031,r,0.4274319000032847,1174.0465836000003,1174.0465836000003,1174.0465836000003,1174.0465836000003,1174.0465836000003,1174.0465836000003,1174.3455649000025,1174.3455649000025,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1176.3232703999965,1178.8323881999968,1178.8323881999968,1178.8323881999968,1178.8323881999968,1178.8323881999968,92,30,28,72,92,72,5.0,2.8083168000011938,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1181.668700299997,1183.620082100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,88,88,88,,,,,,,,,,None,1183.620082100002,1183.620082100002,1183.620082100002,1183.620082100002,1183.620082100002,1183.620082100002,f,1.2077812000061385,1184.8525329999975,1184.8525329999975,1184.8525329999975,1184.8525329999975,1184.8525329999975,1184.8525329999975,1185.1495116000006,1185.1495116000006,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1186.0635390000025,1188.572555300001,1188.572555300001,1188.572555300001,1188.572555300001,1188.572555300001,82,35,33,75,35,66,4.0,2.110449600004358,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,1190.7071731000033,1192.379065699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,89,89,89,,,,,,,,,,None,1192.379065699999,1192.379065699999,1192.379065699999,1192.379065699999,1192.379065699999,1192.379065699999,f,0.6946833000038168,1193.0947235999993,1193.0947235999993,1193.0947235999993,1193.0947235999993,1193.0947235999993,1193.0947235999993,1193.3935528000002,1193.3935528000002,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,1195.2715849000015,,,,,,92,39,41,75,39,69,None,None,,,[],[],[],[],[],[],[],-0.2,1,69,[-0.000925925925925926],[-0.2861111111111111],[1],[0],[0],[4.23795479999535],['tijiao'],1,1.3565018000008422,1203.4148763999983,1205.2774391999992,,,,,,,,,,1202.0405836999998,1202.0405836999998,1202.0405836999998,1202.0405836999998,1197.7886975000001,1197.7886975000001,1197.7886975000001,1197.7886975000001,1197.7886975000001,1197.7886975000001,1197.7886975000001,1197.7886975000001,0.005609599997114856,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,90,90,90,,,,,,,,,,None,1205.2774391999992,1205.2774391999992,1205.2774391999992,1205.2774391999992,1205.2774391999992,1205.2774391999992,f,0.44848080000519985,1205.7432071000003,1205.7432071000003,1205.7432071000003,1205.7432071000003,1205.7432071000003,1205.7432071000003,1206.0424834000005,1206.0424834000005,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1207.5715176000012,1210.0803712999987,1210.0803712999987,1210.0803712999987,1210.0803712999987,1210.0803712999987,92,40,29,69,40,66,4.0,2.2103017999979784,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1212.317993800003,1213.8873203999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,91,91,91,,,,,,,,,,None,1213.8873203999974,1213.8873203999974,1213.8873203999974,1213.8873203999974,1213.8873203999974,1213.8873203999974,i,0.7194144999957643,1214.6355804999985,1214.6355804999985,1214.6355804999985,1214.6355804999985,1214.6355804999985,1214.6355804999985,1214.9348479000037,1214.9348479000037,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,1216.214224299998,,,,,,94,40,31,70,31,38,None,None,,,[],[],[],[],[],[],[],0.2,1,98,[-0.007407407407407408],[-0.2638888888888889],[1],[0],[0],[7.0955042999994475],['tijiao'],1,2.053895299999567,1227.914571399997,1229.9103334000029,,,,,,,,,,1225.8426488999976,1225.8426488999976,1225.8426488999976,1225.8426488999976,1218.7328003000002,1218.7328003000002,1218.7328003000002,1218.7328003000002,1218.7328003000002,1218.7328003000002,1218.7328003000002,1218.7328003000002,0.005872499998076819,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,92,92,92,,,,,,,,,,None,1229.9103334000029,1229.9103334000029,1229.9103334000029,1229.9103334000029,1229.9103334000029,1229.9103334000029,i,0.7210264000023017,1230.6589985000028,1230.6589985000028,1230.6589985000028,1230.6589985000028,1230.6589985000028,1230.6589985000028,1230.9577254999967,1230.9577254999967,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1232.7026748999997,1235.2120114999998,1235.2120114999998,1235.2120114999998,1235.2120114999998,1235.2120114999998,92,35,44,71,44,10,4.0,2.476496200004476,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,1237.7133527999977,1239.4008496000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,93,93,93,,,,,,,,,,None,1239.4008496000024,1239.4008496000024,1239.4008496000024,1239.4008496000024,1239.4008496000024,1239.4008496000024,i,0.9654805000027409,1240.3991468000022,1240.3991468000022,1240.3991468000022,1240.3991468000022,1240.3991468000022,1240.3991468000022,1240.6978701999979,1240.6978701999979,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,1242.409504700001,,,,,,94,26,46,63,46,71,None,None,90,90,[-0.019444444444444445],[-0.3148148148148148],[1],[0],[0],[4.361699900000531],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],1,1.5145408000025782,1250.8356357000011,1252.5650577999986,1244.9199926000001,1244.9199926000001,1244.9199926000001,1244.9199926000001,1244.9199926000001,1244.9199926000001,1244.9199926000001,1244.9199926000001,0.005946199999016244,1249.302738600003,1249.302738600003,1249.302738600003,1249.302738600003,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,94,94,94,,,,,,,,,,None,1252.5650577999986,1252.5650577999986,1252.5650577999986,1252.5650577999986,1252.5650577999986,1252.5650577999986,f,0.609034299995983,1253.1986695000014,1253.1986695000014,1253.1986695000014,1253.1986695000014,1253.1986695000014,1253.1986695000014,1253.4962749999977,1253.4962749999977,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,1254.5766214000032,,,,,,94,23,36,66,23,15,None,None,76,76,[-0.049074074074074076],[-0.27870370370370373],[1],[0],[0],[4.361292699999467],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],1.9351851851851851,2.5267747999969288,1264.0162169999967,1265.795837400001,1257.0876162999994,1257.0876162999994,1257.0876162999994,1257.0876162999994,1257.0876162999994,1257.0876162999994,1257.0876162999994,1257.0876162999994,0.006866700001410209,1261.4713408000025,1261.4713408000025,1261.4713408000025,1261.4713408000025,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,95,95,95,,,,,,,,,,None,1265.795837400001,1265.795837400001,1265.795837400001,1265.795837400001,1265.795837400001,1265.795837400001,j,0.8097903000016231,1266.6272480999978,1266.6272480999978,1266.6272480999978,1266.6272480999978,1266.6272480999978,1266.6272480999978,1266.9261851999981,1266.9261851999981,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1268.5716623999979,1271.0806919000024,1271.0806919000024,1271.0806919000024,1271.0806919000024,1271.0806919000024,89,27,37,73,73,82,5.0,2.625750799998059,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,1273.7294210000036,1275.4690719999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,96,96,96,,,,,,,,,,None,1275.4690719999999,1275.4690719999999,1275.4690719999999,1275.4690719999999,1275.4690719999999,1275.4690719999999,j,0.8569126000002143,1276.352406500002,1276.352406500002,1276.352406500002,1276.352406500002,1276.352406500002,1276.352406500002,1276.649791900003,1276.649791900003,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,1278.0124183000007,,,,,,91,22,51,61,61,92,None,None,,,[],[],[],[],[],[],[],-0.6,1,92,[0.06574074074074074],[-0.29907407407407405],[1],[0],[0],[6.083691700005147],['tijiao'],1.0185185185185182,1.5373149999941234,1288.183079100003,1289.7966381000006,,,,,,,,,,1286.628136899999,1286.628136899999,1286.628136899999,1286.628136899999,1280.5294760000033,1280.5294760000033,1280.5294760000033,1280.5294760000033,1280.5294760000033,1280.5294760000033,1280.5294760000033,1280.5294760000033,0.00554569999803789,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,97,97,97,,,,,,,,,,None,1289.7966381000006,1289.7966381000006,1289.7966381000006,1289.7966381000006,1289.7966381000006,1289.7966381000006,r,0.4349396000034176,1290.2645579000018,1290.2645579000018,1290.2645579000018,1290.2645579000018,1290.2645579000018,1290.2645579000018,1290.5616767000029,1290.5616767000029,1291.9241163999977,1291.9241163999977,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1291.9409371000002,1294.4500546999989,1294.4500546999989,1294.4500546999989,1294.4500546999989,1294.4500546999989,93,20,35,71,93,8,5.0,3.2073181999949156,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,1297.6849577999965,1299.6033806999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,98,98,98,,,,,,,,,,None,1299.6033806999985,1299.6033806999985,1299.6033806999985,1299.6033806999985,1299.6033806999985,1299.6033806999985,r,1.06343989999732,1300.6846719000023,1300.6846719000023,1300.6846719000023,1300.6846719000023,1300.6846719000023,1300.6846719000023,1300.9831121000025,1300.9831121000025,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,1302.778197300002,,,,,,96,16,36,70,96,87,None,None,,,[],[],[],[],[],[],[],0.2,1,87,[0.04537037037037037],[-0.31574074074074077],[1],[0],[0],[3.5726120000035735],['tijiao'],1.990740740740741,4.099253400003363,1312.9989986,1314.9614883999966,,,,,,,,,,1308.8819080999965,1308.8819080999965,1308.8819080999965,1308.8819080999965,1305.2957431000032,1305.2957431000032,1305.2957431000032,1305.2957431000032,1305.2957431000032,1305.2957431000032,1305.2957431000032,1305.2957431000032,0.005899000003410038,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,99,99,99,,,,,,,,,,None,1314.9614883999966,1314.9614883999966,1314.9614883999966,1314.9614883999966,1314.9614883999966,1314.9614883999966,j,0.4007299000004423,1315.3939045000006,1315.3939045000006,1315.3939045000006,1315.3939045000006,1315.3939045000006,1315.3939045000006,1315.6929843000034,1315.6929843000034,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1316.7066880999992,1319.216036400001,1319.216036400001,1319.216036400001,1319.216036400001,1319.216036400001,98,14,39,65,65,96,4.0,2.39230050000333,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1321.6349952000019,1323.5710436000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,100,100,100,,,,,,,,,,None,1323.5710436000008,1323.5710436000008,1323.5710436000008,1323.5710436000008,1323.5710436000008,1323.5710436000008,i,0.8572666000036406,1324.4526788000003,1324.4526788000003,1324.4526788000003,1324.4526788000003,1324.4526788000003,1324.4526788000003,1324.7516289999985,1324.7516289999985,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,1326.7125726000013,,,,,,92,16,25,71,25,91,None,None,91,91,[-0.03425925925925926],[-0.26481481481481484],[1],[0],[0],[7.486275900002511],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],1,2.9421036999992793,1339.6928094999967,1341.5555163000026,1329.2239424,1329.2239424,1329.2239424,1329.2239424,1329.2239424,1329.2239424,1329.2239424,1329.2239424,0.006676999997580424,1336.7324137999967,1336.7324137999967,1336.7324137999967,1336.7324137999967,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,101,101,101,,,,,,,,,,None,1341.5555163000026,1341.5555163000026,1341.5555163000026,1341.5555163000026,1341.5555163000026,1341.5555163000026,i,0.49904460000107065,1342.0881047000003,1342.0881047000003,1342.0881047000003,1342.0881047000003,1342.0881047000003,1342.0881047000003,1342.3868403000015,1342.3868403000015,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1343.4838497000019,1345.9927545000028,1345.9927545000028,1345.9927545000028,1345.9927545000028,1345.9927545000028,97,20,37,73,37,99,2.0,3.556296900002053,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1349.5739099999992,1351.5116366000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
1,-0.3,-0.225,0,102,102,102,,,,,,,,,,None,1351.5116366000002,1351.5116366000002,1351.5116366000002,1351.5116366000002,1351.5116366000002,1351.5116366000002,j,0.6739611000011791,1352.209991900003,1352.209991900003,1352.209991900003,1352.209991900003,1352.209991900003,1352.209991900003,1352.5092151999997,1352.5092151999997,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,1353.6226212999973,,,,,,79,23,30,63,63,92,None,None,27,27,[0.04537037037037037],[-0.2833333333333333],[1],[0],[0],[8.400030199998582],['tijiao'],0.6,0,,[],[],[],[],[],[],[],1,1.6465931000057026,1366.2203111999988,1368.0661069999987,1356.1336670000019,1356.1336670000019,1356.1336670000019,1356.1336670000019,1356.1336670000019,1356.1336670000019,1356.1336670000019,1356.1336670000019,0.006773699999030214,1364.5554377000008,1364.5554377000008,1364.5554377000008,1364.5554377000008,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
0,0.3,0.225,0,103,103,103,,,,,,,,,,None,1368.0661069999987,1368.0661069999987,1368.0661069999987,1368.0661069999987,1368.0661069999987,1368.0661069999987,j,1.226376300000993,1369.313501800003,1369.313501800003,1369.313501800003,1369.313501800003,1369.313501800003,1369.313501800003,1369.612449100001,1369.612449100001,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1370.7926615999968,1373.3016054000036,1373.3016054000036,1373.3016054000036,1373.3016054000036,1373.3016054000036,90,26,25,65,65,94,4.0,2.675374799997371,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,1376.0033893,1378.005987800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,f,18,2023-03-19_17h54.59.053,RL,2022.2.4,60.02440592236418,
