trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate
0,0,21,0,,,,,,,,,,,,,,,None,None,None,None,None,285.8020039,None,285.8020039,None,285.8020039,None,285.8020039,None,f,0.6196666,285.8020039,None,285.8020039,None,286.4698105,None,286.4698105,None,286.4698105,None,286.4698105,None,286.4698105,None,286.4698105,None,286.7657243,None,286.7657243,None,287.946626,None,287.946626,None,287.946626,None,287.946626,None,287.946626,None,287.946626,None,287.946626,None,287.946626,None,287.946626,None,57,66,54,22,66,22,290.4733639,None,7,1.1322485,290.4733639,None,290.4733639,None,290.4733639,None,290.4733639,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,291.6545482,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,22,0,,,,,,,,,,,,,,,None,None,None,None,None,293.5076945,None,293.5076945,None,293.5076945,None,293.5076945,None,f,0.5141631,293.5076945,None,293.5076945,None,294.0608076,None,294.0608076,None,294.0608076,None,294.0608076,None,294.0608076,None,294.0608076,None,294.3541324,None,294.3541324,None,295.1883498,None,295.1883498,None,295.1883498,None,295.1883498,None,295.1883498,None,295.1883498,None,295.1883498,None,295.1883498,None,295.1883498,None,62,67,58,25,67,35,None,None,None,None,None,None,None,None,None,None,None,None,65,297.7234268,None,65,297.7234268,None,297.7234268,None,297.7234268,None,297.7234268,None,297.7234268,None,297.7234268,None,297.7234268,None,0.083333333,-0.279947917,1,0,0,4.6783602,tijiao,0.00799619,None,297.7234268,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,10.94791667,1.5320945,302.450553,None,302.450553,None,302.450553,None,302.450553,None,None,None,304.0125467,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,23,0,,,,,,,,,,,,,,,None,None,None,None,None,305.7162344,None,305.7162344,None,305.7162344,None,305.7162344,None,f,0.3356525,305.7162344,None,305.7162344,None,306.1057569,None,306.1057569,None,306.1057569,None,306.1057569,None,306.1057569,None,306.1057569,None,306.3792922,307.1959297,306.3792922,307.1959297,307.2458858,None,307.2458858,None,307.2458858,None,307.2458858,None,307.2458858,None,307.2458858,None,307.2458858,None,307.2458858,None,307.2458858,None,54,59,55,26,59,62,None,None,None,None,None,None,None,None,None,None,None,None,65,309.7776292,None,65,309.7776292,None,309.7776292,None,309.7776292,None,309.7776292,None,309.7776292,None,309.7776292,None,309.7776292,None,-0.075520833,-0.299479167,1,0,0,3.5327614,tijiao,0.01263669,None,309.7776292,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,8.005208333,1.9513223,313.3611799,None,313.3611799,None,313.3611799,None,313.3611799,None,None,None,315.3333229,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,24,0,,,,,,,,,,,,,,,None,None,None,None,None,316.9742317,None,316.9742317,None,316.9742317,None,316.9742317,None,i,0.2577275,316.9742317,None,316.9742317,None,317.2748843,None,317.2748843,None,317.2748843,None,317.2748843,None,317.2748843,None,317.2748843,None,317.5704709,None,317.5704709,None,319.4368399,None,319.4368399,None,319.4368399,None,319.4368399,None,319.4368399,None,319.4368399,None,319.4368399,None,319.4368399,None,319.4368399,None,63,68,55,18,55,32,321.9585776,None,5,1.1182529,321.9585776,None,321.9585776,None,321.9585776,None,321.9585776,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,323.1298718,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,25,0,,,,,,,,,,,,,,,None,None,None,None,None,324.7621534,None,324.7621534,None,324.7621534,None,324.7621534,None,j,0.3497222,324.7621534,None,324.7621534,None,325.1692034,None,325.1692034,None,325.1692034,None,325.1692034,None,325.1692034,None,325.1692034,None,325.4594097,327.277102,325.4594097,327.277102,327.3092265,None,327.3092265,None,327.3092265,None,327.3092265,None,327.3092265,None,327.3092265,None,327.3092265,None,327.3092265,None,327.3092265,None,60,63,53,23,23,49,None,None,None,None,None,None,None,None,None,None,None,None,30,329.837251,None,30,329.837251,None,329.837251,None,329.837251,None,329.837251,None,329.837251,None,329.837251,None,329.837251,None,0.088541667,-0.328125,1,0,0,4.020891,tijiao,0.00015046,None,329.837251,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,8.890625,1.8660565,333.9043773,None,333.9043773,None,333.9043773,None,333.9043773,None,None,None,335.7977291,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,26,0,,,,,,,,,,,,,,,None,None,None,None,None,337.6054262,None,337.6054262,None,337.6054262,None,337.6054262,None,f,0.2865769,337.6054262,None,337.6054262,None,337.938924,None,337.938924,None,337.938924,None,337.938924,None,337.938924,None,337.938924,None,338.2347781,None,338.2347781,None,339.6331255,None,339.6331255,None,339.6331255,None,339.6331255,None,339.6331255,None,339.6331255,None,339.6331255,None,339.6331255,None,339.6331255,None,65,60,55,30,60,47,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,342.181844,None,342.181844,None,342.181844,None,342.181844,None,342.181844,None,342.181844,None,30,342.181844,None,342.181844,None,0.01356742,None,342.181844,None,7.9140625,2.3249502,346.5525252,None,346.5525252,None,346.5525252,None,346.5525252,None,None,None,348.9086733,None,0.063802083,-0.2890625,1,0,0,4.3339232,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,27,0,,,,,,,,,,,,,,,None,None,None,None,None,350.7643057,None,350.7643057,None,350.7643057,None,350.7643057,None,f,0.3880944,350.7643057,None,350.7643057,None,351.1979,None,351.1979,None,351.1979,None,351.1979,None,351.1979,None,351.1979,None,351.4938961,None,351.4938961,None,352.9580475,None,352.9580475,None,352.9580475,None,352.9580475,None,352.9580475,None,352.9580475,None,352.9580475,None,352.9580475,None,352.9580475,None,61,68,70,31,68,47,355.4765864,None,6,1.4083604,355.4765864,None,355.4765864,None,355.4765864,None,355.4765864,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,356.9385385,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,28,0,,,,,,,,,,,,,,,None,None,None,None,None,358.569053,None,358.569053,None,358.569053,None,358.569053,None,i,0.9531296,358.569053,None,358.569053,None,359.5702339,None,359.5702339,None,359.5702339,None,359.5702339,None,359.5702339,None,359.5702339,None,359.8664481,None,359.8664481,None,361.8883735,None,361.8883735,None,361.8883735,None,361.8883735,None,361.8883735,None,361.8883735,None,361.8883735,None,361.8883735,None,361.8883735,None,57,64,51,28,51,44,None,None,None,None,None,None,None,None,None,None,None,None,55,364.4321144,None,55,364.4321144,None,364.4321144,None,364.4321144,None,364.4321144,None,364.4321144,None,364.4321144,None,364.4321144,None,0.026041667,-0.2890625,1,0,0,3.2498771,tijiao,0.01340559,None,364.4321144,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.950520833,1.0977411,367.7272907,None,367.7272907,None,367.7272907,None,367.7272907,None,None,None,368.8386815,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,29,0,,,,,,,,,,,,,,,None,None,None,None,None,370.544767,None,370.544767,None,370.544767,None,370.544767,None,f,0.3074578,370.544767,None,370.544767,None,370.8967574,None,370.8967574,None,370.8967574,None,370.8967574,None,370.8967574,None,370.8967574,None,371.1909302,None,371.1909302,None,372.2901557,None,372.2901557,None,372.2901557,None,372.2901557,None,372.2901557,None,372.2901557,None,372.2901557,None,372.2901557,None,372.2901557,None,50,75,48,22,75,54,None,None,None,None,None,None,None,None,None,None,None,None,65,374.8173804,None,65,374.8173804,None,374.8173804,None,374.8173804,None,374.8173804,None,374.8173804,None,374.8173804,None,374.8173804,None,0.096354167,-0.276041667,1,0,0,4.0386537,tijiao,0.00129266,None,374.8173804,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,5.921875,1.0701726,378.9066123,None,378.9066123,None,378.9066123,None,378.9066123,None,None,None,380.0056009,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,30,0,,,,,,,,,,,,,,,None,None,None,None,None,381.7526296,None,381.7526296,None,381.7526296,None,381.7526296,None,f,0.4897189,381.7526296,None,381.7526296,None,382.2887681,None,382.2887681,None,382.2887681,None,382.2887681,None,382.2887681,None,382.2887681,None,382.5821567,None,382.5821567,None,383.4976182,None,383.4976182,None,383.4976182,None,383.4976182,None,383.4976182,None,383.4976182,None,383.4976182,None,383.4976182,None,383.4976182,None,47,67,60,22,67,27,386.019523,None,6,1.3682244,386.019523,None,386.019523,None,386.019523,None,386.019523,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,387.4637509,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,31,0,,,,,,,,,,,,,,,None,None,None,None,None,389.4070622,None,389.4070622,None,389.4070622,None,389.4070622,None,f,0.3154482,389.4070622,None,389.4070622,None,389.7743754,None,389.7743754,None,389.7743754,None,389.7743754,None,389.7743754,None,389.7743754,None,390.0707766,None,390.0707766,None,391.6021839,None,391.6021839,None,391.6021839,None,391.6021839,None,391.6021839,None,391.6021839,None,391.6021839,None,391.6021839,None,391.6021839,None,46,70,47,29,70,48,394.1221729,None,6,1.0714965,394.1221729,None,394.1221729,None,394.1221729,None,394.1221729,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,395.2511193,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,32,0,,,,,,,,,,,,,,,None,None,None,None,None,396.913264,None,396.913264,None,396.913264,None,396.913264,None,f,0.4093592,396.913264,None,396.913264,None,397.3674407,None,397.3674407,None,397.3674407,None,397.3674407,None,397.3674407,None,397.3674407,None,397.6425531,398.7100557,397.6425531,398.7100557,398.7599936,None,398.7599936,None,398.7599936,None,398.7599936,None,398.7599936,None,398.7599936,None,398.7599936,None,398.7599936,None,398.7599936,None,48,68,48,29,68,57,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,401.3064813,None,401.3064813,None,401.3064813,None,401.3064813,None,401.3064813,None,401.3064813,None,45,401.3064813,None,401.3064813,None,0.01497212,None,401.3064813,None,3.005208333,3.1130613,404.2734299,None,404.2734299,None,404.2734299,None,404.2734299,None,None,None,407.3986401,None,0.091145833,-0.29296875,1,0,0,2.9345132,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,33,0,,,,,,,,,,,,,,,None,None,None,None,None,409.053811,None,409.053811,None,409.053811,None,409.053811,None,f,0.4587539,409.053811,None,409.053811,None,409.5581384,None,409.5581384,None,409.5581384,None,409.5581384,None,409.5581384,None,409.5581384,None,409.8510876,None,409.8510876,None,410.9823488,None,410.9823488,None,410.9823488,None,410.9823488,None,410.9823488,None,410.9823488,None,410.9823488,None,410.9823488,None,410.9823488,None,55,65,49,20,65,42,413.5088494,None,5,1.6500878,413.5088494,None,413.5088494,None,413.5088494,None,413.5088494,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,415.2276437,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,34,0,,,,,,,,,,,,,,,None,None,None,None,None,416.8428305,None,416.8428305,None,416.8428305,None,416.8428305,None,f,0.3398386,416.8428305,None,416.8428305,None,417.2269819,None,417.2269819,None,417.2269819,None,417.2269819,None,417.2269819,None,417.2269819,None,417.5231266,None,417.5231266,None,418.3725236,None,418.3725236,None,418.3725236,None,418.3725236,None,418.3725236,None,418.3725236,None,418.3725236,None,418.3725236,None,418.3725236,None,50,68,47,30,68,25,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,420.9112362,None,420.9112362,None,420.9112362,None,420.9112362,None,420.9112362,None,420.9112362,None,40,420.9112362,None,420.9112362,None,0.00562769,None,420.9112362,None,2.953125,2.6380264,424.4225037,None,424.4225037,None,424.4225037,None,424.4225037,None,None,None,427.0792468,None,0.076822917,-0.32421875,1,0,0,3.4755161,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,35,0,,,,,,,,,,,,,,,None,None,None,None,None,428.9856437,None,428.9856437,None,428.9856437,None,428.9856437,None,i,0.2670226,428.9856437,None,428.9856437,None,429.3027406,None,429.3027406,None,429.3027406,None,429.3027406,None,429.3027406,None,429.3027406,None,429.5983162,None,429.5983162,None,431.4463632,None,431.4463632,None,431.4463632,None,431.4463632,None,431.4463632,None,431.4463632,None,431.4463632,None,431.4463632,None,431.4463632,None,54,71,45,30,45,42,433.973019,None,4,1.9345336,433.973019,None,433.973019,None,433.973019,None,433.973019,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,435.9666093,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,36,0,,,,,,,,,,,,,,,None,None,None,None,None,437.8915779,None,437.8915779,None,437.8915779,None,437.8915779,None,f,0.4922803,437.8915779,None,437.8915779,None,438.4271466,None,438.4271466,None,438.4271466,None,438.4271466,None,438.4271466,None,438.4271466,None,438.7212611,None,438.7212611,None,439.9027321,None,439.9027321,None,439.9027321,None,439.9027321,None,439.9027321,None,439.9027321,None,439.9027321,None,439.9027321,None,439.9027321,None,50,64,51,31,64,38,None,None,None,None,None,None,None,None,None,None,None,None,65,442.4321295,None,65,442.4321295,None,442.4321295,None,442.4321295,None,442.4321295,None,442.4321295,None,442.4321295,None,442.4321295,None,0.052083333,-0.282552083,1,0,0,3.2367605,tijiao,0.00061576,None,442.4321295,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.028645833,1.6509653,445.7134514,None,445.7134514,None,445.7134514,None,445.7134514,None,None,None,447.3970059,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,37,0,,,,,,,,,,,,,,,None,None,None,None,None,449.2482976,None,449.2482976,None,449.2482976,None,449.2482976,None,f,0.2854811,449.2482976,None,449.2482976,None,449.5846761,None,449.5846761,None,449.5846761,None,449.5846761,None,449.5846761,None,449.5846761,None,449.8788508,None,449.8788508,None,451.4252584,None,451.4252584,None,451.4252584,None,451.4252584,None,451.4252584,None,451.4252584,None,451.4252584,None,451.4252584,None,451.4252584,None,52,62,45,26,62,58,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,453.9791847,None,453.9791847,None,453.9791847,None,453.9791847,None,453.9791847,None,453.9791847,None,66,453.9791847,None,453.9791847,None,0.01096372,None,453.9791847,None,6.013020833,1.4285361,458.8106767,None,458.8106767,None,458.8106767,None,458.8106767,None,None,None,460.2674859,None,0.028645833,-0.2890625,1,0,0,4.7983371,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,38,0,,,,,,,,,,,,,,,None,None,None,None,None,461.8906393,None,461.8906393,None,461.8906393,None,461.8906393,None,f,0.3135381,461.8906393,None,461.8906393,None,462.2441647,None,462.2441647,None,462.2441647,None,462.2441647,None,462.2441647,None,462.2441647,None,462.5376973,None,462.5376973,None,464.1255826,None,464.1255826,None,464.1255826,None,464.1255826,None,464.1255826,None,464.1255826,None,464.1255826,None,464.1255826,None,464.1255826,None,51,61,47,31,61,51,466.6368889,None,4,1.7723639,466.6368889,None,466.6368889,None,466.6368889,None,466.6368889,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,468.4659545,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,39,0,,,,,,,,,,,,,,,None,None,None,None,None,470.2632659,None,470.2632659,None,470.2632659,None,470.2632659,None,f,0.6408194,470.2632659,None,470.2632659,None,470.950866,None,470.950866,None,470.950866,None,470.950866,None,470.950866,None,470.950866,None,471.243681,None,471.243681,None,472.8087738,None,472.8087738,None,472.8087738,None,472.8087738,None,472.8087738,None,472.8087738,None,472.8087738,None,472.8087738,None,472.8087738,None,54,61,44,37,61,59,None,None,None,None,None,None,None,None,None,None,None,None,65,475.3425831,None,65,475.3425831,None,475.3425831,None,475.3425831,None,475.3425831,None,475.3425831,None,475.3425831,None,475.3425831,None,-0.079427083,-0.27734375,1,0,0,3.5333709,tijiao,0.01319919,None,475.3425831,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,5.075520833,1.4600086,478.9139769,None,478.9139769,None,478.9139769,None,478.9139769,None,None,None,480.3994239,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,40,0,,,,,,,,,,,,,,,None,None,None,None,None,482.3226985,None,482.3226985,None,482.3226985,None,482.3226985,None,i,0.2414278,482.3226985,None,482.3226985,None,482.6081915,None,482.6081915,None,482.6081915,None,482.6081915,None,482.6081915,None,482.6081915,None,482.9018558,None,482.9018558,None,484.1322728,None,484.1322728,None,484.1322728,None,484.1322728,None,484.1322728,None,484.1322728,None,484.1322728,None,484.1322728,None,484.1322728,None,54,61,56,33,56,63,486.6525122,None,2,1.2386825,486.6525122,None,486.6525122,None,486.6525122,None,486.6525122,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,487.945836,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,41,0,,,,,,,,,,,,,,,None,None,None,None,None,489.5937268,None,489.5937268,None,489.5937268,None,489.5937268,None,f,0.4603124,489.5937268,None,489.5937268,None,490.0965812,None,490.0965812,None,490.0965812,None,490.0965812,None,490.0965812,None,490.0965812,None,490.3904336,491.65801,490.3904336,491.65801,491.6905774,None,491.6905774,None,491.6905774,None,491.6905774,None,491.6905774,None,491.6905774,None,491.6905774,None,491.6905774,None,491.6905774,None,53,59,60,36,59,46,494.2092474,None,4,1.8852939,494.2092474,None,494.2092474,None,494.2092474,None,494.2092474,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,496.1473176,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,42,0,,,,,,,,,,,,,,,None,None,None,None,None,497.9829923,None,497.9829923,None,497.9829923,None,497.9829923,None,f,0.2711539,497.9829923,None,497.9829923,None,498.3010062,None,498.3010062,None,498.3010062,None,498.3010062,None,498.3010062,None,498.3010062,None,498.5961659,None,498.5961659,None,500.4113474,None,500.4113474,None,500.4113474,None,500.4113474,None,500.4113474,None,500.4113474,None,500.4113474,None,500.4113474,None,500.4113474,None,56,58,54,40,58,54,None,None,None,None,None,None,None,None,None,None,None,None,58,502.9473031,None,58,502.9473031,None,502.9473031,None,502.9473031,None,502.9473031,None,502.9473031,None,502.9473031,None,502.9473031,None,0.04296875,-0.286458333,1,0,0,4.1964652,tijiao,0.00966549,None,502.9473031,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,5.908854167,1.4572931,507.1891935,None,507.1891935,None,507.1891935,None,507.1891935,None,None,None,508.6792307,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,43,0,,,,,,,,,,,,,,,None,None,None,None,None,510.6071895,None,510.6071895,None,510.6071895,None,510.6071895,None,i,0.2370389,510.6071895,None,510.6071895,None,510.8961098,None,510.8961098,None,510.8961098,None,510.8961098,None,510.8961098,None,510.8961098,None,511.1880242,None,511.1880242,None,512.2559434,None,512.2559434,None,512.2559434,None,512.2559434,None,512.2559434,None,512.2559434,None,512.2559434,None,512.2559434,None,512.2559434,None,64,50,52,38,52,39,514.7712218,None,4,1.4890786,514.7712218,None,514.7712218,None,514.7712218,None,514.7712218,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,516.3117096,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,44,0,,,,,,,,,,,,,,,None,None,None,None,None,518.2637376,None,518.2637376,None,518.2637376,None,518.2637376,None,i,0.2307575,518.2637376,None,518.2637376,None,518.5334473,None,518.5334473,None,518.5334473,None,518.5334473,None,518.5334473,None,518.5334473,None,518.8267826,None,518.8267826,None,520.4966248,None,520.4966248,None,520.4966248,None,520.4966248,None,520.4966248,None,520.4966248,None,520.4966248,None,520.4966248,None,520.4966248,None,61,54,61,34,61,40,523.0090561,None,5,1.2070442,523.0090561,None,523.0090561,None,523.0090561,None,523.0090561,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,524.2793779,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,45,0,,,,,,,,,,,,,,,None,None,None,None,None,526.136077,None,526.136077,None,526.136077,None,526.136077,None,i,0.2782612,526.136077,None,526.136077,None,526.4552506,None,526.4552506,None,526.4552506,None,526.4552506,None,526.4552506,None,526.4552506,None,526.748927,527.8496079,526.748927,527.8496079,527.8813089,None,527.8813089,None,527.8813089,None,527.8813089,None,527.8813089,None,527.8813089,None,527.8813089,None,527.8813089,None,527.8813089,None,48,59,52,41,52,53,530.3958477,None,3,1.4923575,530.3958477,None,530.3958477,None,530.3958477,None,530.3958477,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,531.9504157,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
