bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,32.55002560000867,32.55002560000867,space,5.726702999992995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
,,,,,,,,,,,38.31122780000442,38.31122780000442,s,55.58824189999723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,93.91900379999424,None,94.94503810000606,94.94503810000606,94.94503810000606,94.94503810000606,94.94503810000606,94.94503810000606,r,0.5063920000102371,95.49933469999814,95.49933469999814,95.49933469999814,95.49933469999814,95.49933469999814,95.49933469999814,95.77989569999045,95.77989569999045,97.52491370000644,97.52491370000644,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,97.54532760000438,100.05152149999049,100.05152149999049,100.05152149999049,100.05152149999049,100.05152149999049,46,65,59,49,46,53,3.0,2.7747010000166483,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,103.00467070000013,104.98810950000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,104.98810950000188,104.98810950000188,104.98810950000188,104.98810950000188,104.98810950000188,104.98810950000188,j,0.5654782000056002,105.58674780000001,105.58674780000001,105.58674780000001,105.58674780000001,105.58674780000001,105.58674780000001,105.88566130000982,105.88566130000982,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,107.16536459999043,,,,,,41,64,55,46,46,60,None,None,,,[],[],[],[],[],[],[],0.6,1,46,[-0.046296296296296294],[-0.2638888888888889],[1],[0],[0],[3.9403670999745373],['tijiao_random_2'],7.953703703703704,4.047487400006503,117.7188082000066,119.5483619000006,109.70366060000379,109.70366060000379,109.70366060000379,109.70366060000379,109.70366060000379,109.70366060000379,109.70366060000379,109.70366060000379,0.0066574999946169555,109.70366060000379,113.65893999999389,113.65893999999389,113.65893999999389,113.65893999999389,,,,,,,,,,,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,119.5483619000006,119.5483619000006,119.5483619000006,119.5483619000006,119.5483619000006,119.5483619000006,j,0.4441647000203375,120.01397529998212,120.01397529998212,120.01397529998212,120.01397529998212,120.01397529998212,120.01397529998212,120.31323460000567,120.31323460000567,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,122.3076185999962,,,,,,45,71,58,47,47,61,None,None,48,48,[-0.08981481481481482],[-0.2777777777777778],[1],[0],[0],[6.204805999994278],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.981481481481481,5.304218700010097,136.36799520000932,138.29702009999892,,,,,,,,,,,131.0448250999907,131.0448250999907,131.0448250999907,131.0448250999907,124.82428179998533,124.82428179998533,124.82428179998533,124.82428179998533,124.82428179998533,124.82428179998533,124.82428179998533,124.82428179998533,0.008464800019282848,124.82428179998533,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,138.29702009999892,138.29702009999892,138.29702009999892,138.29702009999892,138.29702009999892,138.29702009999892,f,0.4799291999952402,138.80149759998312,138.80149759998312,138.80149759998312,138.80149759998312,138.80149759998312,138.80149759998312,139.09534410000197,139.09534410000197,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,140.30857180000748,142.81757139999536,142.81757139999536,142.81757139999536,142.81757139999536,142.81757139999536,42,66,50,36,66,33,7.0,2.1595992999791633,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,145.0019081000064,146.6077444999828,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,146.6077444999828,146.6077444999828,146.6077444999828,146.6077444999828,146.6077444999828,146.6077444999828,i,0.40756590000819415,147.04454709999845,147.04454709999845,147.04454709999845,147.04454709999845,147.04454709999845,147.04454709999845,147.33947549998993,147.33947549998993,149.15072469998267,149.15072469998267,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,149.16762560000643,,,,,,49,70,57,40,57,56,None,None,57,57,[0.004629629629629629],[-0.28888888888888886],[1],[0],[0],[7.734943499992369],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],8.944444444444445,2.8787263999984134,162.33050340000773,163.87742679999792,,,,,,,,,,,159.4340186000045,159.4340186000045,159.4340186000045,159.4340186000045,151.67870630000834,151.67870630000834,151.67870630000834,151.67870630000834,151.67870630000834,151.67870630000834,151.67870630000834,151.67870630000834,0.006752199988113716,151.67870630000834,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,163.87742679999792,163.87742679999792,163.87742679999792,163.87742679999792,163.87742679999792,163.87742679999792,f,0.42983199999434873,164.3264525999839,164.3264525999839,164.3264525999839,164.3264525999839,164.3264525999839,164.3264525999839,164.6255278000026,164.6255278000026,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,166.5205222000077,169.0291322999983,169.0291322999983,169.0291322999983,169.0291322999983,169.0291322999983,50,76,63,42,76,34,7.0,3.190832499996759,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,172.24704970000312,173.8835115999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,173.8835115999973,173.8835115999973,173.8835115999973,173.8835115999973,173.8835115999973,173.8835115999973,j,0.5756654000142589,174.4841327999893,174.4841327999893,174.4841327999893,174.4841327999893,174.4841327999893,174.4841327999893,174.78127879998647,174.78127879998647,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,176.5758971000032,179.08497409999836,179.08497409999836,179.08497409999836,179.08497409999836,179.08497409999836,46,81,66,46,46,57,3.0,2.9748465000011493,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,182.0838170000061,184.0219775000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,184.0219775000005,184.0219775000005,184.0219775000005,184.0219775000005,184.0219775000005,184.0219775000005,f,0.323505300009856,184.3735514,184.3735514,184.3735514,184.3735514,184.3735514,184.3735514,184.67094559999532,184.67094559999532,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,185.65137310000136,,,,,,49,72,65,45,72,48,None,None,70,70,[0.009259259259259259],[-0.29814814814814816],[1],[0],[0],[7.504410699999426],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],8.935185185185185,4.455074900004547,200.16050830000313,201.80718360000174,,,,,,,,,,,195.68715139999404,195.68715139999404,195.68715139999404,195.68715139999404,188.1617583000043,188.1617583000043,188.1617583000043,188.1617583000043,188.1617583000043,188.1617583000043,188.1617583000043,188.1617583000043,0.0053696999966632575,188.1617583000043,,,,248,f,18,2023-03-22_14h52.08.522,RL,2022.2.4,60.02872975568152,
