trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,0,92,0,,,,,,,,,,,,,,,None,None,None,None,None,1300.922773,None,1300.922773,None,1300.922773,None,1300.922773,None,j,0.3046181,1300.922773,None,1300.922773,None,1301.276051,None,1301.276051,None,1301.276051,None,1301.276051,None,1301.276051,None,1301.276051,None,1301.569922,None,1301.569922,None,1302.635204,None,1302.635204,None,1302.635204,None,1302.635204,None,1302.635204,None,1302.635204,None,1302.635204,None,1302.635204,None,1302.635204,None,46,35,32,70,70,74,1305.156032,None,7,1.3707444,1305.156032,None,1305.156032,None,1305.156032,None,1305.156032,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1306.589901,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,93,0,,,,,,,,,,,,,,,None,None,None,None,None,1308.461284,None,1308.461284,None,1308.461284,None,1308.461284,None,j,0.3362086,1308.461284,None,1308.461284,None,1308.847985,None,1308.847985,None,1308.847985,None,1308.847985,None,1308.847985,None,1308.847985,None,1309.142091,None,1309.142091,None,1310.38001,None,1310.38001,None,1310.38001,None,1310.38001,None,1310.38001,None,1310.38001,None,1310.38001,None,1310.38001,None,1310.38001,None,49,37,25,56,56,79,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,1312.9244,None,1312.9244,None,1312.9244,None,1312.9244,None,1312.9244,None,1312.9244,None,56,1312.9244,None,1312.9244,None,0.01165032,None,1312.9244,None,5.140625,1.4314364,1318.810922,None,1318.810922,None,1318.810922,None,1318.810922,None,None,None,1320.264104,None,0.127604167,-0.311197917,1,0,0,5.8498022,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,94,0,,,,,,,,,,,,,,,None,None,None,None,None,1322.02116,None,1322.02116,None,1322.02116,None,1322.02116,None,r,0.3062823,1322.02116,None,1322.02116,None,1322.371884,None,1322.371884,None,1322.371884,None,1322.371884,None,1322.371884,None,1322.371884,None,1322.667889,None,1322.667889,None,1324.199521,None,1324.199521,None,1324.199521,None,1324.199521,None,1324.199521,None,1324.199521,None,1324.199521,None,1324.199521,None,1324.199521,None,48,36,21,68,48,82,1326.724955,None,2,2.4516808,1326.724955,None,1326.724955,None,1326.724955,None,1326.724955,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1329.236761,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,95,0,,,,,,,,,,,,,,,None,None,None,None,None,1330.860965,None,1330.860965,None,1330.860965,None,1330.860965,None,r,0.3665495,1330.860965,None,1330.860965,None,1331.281329,None,1331.281329,None,1331.281329,None,1331.281329,None,1331.281329,None,1331.281329,None,1331.557555,1333.175388,1331.557555,1333.175388,1333.208037,None,1333.208037,None,1333.208037,None,1333.208037,None,1333.208037,None,1333.208037,None,1333.208037,None,1333.208037,None,1333.208037,None,60,38,26,61,60,71,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,1335.753497,None,1335.753497,None,1335.753497,None,1335.753497,None,1335.753497,None,1335.753497,None,68,1335.753497,None,1335.753497,None,0.01476312,None,1335.753497,None,8.2265625,1.5796008,1342.555561,None,1342.555561,None,1342.555561,None,1342.555561,None,None,None,1344.156824,None,0.139322917,-0.302083333,1,0,0,6.7701102,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,96,0,,,,,,,,,,,,,,,None,None,None,None,None,1345.988445,None,1345.988445,None,1345.988445,None,1345.988445,None,j,0.2793026,1345.988445,None,1345.988445,None,1346.305984,None,1346.305984,None,1346.305984,None,1346.305984,None,1346.305984,None,1346.305984,None,1346.601432,None,1346.601432,None,1347.516304,None,1347.516304,None,1347.516304,None,1347.516304,None,1347.516304,None,1347.516304,None,1347.516304,None,1347.516304,None,1347.516304,None,56,42,29,67,67,67,1350.040985,None,6,1.3013075,1350.040985,None,1350.040985,None,1350.040985,None,1350.040985,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1351.405291,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,97,0,,,,,,,,,,,,,,,None,None,None,None,None,1353.093263,None,1353.093263,None,1353.093263,None,1353.093263,None,j,0.3244458,1353.093263,None,1353.093263,None,1353.461195,None,1353.461195,None,1353.461195,None,1353.461195,None,1353.461195,None,1353.461195,None,1353.756111,1355.623979,1353.756111,1355.623979,1355.655907,None,1355.655907,None,1355.655907,None,1355.655907,None,1355.655907,None,1355.655907,None,1355.655907,None,1355.655907,None,1355.655907,None,55,38,36,67,67,55,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,1358.200461,None,1358.200461,None,1358.200461,None,1358.200461,None,1358.200461,None,1358.200461,None,26,1358.200461,None,1358.200461,None,0.01622072,None,1358.200461,None,6.924479167,1.2301548,1362.917912,None,1362.917912,None,1362.917912,None,1362.917912,None,None,None,1364.162649,None,0.08203125,-0.255208333,1,0,0,4.6867125,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,98,0,,,,,,,,,,,,,,,None,None,None,None,None,1365.851245,None,1365.851245,None,1365.851245,None,1365.851245,None,f,0.276605,1365.851245,None,1365.851245,None,1366.172112,None,1366.172112,None,1366.172112,None,1366.172112,None,1366.172112,None,1366.172112,None,1366.464941,None,1366.464941,None,1368.17005,None,1368.17005,None,1368.17005,None,1368.17005,None,1368.17005,None,1368.17005,None,1368.17005,None,1368.17005,None,1368.17005,None,53,33,18,51,33,49,1370.69698,None,5,2.0745017,1370.69698,None,1370.69698,None,1370.69698,None,1370.69698,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1372.839793,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,99,0,,,,,,,,,,,,,,,None,None,None,None,None,1374.457647,None,1374.457647,None,1374.457647,None,1374.457647,None,f,0.3002886,1374.457647,None,1374.457647,None,1374.81553,None,1374.81553,None,1374.81553,None,1374.81553,None,1374.81553,None,1374.81553,None,1375.104366,1376.43863,1375.104366,1376.43863,1376.473661,None,1376.473661,None,1376.473661,None,1376.473661,None,1376.473661,None,1376.473661,None,1376.473661,None,1376.473661,None,1376.473661,None,63,35,26,58,35,81,1378.995367,None,2,1.4008379,1378.995367,None,1378.995367,None,1378.995367,None,1378.995367,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1380.45765,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,100,0,,,,,,,,,,,,,,,None,None,None,None,None,1382.097102,None,1382.097102,None,1382.097102,None,1382.097102,None,f,0.3210293,1382.097102,None,1382.097102,None,1382.46644,None,1382.46644,None,1382.46644,None,1382.46644,None,1382.46644,None,1382.46644,None,1382.759661,None,1382.759661,None,1383.763697,None,1383.763697,None,1383.763697,None,1383.763697,None,1383.763697,None,1383.763697,None,1383.763697,None,1383.763697,None,1383.763697,None,58,32,31,59,32,86,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,1386.306454,None,1386.306454,None,1386.306454,None,1386.306454,None,1386.306454,None,1386.306454,None,68,1386.306454,None,1386.306454,None,0.01337792,None,1386.306454,None,8.005208333,1.1473168,1390.308051,None,1390.308051,None,1390.308051,None,1390.308051,None,None,None,1391.480241,None,0.11328125,-0.28515625,1,0,0,3.9670318,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,101,0,,,,,,,,,,,,,,,None,None,None,None,None,1393.137576,None,1393.137576,None,1393.137576,None,1393.137576,None,f,0.3104016,1393.137576,None,1393.137576,None,1393.490331,None,1393.490331,None,1393.490331,None,1393.490331,None,1393.490331,None,1393.490331,None,1393.783926,None,1393.783926,None,1394.982359,None,1394.982359,None,1394.982359,None,1394.982359,None,1394.982359,None,1394.982359,None,1394.982359,None,1394.982359,None,1394.982359,None,60,41,20,57,41,45,1397.507707,None,4,1.3486069,1397.507707,None,1397.507707,None,1397.507707,None,1397.507707,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1398.909969,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,102,0,,,,,,,,,,,,,,,None,None,None,None,None,1400.742164,None,1400.742164,None,1400.742164,None,1400.742164,None,i,0.3560031,1400.742164,None,1400.742164,None,1401.145963,None,1401.145963,None,1401.145963,None,1401.145963,None,1401.145963,None,1401.145963,None,1401.439516,None,1401.439516,None,1403.204474,None,1403.204474,None,1403.204474,None,1403.204474,None,1403.204474,None,1403.204474,None,1403.204474,None,1403.204474,None,1403.204474,None,47,45,25,58,25,81,None,None,None,None,None,None,None,None,None,None,None,None,38,1405.743249,None,38,1405.743249,None,1405.743249,None,1405.743249,None,1405.743249,None,1405.743249,None,1405.743249,None,1405.743249,None,-0.041666667,-0.3125,1,0,0,5.5125649,tijiao,0.00835384,None,1405.743249,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.013020833,5.3421225,1411.29614,None,1411.29614,None,1411.29614,None,1411.29614,None,None,None,1416.664254,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,103,0,,,,,,,,,,,,,,,None,None,None,None,None,1418.288539,None,1418.288539,None,1418.288539,None,1418.288539,None,j,0.2798541,1418.288539,None,1418.288539,None,1418.607395,None,1418.607395,None,1418.607395,None,1418.607395,None,1418.607395,None,1418.607395,None,1418.901376,1420.752896,1418.901376,1420.752896,1420.784313,None,1420.784313,None,1420.784313,None,1420.784313,None,1420.784313,None,1420.784313,None,1420.784313,None,1420.784313,None,1420.784313,None,53,44,16,56,56,78,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,1423.330878,None,1423.330878,None,1423.330878,None,1423.330878,None,1423.330878,None,1423.330878,None,46,1423.330878,None,1423.330878,None,0.01485252,None,1423.330878,None,6.026041667,3.831097,1437.322273,None,1437.322273,None,1437.322273,None,1437.322273,None,None,None,1441.181506,None,-0.022135417,-0.26171875,1,0,0,13.9589205,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,104,0,,,,,,,,,,,,,,,None,None,None,None,None,1442.687874,None,1442.687874,None,1442.687874,None,1442.687874,None,r,0.3514609,1442.687874,None,1442.687874,None,1443.089855,None,1443.089855,None,1443.089855,None,1443.089855,None,1443.089855,None,1443.089855,None,1443.385035,None,1443.385035,None,1444.866764,None,1444.866764,None,1444.866764,None,1444.866764,None,1444.866764,None,1444.866764,None,1444.866764,None,1444.866764,None,1444.866764,None,50,33,23,58,50,51,None,None,None,None,None,None,None,None,None,None,None,None,80,1447.405041,None,80,1447.405041,None,1447.405041,None,1447.405041,None,1447.405041,None,1447.405041,None,1447.405041,None,1447.405041,None,0.03515625,-0.256510417,1,0,0,8.6810995,tijiao,0.00782944,None,1447.405041,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,2.822916667,1.7144216,1456.13207,None,1456.13207,None,1456.13207,None,1456.13207,None,None,None,1457.860998,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,105,0,,,,,,,,,,,,,,,None,None,None,None,None,1459.733792,None,1459.733792,None,1459.733792,None,1459.733792,None,j,0.8656197,1459.733792,None,1459.733792,None,1460.65776,None,1460.65776,None,1460.65776,None,1460.65776,None,1460.65776,None,1460.65776,None,1460.94729,None,1460.94729,None,1462.711219,None,1462.711219,None,1462.711219,None,1462.711219,None,1462.711219,None,1462.711219,None,1462.711219,None,1462.711219,None,1462.711219,None,38,34,25,67,67,80,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,1465.266348,None,1465.266348,None,1465.266348,None,1465.266348,None,1465.266348,None,1465.266348,None,30,1465.266348,None,1465.266348,None,0.00895522,None,1465.266348,None,4.9453125,1.4940618,1472.064727,None,1472.064727,None,1472.064727,None,1472.064727,None,None,None,1473.572401,None,0.053385417,-0.307291667,1,0,0,6.7648418,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,106,0,,,,,,,,,,,,,,,None,None,None,None,None,1475.560723,None,1475.560723,None,1475.560723,None,1475.560723,None,r,0.3390849,1475.560723,None,1475.560723,None,1475.945843,None,1475.945843,None,1475.945843,None,1475.945843,None,1475.945843,None,1475.945843,None,1476.241215,None,1476.241215,None,1477.557985,None,1477.557985,None,1477.557985,None,1477.557985,None,1477.557985,None,1477.557985,None,1477.557985,None,1477.557985,None,1477.557985,None,43,33,16,65,43,80,None,None,None,None,None,None,None,None,None,None,None,None,80,1480.094038,None,80,1480.094038,None,1480.094038,None,1480.094038,None,1480.094038,None,1480.094038,None,1480.094038,None,1480.094038,None,0.022135417,-0.274739583,1,0,0,3.245581,tijiao,0.00889624,None,1480.094038,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,3.890625,2.2330689,1483.386169,None,1483.386169,None,1483.386169,None,1483.386169,None,None,None,1485.647062,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,107,0,,,,,,,,,,,,,,,None,None,None,None,None,1487.586075,None,1487.586075,None,1487.586075,None,1487.586075,None,r,0.3235365,1487.586075,None,1487.586075,None,1487.955572,None,1487.955572,None,1487.955572,None,1487.955572,None,1487.955572,None,1487.955572,None,1488.249642,None,1488.249642,None,1489.396352,None,1489.396352,None,1489.396352,None,1489.396352,None,1489.396352,None,1489.396352,None,1489.396352,None,1489.396352,None,1489.396352,None,41,27,22,63,41,72,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,1491.942789,None,1491.942789,None,1491.942789,None,1491.942789,None,1491.942789,None,1491.942789,None,46,1491.942789,None,1491.942789,None,0.00025304,None,1491.942789,None,5.049479167,1.8129731,1496.450741,None,1496.450741,None,1496.450741,None,1496.450741,None,None,None,1498.291336,None,-0.01953125,-0.299479167,1,0,0,4.470706,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,108,0,,,,,,,,,,,,,,,None,None,None,None,None,1499.828082,None,1499.828082,None,1499.828082,None,1499.828082,None,r,0.5215997,1499.828082,None,1499.828082,None,1500.396462,None,1500.396462,None,1500.396462,None,1500.396462,None,1500.396462,None,1500.396462,None,1500.691577,None,1500.691577,None,1502.143117,None,1502.143117,None,1502.143117,None,1502.143117,None,1502.143117,None,1502.143117,None,1502.143117,None,1502.143117,None,1502.143117,None,47,30,27,53,47,66,None,None,None,None,None,None,None,None,None,None,None,None,50,1504.677047,None,50,1504.677047,None,1504.677047,None,1504.677047,None,1504.677047,None,1504.677047,None,1504.677047,None,1504.677047,None,-0.037760417,-0.251302083,1,0,0,4.0791731,tijiao,0.00872924,None,1504.677047,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,9.072916667,2.3175036,1508.803242,None,1508.803242,None,1508.803242,None,1508.803242,None,None,None,1511.146745,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,109,0,,,,,,,,,,,,,,,None,None,None,None,None,1512.853448,None,1512.853448,None,1512.853448,None,1512.853448,None,r,0.2562785,1512.853448,None,1512.853448,None,1513.157388,None,1513.157388,None,1513.157388,None,1513.157388,None,1513.157388,None,1513.157388,None,1513.450321,1514.400799,1513.450321,1514.400799,1514.436561,None,1514.436561,None,1514.436561,None,1514.436561,None,1514.436561,None,1514.436561,None,1514.436561,None,1514.436561,None,1514.436561,None,47,36,22,63,47,33,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,1516.982474,None,1516.982474,None,1516.982474,None,1516.982474,None,1516.982474,None,1516.982474,None,28,1516.982474,None,1516.982474,None,0.01147702,None,1516.982474,None,9.033854167,1.8472311,1523.146069,None,1523.146069,None,1523.146069,None,1523.146069,None,None,None,1525.007979,None,0.067708333,-0.260416667,1,0,0,6.1330403,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,110,0,,,,,,,,,,,,,,,None,None,None,None,None,1526.945776,None,1526.945776,None,1526.945776,None,1526.945776,None,j,0.2540876,1526.945776,None,1526.945776,None,1527.247139,None,1527.247139,None,1527.247139,None,1527.247139,None,1527.247139,None,1527.247139,None,1527.542961,None,1527.542961,None,1529.24541,None,1529.24541,None,1529.24541,None,1529.24541,None,1529.24541,None,1529.24541,None,1529.24541,None,1529.24541,None,1529.24541,None,40,34,18,68,68,64,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,1531.795679,None,1531.795679,None,1531.795679,None,1531.795679,None,1531.795679,None,1531.795679,None,48,1531.795679,None,1531.795679,None,0.00882792,None,1531.795679,None,7.979166667,1.3786896,1539.277583,None,1539.277583,None,1539.277583,None,1539.277583,None,None,None,1540.685878,None,-0.036458333,-0.29296875,1,0,0,7.4479282,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,111,0,,,,,,,,,,,,,,,None,None,None,None,None,1542.323924,None,1542.323924,None,1542.323924,None,1542.323924,None,j,0.2762342,1542.323924,None,1542.323924,None,1542.643823,None,1542.643823,None,1542.643823,None,1542.643823,None,1542.643823,None,1542.643823,None,1542.937481,None,1542.937481,None,1544.202085,None,1544.202085,None,1544.202085,None,1544.202085,None,1544.202085,None,1544.202085,None,1544.202085,None,1544.202085,None,1544.202085,None,46,33,27,62,62,69,1546.720431,None,5,1.8715762,1546.720431,None,1546.720431,None,1546.720431,None,1546.720431,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1548.646521,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,112,0,,,,,,,,,,,,,,,None,None,None,None,None,1550.180073,None,1550.180073,None,1550.180073,None,1550.180073,None,None,,1550.180073,None,1550.180073,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44,30,28,69,0,**,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1551.777623,None,1557.781097,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,113,0,,,,,,,,,,,,,,,None,None,None,None,None,1559.418493,None,1559.418493,None,1559.418493,None,1559.418493,None,j,0.2715937,1559.418493,None,1559.418493,None,1559.737215,None,1559.737215,None,1559.737215,None,1559.737215,None,1559.737215,None,1559.737215,None,1560.032809,None,1560.032809,None,1561.165396,None,1561.165396,None,1561.165396,None,1561.165396,None,1561.165396,None,1561.165396,None,1561.165396,None,1561.165396,None,1561.165396,None,43,26,25,71,71,60,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,1563.708551,None,1563.708551,None,1563.708551,None,1563.708551,None,1563.708551,None,1563.708551,None,28,1563.708551,None,1563.708551,None,0.00127224,None,1563.708551,None,7.901041667,2.396392,1572.116126,None,1572.116126,None,1572.116126,None,1572.116126,None,None,None,1574.525577,None,-0.002604167,-0.3046875,1,0,0,8.374801,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,114,0,,,,,,,,,,,,,,,None,None,None,None,None,1576.398492,None,1576.398492,None,1576.398492,None,1576.398492,None,j,0.231763,1576.398492,None,1576.398492,None,1576.680307,None,1576.680307,None,1576.680307,None,1576.680307,None,1576.680307,None,1576.680307,None,1576.977839,1577.995106,1576.977839,1577.995106,1578.026554,None,1578.026554,None,1578.026554,None,1578.026554,None,1578.026554,None,1578.026554,None,1578.026554,None,1578.026554,None,1578.026554,None,35,25,23,61,61,67,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,1580.568944,None,1580.568944,None,1580.568944,None,1580.568944,None,1580.568944,None,1580.568944,None,46,1580.568944,None,1580.568944,None,0.00160824,None,1580.568944,None,8.018229167,1.9330777,1585.939145,None,1585.939145,None,1585.939145,None,1585.939145,None,None,None,1587.900025,None,0.079427083,-0.287760417,1,0,0,5.3393204,tijiao_random_2,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
0,0,115,0,,,,,,,,,,,,,,,None,None,None,None,None,1589.607926,None,1589.607926,None,1589.607926,None,1589.607926,None,r,0.2334368,1589.607926,None,1589.607926,None,1589.896258,None,1589.896258,None,1589.896258,None,1589.896258,None,1589.896258,None,1589.896258,None,1590.187019,1592.005004,1590.187019,1592.005004,1592.035442,None,1592.035442,None,1592.035442,None,1592.035442,None,1592.035442,None,1592.035442,None,1592.035442,None,1592.035442,None,1592.035442,None,40,15,34,65,40,65,1594.55448,None,4,2.3233172,1594.55448,None,1594.55448,None,1594.55448,None,1594.55448,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1596.927369,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
1,0,116,0,,,,,,,,,,,,,,,None,None,None,None,None,1598.729922,None,1598.729922,None,1598.729922,None,1598.729922,None,j,0.2514852,1598.729922,None,1598.729922,None,1599.030377,None,1599.030377,None,1599.030377,None,1599.030377,None,1599.030377,None,1599.030377,None,1599.326526,None,1599.326526,None,1600.530874,None,1600.530874,None,1600.530874,None,1600.530874,None,1600.530874,None,1600.530874,None,1600.530874,None,1600.530874,None,1600.530874,None,35,29,25,70,70,51,None,None,None,None,None,None,None,None,None,None,None,None,80,1603.053661,None,80,1603.053661,None,1603.053661,None,1603.053661,None,1603.053661,None,1603.053661,None,1603.053661,None,1603.053661,None,0.001302083,-0.248697917,1,0,0,4.0875336,tijiao,0.00061006,None,1603.053661,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,3.96875,1.8655929,1608.271388,None,1608.271388,None,1608.271388,None,1608.271388,None,None,None,1610.167457,None,,,,,,,,,237,f,22,2023_Mar_21_1515,RL,2021.2.3,59.84515664
