bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,expectself.text,expectself.started,expectself.stopped,tijiao_click.started,tijiao_click.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,,,,,,None,None,None,None,None,131.8940638,None,131.8940638,None,131.8940638,None,131.8940638,None,r,0.7851974,131.8940638,None,131.8940638,None,132.7281884,None,132.7281884,None,132.7281884,None,132.7281884,None,132.7281884,None,132.7281884,None,133.0239389,None,133.0239389,None,134.9596723,None,134.9596723,None,134.9596723,None,134.9596723,None,134.9596723,None,134.9596723,None,134.9596723,None,134.9596723,None,134.9596723,None,52,51,52,74,52,73,137.4809703,None,3,2.1517703,137.4809703,None,137.4809703,None,137.4809703,None,137.4809703,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,139.6831299,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,9,9,9,,,,,,,,,,,,,,,None,None,None,None,None,141.3674566,None,141.3674566,None,141.3674566,None,141.3674566,None,f,0.7428876,141.3674566,None,141.3674566,None,142.1546009,None,142.1546009,None,142.1546009,None,142.1546009,None,142.1546009,None,142.1546009,None,142.4473095,144.1149281,142.4473095,144.1149281,144.1471565,None,144.1471565,None,144.1471565,None,144.1471565,None,144.1471565,None,144.1471565,None,144.1471565,None,144.1471565,None,144.1471565,None,54,62,51,69,62,51,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,1,146.6947631,None,146.6947631,None,146.6947631,None,146.6947631,None,146.6947631,None,146.6947631,None,55,146.6947631,None,146.6947631,None,0.01445388,None,10.24479167,0.8683516,151.6046103,None,151.6046103,None,151.6046103,None,151.6046103,None,None,None,152.4867615,None,,,,,,,,0.108072917,-0.264322917,1,0,0,4.8522829,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,,,,,,None,None,None,None,None,154.1428288,None,154.1428288,None,154.1428288,None,154.1428288,None,j,0.6676066,154.1428288,None,154.1428288,None,154.8610035,None,154.8610035,None,154.8610035,None,154.8610035,None,154.8610035,None,154.8610035,None,155.1554376,None,155.1554376,None,156.6889848,None,156.6889848,None,156.6889848,None,156.6889848,None,156.6889848,None,156.6889848,None,156.6889848,None,156.6889848,None,156.6889848,None,43,55,49,70,70,72,159.2132285,None,6,1.9021361,159.2132285,None,159.2132285,None,159.2132285,None,159.2132285,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,161.1797633,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,11,11,11,,,,,,,,,,,,,,,None,None,None,None,None,163.0990229,None,163.0990229,None,163.0990229,None,163.0990229,None,f,0.6515291,163.0990229,None,163.0990229,None,163.8008247,None,163.8008247,None,163.8008247,None,163.8008247,None,163.8008247,None,163.8008247,None,164.0954962,None,164.0954962,None,165.4256278,None,165.4256278,None,165.4256278,None,165.4256278,None,165.4256278,None,165.4256278,None,165.4256278,None,165.4256278,None,165.4256278,None,34,62,49,69,62,43,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,1,167.9750925,None,167.9750925,None,167.9750925,None,167.9750925,None,167.9750925,None,167.9750925,None,75,167.9750925,None,167.9750925,None,0.01477768,None,9.893229167,1.0614787,173.4430568,None,173.4430568,None,173.4430568,None,173.4430568,None,None,None,174.5186971,None,,,,,,,,0.2421875,-0.23046875,1,0,0,4.268552,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,,,,,,None,None,None,None,None,176.0908537,None,176.0908537,None,176.0908537,None,176.0908537,None,i,1.0598347,176.0908537,None,176.0908537,None,177.1945865,None,177.1945865,None,177.1945865,None,177.1945865,None,177.1945865,None,177.1945865,None,177.4880217,None,177.4880217,None,178.4196899,None,178.4196899,None,178.4196899,None,178.4196899,None,178.4196899,None,178.4196899,None,178.4196899,None,178.4196899,None,178.4196899,None,35,56,53,69,53,67,180.9417878,None,3,2.3533059,180.9417878,None,180.9417878,None,180.9417878,None,180.9417878,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,183.3483677,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,13,13,13,,,,,,,,,,,,,,,None,None,None,None,None,185.0641718,None,185.0641718,None,185.0641718,None,185.0641718,None,j,0.5769923,185.0641718,None,185.0641718,None,185.6832866,None,185.6832866,None,185.6832866,None,185.6832866,None,185.6832866,None,185.6832866,None,185.9773206,None,185.9773206,None,187.8938419,None,187.8938419,None,187.8938419,None,187.8938419,None,187.8938419,None,187.8938419,None,187.8938419,None,187.8938419,None,187.8938419,None,41,68,55,68,68,61,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,1,190.4364287,None,190.4364287,None,190.4364287,None,190.4364287,None,190.4364287,None,190.4364287,None,65,190.4364287,None,190.4364287,None,0.00178116,None,4.8671875,1.0724567,199.4092588,None,199.4092588,None,199.4092588,None,199.4092588,None,None,None,200.5019888,None,,,,,,,,0.299479167,-0.291666667,1,0,0,7.5074973,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,,,,,,None,None,None,None,None,202.2594139,None,202.2594139,None,202.2594139,None,202.2594139,None,j,0.8214472,202.2594139,None,202.2594139,None,203.126453,None,203.126453,None,203.126453,None,203.126453,None,203.126453,None,203.126453,None,203.4229582,None,203.4229582,None,205.271776,None,205.271776,None,205.271776,None,205.271776,None,205.271776,None,205.271776,None,205.271776,None,205.271776,None,205.271776,None,35,61,47,65,65,68,207.7964324,None,4,2.3184557,207.7964324,None,207.7964324,None,207.7964324,None,207.7964324,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,210.1782226,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,15,15,15,,,,,,,,,,,,,,,None,None,None,None,None,212.0330327,None,212.0330327,None,212.0330327,None,212.0330327,None,j,0.9178905,212.0330327,None,212.0330327,None,213.0030589,None,213.0030589,None,213.0030589,None,213.0030589,None,213.0030589,None,213.0030589,None,213.2964226,214.5307493,213.2964226,214.5307493,214.5622014,None,214.5622014,None,214.5622014,None,214.5622014,None,214.5622014,None,214.5622014,None,214.5622014,None,214.5622014,None,214.5622014,None,42,58,50,64,64,66,217.08537,None,4,1.554032,217.08537,None,217.08537,None,217.08537,None,217.08537,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,218.6875847,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,,,,,,None,None,None,None,None,220.3055344,None,220.3055344,None,220.3055344,None,220.3055344,None,f,0.595319,220.3055344,None,220.3055344,None,220.942119,None,220.942119,None,220.942119,None,220.942119,None,220.942119,None,220.942119,None,221.2350827,222.7864133,221.2350827,222.7864133,222.8229525,None,222.8229525,None,222.8229525,None,222.8229525,None,222.8229525,None,222.8229525,None,222.8229525,None,222.8229525,None,222.8229525,None,38,49,49,71,49,65,None,None,None,None,None,None,None,None,None,None,None,None,47,225.3662802,None,225.3662802,None,225.3662802,None,225.3662802,None,225.3662802,None,225.3662802,None,225.3662802,None,47,225.3662802,None,0.01314036,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,8.096354167,1.4246,234.2152465,None,234.2152465,None,234.2152465,None,234.2152465,None,None,None,235.6766016,None,0.1171875,-0.315104167,1,0,0,8.8036099,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,17,17,17,,,,,,,,,,,,,,,None,None,None,None,None,237.2674169,None,237.2674169,None,237.2674169,None,237.2674169,None,i,0.5835482,237.2674169,None,237.2674169,None,237.9027431,None,237.9027431,None,237.9027431,None,237.9027431,None,237.9027431,None,237.9027431,None,238.1969596,None,238.1969596,None,239.4149053,None,239.4149053,None,239.4149053,None,239.4149053,None,239.4149053,None,239.4149053,None,239.4149053,None,239.4149053,None,239.4149053,None,38,46,50,68,50,69,241.9415011,None,3,1.3990251,241.9415011,None,241.9415011,None,241.9415011,None,241.9415011,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,243.4105076,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,,,,,,None,None,None,None,None,245.1391502,None,245.1391502,None,245.1391502,None,245.1391502,None,j,1.1518669,245.1391502,None,245.1391502,None,246.3389876,None,246.3389876,None,246.3389876,None,246.3389876,None,246.3389876,None,246.3389876,None,246.636082,None,246.636082,None,248.6544544,None,248.6544544,None,248.6544544,None,248.6544544,None,248.6544544,None,248.6544544,None,248.6544544,None,248.6544544,None,248.6544544,None,33,47,40,67,67,67,None,None,None,None,None,None,None,None,None,None,None,None,68,251.1895739,None,251.1895739,None,251.1895739,None,251.1895739,None,251.1895739,None,251.1895739,None,251.1895739,None,68,251.1895739,None,0.00809776,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,10.83072917,2.4519073,254.5610606,None,254.5610606,None,254.5610606,None,254.5610606,None,None,None,257.0262307,None,-0.044270833,-0.287760417,1,0,0,3.3279104,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,19,19,19,,,,,,,,,,,,,,,None,None,None,None,None,259.0327021,None,259.0327021,None,259.0327021,None,259.0327021,None,j,0.6484152,259.0327021,None,259.0327021,None,259.7354841,None,259.7354841,None,259.7354841,None,259.7354841,None,259.7354841,None,259.7354841,None,260.0285197,None,260.0285197,None,261.4783951,None,261.4783951,None,261.4783951,None,261.4783951,None,261.4783951,None,261.4783951,None,261.4783951,None,261.4783951,None,261.4783951,None,33,41,38,62,62,69,263.993726,None,6,1.5912858,263.993726,None,263.993726,None,263.993726,None,263.993726,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,265.6497342,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,,,,,,None,None,None,None,None,267.2550447,None,267.2550447,None,267.2550447,None,267.2550447,None,j,0.7361111,267.2550447,None,267.2550447,None,268.0389637,None,268.0389637,None,268.0389637,None,268.0389637,None,268.0389637,None,268.0389637,None,268.3344684,None,268.3344684,None,270.1651838,None,270.1651838,None,270.1651838,None,270.1651838,None,270.1651838,None,270.1651838,None,270.1651838,None,270.1651838,None,270.1651838,None,31,47,44,60,60,61,None,None,None,None,None,None,None,None,None,None,None,None,59,272.6978067,None,272.6978067,None,272.6978067,None,272.6978067,None,272.6978067,None,272.6978067,None,272.6978067,None,59,272.6978067,None,0.01448416,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,9.971354167,2.1626019,277.8797383,None,277.8797383,None,277.8797383,None,277.8797383,None,None,None,280.0591117,None,0.178385417,-0.26953125,1,0,0,5.1356446,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,21,21,21,,,,,,,,,,,,,,,None,None,None,None,None,281.7976636,None,281.7976636,None,281.7976636,None,281.7976636,None,j,0.7836104,281.7976636,None,281.7976636,None,282.6329734,None,282.6329734,None,282.6329734,None,282.6329734,None,282.6329734,None,282.6329734,None,282.9280915,284.6127399,282.9280915,284.6127399,284.6458919,None,284.6458919,None,284.6458919,None,284.6458919,None,284.6458919,None,284.6458919,None,284.6458919,None,284.6458919,None,284.6458919,None,32,46,49,62,62,70,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,1,287.1891992,None,287.1891992,None,287.1891992,None,287.1891992,None,287.1891992,None,287.1891992,None,50,287.1891992,None,287.1891992,None,0.01636568,None,6.950520833,1.8621848,296.0273812,None,296.0273812,None,296.0273812,None,296.0273812,None,None,None,297.9044054,None,,,,,,,,0.194010417,-0.235677083,1,0,0,7.3385138,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,,,,,,None,None,None,None,None,299.8773055,None,299.8773055,None,299.8773055,None,299.8773055,None,j,1.3041666,299.8773055,None,299.8773055,None,301.2287342,None,301.2287342,None,301.2287342,None,301.2287342,None,301.2287342,None,301.2287342,None,301.5244719,None,301.5244719,None,303.1880843,None,303.1880843,None,303.1880843,None,303.1880843,None,303.1880843,None,303.1880843,None,303.1880843,None,303.1880843,None,303.1880843,None,28,39,43,59,59,63,None,None,None,None,None,None,None,None,None,None,None,None,60,305.7253552,None,305.7253552,None,305.7253552,None,305.7253552,None,305.7253552,None,305.7253552,None,305.7253552,None,60,305.7253552,None,0.00971776,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,6.065104167,1.7603563,310.2179838,None,310.2179838,None,310.2179838,None,310.2179838,None,None,None,311.9959725,None,0.087239583,-0.30078125,1,0,0,4.4474727,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,23,23,23,,,,,,,,,,,,,,,None,None,None,None,None,313.7533503,None,313.7533503,None,313.7533503,None,313.7533503,None,j,0.9292786,313.7533503,None,313.7533503,None,314.7247442,None,314.7247442,None,314.7247442,None,314.7247442,None,314.7247442,None,314.7247442,None,315.01686,None,315.01686,None,316.7471057,None,316.7471057,None,316.7471057,None,316.7471057,None,316.7471057,None,316.7471057,None,316.7471057,None,316.7471057,None,316.7471057,None,45,48,48,69,69,64,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,1,319.3008139,None,319.3008139,None,319.3008139,None,319.3008139,None,319.3008139,None,319.3008139,None,72,319.3008139,None,319.3008139,None,0.01033118,None,10.03645833,1.4755441,322.9852106,None,322.9852106,None,322.9852106,None,322.9852106,None,None,None,324.4878694,None,,,,,,,,0.139322917,-0.287760417,1,0,0,3.6468408,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,,,,,,None,None,None,None,None,326.362625,None,326.362625,None,326.362625,None,326.362625,None,j,0.6000014,326.362625,None,326.362625,None,327.0128697,None,327.0128697,None,327.0128697,None,327.0128697,None,327.0128697,None,327.0128697,None,327.3087912,328.8599089,327.3087912,328.8599089,328.8914837,None,328.8914837,None,328.8914837,None,328.8914837,None,328.8914837,None,328.8914837,None,328.8914837,None,328.8914837,None,328.8914837,None,40,41,52,63,63,68,None,None,None,None,None,None,None,None,None,None,None,None,57,331.4289277,None,331.4289277,None,331.4289277,None,331.4289277,None,331.4289277,None,331.4289277,None,331.4289277,None,57,331.4289277,None,0.00831606,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,8.018229167,2.2795978,338.9941603,None,338.9941603,None,338.9941603,None,338.9941603,None,None,None,341.299886,None,0.165364583,-0.295572917,1,0,0,7.5141056,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,25,25,25,,,,,,,,,,,,,,,None,None,None,None,None,342.8073549,None,342.8073549,None,342.8073549,None,342.8073549,None,j,0.935332,342.8073549,None,342.8073549,None,343.794197,None,343.794197,None,343.794197,None,343.794197,None,343.794197,None,343.794197,None,344.0872234,345.4047034,344.0872234,345.4047034,345.4348255,None,345.4348255,None,345.4348255,None,345.4348255,None,345.4348255,None,345.4348255,None,345.4348255,None,345.4348255,None,345.4348255,None,42,41,46,63,63,73,347.9525115,None,3,1.6399567,347.9525115,None,347.9525115,None,347.9525115,None,347.9525115,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,349.6444935,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,,,,,,None,None,None,None,None,351.3956604,None,351.3956604,None,351.3956604,None,351.3956604,None,r,0.9171077,351.3956604,None,351.3956604,None,352.3643264,None,352.3643264,None,352.3643264,None,352.3643264,None,352.3643264,None,352.3643264,None,352.6598062,None,352.6598062,None,353.6548164,None,353.6548164,None,353.6548164,None,353.6548164,None,353.6548164,None,353.6548164,None,353.6548164,None,353.6548164,None,353.6548164,None,44,41,48,57,44,70,356.1829791,None,1,1.9828306,356.1829791,None,356.1829791,None,356.1829791,None,356.1829791,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,358.2148262,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,27,27,27,,,,,,,,,,,,,,,None,None,None,None,None,360.2034881,None,360.2034881,None,360.2034881,None,360.2034881,None,j,0.5493441,360.2034881,None,360.2034881,None,360.8035211,None,360.8035211,None,360.8035211,None,360.8035211,None,360.8035211,None,360.8035211,None,361.0982657,362.1494439,361.0982657,362.1494439,362.1803684,None,362.1803684,None,362.1803684,None,362.1803684,None,362.1803684,None,362.1803684,None,362.1803684,None,362.1803684,None,362.1803684,None,34,50,45,56,56,61,None,None,None,None,None,None,None,None,None,None,None,None,62,364.7098751,None,364.7098751,None,364.7098751,None,364.7098751,None,364.7098751,None,364.7098751,None,364.7098751,None,62,364.7098751,None,0.01659286,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,8.955729167,1.7169373,371.4602842,None,371.4602842,None,371.4602842,None,371.4602842,None,None,None,373.1963624,None,0.009114583,-0.404947917,1,0,0,5.9549001,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,,,,,,None,None,None,None,None,374.9629322,None,374.9629322,None,374.9629322,None,374.9629322,None,j,0.5402842,374.9629322,None,374.9629322,None,375.5479817,None,375.5479817,None,375.5479817,None,375.5479817,None,375.5479817,None,375.5479817,None,375.8424972,376.8766949,375.8424972,376.8766949,376.9099902,None,376.9099902,None,376.9099902,None,376.9099902,None,376.9099902,None,376.9099902,None,376.9099902,None,376.9099902,None,376.9099902,None,43,45,45,52,52,76,379.434056,None,1,2.3190199,379.434056,None,379.434056,None,379.434056,None,379.434056,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,381.8104327,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,29,29,29,,,,,,,,,,,,,,,None,None,None,None,None,383.7529799,None,383.7529799,None,383.7529799,None,383.7529799,None,None,,383.7529799,None,383.7529799,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32,53,44,58,0,**,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,385.4888907,None,391.5033842,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,,,,,,None,None,None,None,None,393.2756095,None,393.2756095,None,393.2756095,None,393.2756095,None,f,0.6174369,393.2756095,None,393.2756095,None,393.9496137,None,393.9496137,None,393.9496137,None,393.9496137,None,393.9496137,None,393.9496137,None,394.2382998,395.1392715,394.2382998,395.1392715,395.1718505,None,395.1718505,None,395.1718505,None,395.1718505,None,395.1718505,None,395.1718505,None,395.1718505,None,395.1718505,None,395.1718505,None,36,35,33,60,35,61,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,1,397.7209119,None,397.7209119,None,397.7209119,None,397.7209119,None,397.7209119,None,397.7209119,None,45,397.7209119,None,397.7209119,None,0.01044378,None,4.90625,0.8459005,401.4335275,None,401.4335275,None,401.4335275,None,401.4335275,None,None,None,402.2935537,None,,,,,,,,-0.0703125,-0.309895833,1,0,0,3.6807725,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,31,31,31,,,,,,,,,,,,,,,None,None,None,None,None,404.0163724,None,404.0163724,None,404.0163724,None,404.0163724,None,i,0.8468854,404.0163724,None,404.0163724,None,404.9099295,None,404.9099295,None,404.9099295,None,404.9099295,None,404.9099295,None,404.9099295,None,405.1959929,406.2469115,405.1959929,406.2469115,406.2817799,None,406.2817799,None,406.2817799,None,406.2817799,None,406.2817799,None,406.2817799,None,406.2817799,None,406.2817799,None,406.2817799,None,39,48,48,59,48,64,None,None,None,None,None,None,None,None,None,None,None,None,49,408.8142709,None,408.8142709,None,408.8142709,None,408.8142709,None,408.8142709,None,408.8142709,None,408.8142709,None,49,408.8142709,None,0.00947246,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,8.942708333,1.2878524,412.9966311,None,412.9966311,None,412.9966311,None,412.9966311,None,None,None,414.3024476,None,0.041666667,-0.25,1,0,0,4.1296958,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,,,,,,None,None,None,None,None,415.9913144,None,415.9913144,None,415.9913144,None,415.9913144,None,j,0.4619217,415.9913144,None,415.9913144,None,416.498303,None,416.498303,None,416.498303,None,416.498303,None,416.498303,None,416.498303,None,416.7872569,418.0387166,416.7872569,418.0387166,418.0725309,None,418.0725309,None,418.0725309,None,418.0725309,None,418.0725309,None,418.0725309,None,418.0725309,None,418.0725309,None,418.0725309,None,32,52,42,65,65,70,420.5952257,None,2,2.1655482,420.5952257,None,420.5952257,None,420.5952257,None,420.5952257,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,422.8190959,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,33,33,33,,,,,,,,,,,,,,,None,None,None,None,None,424.6146308,None,424.6146308,None,424.6146308,None,424.6146308,None,j,0.3686439,424.6146308,None,424.6146308,None,425.0304996,None,425.0304996,None,425.0304996,None,425.0304996,None,425.0304996,None,425.0304996,None,425.3270027,None,425.3270027,None,426.5975291,None,426.5975291,None,426.5975291,None,426.5975291,None,426.5975291,None,426.5975291,None,426.5975291,None,426.5975291,None,426.5975291,None,24,45,46,52,52,60,429.1261129,None,2,1.021831,429.1261129,None,429.1261129,None,429.1261129,None,429.1261129,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,430.2095288,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
