bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,None,400.4919239820001,400.4919239820001,400.4919239820001,400.4919239820001,400.4919239820001,400.4919239820001,j,0.3862032460001501,400.9313515240001,400.9313515240001,400.9313515240001,400.9313515240001,400.9313515240001,400.9313515240001,401.1992673499999,401.1992673499999,402.30849212500016,402.30849212500016,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,402.3294673189994,404.8289951930001,404.8289951930001,404.8289951930001,404.8289951930001,404.8289951930001,15,46,43,36,36,49,5.0,2.1258167830001184,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,407.0007264799997,408.5953222449998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,23,23,23,,,,,,,,,,None,408.5953222449998,408.5953222449998,408.5953222449998,408.5953222449998,408.5953222449998,408.5953222449998,r,0.2408238239995626,408.88452311699984,408.88452311699984,408.88452311699984,408.88452311699984,408.88452311699984,408.88452311699984,409.154547653,409.154547653,410.59253930900013,410.59253930900013,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,410.6142004739995,413.1166197069997,413.1166197069997,413.1166197069997,413.1166197069997,413.1166197069997,21,46,48,33,21,68,5.0,1.5082093609998992,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,414.6699263929995,416.44949791699946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,None,416.44949791699946,416.44949791699946,416.44949791699946,416.44949791699946,416.44949791699946,416.44949791699946,f,0.4708045799998217,416.958457449,416.958457449,416.958457449,416.958457449,416.958457449,416.958457449,417.2250264479999,417.2250264479999,419.128609075,419.128609075,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,419.1682947099998,,,,,,15,41,41,43,41,55,None,None,41,41,[0.01375],[-0.2675],[1],[0],[0],[4.353618184999505],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],8.0125,1.5560259320000114,427.65032424699984,429.6057229620001,,,,,,,,,,,426.07737085400004,426.07737085400004,426.07737085400004,426.07737085400004,421.6924828479996,421.6924828479996,421.6924828479996,421.6924828479996,421.6924828479996,421.6924828479996,421.6924828479996,421.6924828479996,0.008281007999357826,421.6924828479996,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,25,25,25,,,,,,,,,,None,429.6057229620001,429.6057229620001,429.6057229620001,429.6057229620001,429.6057229620001,429.6057229620001,j,0.4774923810000473,430.1292088609998,430.1292088609998,430.1292088609998,430.1292088609998,430.1292088609998,430.1292088609998,430.39689512599944,430.39689512599944,432.17445889400005,432.17445889400005,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,432.21259871500024,434.7096166659994,434.7096166659994,434.7096166659994,434.7096166659994,434.7096166659994,21,50,54,27,27,38,4.0,2.5081935660000454,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,437.26460604800013,439.22635588699995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,None,439.22635588699995,439.22635588699995,439.22635588699995,439.22635588699995,439.22635588699995,439.22635588699995,i,0.4592519079997146,439.73238380099974,439.73238380099974,439.73238380099974,439.73238380099974,439.73238380099974,439.73238380099974,440.00241998599995,440.00241998599995,441.2034791899996,441.2034791899996,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,441.24384296399967,443.7494993680002,443.7494993680002,443.7494993680002,443.7494993680002,443.7494993680002,25,43,49,38,49,47,5.0,2.275789261000682,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,446.06997967499956,448.0138378679994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,27,27,27,,,,,,,,,,None,448.0138378679994,448.0138378679994,448.0138378679994,448.0138378679994,448.0138378679994,448.0138378679994,f,0.5401441009998962,448.60197049699946,448.60197049699946,448.60197049699946,448.60197049699946,448.60197049699946,448.60197049699946,448.87291078199996,448.87291078199996,450.0446611689995,450.0446611689995,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,450.082974336,452.58963996999955,452.58963996999955,452.58963996999955,452.58963996999955,452.58963996999955,20,46,45,32,46,36,6.0,2.0361740429998463,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,454.6717463690002,456.65195393199974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,None,456.65195393199974,456.65195393199974,456.65195393199974,456.65195393199974,456.65195393199974,456.65195393199974,i,0.4873090989995035,457.1947142979998,457.1947142979998,457.1947142979998,457.1947142979998,457.1947142979998,457.1947142979998,457.47092714599967,457.47092714599967,459.102255238,459.102255238,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,459.12094718699973,461.62418773899935,461.62418773899935,461.62418773899935,461.62418773899935,461.62418773899935,15,44,49,31,49,54,5.0,2.775299451999672,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,464.44371206399956,466.05457760099944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,29,29,29,,,,,,,,,,None,466.05457760099944,466.05457760099944,466.05457760099944,466.05457760099944,466.05457760099944,466.05457760099944,f,0.40633872499984136,466.51467496700025,466.51467496700025,466.51467496700025,466.51467496700025,466.51467496700025,466.51467496700025,466.7801012709997,466.7801012709997,467.9830500099997,467.9830500099997,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,468.02334642000005,,,,,,19,34,47,30,34,63,None,None,,,[],[],[],[],[],[],[],-0.2,1,40,[-0.00125],[-0.28],[1],[0],[0],[3.74651526299931],['tijiao_random_2'],6.6000000000000005,2.068502666000313,476.4146042989996,478.14418631599983,470.5634956819995,470.5634956819995,470.5634956819995,470.5634956819995,470.5634956819995,470.5634956819995,470.5634956819995,470.5634956819995,0.010661978999451094,470.5634956819995,474.32722173299953,474.32722173299953,474.32722173299953,474.32722173299953,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,None,478.14418631599983,478.14418631599983,478.14418631599983,478.14418631599983,478.14418631599983,478.14418631599983,j,0.3736683549996087,478.5734833480001,478.5734833480001,478.5734833480001,478.5734833480001,478.5734833480001,478.5734833480001,478.85004778299935,478.85004778299935,480.5591092679997,480.5591092679997,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,480.5986285990002,,,,,,19,46,51,37,37,64,None,None,34,34,[0.0175],[-0.29],[1],[0],[0],[6.770004901999528],['tijiao'],0.6,0,,[],[],[],[],[],[],[],5.9625,1.9679306489997543,491.9126590759997,493.6866664879999,,,,,,,,,,,489.9276719649997,489.9276719649997,489.9276719649997,489.9276719649997,483.1313008369998,483.1313008369998,483.1313008369998,483.1313008369998,483.1313008369998,483.1313008369998,483.1313008369998,483.1313008369998,0.00870812199991633,483.1313008369998,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,31,31,31,,,,,,,,,,None,493.6866664879999,493.6866664879999,493.6866664879999,493.6866664879999,493.6866664879999,493.6866664879999,r,0.24446352300037688,493.97371064599974,493.97371064599974,493.97371064599974,493.97371064599974,493.97371064599974,493.97371064599974,494.2430785589995,494.2430785589995,495.28591124299965,495.28591124299965,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,495.3240938079998,,,,,,20,46,56,33,20,61,None,None,28,28,[-0.06625],[-0.2875],[1],[0],[0],[4.667610751999746],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],4.025,1.7388636929999848,504.3045916450001,505.9422760469997,,,,,,,,,,,502.5489628859996,502.5489628859996,502.5489628859996,502.5489628859996,497.85367405499983,497.85367405499983,497.85367405499983,497.85367405499983,497.85367405499983,497.85367405499983,497.85367405499983,497.85367405499983,0.008728542000426387,497.85367405499983,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,None,505.9422760469997,505.9422760469997,505.9422760469997,505.9422760469997,505.9422760469997,505.9422760469997,f,0.417786798000634,506.4147037040002,506.4147037040002,506.4147037040002,506.4147037040002,506.4147037040002,506.4147037040002,506.68257703699965,506.68257703699965,507.70592609899995,507.70592609899995,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,507.74214149099953,,,,,,26,51,48,36,51,55,None,None,,,[],[],[],[],[],[],[],-0.2,1,53,[0.0325],[-0.28375],[1],[0],[0],[6.076117334999253],['tijiao_random_2'],4.9875,1.6384231760002876,518.0376357320001,519.897294976,510.28662514000007,510.28662514000007,510.28662514000007,510.28662514000007,510.28662514000007,510.28662514000007,510.28662514000007,510.28662514000007,0.010560405000433093,510.28662514000007,516.3805756299998,516.3805756299998,516.3805756299998,516.3805756299998,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,33,33,33,,,,,,,,,,None,519.897294976,519.897294976,519.897294976,519.897294976,519.897294976,519.897294976,i,0.20359637900037342,520.1509822620001,520.1509822620001,520.1509822620001,520.1509822620001,520.1509822620001,520.1509822620001,520.4231245439996,520.4231245439996,521.4344746609995,521.4344746609995,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,521.4735541230002,,,,,,23,58,53,49,53,47,None,None,,,[],[],[],[],[],[],[],0.6,1,26,[-0.0625],[-0.27625],[1],[0],[0],[7.977751892000015],['tijiao_random_2'],6.4625,2.330511805000242,534.3603685110002,535.923133495,524.0196113749998,524.0196113749998,524.0196113749998,524.0196113749998,524.0196113749998,524.0196113749998,524.0196113749998,524.0196113749998,0.010299982000105956,524.0196113749998,532.0093576539994,532.0093576539994,532.0093576539994,532.0093576539994,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,None,535.923133495,535.923133495,535.923133495,535.923133495,535.923133495,535.923133495,f,0.3225602129996332,536.2933102549996,536.2933102549996,536.2933102549996,536.2933102549996,536.2933102549996,536.2933102549996,536.5627996610001,536.5627996610001,538.2310355449999,538.2310355449999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,538.2558799429999,540.7566412249998,540.7566412249998,540.7566412249998,540.7566412249998,540.7566412249998,23,57,51,54,57,60,5.0,1.211763797000458,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,542.0114278330002,543.626857491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,35,35,35,,,,,,,,,,None,543.626857491,543.626857491,543.626857491,543.626857491,543.626857491,543.626857491,i,0.511356894000528,544.1905333730001,544.1905333730001,544.1905333730001,544.1905333730001,544.1905333730001,544.1905333730001,544.4520218279995,544.4520218279995,545.8617175809995,545.8617175809995,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,545.8991850880002,,,,,,27,58,49,54,49,68,None,None,46,46,[-0.00375],[-0.305],[1],[0],[0],[4.975195942000028],['tijiao'],0.6,0,,[],[],[],[],[],[],[],4.975,2.7605576620007923,556.2057197120002,557.7335056229995,,,,,,,,,,,553.4270945749995,553.4270945749995,553.4270945749995,553.4270945749995,548.4212117269999,548.4212117269999,548.4212117269999,548.4212117269999,548.4212117269999,548.4212117269999,548.4212117269999,548.4212117269999,0.008704875000148604,548.4212117269999,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,None,557.7335056229995,557.7335056229995,557.7335056229995,557.7335056229995,557.7335056229995,557.7335056229995,f,0.25791775499965297,558.0399080469997,558.0399080469997,558.0399080469997,558.0399080469997,558.0399080469997,558.0399080469997,558.3072006490002,558.3072006490002,559.4102814460002,559.4102814460002,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,559.4494911189995,,,,,,23,58,46,56,58,42,None,None,,,[],[],[],[],[],[],[],0.6,1,21,[0.0025],[-0.2925],[1],[0],[0],[4.433618765999199],['tijiao_random_2'],5.987500000000001,2.066938115999619,568.5190548410001,570.2214357309995,561.9878508749998,561.9878508749998,561.9878508749998,561.9878508749998,561.9878508749998,561.9878508749998,561.9878508749998,561.9878508749998,0.010651411000253574,561.9878508749998,566.4329179380002,566.4329179380002,566.4329179380002,566.4329179380002,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,37,37,37,,,,,,,,,,None,570.2214357309995,570.2214357309995,570.2214357309995,570.2214357309995,570.2214357309995,570.2214357309995,j,0.5232897650002997,570.7949245729997,570.7949245729997,570.7949245729997,570.7949245729997,570.7949245729997,570.7949245729997,571.0633697809999,571.0633697809999,572.4954302039996,572.4954302039996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,572.5382871129996,575.034248211,575.034248211,575.034248211,575.034248211,575.034248211,26,60,49,56,56,42,6.0,3.4171277920004286,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,578.4970280629996,580.3933951119998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,None,580.3933951119998,580.3933951119998,580.3933951119998,580.3933951119998,580.3933951119998,580.3933951119998,j,0.6193288949998532,581.064045565,581.064045565,581.064045565,581.064045565,581.064045565,581.064045565,581.3339657830002,581.3339657830002,582.334953091,582.334953091,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,582.3741837440002,584.8796678640001,584.8796678640001,584.8796678640001,584.8796678640001,584.8796678640001,22,59,53,51,51,58,5.0,1.7424442160008766,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,586.6672861970001,588.6485979019999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,39,39,39,,,,,,,,,,None,588.6485979019999,588.6485979019999,588.6485979019999,588.6485979019999,588.6485979019999,588.6485979019999,i,0.4070074889996249,589.1028315049998,589.1028315049998,589.1028315049998,589.1028315049998,589.1028315049998,589.1028315049998,589.3730967619995,589.3730967619995,590.3642979919996,590.3642979919996,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,590.4018301759997,592.9154666349996,592.9154666349996,592.9154666349996,592.9154666349996,592.9154666349996,20,57,42,45,42,45,6.0,1.0947901610006738,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,594.055492904,595.7503948180001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,None,595.7503948180001,595.7503948180001,595.7503948180001,595.7503948180001,595.7503948180001,595.7503948180001,f,0.34458477899988793,596.1388152569998,596.1388152569998,596.1388152569998,596.1388152569998,596.1388152569998,596.1388152569998,596.4096997279994,596.4096997279994,597.6862164029999,597.6862164029999,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,597.7272215069997,,,,,,20,52,46,41,52,55,None,None,,,[],[],[],[],[],[],[],0.6,1,40,[0.09125],[-0.29125],[1],[0],[0],[4.7169623890004],['tijiao_random_2'],4.35,2.7326591159999225,607.7460836159999,609.5580168659999,600.2634907539996,600.2634907539996,600.2634907539996,600.2634907539996,600.2634907539996,600.2634907539996,600.2634907539996,600.2634907539996,0.010327072000109183,600.2634907539996,604.9944326630002,604.9944326630002,604.9944326630002,604.9944326630002,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,41,41,41,,,,,,,,,,None,609.5580168659999,609.5580168659999,609.5580168659999,609.5580168659999,609.5580168659999,609.5580168659999,r,0.23010336500010453,609.8273845029998,609.8273845029998,609.8273845029998,609.8273845029998,609.8273845029998,609.8273845029998,610.100646465,610.100646465,611.2552267579995,611.2552267579995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,611.2941543239995,613.8082372839999,613.8082372839999,613.8082372839999,613.8082372839999,613.8082372839999,19,62,47,44,19,61,2.0,2.7480210789999546,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,616.5989038520001,618.5622317239995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,None,618.5622317239995,618.5622317239995,618.5622317239995,618.5622317239995,618.5622317239995,618.5622317239995,f,0.3799199099994439,618.9834223520002,618.9834223520002,618.9834223520002,618.9834223520002,618.9834223520002,618.9834223520002,619.2534223579996,619.2534223579996,620.6993800569999,620.6993800569999,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,620.7489923449994,623.243809564,623.243809564,623.243809564,623.243809564,623.243809564,26,57,55,52,57,70,5.0,1.7809314080004697,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,625.0708605600003,627.0653880169993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,43,43,43,,,,,,,,,,None,627.0653880169993,627.0653880169993,627.0653880169993,627.0653880169993,627.0653880169993,627.0653880169993,i,0.35728978399947664,627.4726049800001,627.4726049800001,627.4726049800001,627.4726049800001,627.4726049800001,627.4726049800001,627.7413211949997,627.7413211949997,628.9097611349998,628.9097611349998,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,628.9333209420001,631.4494655279996,631.4494655279996,631.4494655279996,631.4494655279996,631.4494655279996,21,60,48,57,48,60,6.0,1.294999003999692,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,632.7873569409994,634.4865836959998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,None,634.4865836959998,634.4865836959998,634.4865836959998,634.4865836959998,634.4865836959998,634.4865836959998,j,0.35455905299932056,634.8940750559996,634.8940750559996,634.8940750559996,634.8940750559996,634.8940750559996,634.8940750559996,635.1619759119994,635.1619759119994,637.0587198789999,637.0587198789999,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,637.0993866230001,,,,,,13,52,43,52,52,55,None,None,46,46,[0.03625],[-0.27],[1],[0],[0],[4.47350357599953],['tijiao'],0.6,0,,[],[],[],[],[],[],[],5.4125000000000005,2.0986263839995445,646.239980202,647.808992239,,,,,,,,,,,644.1220501529997,644.1220501529997,644.1220501529997,644.1220501529997,639.6222044159995,639.6222044159995,639.6222044159995,639.6222044159995,639.6222044159995,639.6222044159995,639.6222044159995,639.6222044159995,0.009133687000030477,639.6222044159995,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,45,45,45,,,,,,,,,,None,647.808992239,647.808992239,647.808992239,647.808992239,647.808992239,647.808992239,f,0.2470035039996219,648.0974189449998,648.0974189449998,648.0974189449998,648.0974189449998,648.0974189449998,648.0974189449998,648.3669504250001,648.3669504250001,649.8049027010002,649.8049027010002,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,649.8411103050003,,,,,,12,50,38,54,50,35,None,None,36,36,[-0.02625],[-0.29125],[1],[0],[0],[6.578054552999674],['tijiao'],0.6,0,,[],[],[],[],[],[],[],4.9,4.072469370999897,663.0597337150002,664.6829190099998,,,,,,,,,,,658.971113519,658.971113519,658.971113519,658.971113519,652.3621912389999,652.3621912389999,652.3621912389999,652.3621912389999,652.3621912389999,652.3621912389999,652.3621912389999,652.3621912389999,0.009054995999576931,652.3621912389999,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,46,46,46,,,,,,,,,,None,664.6829190099998,664.6829190099998,664.6829190099998,664.6829190099998,664.6829190099998,664.6829190099998,i,0.5435666539997328,665.2724115869996,665.2724115869996,665.2724115869996,665.2724115869996,665.2724115869996,665.2724115869996,665.5402384569998,665.5402384569998,666.5103377999994,666.5103377999994,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,666.550567534,669.0628622839995,669.0628622839995,669.0628622839995,669.0628622839995,669.0628622839995,9,60,39,44,39,48,5.0,1.9321777049999582,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,671.0388933650001,672.6544673500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
