bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,234.9304770459994,234.9304770459994,234.9304770459994,234.9304770459994,234.9304770459994,234.9304770459994,f,0.9247374219994526,235.90046288699978,235.90046288699978,235.90046288699978,235.90046288699978,235.90046288699978,235.90046288699978,236.17079469999953,236.17079469999953,237.7144687079999,237.7144687079999,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,237.73529542799952,240.25067383199985,240.25067383199985,240.25067383199985,240.25067383199985,240.25067383199985,31,56,47,42,56,46,6.0,1.6915487449996363,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,241.98623237999982,243.76825444799942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,243.76825444799942,243.76825444799942,243.76825444799942,243.76825444799942,243.76825444799942,243.76825444799942,i,0.5556450419999237,244.36347974299952,244.36347974299952,244.36347974299952,244.36347974299952,244.36347974299952,244.36347974299952,244.62985704599942,244.62985704599942,246.59078902199963,246.59078902199963,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,246.63111539500005,,,,,,27,58,43,34,43,46,None,None,47,47,[0.06],[-0.26375],[1],[0],[0],[5.224055538999892],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.887500000000001,1.7495814789999713,256.1677138650002,258.00807595599963,,,,,,,,,,,254.40618807099963,254.40618807099963,254.40618807099963,254.40618807099963,249.14617969899973,249.14617969899973,249.14617969899973,249.14617969899973,249.14617969899973,249.14617969899973,249.14617969899973,249.14617969899973,0.008803356000498752,249.14617969899973,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,258.00807595599963,258.00807595599963,258.00807595599963,258.00807595599963,258.00807595599963,258.00807595599963,j,0.314647887999854,258.3794129219996,258.3794129219996,258.3794129219996,258.3794129219996,258.3794129219996,258.3794129219996,258.64833662099954,258.64833662099954,259.87591080399943,259.87591080399943,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,259.9156861089996,,,,,,26,49,43,48,48,49,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[0.06125],[-0.32625],[1],[0],[0],[3.937930857000538],['tijiao_random_2'],7.2749999999999995,1.9856808969998383,268.4180257279995,270.097207326,262.45968680900023,262.45968680900023,262.45968680900023,262.45968680900023,262.45968680900023,262.45968680900023,262.45968680900023,262.45968680900023,0.010114145000443386,262.45968680900023,266.413524863,266.413524863,266.413524863,266.413524863,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,270.097207326,270.097207326,270.097207326,270.097207326,270.097207326,270.097207326,j,0.9168801829991935,271.0671266919999,271.0671266919999,271.0671266919999,271.0671266919999,271.0671266919999,271.0671266919999,271.3373059209998,271.3373059209998,273.13265264300026,273.13265264300026,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,273.1750756699994,,,,,,25,53,34,41,41,51,None,None,42,42,[-0.055],[-0.3],[1],[0],[0],[5.431197955000243],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],7.5375000000000005,2.2113177989995165,283.3894157759996,285.18761283999993,,,,,,,,,,,281.15661960499983,281.15661960499983,281.15661960499983,281.15661960499983,275.69538402299986,275.69538402299986,275.69538402299986,275.69538402299986,275.69538402299986,275.69538402299986,275.69538402299986,275.69538402299986,0.009647924000091734,275.69538402299986,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,285.18761283999993,285.18761283999993,285.18761283999993,285.18761283999993,285.18761283999993,285.18761283999993,r,0.6229886590008391,285.85806642900025,285.85806642900025,285.85806642900025,285.85806642900025,285.85806642900025,285.85806642900025,286.12866300599944,286.12866300599944,287.3256049419997,287.3256049419997,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,287.3493572839998,289.84613530499973,289.84613530499973,289.84613530499973,289.84613530499973,289.84613530499973,22,46,39,43,22,47,5.0,1.4235681669997575,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,291.31514513,293.29064466399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,293.29064466399996,293.29064466399996,293.29064466399996,293.29064466399996,293.29064466399996,293.29064466399996,f,0.8268188729998656,294.15943949600023,294.15943949600023,294.15943949600023,294.15943949600023,294.15943949600023,294.15943949600023,294.42801744499957,294.42801744499957,295.7919452870001,295.7919452870001,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,295.82953783099947,298.33156886599954,298.33156886599954,298.33156886599954,298.33156886599954,298.33156886599954,17,56,40,42,56,51,6.0,2.42221808100021,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,300.79990148700017,302.32890993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,302.32890993,302.32890993,302.32890993,302.32890993,302.32890993,302.32890993,i,0.7854196649996084,303.1567268789995,303.1567268789995,303.1567268789995,303.1567268789995,303.1567268789995,303.1567268789995,303.42300462799994,303.42300462799994,304.8056085119997,304.8056085119997,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,304.84510536699963,307.34567212599995,307.34567212599995,307.34567212599995,307.34567212599995,307.34567212599995,18,57,40,37,40,47,6.0,1.8942066420004267,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,309.28519364600015,311.0331100449994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,311.0331100449994,311.0331100449994,311.0331100449994,311.0331100449994,311.0331100449994,311.0331100449994,f,0.4570740700000897,311.5427419890002,311.5427419890002,311.5427419890002,311.5427419890002,311.5427419890002,311.5427419890002,311.807456773,311.807456773,312.82148061599946,312.82148061599946,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,312.8606631599996,315.3709759209996,315.3709759209996,315.3709759209996,315.3709759209996,315.3709759209996,10,59,37,21,59,49,7.0,1.7240718220000417,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,317.1390808549995,318.8198995550001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,318.8198995550001,318.8198995550001,318.8198995550001,318.8198995550001,318.8198995550001,318.8198995550001,i,1.1298091530006786,319.9930880849997,319.9930880849997,319.9930880849997,319.9930880849997,319.9930880849997,319.9930880849997,320.26217387499946,320.26217387499946,321.8637170080001,321.8637170080001,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,321.90364895399944,,,,,,17,48,42,38,42,63,None,None,,,[],[],[],[],[],[],[],0.2,1,48,[0.14375],[-0.315],[1],[0],[0],[7.025899592000314],['tijiao_random_2'],8.95,2.081206992999796,333.58589400300025,335.49285219899957,324.4434254789994,324.4434254789994,324.4434254789994,324.4434254789994,324.4434254789994,324.4434254789994,324.4434254789994,324.4434254789994,0.01004470800035051,324.4434254789994,331.4861540229995,331.4861540229995,331.4861540229995,331.4861540229995,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,335.49285219899957,335.49285219899957,335.49285219899957,335.49285219899957,335.49285219899957,335.49285219899957,i,0.8586831860002349,336.39813214199967,336.39813214199967,336.39813214199967,336.39813214199967,336.39813214199967,336.39813214199967,336.6701125459995,336.6701125459995,338.21550278799987,338.21550278799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,338.23754328799987,340.7401629469996,340.7401629469996,340.7401629469996,340.7401629469996,340.7401629469996,16,56,41,38,41,53,6.0,2.200331295000069,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,342.9849132339996,344.9154272810001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,344.9154272810001,344.9154272810001,344.9154272810001,344.9154272810001,344.9154272810001,344.9154272810001,f,0.3685709829996995,345.33759747899967,345.33759747899967,345.33759747899967,345.33759747899967,345.33759747899967,345.33759747899967,345.60570403400015,345.60570403400015,347.4956682390002,347.4956682390002,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,347.5311246889996,,,,,,14,48,41,33,48,47,None,None,52,52,[0.0175],[-0.305],[1],[0],[0],[6.813199408999935],['tijiao'],0.6,0,,[],[],[],[],[],[],[],8.875,1.931909257999905,358.8516055049995,360.40508941999997,,,,,,,,,,,356.90451637499973,356.90451637499973,356.90451637499973,356.90451637499973,350.06145763899985,350.06145763899985,350.06145763899985,350.06145763899985,350.06145763899985,350.06145763899985,350.06145763899985,350.06145763899985,0.008830151999973168,350.06145763899985,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,360.40508941999997,360.40508941999997,360.40508941999997,360.40508941999997,360.40508941999997,360.40508941999997,f,0.4179703840000002,360.87723491499946,360.87723491499946,360.87723491499946,360.87723491499946,360.87723491499946,360.87723491499946,361.14628932399955,361.14628932399955,363.0476125269997,363.0476125269997,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,363.07052055700024,,,,,,14,49,45,40,49,47,None,None,51,51,[-0.01875],[-0.30125],[1],[0],[0],[6.704485201999887],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],8.4375,2.3222833810004886,374.66066478299945,376.31429251400004,,,,,,,,,,,372.3209557660002,372.3209557660002,372.3209557660002,372.3209557660002,365.5864253259997,365.5864253259997,365.5864253259997,365.5864253259997,365.5864253259997,365.5864253259997,365.5864253259997,365.5864253259997,0.009230388999640127,365.5864253259997,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,376.31429251400004,376.31429251400004,376.31429251400004,376.31429251400004,376.31429251400004,376.31429251400004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,50,40,37,0,**,None,None,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,383.8986225239996,385.785395033,,,,,,,,,,,,,,,,,,,,,,,,,377.8838087009999,383.8986225239996,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,385.785395033,385.785395033,385.785395033,385.785395033,385.785395033,385.785395033,f,0.34826111099937407,386.17889057199955,386.17889057199955,386.17889057199955,386.17889057199955,386.17889057199955,386.17889057199955,386.45092853499955,386.45092853499955,387.32407946199964,387.32407946199964,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,387.3641663569997,,,,,,17,47,44,48,47,64,None,None,46,46,[0.0425],[-0.31125],[1],[0],[0],[7.29684300900044],['tijiao'],0.6,0,,[],[],[],[],[],[],[],7.0,1.5468379999992976,398.7852814299995,400.4919239820001,,,,,,,,,,,397.2168358509998,397.2168358509998,397.2168358509998,397.2168358509998,389.8932888299996,389.8932888299996,389.8932888299996,389.8932888299996,389.8932888299996,389.8932888299996,389.8932888299996,389.8932888299996,0.008801649999440997,389.8932888299996,,,,,,172,f,23,2023-04-04_11h08.35.302,RL,2022.2.4,59.737073721748104,
