bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,19.924859500024468,None,space,3.8646153000881895,19.924859500024468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
,,,,,,,,,,,,,23.825486200046726,None,s,10.254224099917337,23.825486200046726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,34.114263600087725,None,None,None,None,None,None,35.20209740009159,None,35.20209740009159,None,35.20209740009159,None,35.20209740009159,None,f,0.35744379996322095,35.20209740009159,None,35.20209740009159,None,35.67442910000682,None,35.67442910000682,None,35.67442910000682,None,35.67442910000682,None,35.67442910000682,None,35.67442910000682,None,35.971453500096686,None,35.971453500096686,None,37.712403000099584,None,37.712403000099584,None,37.712403000099584,None,37.712403000099584,None,37.712403000099584,None,37.712403000099584,None,37.712403000099584,None,37.712403000099584,None,37.712403000099584,None,34,39,75,27,39,59,40.325410400051624,None,2.0,2.9592183000640944,40.325410400051624,None,40.325410400051624,None,40.325410400051624,None,40.325410400051624,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.84999570006039,None,,,,,,,,,,,,,,,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,45.68111700005829,None,45.68111700005829,None,45.68111700005829,None,45.68111700005829,None,i,0.37845359998755157,45.68111700005829,None,45.68111700005829,None,46.1073264000006,None,46.1073264000006,None,46.1073264000006,None,46.1073264000006,None,46.1073264000006,None,46.1073264000006,None,46.378721600049175,48.329959199996665,46.378721600049175,48.329959199996665,48.38364970008843,None,48.38364970008843,None,48.38364970008843,None,48.38364970008843,None,48.38364970008843,None,48.38364970008843,None,48.38364970008843,None,48.38364970008843,None,48.38364970008843,None,26,52,70,32,70,51,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,1,50.97800460003782,None,50.97800460003782,None,50.97800460003782,None,50.97800460003782,None,50.97800460003782,None,50.97800460003782,None,80,50.97800460003782,None,50.97800460003782,None,0.013734170002862811,None,50.97800460003782,None,7.028645833333334,2.3107768999179825,55.659668900072575,None,55.659668900072575,None,55.659668900072575,None,55.659668900072575,None,None,None,57.98512640001718,None,0.053385416666666664,-0.3216145833333333,1,0,0,4.61790850001853,tijiao_random_2,,,,,,,,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,59.70766580000054,None,59.70766580000054,None,59.70766580000054,None,59.70766580000054,None,j,0.45189689996186644,59.70766580000054,None,59.70766580000054,None,60.208270400064066,None,60.208270400064066,None,60.208270400064066,None,60.208270400064066,None,60.208270400064066,None,60.208270400064066,None,60.505163600086235,None,60.505163600086235,None,61.58918600005563,None,61.58918600005563,None,61.58918600005563,None,61.58918600005563,None,61.58918600005563,None,61.58918600005563,None,61.58918600005563,None,61.58918600005563,None,61.58918600005563,None,20,44,72,23,23,41,None,None,None,None,None,None,None,None,None,None,None,None,50,64.13808240008075,None,50,64.13808240008075,None,64.13808240008075,None,64.13808240008075,None,64.13808240008075,None,64.13808240008075,None,64.13808240008075,None,64.13808240008075,None,0.01630054006818682,None,64.13808240008075,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.091145833333334,1.7741542999865487,69.90831250010524,None,69.90831250010524,None,69.90831250010524,None,69.90831250010524,None,None,None,71.69575170008466,None,,,,,,,,0.032552083333333336,-0.2786458333333333,1,0,0,5.704080899944529,tijiao,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,73.58460709999781,None,73.58460709999781,None,73.58460709999781,None,73.58460709999781,None,r,0.35532460000831634,73.58460709999781,None,73.58460709999781,None,73.98989610001445,None,73.98989610001445,None,73.98989610001445,None,73.98989610001445,None,73.98989610001445,None,73.98989610001445,None,74.28143030009232,None,74.28143030009232,None,76.24692689999938,None,76.24692689999938,None,76.24692689999938,None,76.24692689999938,None,76.24692689999938,None,76.24692689999938,None,76.24692689999938,None,76.24692689999938,None,76.24692689999938,None,33,41,64,28,33,43,78.76547550002579,None,2.0,2.3075022000120953,78.76547550002579,None,78.76547550002579,None,78.76547550002579,None,78.76547550002579,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,81.12822310009506,None,,,,,,,,,,,,,,,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,82.6740874000825,None,82.6740874000825,None,82.6740874000825,None,82.6740874000825,None,f,0.616826199926436,82.6740874000825,None,82.6740874000825,None,83.3425741000101,None,83.3425741000101,None,83.3425741000101,None,83.3425741000101,None,83.3425741000101,None,83.3425741000101,None,83.63794170005713,None,83.63794170005713,None,84.48728560004383,None,84.48728560004383,None,84.48728560004383,None,84.48728560004383,None,84.48728560004383,None,84.48728560004383,None,84.48728560004383,None,84.48728560004383,None,84.48728560004383,None,28,33,76,26,33,47,None,None,None,None,None,None,None,None,None,None,None,None,47,87.02148510003462,None,47,87.02148510003462,None,87.02148510003462,None,87.02148510003462,None,87.02148510003462,None,87.02148510003462,None,87.02148510003462,None,87.02148510003462,None,0.010232929955236614,None,87.02148510003462,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,5.8828125,1.8493664000416175,93.31669840007089,None,93.31669840007089,None,93.31669840007089,None,93.31669840007089,None,None,None,95.18679510010406,None,,,,,,,,-0.036458333333333336,-0.3111979166666667,1,0,0,6.249122200068086,tijiao,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,96.83471880003344,None,96.83471880003344,None,96.83471880003344,None,96.83471880003344,None,i,0.3763718999689445,96.83471880003344,None,96.83471880003344,None,97.25246460002381,None,97.25246460002381,None,97.25246460002381,None,97.25246460002381,None,97.25246460002381,None,97.25246460002381,None,97.54767790006008,None,97.54767790006008,None,98.99666850001086,None,98.99666850001086,None,98.99666850001086,None,98.99666850001086,None,98.99666850001086,None,98.99666850001086,None,98.99666850001086,None,98.99666850001086,None,98.99666850001086,None,39,50,75,32,75,29,101.51943420001771,None,5.0,2.7527022999711335,101.51943420001771,None,101.51943420001771,None,101.51943420001771,None,101.51943420001771,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,104.33091430005152,None,,,,,,,,,,,,,,,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,105.95722000009846,None,105.95722000009846,None,105.95722000009846,None,105.95722000009846,None,j,0.4337264000205323,105.95722000009846,None,105.95722000009846,None,106.44206780008972,None,106.44206780008972,None,106.44206780008972,None,106.44206780008972,None,106.44206780008972,None,106.44206780008972,None,106.73715290008113,None,106.73715290008113,None,108.72243720002007,None,108.72243720002007,None,108.72243720002007,None,108.72243720002007,None,108.72243720002007,None,108.72243720002007,None,108.72243720002007,None,108.72243720002007,None,108.72243720002007,None,41,41,67,28,28,48,None,None,None,None,None,None,None,None,None,None,None,None,48,111.2498554000631,None,48,111.2498554000631,None,111.2498554000631,None,111.2498554000631,None,111.2498554000631,None,111.2498554000631,None,111.2498554000631,None,111.2498554000631,None,0.01563992991577834,None,111.2498554000631,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.052083333333334,1.909725800040178,117.00307130010333,None,117.00307130010333,None,117.00307130010333,None,117.00307130010333,None,None,None,118.9400948000839,None,,,,,,,,0.03515625,-0.2604166666666667,1,0,0,5.703901699976996,tijiao,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,120.6331763000926,None,120.6331763000926,None,120.6331763000926,None,120.6331763000926,None,r,0.3878661999478936,120.6331763000926,None,120.6331763000926,None,121.06805030000396,None,121.06805030000396,None,121.06805030000396,None,121.06805030000396,None,121.06805030000396,None,121.06805030000396,None,121.36420540011022,None,121.36420540011022,None,122.22885780001525,None,122.22885780001525,None,122.22885780001525,None,122.22885780001525,None,122.22885780001525,None,122.22885780001525,None,122.22885780001525,None,122.22885780001525,None,122.22885780001525,None,34,39,64,25,34,34,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,1,124.78078970010392,None,124.78078970010392,None,124.78078970010392,None,124.78078970010392,None,124.78078970010392,None,124.78078970010392,None,48,124.78078970010392,None,124.78078970010392,None,0.009942540084011853,None,124.78078970010392,None,6.013020833333334,2.7523227999918163,129.02769170003012,None,129.02769170003012,None,129.02769170003012,None,129.02769170003012,None,None,None,131.8056619000854,None,0.0390625,-0.2747395833333333,1,0,0,4.2137860000366345,tijiao_random_2,,,,,,,,,265,m,29,2023_Mar_26_1537,RL,2021.2.3,59.871312610516824,
