bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,expectself.text,expectself.started,expectself.stopped,tijiao_click.started,tijiao_click.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,43.98064229998272,None,space,5.787446099973749,43.98064229998272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
,,,,,,,,,,,,,49.80360699997982,None,s,35.99566279997816,49.80360699997982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,85.82557919999817,None,None,None,None,None,None,86.93668829998933,None,86.93668829998933,None,86.93668829998933,None,86.93668829998933,None,f,0.6116003999486566,86.93668829998933,None,86.93668829998933,None,87.66455210000277,None,87.66455210000277,None,87.66455210000277,None,87.66455210000277,None,87.66455210000277,None,87.66455210000277,None,87.95111919997726,88.90180280001368,87.95111919997726,88.90180280001368,88.99412869999651,None,88.99412869999651,None,88.99412869999651,None,88.99412869999651,None,88.99412869999651,None,88.99412869999651,None,88.99412869999651,None,88.99412869999651,None,88.99412869999651,None,23,55,47,67,55,31,91.6185722000082,None,4.0,2.2445657000062056,91.6185722000082,None,91.6185722000082,None,91.6185722000082,None,91.6185722000082,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,94.42090999998618,None,,,,,,,,,,,,,,,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,96.01177109999117,None,96.01177109999117,None,96.01177109999117,None,96.01177109999117,None,f,0.46662230003857985,96.01177109999117,None,96.01177109999117,None,96.53793569997652,None,96.53793569997652,None,96.53793569997652,None,96.53793569997652,None,96.53793569997652,None,96.53793569997652,None,96.82418250001501,97.80800660001114,96.82418250001501,97.80800660001114,97.8437042000005,None,97.8437042000005,None,97.8437042000005,None,97.8437042000005,None,97.8437042000005,None,97.8437042000005,None,97.8437042000005,None,97.8437042000005,None,97.8437042000005,None,19,44,45,50,44,62,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,1,100.43923369998811,None,100.43923369998811,None,100.43923369998811,None,100.43923369998811,None,100.43923369998811,None,100.43923369998811,None,33,100.43923369998811,None,100.43923369998811,None,0.01299998996546492,None,4.9453125,1.3846179000101984,104.05338180001127,None,104.05338180001127,None,104.05338180001127,None,104.05338180001127,None,None,None,105.44626220001373,None,0.0078125,-0.33984375,1,0,0,3.5500656999647617,tijiao,,,,,,,,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,107.33579350000946,None,107.33579350000946,None,107.33579350000946,None,107.33579350000946,None,j,0.44273220002651215,107.33579350000946,None,107.33579350000946,None,107.82572359999176,None,107.82572359999176,None,107.82572359999176,None,107.82572359999176,None,107.82572359999176,None,107.82572359999176,None,108.11501760000829,None,108.11501760000829,None,109.6985902999877,None,109.6985902999877,None,109.6985902999877,None,109.6985902999877,None,109.6985902999877,None,109.6985902999877,None,109.6985902999877,None,109.6985902999877,None,109.6985902999877,None,26,48,40,60,60,33,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,1,112.2454269999871,None,112.2454269999871,None,112.2454269999871,None,112.2454269999871,None,112.2454269999871,None,112.2454269999871,None,33,112.2454269999871,None,112.2454269999871,None,0.01410127995768562,None,4.046875,1.5144890999654308,114.34304269996937,None,114.34304269996937,None,114.34304269996937,None,114.34304269996937,None,None,None,115.86974970001029,None,-0.015625,-0.3372395833333333,1,0,0,2.0662033000262454,tijiao,,,,,,,,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,117.84267639997415,None,117.84267639997415,None,117.84267639997415,None,117.84267639997415,None,i,0.5559034000034444,117.84267639997415,None,117.84267639997415,None,118.44886449998012,None,118.44886449998012,None,118.44886449998012,None,118.44886449998012,None,118.44886449998012,None,118.44886449998012,None,118.73940129997209,119.55652949999785,118.73940129997209,119.55652949999785,119.59686669998337,None,119.59686669998337,None,119.59686669998337,None,119.59686669998337,None,119.59686669998337,None,119.59686669998337,None,119.59686669998337,None,119.59686669998337,None,119.59686669998337,None,28,49,38,67,38,75,122.10712659999263,None,4.0,1.7549769000033848,122.10712659999263,None,122.10712659999263,None,122.10712659999263,None,122.10712659999263,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,123.92571370000951,None,,,,,,,,,,,,,,,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,125.76443290000316,None,125.76443290000316,None,125.76443290000316,None,125.76443290000316,None,f,0.7043166999937966,125.76443290000316,None,125.76443290000316,None,126.51504420000128,None,126.51504420000128,None,126.51504420000128,None,126.51504420000128,None,126.51504420000128,None,126.51504420000128,None,126.81156170001486,128.69599909998942,126.81156170001486,128.69599909998942,128.73369309998816,None,128.73369309998816,None,128.73369309998816,None,128.73369309998816,None,128.73369309998816,None,128.73369309998816,None,128.73369309998816,None,128.73369309998816,None,128.73369309998816,None,35,41,41,56,41,73,None,None,None,None,None,None,None,None,None,None,None,None,33,131.26562959997682,None,131.26562959997682,None,131.26562959997682,None,131.26562959997682,None,131.26562959997682,None,131.26562959997682,None,131.26562959997682,None,33,131.26562959997682,None,0.009280909958761185,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,5.010416666666667,2.4801177000044845,134.85700489999726,None,134.85700489999726,None,134.85700489999726,None,134.85700489999726,None,None,None,137.35171660000924,None,,,,,,,,-0.07421875,-0.2669270833333333,1,0,0,3.511976800044067,tijiao,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,139.22365549998358,None,139.22365549998358,None,139.22365549998358,None,139.22365549998358,None,i,0.45518549997359514,139.22365549998358,None,139.22365549998358,None,139.72529430000577,None,139.72529430000577,None,139.72529430000577,None,139.72529430000577,None,139.72529430000577,None,139.72529430000577,None,140.02094809996197,None,140.02094809996197,None,141.0695908999769,None,141.0695908999769,None,141.0695908999769,None,141.0695908999769,None,141.0695908999769,None,141.0695908999769,None,141.0695908999769,None,141.0695908999769,None,141.0695908999769,None,37,44,36,59,36,53,None,None,None,None,None,None,None,None,None,None,None,None,55,143.59671020001406,None,143.59671020001406,None,143.59671020001406,None,143.59671020001406,None,143.59671020001406,None,143.59671020001406,None,143.59671020001406,None,55,143.59671020001406,None,0.000791539961937815,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,2.9140625,0.991822800016962,146.67724079999607,None,146.67724079999607,None,146.67724079999607,None,146.67724079999607,None,None,None,147.691163600015,None,,,,,,,,0.049479166666666664,-0.3046875,1,0,0,3.0372858000337146,tijiao,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,149.6820124000078,None,149.6820124000078,None,149.6820124000078,None,149.6820124000078,None,j,0.3667192999855615,149.6820124000078,None,149.6820124000078,None,150.10553020000225,None,150.10553020000225,None,150.10553020000225,None,150.10553020000225,None,150.10553020000225,None,150.10553020000225,None,150.39435849996516,152.21266419999301,150.39435849996516,152.21266419999301,152.24441390001448,None,152.24441390001448,None,152.24441390001448,None,152.24441390001448,None,152.24441390001448,None,152.24441390001448,None,152.24441390001448,None,152.24441390001448,None,152.24441390001448,None,33,50,40,57,57,70,None,None,None,None,None,None,None,None,None,None,None,None,55,154.77948999998625,None,154.77948999998625,None,154.77948999998625,None,154.77948999998625,None,154.77948999998625,None,154.77948999998625,None,154.77948999998625,None,55,154.77948999998625,None,0.00887011003214866,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,5.010416666666667,1.9610418999800459,158.09181790001458,None,158.09181790001458,None,158.09181790001458,None,158.09181790001458,None,None,None,160.0751137000043,None,,,,,,,,-0.109375,-0.2578125,1,0,0,3.2620634000049904,tijiao,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,161.6230002999655,None,161.6230002999655,None,161.6230002999655,None,161.6230002999655,None,f,0.3960269999806769,161.6230002999655,None,161.6230002999655,None,162.06053839996457,None,162.06053839996457,None,162.06053839996457,None,162.06053839996457,None,162.06053839996457,None,162.06053839996457,None,162.3525396999903,163.30272809998132,162.3525396999903,163.30272809998132,163.32163849996869,None,163.32163849996869,None,163.32163849996869,None,163.32163849996869,None,163.32163849996869,None,163.32163849996869,None,163.32163849996869,None,163.32163849996869,None,163.32163849996869,None,36,58,57,55,58,45,165.8365995999775,None,4.0,1.535509400011506,165.8365995999775,None,165.8365995999775,None,165.8365995999775,None,165.8365995999775,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,167.42536950000795,None,,,,,,,,,,,,,,,,222,f,25,2023_Mar_19_1405,RL,2021.2.3,59.98692286297436,
