bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,52.924081300152466,52.924081300152466,space,8.170412600040436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
,,,,,,,,,,,61.12140960013494,61.12140960013494,s,62.462699400028214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,85,85,85,,,,,,,,,,None,1210.6431802001316,1210.6431802001316,1210.6431802001316,1210.6431802001316,1210.6431802001316,1210.6431802001316,f,0.4799079999793321,1211.1429503001273,1211.1429503001273,1211.1429503001273,1211.1429503001273,1211.1429503001273,1211.1429503001273,1211.4411917000543,1211.4411917000543,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1212.9535003001802,1215.4627972000744,1215.4627972000744,1215.4627972000744,1215.4627972000744,1215.4627972000744,52,65,35,16,65,57,2.0,2.6923342999070883,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,1218.1833444000222,1219.768488700036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,86,86,86,,,,,,,,,,None,1219.768488700036,1219.768488700036,1219.768488700036,1219.768488700036,1219.768488700036,1219.768488700036,r,1.0502398000098765,1220.852343400009,1220.852343400009,1220.852343400009,1220.852343400009,1220.852343400009,1220.852343400009,1221.148281000089,1221.148281000089,1222.3282516000327,1222.3282516000327,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1222.3447025001515,1224.8539859000593,1224.8539859000593,1224.8539859000593,1224.8539859000593,1224.8539859000593,39,63,37,17,39,37,3.0,2.0434944999869913,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,1226.9227601999883,1228.8768708000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,87,87,87,,,,,,,,,,None,1228.8768708000425,1228.8768708000425,1228.8768708000425,1228.8768708000425,1228.8768708000425,1228.8768708000425,i,0.69870899990201,1229.6089828000404,1229.6089828000404,1229.6089828000404,1229.6089828000404,1229.6089828000404,1229.6089828000404,1229.9073501001112,1229.9073501001112,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1230.7548772001173,1233.2640763001982,1233.2640763001982,1233.2640763001982,1233.2640763001982,1233.2640763001982,42,53,40,16,40,48,3.0,1.977324099978432,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1235.270511600189,1237.1710368001368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,88,88,88,,,,,,,,,,None,1237.1710368001368,1237.1710368001368,1237.1710368001368,1237.1710368001368,1237.1710368001368,1237.1710368001368,f,0.7320243001449853,1237.9364310000092,1237.9364310000092,1237.9364310000092,1237.9364310000092,1237.9364310000092,1237.9364310000092,1238.2348867000546,1238.2348867000546,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,1239.4814115001354,,,,,,50,55,25,23,55,58,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[-0.003703703703703704],[-0.2972222222222222],[1],[0],[0],[3.3894688000436872],['tijiao_random_2'],8.055555555555555,3.6663824000861496,1249.0872278001625,1250.850337699987,,,1241.9997724001296,1241.9997724001296,1241.9997724001296,1241.9997724001296,1241.9997724001296,1241.9997724001296,1241.9997724001296,1241.9997724001296,0.006973900133743882,1241.9997724001296,1245.4019435001537,1245.4019435001537,1245.4019435001537,1245.4019435001537,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,89,89,89,,,,,,,,,,None,1250.850337699987,1250.850337699987,1250.850337699987,1250.850337699987,1250.850337699987,1250.850337699987,f,0.600926399929449,1251.4837656000163,1251.4837656000163,1251.4837656000163,1251.4837656000163,1251.4837656000163,1251.4837656000163,1251.781138899969,1251.781138899969,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1252.8284885000903,1255.3376667001285,1255.3376667001285,1255.3376667001285,1255.3376667001285,1255.3376667001285,51,58,28,25,58,63,5.0,1.8772748000919819,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,1257.2443132000044,1259.1439340000506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,90,90,90,,,,,,,,,,None,1259.1439340000506,1259.1439340000506,1259.1439340000506,1259.1439340000506,1259.1439340000506,1259.1439340000506,f,0.5503873999696225,1259.72637210018,1259.72637210018,1259.72637210018,1259.72637210018,1259.72637210018,1259.72637210018,1260.0254997999873,1260.0254997999873,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,1260.8729968999978,,,,,,54,61,41,24,61,64,None,None,60,60,[0.02962962962962963],[-0.28888888888888886],[1],[0],[0],[4.194523100042716],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.055555555555555,1.994458300061524,1269.614665000001,1271.4106448001694,,,,,,,,,,,,,1267.6010996999685,1267.6010996999685,1267.6010996999685,1267.6010996999685,1263.3849543000106,1263.3849543000106,1263.3849543000106,1263.3849543000106,1263.3849543000106,1263.3849543000106,1263.3849543000106,1263.3849543000106,0.007560299942269921,1263.3849543000106,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,91,91,91,,,,,,,,,,None,1271.4106448001694,1271.4106448001694,1271.4106448001694,1271.4106448001694,1271.4106448001694,1271.4106448001694,f,0.5586560999508947,1271.994321100181,1271.994321100181,1271.994321100181,1271.994321100181,1271.994321100181,1271.994321100181,1272.291998700006,1272.291998700006,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1274.0373275000602,1276.546339499997,1276.546339499997,1276.546339499997,1276.546339499997,1276.546339499997,58,47,44,17,47,47,5.0,2.1102387001737952,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,1278.6816839000676,1280.3526842000429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,92,92,92,,,,,,,,,,None,1280.3526842000429,1280.3526842000429,1280.3526842000429,1280.3526842000429,1280.3526842000429,1280.3526842000429,r,0.6027661999687552,1280.990586400032,1280.990586400032,1280.990586400032,1280.990586400032,1280.990586400032,1280.990586400032,1281.2836911000777,1281.2836911000777,1283.2452422000933,1283.2452422000933,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,1283.2616195001174,,,,,,57,58,40,23,57,42,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[-0.03333333333333333],[-0.2796296296296296],[1],[0],[0],[3.5553608001209795],['tijiao_random_2'],6.981481481481481,3.2679332999978215,1292.6350893999916,1294.2983804000542,,,1285.780185900163,1285.780185900163,1285.780185900163,1285.780185900163,1285.780185900163,1285.780185900163,1285.780185900163,1285.780185900163,0.0061055999249219894,1285.780185900163,1289.3487739001866,1289.3487739001866,1289.3487739001866,1289.3487739001866,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,93,93,93,,,,,,,,,,None,1294.2983804000542,1294.2983804000542,1294.2983804000542,1294.2983804000542,1294.2983804000542,1294.2983804000542,f,0.4351961000356823,1294.7650806000456,1294.7650806000456,1294.7650806000456,1294.7650806000456,1294.7650806000456,1294.7650806000456,1295.0633456001524,1295.0633456001524,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,1295.91078200005,,,,,,57,59,44,24,59,45,None,None,,,[],[],[],[],[],[],[],0.6,1,10,[0.04537037037037037],[-0.28055555555555556],[1],[0],[0],[6.37979119992815],['tijiao_random_2'],7.9907407407407405,2.436770400032401,1307.278721000068,1309.2571509999689,,,1298.4309736001305,1298.4309736001305,1298.4309736001305,1298.4309736001305,1298.4309736001305,1298.4309736001305,1298.4309736001305,1298.4309736001305,0.007015799870714545,1298.4309736001305,1304.8232315001078,1304.8232315001078,1304.8232315001078,1304.8232315001078,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,94,94,94,,,,,,,,,,None,1309.2571509999689,1309.2571509999689,1309.2571509999689,1309.2571509999689,1309.2571509999689,1309.2571509999689,f,0.6489242999814451,1309.9403709000908,1309.9403709000908,1309.9403709000908,1309.9403709000908,1309.9403709000908,1309.9403709000908,1310.2383084001485,1310.2383084001485,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,1311.3188505000435,,,,,,63,61,37,24,61,48,None,None,,,[],[],[],[],[],[],[],0.6,1,10,[0.05092592592592592],[-0.29259259259259257],[1],[0],[0],[5.2503610998392105],['tijiao_random_2'],8.00925925925926,2.2874489000532776,1321.4066451999824,1323.28592699999,,,1313.837299700128,1313.837299700128,1313.837299700128,1313.837299700128,1313.837299700128,1313.837299700128,1313.837299700128,1313.837299700128,0.007255400065332651,1313.837299700128,1319.101247600047,1319.101247600047,1319.101247600047,1319.101247600047,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,95,95,95,,,,,,,,,,None,1323.28592699999,1323.28592699999,1323.28592699999,1323.28592699999,1323.28592699999,1323.28592699999,f,0.5427661999128759,1323.8527453001589,1323.8527453001589,1323.8527453001589,1323.8527453001589,1323.8527453001589,1323.8527453001589,1324.1505075001623,1324.1505075001623,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,1325.829236800084,,,,,,58,58,37,21,58,26,None,None,,,[],[],[],[],[],[],[],-0.6,1,40,[0.04259259259259259],[-0.27037037037037037],[1],[0],[0],[3.220297500025481],['tijiao_random_2'],9.00925925925926,1.4563018998596817,1333.0585082999896,1335.0206279000267,,,1328.3505285000429,1328.3505285000429,1328.3505285000429,1328.3505285000429,1328.3505285000429,1328.3505285000429,1328.3505285000429,1328.3505285000429,0.006455000024288893,1328.3505285000429,1331.583051700145,1331.583051700145,1331.583051700145,1331.583051700145,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,96,96,96,,,,,,,,,,None,1335.0206279000267,1335.0206279000267,1335.0206279000267,1335.0206279000267,1335.0206279000267,1335.0206279000267,r,0.4581228999886662,1335.5032218000852,1335.5032218000852,1335.5032218000852,1335.5032218000852,1335.5032218000852,1335.5032218000852,1335.8019598000683,1335.8019598000683,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,1337.5637759000529,,,,,,55,58,36,20,55,47,None,None,,,[],[],[],[],[],[],[],0.2,1,40,[0.002777777777777778],[-0.2861111111111111],[1],[0],[0],[3.4046588002238423],['tijiao_random_2'],7.944444444444445,1.589226400014013,1345.109084900003,1346.9213046000805,,,1340.0836298000067,1340.0836298000067,1340.0836298000067,1340.0836298000067,1340.0836298000067,1340.0836298000067,1340.0836298000067,1340.0836298000067,0.007210499839857221,1340.0836298000067,1343.5009288999718,1343.5009288999718,1343.5009288999718,1343.5009288999718,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,97,97,97,,,,,,,,,,None,1346.9213046000805,1346.9213046000805,1346.9213046000805,1346.9213046000805,1346.9213046000805,1346.9213046000805,f,0.6219832000788301,1347.5714410000946,1347.5714410000946,1347.5714410000946,1347.5714410000946,1347.5714410000946,1347.5714410000946,1347.8687671001535,1347.8687671001535,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,1349.8470148001797,,,,,,54,52,36,25,52,46,None,None,60,60,[0.003703703703703704],[-0.29814814814814816],[1],[0],[0],[4.942858899943531],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.046296296296296,1.9959684999193996,1359.3365605000872,1360.999526800122,,,,,,,,,,,,,1357.3220019000582,1357.3220019000582,1357.3220019000582,1357.3220019000582,1352.3583957999945,1352.3583957999945,1352.3583957999945,1352.3583957999945,1352.3583957999945,1352.3583957999945,1352.3583957999945,1352.3583957999945,0.007105200085788965,1352.3583957999945,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,98,98,98,,,,,,,,,,None,1360.999526800122,1360.999526800122,1360.999526800122,1360.999526800122,1360.999526800122,1360.999526800122,f,0.4373998998198658,1361.465917200083,1361.465917200083,1361.465917200083,1361.465917200083,1361.465917200083,1361.465917200083,1361.7645525999833,1361.7645525999833,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,1363.6758505001199,,,,,,60,58,35,17,58,54,None,None,,,[],[],[],[],[],[],[],0.2,1,40,[0.0],[-0.2777777777777778],[1],[0],[0],[7.84418569994159],['tijiao_random_2'],7.9259259259259265,1.5061711000744253,1375.5754164999817,1377.1553828001488,,,1366.1944467001595,1366.1944467001595,1366.1944467001595,1366.1944467001595,1366.1944467001595,1366.1944467001595,1366.1944467001595,1366.1944467001595,0.006874799961224198,1366.1944467001595,1374.0507159000263,1374.0507159000263,1374.0507159000263,1374.0507159000263,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,99,99,99,,,,,,,,,,None,1377.1553828001488,1377.1553828001488,1377.1553828001488,1377.1553828001488,1377.1553828001488,1377.1553828001488,i,0.4935567998327315,1377.671852500178,1377.671852500178,1377.671852500178,1377.671852500178,1377.671852500178,1377.671852500178,1377.9703612001613,1377.9703612001613,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1379.6990939001553,1382.2077603000216,1382.2077603000216,1382.2077603000216,1382.2077603000216,1382.2077603000216,54,59,43,23,43,21,6.0,2.475833100033924,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,1384.7114077999722,1386.662972799968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,100,100,100,,,,,,,,,,None,1386.662972799968,1386.662972799968,1386.662972799968,1386.662972799968,1386.662972799968,1386.662972799968,f,0.8881420998368412,1387.5776710000355,1387.5776710000355,1387.5776710000355,1387.5776710000355,1387.5776710000355,1387.5776710000355,1387.8766016000882,1387.8766016000882,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,1388.8240471000317,,,,,,56,53,35,27,53,51,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[0.03518518518518519],[-0.28055555555555556],[1],[0],[0],[3.820811599958688],['tijiao_random_2'],8.88888888888889,2.4362538000568748,1397.6321647001896,1399.1455398001708,,,1391.343349599978,1391.343349599978,1391.343349599978,1391.343349599978,1391.343349599978,1391.343349599978,1391.343349599978,1391.343349599978,0.006967099849134684,1391.343349599978,1395.1777069000527,1395.1777069000527,1395.1777069000527,1395.1777069000527,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,101,101,101,,,,,,,,,,None,1399.1455398001708,1399.1455398001708,1399.1455398001708,1399.1455398001708,1399.1455398001708,1399.1455398001708,f,1.4339326999615878,1400.610333000077,1400.610333000077,1400.610333000077,1400.610333000077,1400.610333000077,1400.610333000077,1400.907695800066,1400.907695800066,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1402.9022648001555,1405.4111856999807,1405.4111856999807,1405.4111856999807,1405.4111856999807,1405.4111856999807,46,62,42,22,62,57,6.0,1.8776958999224007,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,1407.3143876001704,1409.2512604000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,102,102,102,,,,,,,,,,None,1409.2512604000513,1409.2512604000513,1409.2512604000513,1409.2512604000513,1409.2512604000513,1409.2512604000513,r,0.8340946000535041,1410.116953600198,1410.116953600198,1410.116953600198,1410.116953600198,1410.116953600198,1410.116953600198,1410.4149959001224,1410.4149959001224,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,1412.1436664001085,,,,,,50,62,34,15,50,64,None,None,60,60,[0.04722222222222222],[-0.2759259259259259],[1],[0],[0],[17.641535200178623],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],8.027777777777777,3.359286099905148,1435.6948814000934,1437.6571033000946,,,,,,,,,,,,,1432.316756100161,1432.316756100161,1432.316756100161,1432.316756100161,1414.6544563001953,1414.6544563001953,1414.6544563001953,1414.6544563001953,1414.6544563001953,1414.6544563001953,1414.6544563001953,1414.6544563001953,0.006793299922719598,1414.6544563001953,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,103,103,103,,,,,,,,,,None,1437.6571033000946,1437.6571033000946,1437.6571033000946,1437.6571033000946,1437.6571033000946,1437.6571033000946,f,0.6638820001389831,1438.3389102001674,1438.3389102001674,1438.3389102001674,1438.3389102001674,1438.3389102001674,1438.3389102001674,1438.638175399974,1438.638175399974,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1440.5989968001377,1443.1077633001842,1443.1077633001842,1443.1077633001842,1443.1077633001842,1443.1077633001842,51,54,45,16,54,48,6.0,2.843410700093955,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1445.9760170001537,1447.6962318001315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,104,104,104,,,,,,,,,,None,1447.6962318001315,1447.6962318001315,1447.6962318001315,1447.6962318001315,1447.6962318001315,1447.6962318001315,f,1.0309492000378668,1448.7626199000515,1448.7626199000515,1448.7626199000515,1448.7626199000515,1448.7626199000515,1448.7626199000515,1449.059553500032,1449.059553500032,1449.9070037000347,1449.9070037000347,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,1449.9238398000598,,,,,,44,59,45,26,59,59,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[0.05925925925925926],[-0.2777777777777778],[1],[0],[0],[3.4055904000997543],['tijiao_random_2'],10.0,3.0335965000558645,1458.91475490015,1460.8767525001895,,,1452.4430804001167,1452.4430804001167,1452.4430804001167,1452.4430804001167,1452.4430804001167,1452.4430804001167,1452.4430804001167,1452.4430804001167,0.00644510006532073,1452.4430804001167,1455.8631759001873,1455.8631759001873,1455.8631759001873,1455.8631759001873,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,105,105,105,,,,,,,,,,None,1460.8767525001895,1460.8767525001895,1460.8767525001895,1460.8767525001895,1460.8767525001895,1460.8767525001895,f,0.4488687999546528,1461.342846200103,1461.342846200103,1461.342846200103,1461.342846200103,1461.342846200103,1461.342846200103,1461.6420173000079,1461.6420173000079,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1463.1547364001162,1465.6635792001616,1465.6635792001616,1465.6635792001616,1465.6635792001616,1465.6635792001616,60,58,39,26,58,57,6.0,2.392244900111109,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,1468.081465500174,1469.6531879000831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,106,106,106,,,,,,,,,,None,1469.6531879000831,1469.6531879000831,1469.6531879000831,1469.6531879000831,1469.6531879000831,1469.6531879000831,f,0.74538360000588,1470.4182029999793,1470.4182029999793,1470.4182029999793,1470.4182029999793,1470.4182029999793,1470.4182029999793,1470.7170875000302,1470.7170875000302,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,1472.32942189998,,,,,,48,69,39,25,69,57,None,None,,,[],[],[],[],[],[],[],-0.2,1,70,[0.03888888888888889],[-0.2861111111111111],[1],[0],[0],[4.386296699987724],['tijiao_random_2'],8.981481481481481,5.610436900053173,1484.877211100189,1486.5404792001937,,,1474.848389300052,1474.848389300052,1474.848389300052,1474.848389300052,1474.848389300052,1474.848389300052,1474.848389300052,1474.848389300052,0.007081700023263693,1474.848389300052,1479.2488610001747,1479.2488610001747,1479.2488610001747,1479.2488610001747,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
