bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,bigx.started,bigx.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,52.924081300152466,52.924081300152466,space,8.170412600040436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
,,,,,,,,,,,61.12140960013494,61.12140960013494,s,62.462699400028214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,63,63,63,,,,,,,,,,None,885.9626850001514,885.9626850001514,885.9626850001514,885.9626850001514,885.9626850001514,885.9626850001514,i,0.8245934001170099,886.8121198001318,886.8121198001318,886.8121198001318,886.8121198001318,886.8121198001318,886.8121198001318,887.1097907000221,887.1097907000221,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,888.7216323001776,,,,,,54,55,53,16,53,77,None,None,50,50,[0.013888888888888888],[-0.29259259259259257],[1],[0],[0],[5.308013999834657],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],6.0,3.7245263000950217,900.3058790001087,902.1351646000985,,,,,,,,,,,,,896.5622162001673,896.5622162001673,896.5622162001673,896.5622162001673,891.2336627000477,891.2336627000477,891.2336627000477,891.2336627000477,891.2336627000477,891.2336627000477,891.2336627000477,891.2336627000477,0.007198199862614274,891.2336627000477,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,64,64,64,,,,,,,,,,None,902.1351646000985,902.1351646000985,902.1351646000985,902.1351646000985,902.1351646000985,902.1351646000985,j,1.068000900093466,903.2332826000638,903.2332826000638,903.2332826000638,903.2332826000638,903.2332826000638,903.2332826000638,903.5316642001271,903.5316642001271,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,904.8777436001692,,,,,,53,59,50,25,25,68,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[0.019444444444444445],[-0.27685185185185185],[1],[0],[0],[4.4700378000270575],['tijiao_random_2'],7.9907407407407405,3.465863599907607,915.364678800106,917.3105276001152,,,907.396020400105,907.396020400105,907.396020400105,907.396020400105,907.396020400105,907.396020400105,907.396020400105,907.396020400105,0.006683399900794029,907.396020400105,911.8807924001012,911.8807924001012,911.8807924001012,911.8807924001012,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,65,65,65,,,,,,,,,,None,917.3105276001152,917.3105276001152,917.3105276001152,917.3105276001152,917.3105276001152,917.3105276001152,f,0.5905175998341292,917.92884100019,917.92884100019,917.92884100019,917.92884100019,917.92884100019,917.92884100019,918.2249539999757,918.2249539999757,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,920.0196629001293,922.5291040001903,922.5291040001903,922.5291040001903,922.5291040001903,922.5291040001903,55,62,45,19,62,67,5.0,2.1766802999190986,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,924.7346542000305,926.684864600189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,66,66,66,,,,,,,,,,None,926.684864600189,926.684864600189,926.684864600189,926.684864600189,926.684864600189,926.684864600189,r,0.5734953999053687,927.2856829999946,927.2856829999946,927.2856829999946,927.2856829999946,927.2856829999946,927.2856829999946,927.5827544000931,927.5827544000931,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,928.5967306001112,931.1055020000786,931.1055020000786,931.1055020000786,931.1055020000786,931.1055020000786,58,62,48,23,58,59,5.0,2.093893399927765,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,933.2271037001628,935.0784366000444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,67,67,67,,,,,,,,,,None,935.0784366000444,935.0784366000444,935.0784366000444,935.0784366000444,935.0784366000444,935.0784366000444,f,0.672426899895072,935.7767555001192,935.7767555001192,935.7767555001192,935.7767555001192,935.7767555001192,935.7767555001192,936.0760255001951,936.0760255001951,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,936.9899111001287,,,,,,59,59,40,21,59,55,None,None,,,[],[],[],[],[],[],[],0.6,1,20,[0.013888888888888888],[-0.275],[1],[0],[0],[4.1856603000778705],['tijiao_random_2'],9.907407407407407,2.1701650000177324,945.8982375999913,947.6775779000018,,,939.5110864001326,939.5110864001326,939.5110864001326,939.5110864001326,939.5110864001326,939.5110864001326,939.5110864001326,939.5110864001326,0.006741699995473027,939.5110864001326,943.7094972000923,943.7094972000923,943.7094972000923,943.7094972000923,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,68,68,68,,,,,,,,,,None,947.6775779000018,947.6775779000018,947.6775779000018,947.6775779000018,947.6775779000018,947.6775779000018,i,0.9727918000426143,948.676116200164,948.676116200164,948.676116200164,948.676116200164,948.676116200164,948.676116200164,948.9742130001541,948.9742130001541,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,950.5034698001109,,,,,,64,52,41,25,41,60,None,None,,,[],[],[],[],[],[],[],0.6,1,15,[0.03425925925925926],[-0.29814814814814816],[1],[0],[0],[4.485498100053519],['tijiao_random_2'],9.092592592592592,3.118363599991426,960.6577898000833,962.3705033001024,,,953.0226765000261,953.0226765000261,953.0226765000261,953.0226765000261,953.0226765000261,953.0226765000261,953.0226765000261,953.0226765000261,0.006442199926823378,953.0226765000261,957.520552800037,957.520552800037,957.520552800037,957.520552800037,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,69,69,69,,,,,,,,,,None,962.3705033001024,962.3705033001024,962.3705033001024,962.3705033001024,962.3705033001024,962.3705033001024,f,0.8175764998886734,963.2201853999868,963.2201853999868,963.2201853999868,963.2201853999868,963.2201853999868,963.2201853999868,963.5176835001912,963.5176835001912,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,964.5979333000723,,,,,,62,56,36,20,56,59,None,None,,,[],[],[],[],[],[],[],-0.2,1,60,[0.02962962962962963],[-0.2953703703703704],[1],[0],[0],[4.701410100096837],['tijiao_random_2'],9.037037037037036,1.6551308000925928,973.505965600023,975.285329699982,,,967.1182525001932,967.1182525001932,967.1182525001932,967.1182525001932,967.1182525001932,967.1182525001932,967.1182525001932,967.1182525001932,0.007268799934536219,967.1182525001932,971.8324902001768,971.8324902001768,971.8324902001768,971.8324902001768,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,70,70,70,,,,,,,,,,None,975.285329699982,975.285329699982,975.285329699982,975.285329699982,975.285329699982,975.285329699982,i,0.9218570999801159,976.2344431001693,976.2344431001693,976.2344431001693,976.2344431001693,976.2344431001693,976.2344431001693,976.532224799972,976.532224799972,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,977.6789741001558,980.188299600035,980.188299600035,980.188299600035,980.188299600035,980.188299600035,62,54,37,18,37,61,3.0,2.592127999989316,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,982.8063376001082,984.393955500098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,71,71,71,,,,,,,,,,None,984.393955500098,984.393955500098,984.393955500098,984.393955500098,984.393955500098,984.393955500098,i,0.8862551001366228,985.309420700185,985.309420700185,985.309420700185,985.309420700185,985.309420700185,985.309420700185,985.607705200091,985.607705200091,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,986.8708085000981,989.3799546000082,989.3799546000082,989.3799546000082,989.3799546000082,989.3799546000082,57,51,34,16,34,43,2.0,2.043516800040379,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,991.450913600158,993.0703688000795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,72,72,72,,,,,,,,,,None,993.0703688000795,993.0703688000795,993.0703688000795,993.0703688000795,993.0703688000795,993.0703688000795,f,0.5575030997861177,993.6523589000572,993.6523589000572,993.6523589000572,993.6523589000572,993.6523589000572,993.6523589000572,993.9516190001741,993.9516190001741,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,994.9820569001604,,,,,,57,54,41,23,54,44,None,None,60,60,[0.001851851851851852],[-0.31203703703703706],[1],[0],[0],[4.394213599851355],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],9.935185185185187,1.3792216000147164,1003.3080823000055,1005.1208222999703,,,,,,,,,,,,,1001.9101953001227,1001.9101953001227,1001.9101953001227,1001.9101953001227,997.4935266000684,997.4935266000684,997.4935266000684,997.4935266000684,997.4935266000684,997.4935266000684,997.4935266000684,997.4935266000684,0.007570699788630009,997.4935266000684,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,73,73,73,,,,,,,,,,None,1005.1208222999703,1005.1208222999703,1005.1208222999703,1005.1208222999703,1005.1208222999703,1005.1208222999703,f,1.0486205001361668,1006.2024578000419,1006.2024578000419,1006.2024578000419,1006.2024578000419,1006.2024578000419,1006.2024578000419,1006.5007050000131,1006.5007050000131,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,1007.7971366001293,,,,,,38,60,43,25,60,52,None,None,,,[],[],[],[],[],[],[],0.6,1,15,[0.05185185185185185],[-0.25833333333333336],[1],[0],[0],[4.552335599903017],['tijiao_random_2'],9.99074074074074,1.9372002000454813,1016.8378902999684,1018.4345217000227,,,1010.3163517001085,1010.3163517001085,1010.3163517001085,1010.3163517001085,1010.3163517001085,1010.3163517001085,1010.3163517001085,1010.3163517001085,0.007230999879539013,1010.3163517001085,1014.8827254001517,1014.8827254001517,1014.8827254001517,1014.8827254001517,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,74,74,74,,,,,,,,,,None,1018.4345217000227,1018.4345217000227,1018.4345217000227,1018.4345217000227,1018.4345217000227,1018.4345217000227,f,0.6965105999261141,1019.1495990001131,1019.1495990001131,1019.1495990001131,1019.1495990001131,1019.1495990001131,1019.1495990001131,1019.4482997001614,1019.4482997001614,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,1020.6285490000155,,,,,,52,63,40,23,63,64,None,None,,,[],[],[],[],[],[],[],0.2,1,40,[-0.010185185185185186],[-0.29814814814814816],[1],[0],[0],[4.900833999970928],['tijiao_random_2'],8.935185185185185,1.8539317001122981,1029.9354475000873,1031.4653114001267,,,1023.1483142001089,1023.1483142001089,1023.1483142001089,1023.1483142001089,1023.1483142001089,1023.1483142001089,1023.1483142001089,1023.1483142001089,0.007236199919134378,1023.1483142001089,1028.0639442000538,1028.0639442000538,1028.0639442000538,1028.0639442000538,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,75,75,75,,,,,,,,,,q,1091.3865040000528,1091.3865040000528,1091.3865040000528,1091.3865040000528,1091.3865040000528,1091.3865040000528,r,0.9569832000415772,1092.368094400037,1092.368094400037,1092.368094400037,1092.368094400037,1092.368094400037,1092.368094400037,1092.6656206999905,1092.6656206999905,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,1093.8123704001773,,,,,,50,55,44,18,50,61,None,None,60,60,[0.058333333333333334],[-0.2851851851851852],[1],[0],[0],[4.910462499829009],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],1.925925925925926,3.357122000074014,1104.6318332001101,1106.4273432001937,,,,,,,,,,,,,1101.2551480999682,1101.2551480999682,1101.2551480999682,1101.2551480999682,1096.3227433001157,1096.3227433001157,1096.3227433001157,1096.3227433001157,1096.3227433001157,1096.3227433001157,1096.3227433001157,1096.3227433001157,0.006260299822315574,1096.3227433001157,1031.4653114001267,1031.4653114001267,59.88952419999987,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,76,76,76,,,,,,,,,,None,1106.4273432001937,1106.4273432001937,1106.4273432001937,1106.4273432001937,1106.4273432001937,1106.4273432001937,f,0.5587736999150366,1107.0099597000517,1107.0099597000517,1107.0099597000517,1107.0099597000517,1107.0099597000517,1107.0099597000517,1107.3089136001654,1107.3089136001654,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,1108.7877811000217,,,,,,45,60,34,12,60,53,None,None,60,60,[0.03888888888888889],[-0.262037037037037],[1],[0],[0],[4.110837100073695],['tijiao'],0.6,0,,[],[],[],[],[],[],[],7.018518518518519,3.2077244999818504,1118.6598732999992,1120.3062659001444,,,,,,,,,,,,,1115.4336420001928,1115.4336420001928,1115.4336420001928,1115.4336420001928,1111.3007332000416,1111.3007332000416,1111.3007332000416,1111.3007332000416,1111.3007332000416,1111.3007332000416,1111.3007332000416,1111.3007332000416,0.007914799964055419,1111.3007332000416,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,77,77,77,,,,,,,,,,None,1120.3062659001444,1120.3062659001444,1120.3062659001444,1120.3062659001444,1120.3062659001444,1120.3062659001444,i,0.49245040002278984,1120.8227066001855,1120.8227066001855,1120.8227066001855,1120.8227066001855,1120.8227066001855,1120.8227066001855,1121.1212224999908,1121.1212224999908,1122.783226000145,1122.783226000145,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1122.800036800094,1125.3090517001692,1125.3090517001692,1125.3090517001692,1125.3090517001692,1125.3090517001692,46,57,36,15,36,40,4.0,2.8415428998414427,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,1128.1768507000525,1129.7473011000548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,78,78,78,,,,,,,,,,None,1129.7473011000548,1129.7473011000548,1129.7473011000548,1129.7473011000548,1129.7473011000548,1129.7473011000548,j,0.48833670001477003,1130.264811299974,1130.264811299974,1130.264811299974,1130.264811299974,1130.264811299974,1130.264811299974,1130.5620487001725,1130.5620487001725,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,1132.2903160999995,,,,,,46,65,31,13,13,42,None,None,60,60,[0.030555555555555555],[-0.2953703703703704],[1],[0],[0],[7.868588600074872],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.981481481481481,2.34417079994455,1145.055110400077,1146.83388140006,,,,,,,,,,,,,1142.69151829998,1142.69151829998,1142.69151829998,1142.69151829998,1134.800697100116,1134.800697100116,1134.800697100116,1134.800697100116,1134.800697100116,1134.800697100116,1134.800697100116,1134.800697100116,0.006288699805736542,1134.800697100116,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,79,79,79,,,,,,,,,,None,1146.83388140006,1146.83388140006,1146.83388140006,1146.83388140006,1146.83388140006,1146.83388140006,f,0.411007400136441,1147.2666162999813,1147.2666162999813,1147.2666162999813,1147.2666162999813,1147.2666162999813,1147.2666162999813,1147.5653827001806,1147.5653827001806,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1149.177775300108,1151.6870465001557,1151.6870465001557,1151.6870465001557,1151.6870465001557,1151.6870465001557,55,60,37,12,60,53,6.0,2.1762333000078797,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,1153.8900868999772,1155.5769762999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,80,80,80,,,,,,,,,,None,1155.5769762999844,1155.5769762999844,1155.5769762999844,1155.5769762999844,1155.5769762999844,1155.5769762999844,f,0.5454968998674303,1156.1423593000509,1156.1423593000509,1156.1423593000509,1156.1423593000509,1156.1423593000509,1156.1423593000509,1156.441503799986,1156.441503799986,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,1157.4219292001799,,,,,,39,65,31,18,65,42,None,None,,,[],[],[],[],[],[],[],-0.6,1,40,[0.03611111111111111],[-0.30185185185185187],[1],[0],[0],[3.289537100121379],['tijiao_random_2'],9.88888888888889,1.3232384999282658,1164.5845398001838,1166.3639478001278,,,1159.9406666001305,1159.9406666001305,1159.9406666001305,1159.9406666001305,1159.9406666001305,1159.9406666001305,1159.9406666001305,1159.9406666001305,0.006600500084459782,1159.9406666001305,1163.2423288000282,1163.2423288000282,1163.2423288000282,1163.2423288000282,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,81,81,81,,,,,,,,,,None,1166.3639478001278,1166.3639478001278,1166.3639478001278,1166.3639478001278,1166.3639478001278,1166.3639478001278,r,0.5681082999799401,1166.9630148001015,1166.9630148001015,1166.9630148001015,1166.9630148001015,1166.9630148001015,1166.9630148001015,1167.261853700038,1167.261853700038,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1168.2591842999682,1170.768451299984,1170.768451299984,1170.768451299984,1170.768451299984,1170.768451299984,42,69,32,14,42,43,6.0,2.1765575997997075,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,1172.9728646001313,1174.6414843001403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,82,82,82,,,,,,,,,,None,1174.6414843001403,1174.6414843001403,1174.6414843001403,1174.6414843001403,1174.6414843001403,1174.6414843001403,f,0.5294331000186503,1175.1905082000885,1175.1905082000885,1175.1905082000885,1175.1905082000885,1175.1905082000885,1175.1905082000885,1175.4895608001389,1175.4895608001389,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,1176.73608910013,,,,,,44,74,45,12,74,56,None,None,,,[],[],[],[],[],[],[],-0.6,1,40,[0.020370370370370372],[-0.31666666666666665],[1],[0],[0],[3.1402908000163734],['tijiao_random_2'],10.046296296296298,2.1857197999488562,1184.6134493001737,1186.1933564001229,,,1179.2546415000688,1179.2546415000688,1179.2546415000688,1179.2546415000688,1179.2546415000688,1179.2546415000688,1179.2546415000688,1179.2546415000688,0.005799199920147657,1179.2546415000688,1182.409547000192,1182.409547000192,1182.409547000192,1182.409547000192,,,,,,,,,,,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
0,0.3,0.225,0,83,83,83,,,,,,,,,,None,1186.1933564001229,1186.1933564001229,1186.1933564001229,1186.1933564001229,1186.1933564001229,1186.1933564001229,f,0.5158742000348866,1186.744090900058,1186.744090900058,1186.744090900058,1186.744090900058,1186.744090900058,1186.744090900058,1187.041336900089,1187.041336900089,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,1188.4541349001229,,,,,,38,71,34,20,71,59,None,None,70,70,[0.024074074074074074],[-0.2824074074074074],[1],[0],[0],[3.546430699992925],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],10.11111111111111,2.609990500146523,1197.1623087001499,1199.057993200142,,,,,,,,,,,,,1194.5331568000838,1194.5331568000838,1194.5331568000838,1194.5331568000838,1190.9648752000649,1190.9648752000649,1190.9648752000649,1190.9648752000649,1190.9648752000649,1190.9648752000649,1190.9648752000649,1190.9648752000649,0.006965499836951494,1190.9648752000649,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
1,-0.3,-0.225,0,84,84,84,,,,,,,,,,None,1199.057993200142,1199.057993200142,1199.057993200142,1199.057993200142,1199.057993200142,1199.057993200142,f,0.484611599938944,1199.574089200003,1199.574089200003,1199.574089200003,1199.574089200003,1199.574089200003,1199.574089200003,1199.872891300125,1199.872891300125,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,1200.836756200064,,,,,,42,78,37,22,78,67,None,None,80,80,[0.03796296296296296],[-0.30277777777777776],[1],[0],[0],[3.91379819996655],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],9.018518518518519,1.8310232998337597,1209.1298323001247,1210.6431802001316,,,,,,,,,,,,,1207.2804006000515,1207.2804006000515,1207.2804006000515,1207.2804006000515,1203.3470318000764,1203.3470318000764,1203.3470318000764,1203.3470318000764,1203.3470318000764,1203.3470318000764,1203.3470318000764,1203.3470318000764,0.005697700195014477,1203.3470318000764,,,,279,m,23,2023-04-04_17h36.54.912,RL,2022.2.4,60.160978782174794,
