bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,expectself.text,expectself.started,expectself.stopped,tijiao_click.started,tijiao_click.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
0,0.3,0.225,0,9,9,9,,,,,,,,,,,,,,,None,None,None,None,None,185.4764422000153,None,185.4764422000153,None,185.4764422000153,None,185.4764422000153,None,f,0.9553638999932446,185.4764422000153,None,185.4764422000153,None,186.4840239000041,None,186.4840239000041,None,186.4840239000041,None,186.4840239000041,None,186.4840239000041,None,186.4840239000041,None,186.77314830000978,187.70722149999347,186.77314830000978,187.70722149999347,187.74226289999206,None,187.74226289999206,None,187.74226289999206,None,187.74226289999206,None,187.74226289999206,None,187.74226289999206,None,187.74226289999206,None,187.74226289999206,None,187.74226289999206,None,45,36,43,45,36,45,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,1,190.28355200000806,None,190.28355200000806,None,190.28355200000806,None,190.28355200000806,None,190.28355200000806,None,190.28355200000806,None,50,190.28355200000806,None,190.28355200000806,None,0.01661465992219746,None,4.9453125,4.045768600015435,195.67487630003598,None,195.67487630003598,None,195.67487630003598,None,195.67487630003598,None,None,None,199.74677640001755,None,,,,,,,,0.0703125,-0.2786458333333333,1,0,0,5.354694699984975,tijiao,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,,,,,,None,None,None,None,None,201.5045325999963,None,201.5045325999963,None,201.5045325999963,None,201.5045325999963,None,i,0.4073153999634087,201.5045325999963,None,201.5045325999963,None,201.95424440002535,None,201.95424440002535,None,201.95424440002535,None,201.95424440002535,None,201.95424440002535,None,201.95424440002535,None,202.25052880001022,None,202.25052880001022,None,203.0836066000047,None,203.0836066000047,None,203.0836066000047,None,203.0836066000047,None,203.0836066000047,None,203.0836066000047,None,203.0836066000047,None,203.0836066000047,None,203.0836066000047,None,43,36,51,44,51,61,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,1,205.63335540000116,None,205.63335540000116,None,205.63335540000116,None,205.63335540000116,None,205.63335540000116,None,205.63335540000116,None,60,205.63335540000116,None,205.63335540000116,None,0.010931859957054257,None,3.9296875,2.259301599988248,212.74754890002077,None,212.74754890002077,None,212.74754890002077,None,212.74754890002077,None,None,None,215.02526790002594,None,,,,,,,,0.024739583333333332,-0.2864583333333333,1,0,0,7.083167999982834,tijiao,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
0,0.3,0.225,0,11,11,11,,,,,,,,,,,,,,,None,None,None,None,None,216.93175039999187,None,216.93175039999187,None,216.93175039999187,None,216.93175039999187,None,f,1.1003300999873318,216.93175039999187,None,216.93175039999187,None,218.08459889999358,None,218.08459889999358,None,218.08459889999358,None,218.08459889999358,None,218.08459889999358,None,218.08459889999358,None,218.3783301000367,None,218.3783301000367,None,219.90000210003927,None,219.90000210003927,None,219.90000210003927,None,219.90000210003927,None,219.90000210003927,None,219.90000210003927,None,219.90000210003927,None,219.90000210003927,None,219.90000210003927,None,37,32,34,50,32,60,222.43546569999307,None,1.0,1.131911999953445,222.43546569999307,None,222.43546569999307,None,222.43546569999307,None,222.43546569999307,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,223.62358559999848,None,,,,,,,,,,,,,,,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,,,,,,None,None,None,None,None,225.4045512000448,None,225.4045512000448,None,225.4045512000448,None,225.4045512000448,None,r,1.1374013000167906,225.4045512000448,None,225.4045512000448,None,226.58927540003788,None,226.58927540003788,None,226.58927540003788,None,226.58927540003788,None,226.58927540003788,None,226.58927540003788,None,226.88419000001159,None,226.88419000001159,None,228.06677610002225,None,228.06677610002225,None,228.06677610002225,None,228.06677610002225,None,228.06677610002225,None,228.06677610002225,None,228.06677610002225,None,228.06677610002225,None,228.06677610002225,None,45,35,36,43,45,46,230.58471770002507,None,3.0,2.1213496000273153,230.58471770002507,None,230.58471770002507,None,230.58471770002507,None,230.58471770002507,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,232.76006669999333,None,,,,,,,,,,,,,,,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
0,0.3,0.225,0,13,13,13,,,,,,,,,,,,,,,None,None,None,None,None,234.72722619998967,None,234.72722619998967,None,234.72722619998967,None,234.72722619998967,None,j,1.175027700024657,234.72722619998967,None,234.72722619998967,None,235.94804899999872,None,235.94804899999872,None,235.94804899999872,None,235.94804899999872,None,235.94804899999872,None,235.94804899999872,None,236.2407874999917,None,236.2407874999917,None,237.30877699999837,None,237.30877699999837,None,237.30877699999837,None,237.30877699999837,None,237.30877699999837,None,237.30877699999837,None,237.30877699999837,None,237.30877699999837,None,237.30877699999837,None,46,37,38,50,50,47,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,1,239.84840519999852,None,239.84840519999852,None,239.84840519999852,None,239.84840519999852,None,239.84840519999852,None,239.84840519999852,None,80,239.84840519999852,None,239.84840519999852,None,0.0037583199446089566,None,4.958333333333333,4.7063530999585055,245.81985160004115,None,245.81985160004115,None,245.81985160004115,None,245.81985160004115,None,None,None,250.55072860000655,None,,,,,,,,0.07552083333333333,-0.2916666666666667,1,0,0,5.925622900016606,tijiao,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,,,,,,None,None,None,None,None,252.10633660003077,None,252.10633660003077,None,252.10633660003077,None,252.10633660003077,None,f,0.9958561999956146,252.10633660003077,None,252.10633660003077,None,253.13997190003283,None,253.13997190003283,None,253.13997190003283,None,253.13997190003283,None,253.13997190003283,None,253.13997190003283,None,253.43614320002962,None,253.43614320002962,None,254.28882650000742,None,254.28882650000742,None,254.28882650000742,None,254.28882650000742,None,254.28882650000742,None,254.28882650000742,None,254.28882650000742,None,254.28882650000742,None,254.28882650000742,None,45,32,29,48,32,38,256.8073149000411,None,3.0,1.6196439000195824,256.8073149000411,None,256.8073149000411,None,256.8073149000411,None,256.8073149000411,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,258.4875591000309,None,,,,,,,,,,,,,,,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
0,0.3,0.225,0,15,15,15,,,,,,,,,,,,,,,None,None,None,None,None,260.2115191000048,None,260.2115191000048,None,260.2115191000048,None,260.2115191000048,None,r,1.0407350999885239,260.2115191000048,None,260.2115191000048,None,261.29766680003377,None,261.29766680003377,None,261.29766680003377,None,261.29766680003377,None,261.29766680003377,None,261.29766680003377,None,261.5919058000436,262.84258150000824,261.5919058000436,262.84258150000824,262.87377970002126,None,262.87377970002126,None,262.87377970002126,None,262.87377970002126,None,262.87377970002126,None,262.87377970002126,None,262.87377970002126,None,262.87377970002126,None,262.87377970002126,None,38,26,40,61,38,64,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,1,265.4157506999909,None,265.4157506999909,None,265.4157506999909,None,265.4157506999909,None,265.4157506999909,None,265.4157506999909,None,63,265.4157506999909,None,265.4157506999909,None,0.0034888199297711253,None,3.864583333333334,3.491403099964373,271.6888787000207,None,271.6888787000207,None,271.6888787000207,None,271.6888787000207,None,None,None,275.2005269000074,None,,,,,,,,0.005208333333333333,-0.2877604166666667,1,0,0,6.241813500004355,tijiao,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,,,,,,None,None,None,None,None,277.0895087000099,None,277.0895087000099,None,277.0895087000099,None,277.0895087000099,None,i,0.27296720002777874,277.0895087000099,None,277.0895087000099,None,277.40617180004483,None,277.40617180004483,None,277.40617180004483,None,277.40617180004483,None,277.40617180004483,None,277.40617180004483,None,277.7029252999928,None,277.7029252999928,None,278.78276570001617,None,278.78276570001617,None,278.78276570001617,None,278.78276570001617,None,278.78276570001617,None,278.78276570001617,None,278.78276570001617,None,278.78276570001617,None,278.78276570001617,None,41,29,36,59,36,35,281.3068205000018,None,4.0,1.4873082999838516,281.3068205000018,None,281.3068205000018,None,281.3068205000018,None,281.3068205000018,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,282.8470292999991,None,,,,,,,,,,,,,,,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
0,0.3,0.225,0,17,17,17,,,,,,,,,,,,,,,None,None,None,None,None,284.6453760000295,None,284.6453760000295,None,284.6453760000295,None,284.6453760000295,None,j,1.1270035000052303,284.6453760000295,None,284.6453760000295,None,285.814691400039,None,285.814691400039,None,285.814691400039,None,285.814691400039,None,285.814691400039,None,285.814691400039,None,286.1087874000077,None,286.1087874000077,None,287.2406192999915,None,287.2406192999915,None,287.2406192999915,None,287.2406192999915,None,287.2406192999915,None,287.2406192999915,None,287.2406192999915,None,287.2406192999915,None,287.2406192999915,None,41,30,37,64,64,46,289.75941100000637,None,5.0,1.4039083999814466,289.75941100000637,None,289.75941100000637,None,289.75941100000637,None,289.75941100000637,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,291.21612689999165,None,,,,,,,,,,,,,,,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,,,,,,None,None,None,None,None,293.0674179000198,None,293.0674179000198,None,293.0674179000198,None,293.0674179000198,None,j,1.1160392999881878,293.0674179000198,None,293.0674179000198,None,294.23653009999543,None,294.23653009999543,None,294.23653009999543,None,294.23653009999543,None,294.23653009999543,None,294.23653009999543,None,294.53128660004586,296.01552499999525,294.53128660004586,296.01552499999525,296.0519778000307,None,296.0519778000307,None,296.0519778000307,None,296.0519778000307,None,296.0519778000307,None,296.0519778000307,None,296.0519778000307,None,296.0519778000307,None,296.0519778000307,None,42,21,39,56,56,79,298.5643168000388,None,1.0,1.2062941000331193,298.5643168000388,None,298.5643168000388,None,298.5643168000388,None,298.5643168000388,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,299.822010200005,None,,,,,,,,,,,,,,,,230,f,21,2023_Mar_20_1017,RL,2021.2.3,60.25058217147471,
