bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,18.4311633000616,18.4311633000616,space,6.516609500045888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
,,,,,,,,,,,24.97644430003129,24.97644430003129,s,12.801546000060625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,125.7730369999772,125.7730369999772,125.7730369999772,125.7730369999772,125.7730369999772,125.7730369999772,j,0.4924758999841288,126.2904986999929,126.2904986999929,126.2904986999929,126.2904986999929,126.2904986999929,126.2904986999929,126.58788040000945,126.58788040000945,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,128.15024099999573,40,38,48,48,48,32,6.0,1.7616184999933466,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,132.4467737999512,134.43278739997186,130.6594555999618,130.6594555999618,130.6594555999618,130.6594555999618,130.6594555999618,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,134.43278739997186,134.43278739997186,134.43278739997186,134.43278739997186,134.43278739997186,134.43278739997186,j,0.49386649997904897,134.9494541999884,134.9494541999884,134.9494541999884,134.9494541999884,134.9494541999884,134.9494541999884,135.24729570001364,135.24729570001364,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,136.21164450002834,31,37,51,45,45,50,6.0,1.4449781000148505,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,140.19105250004213,142.04515250003897,138.72052500001155,138.72052500001155,138.72052500001155,138.72052500001155,138.72052500001155,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,142.04515250003897,142.04515250003897,142.04515250003897,142.04515250003897,142.04515250003897,142.04515250003897,i,0.40774579998105764,142.48012650001328,142.48012650001328,142.48012650001328,142.48012650001328,142.48012650001328,142.48012650001328,142.77716970001347,142.77716970001347,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,144.58834150002804,33,37,49,48,49,54,None,None,,,[],[],[],[],[],[],[],0.2,1,147.10932389996015,147.10932389996015,147.10932389996015,147.10932389996015,147.10932389996015,147.10932389996015,147.10932389996015,147.10932389996015,0.006337200058624148,147.10932389996015,60,[0.10555555555555556],[-0.27870370370370373],[1],[0],[0],[3.1551373000256717],['tijiao_random_2'],150.2774149000179,150.2774149000179,150.2774149000179,150.2774149000179,9.907407407407407,2.2037592000560835,152.4992285000626,154.36184729996603,,,,,,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,154.36184729996603,154.36184729996603,154.36184729996603,154.36184729996603,154.36184729996603,154.36184729996603,f,0.4026120000053197,154.79507330001798,154.79507330001798,154.79507330001798,154.79507330001798,154.79507330001798,154.79507330001798,155.09346030000597,155.09346030000597,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,156.27355090004858,28,35,58,44,35,61,5.0,2.0103403000393882,,,[],[],[],[],[],[],[],0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,160.81961330003105,162.52280330006033,158.78232230001595,158.78232230001595,158.78232230001595,158.78232230001595,158.78232230001595,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,162.52280330006033,162.52280330006033,162.52280330006033,162.52280330006033,162.52280330006033,162.52280330006033,i,0.4081697999499738,162.9555859999964,162.9555859999964,162.9555859999964,162.9555859999964,162.9555859999964,162.9555859999964,163.2545645000646,163.2545645000646,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,164.5175475999713,35,23,54,44,54,62,None,None,64,64,[0.053703703703703705],[-0.3055555555555556],[1],[0],[0],[2.8652010000078008],['tijiao'],0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],169.9147735000588,169.9147735000588,169.9147735000588,169.9147735000588,8.564814814814815,2.5779092999873683,172.5111295999959,174.2742159999907,,,,,,167.02877820003778,167.02877820003778,167.02877820003778,167.02877820003778,167.02877820003778,167.02877820003778,167.02877820003778,167.02877820003778,0.00651320000179112,167.02877820003778,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,174.2742159999907,174.2742159999907,174.2742159999907,174.2742159999907,174.2742159999907,174.2742159999907,j,0.3489158999873325,174.64014390006196,174.64014390006196,174.64014390006196,174.64014390006196,174.64014390006196,174.64014390006196,174.9389490999747,174.9389490999747,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,176.3516783999512,28,31,53,47,47,63,None,None,,,[],[],[],[],[],[],[],-0.2,1,178.8721879000077,178.8721879000077,178.8721879000077,178.8721879000077,178.8721879000077,178.8721879000077,178.8721879000077,178.8721879000077,0.006146100000478327,178.8721879000077,49,[0.03425925925925926],[-0.28703703703703703],[1],[0],[0],[5.847559200017713],['tijiao_random_2'],184.73435769998468,184.73435769998468,184.73435769998468,184.73435769998468,9.157407407407408,1.7543044000631198,186.50635979999788,188.50200680003036,,,,,,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,188.50200680003036,188.50200680003036,188.50200680003036,188.50200680003036,188.50200680003036,188.50200680003036,j,0.33082339994143695,188.85322859999724,188.85322859999724,188.85322859999724,188.85322859999724,188.85322859999724,188.85322859999724,189.15057319996413,189.15057319996413,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,190.06477120006457,30,27,56,51,51,52,None,None,52,52,[-0.04537037037037037],[-0.26944444444444443],[1],[0],[0],[3.579567899927497],['tijiao'],-0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],196.17614830005914,196.17614830005914,196.17614830005914,196.17614830005914,9.824074074074074,1.7305694000096992,197.92566019995138,199.78775240003597,,,,,,192.57626690005418,192.57626690005418,192.57626690005418,192.57626690005418,192.57626690005418,192.57626690005418,192.57626690005418,192.57626690005418,0.0073850000044330955,192.57626690005418,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,199.78775240003597,199.78775240003597,199.78775240003597,199.78775240003597,199.78775240003597,199.78775240003597,j,0.32294240000192076,200.1395759000443,200.1395759000443,200.1395759000443,200.1395759000443,200.1395759000443,200.1395759000443,200.43655990005936,200.43655990005936,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,201.33370319998357,32,27,58,60,60,67,None,None,,,[],[],[],[],[],[],[],-0.2,1,203.8528731999686,203.8528731999686,203.8528731999686,203.8528731999686,203.8528731999686,203.8528731999686,203.8528731999686,203.8528731999686,0.006972700008191168,203.8528731999686,62,[0.026851851851851852],[-0.27870370370370373],[1],[0],[0],[3.9542567000025883],['tijiao_random_2'],207.82024639996234,207.82024639996234,207.82024639996234,207.82024639996234,8.972222222222223,1.95507079991512,209.792934600031,211.32305570004974,,,,,,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,211.32305570004974,211.32305570004974,211.32305570004974,211.32305570004974,211.32305570004974,211.32305570004974,j,0.31005120009649545,211.658369999961,211.658369999961,211.658369999961,211.658369999961,211.658369999961,211.658369999961,211.95502100000158,211.95502100000158,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,213.91616889997385,32,28,58,54,54,50,6.0,1.8609087999211624,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,218.31299590005074,219.91634380002506,216.42539280001074,216.42539280001074,216.42539280001074,216.42539280001074,216.42539280001074,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,219.91634380002506,219.91634380002506,219.91634380002506,219.91634380002506,219.91634380002506,219.91634380002506,j,0.3730641999281943,220.31606460001785,220.31606460001785,220.31606460001785,220.31606460001785,220.31606460001785,220.31606460001785,220.61468760005664,220.61468760005664,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,221.7612185999751,24,35,57,51,51,63,None,None,35,35,[0.03148148148148148],[-0.28425925925925927],[1],[0],[0],[6.257457599975169],['tijiao'],-0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],230.55073689995334,230.55073689995334,230.55073689995334,230.55073689995334,9.88888888888889,1.9112468999810517,232.48091130005196,234.16055360005703,,,,,,224.27154870005324,224.27154870005324,224.27154870005324,224.27154870005324,224.27154870005324,224.27154870005324,224.27154870005324,224.27154870005324,0.0055074000265449286,224.27154870005324,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,234.16055360005703,234.16055360005703,234.16055360005703,234.16055360005703,234.16055360005703,234.16055360005703,r,0.3944943998940289,234.57831330003683,234.57831330003683,234.57831330003683,234.57831330003683,234.57831330003683,234.57831330003683,234.87581800005864,234.87581800005864,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,236.85371779999696,33,35,59,44,33,65,6.0,1.8605816001072526,,,[],[],[],[],[],[],[],-0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,241.24777560005896,242.8533718000399,239.3627263000235,239.3627263000235,239.3627263000235,239.3627263000235,239.3627263000235,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,242.8533718000399,242.8533718000399,242.8533718000399,242.8533718000399,242.8533718000399,242.8533718000399,j,0.6469601999269798,243.51929329999257,243.51929329999257,243.51929329999257,243.51929329999257,243.51929329999257,243.51929329999257,243.8180386000313,243.8180386000313,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,244.8816376000177,32,28,60,34,34,47,None,None,,,[],[],[],[],[],[],[],0.2,1,247.40173689997755,247.40173689997755,247.40173689997755,247.40173689997755,247.40173689997755,247.40173689997755,247.40173689997755,247.40173689997755,0.006741999997757375,247.40173689997755,53,[-0.017592592592592594],[-0.28425925925925927],[1],[0],[0],[5.216821199981496],['tijiao_random_2'],252.6303991000168,252.6303991000168,252.6303991000168,252.6303991000168,9.824074074074074,1.955476599978283,254.60396510001738,256.4168459000066,,,,,,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,256.4168459000066,256.4168459000066,256.4168459000066,256.4168459000066,256.4168459000066,256.4168459000066,i,0.3208295999793336,256.7677727000555,256.7677727000555,256.7677727000555,256.7677727000555,256.7677727000555,256.7677727000555,257.0653430999955,257.0653430999955,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,257.9960184999509,33,45,61,43,61,63,7.0,3.290162799996324,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,263.82359769998584,265.79091069998685,260.5050659000408,260.5050659000408,260.5050659000408,260.5050659000408,260.5050659000408,,,,,,,,,,,,,,268,m,23,2023-03-26_16h59.58.367,RL,2022.2.4,60.06922378311125,
