bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,13.987057599937543,None,space,0.7758779999567196,13.987057599937543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
,,,,,,,,,,,,,14.792171200038865,None,s,1.9206951999804005,14.792171200038865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,16.742820600047708,None,None,None,None,None,None,17.82530709996354,None,17.82530709996354,None,17.82530709996354,None,17.82530709996354,None,r,0.26735560002271086,17.82530709996354,None,17.82530709996354,None,18.206917900010012,None,18.206917900010012,None,18.206917900010012,None,18.206917900010012,None,18.206917900010012,None,18.206917900010012,None,18.49991290003527,19.58391219994519,18.49991290003527,19.58391219994519,19.673321999958716,None,19.673321999958716,None,19.673321999958716,None,19.673321999958716,None,19.673321999958716,None,19.673321999958716,None,19.673321999958716,None,19.673321999958716,None,19.673321999958716,None,51,57,41,28,51,32,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,1,22.59488520002924,None,22.59488520002924,None,22.59488520002924,None,22.59488520002924,None,22.59488520002924,None,22.59488520002924,None,45,22.59488520002924,None,22.59488520002924,None,0.006510416666666667,-0.28125,1,0,0,3.221864999970421,tijiao_random_2,0.0014002498937770724,None,22.59488520002924,None,2.888020833333333,3.0014210999943316,25.987206600024365,None,25.987206600024365,None,25.987206600024365,None,25.987206600024365,None,None,None,29.073101799935102,None,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,30.729297399986535,None,30.729297399986535,None,30.729297399986535,None,30.729297399986535,None,j,0.1935195999685675,30.729297399986535,None,30.729297399986535,None,30.969765400048345,None,30.969765400048345,None,30.969765400048345,None,30.969765400048345,None,30.969765400048345,None,30.969765400048345,None,31.258743999991566,33.07667490001768,31.258743999991566,33.07667490001768,33.10988969996106,None,33.10988969996106,None,33.10988969996106,None,33.10988969996106,None,33.10988969996106,None,33.10988969996106,None,33.10988969996106,None,33.10988969996106,None,33.10988969996106,None,46,63,38,32,32,33,35.636517900042236,None,1.0,1.8342732000164688,35.636517900042236,None,35.636517900042236,None,35.636517900042236,None,35.636517900042236,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.64091820002068,None,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,39.56875229999423,None,39.56875229999423,None,39.56875229999423,None,39.56875229999423,None,f,0.24441509996540844,39.56875229999423,None,39.56875229999423,None,39.859470100025646,None,39.859470100025646,None,39.859470100025646,None,39.859470100025646,None,39.859470100025646,None,39.859470100025646,None,40.14845810004044,None,40.14845810004044,None,41.666446799994446,None,41.666446799994446,None,41.666446799994446,None,41.666446799994446,None,41.666446799994446,None,41.666446799994446,None,41.666446799994446,None,41.666446799994446,None,41.666446799994446,None,47,63,46,31,63,29,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,1,44.209699300001375,None,44.209699300001375,None,44.209699300001375,None,44.209699300001375,None,44.209699300001375,None,44.209699300001375,None,63,44.209699300001375,None,44.209699300001375,None,-0.0026041666666666665,-0.2903645833333333,1,0,0,4.035935600055382,tijiao_random_2,0.015805940027348697,None,44.209699300001375,None,9.9453125,2.018592199892737,48.292684499989264,None,48.292684499989264,None,48.292684499989264,None,48.292684499989264,None,None,None,50.321791799971834,None,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,52.27698369999416,None,52.27698369999416,None,52.27698369999416,None,52.27698369999416,None,j,0.2860145999584347,52.27698369999416,None,52.27698369999416,None,52.611665899981745,None,52.611665899981745,None,52.611665899981745,None,52.611665899981745,None,52.611665899981745,None,52.611665899981745,None,52.90734249993693,None,52.90734249993693,None,54.22829220001586,None,54.22829220001586,None,54.22829220001586,None,54.22829220001586,None,54.22829220001586,None,54.22829220001586,None,54.22829220001586,None,54.22829220001586,None,54.22829220001586,None,39,65,49,23,23,41,56.73931640002411,None,1.0,1.8735520999180153,56.73931640002411,None,56.73931640002411,None,56.73931640002411,None,56.73931640002411,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,58.69987000001129,None,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,60.48294709995389,None,60.48294709995389,None,60.48294709995389,None,60.48294709995389,None,f,0.22010090004187077,60.48294709995389,None,60.48294709995389,None,60.7515230999561,None,60.7515230999561,None,60.7515230999561,None,60.7515230999561,None,60.7515230999561,None,60.7515230999561,None,61.04622889996972,None,61.04622889996972,None,62.71376940002665,None,62.71376940002665,None,62.71376940002665,None,62.71376940002665,None,62.71376940002665,None,62.71376940002665,None,62.71376940002665,None,62.71376940002665,None,62.71376940002665,None,42,68,43,31,68,52,None,None,None,None,None,None,None,None,None,None,None,None,34,65.24432359996717,None,34,65.24432359996717,None,65.24432359996717,None,65.24432359996717,None,65.24432359996717,None,65.24432359996717,None,65.24432359996717,None,65.24432359996717,None,0.014636430074460804,None,65.24432359996717,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,4.958333333333333,3.128906700061634,75.24702549993526,None,75.24702549993526,None,75.24702549993526,None,75.24702549993526,None,None,None,78.39072050002869,None,-0.018229166666666668,-0.26171875,1,0,0,9.937898699892685,tijiao,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,80.39664629998151,None,80.39664629998151,None,80.39664629998151,None,80.39664629998151,None,i,0.23756160004995763,80.39664629998151,None,80.39664629998151,None,80.67609329998959,None,80.67609329998959,None,80.67609329998959,None,80.67609329998959,None,80.67609329998959,None,80.67609329998959,None,80.95955479994882,82.71128409996163,80.95955479994882,82.71128409996163,82.74354089994449,None,82.74354089994449,None,82.74354089994449,None,82.74354089994449,None,82.74354089994449,None,82.74354089994449,None,82.74354089994449,None,82.74354089994449,None,82.74354089994449,None,53,59,43,30,43,49,None,None,None,None,None,None,None,None,None,None,None,None,45,85.28057099995203,None,45,85.28057099995203,None,85.28057099995203,None,85.28057099995203,None,85.28057099995203,None,85.28057099995203,None,85.28057099995203,None,85.28057099995203,None,0.00833992997650057,None,85.28057099995203,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,7.09375,2.350234300014563,89.43745249998756,None,89.43745249998756,None,89.43745249998756,None,89.43745249998756,None,None,None,91.81595740001649,None,0.09114583333333333,-0.2734375,1,0,0,4.11170010000933,tijiao,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,93.45600609993562,None,93.45600609993562,None,93.45600609993562,None,93.45600609993562,None,f,0.2285791999893263,93.45600609993562,None,93.45600609993562,None,93.72649459994864,None,93.72649459994864,None,93.72649459994864,None,93.72649459994864,None,93.72649459994864,None,93.72649459994864,None,94.01904289994854,95.67025029996876,94.01904289994854,95.67025029996876,95.70235439995304,None,95.70235439995304,None,95.70235439995304,None,95.70235439995304,None,95.70235439995304,None,95.70235439995304,None,95.70235439995304,None,95.70235439995304,None,95.70235439995304,None,42,48,35,24,48,55,98.22096129995771,None,1.0,1.7015339999925345,98.22096129995771,None,98.22096129995771,None,98.22096129995771,None,98.22096129995771,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,99.97944419994019,None,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,101.79458370001521,None,101.79458370001521,None,101.79458370001521,None,101.79458370001521,None,r,0.26975610002409667,101.79458370001521,None,101.79458370001521,None,102.11284359998535,None,102.11284359998535,None,102.11284359998535,None,102.11284359998535,None,102.11284359998535,None,102.11284359998535,None,102.40814910002518,None,102.40814910002518,None,103.85519649996422,None,103.85519649996422,None,103.85519649996422,None,103.85519649996422,None,103.85519649996422,None,103.85519649996422,None,103.85519649996422,None,103.85519649996422,None,103.85519649996422,None,44,52,39,26,44,56,106.37659120000899,None,1.0,1.6856728999409825,106.37659120000899,None,106.37659120000899,None,106.37659120000899,None,106.37659120000899,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,108.11497560003772,None,,,,,,,,,267,f,23,2023_Mar_26_1701,RL,2021.2.3,59.99286086503693,
