bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,207.34854069998255,207.34854069998255,207.34854069998255,207.34854069998255,207.34854069998255,207.34854069998255,i,0.5547368999687023,207.93166150001343,207.93166150001343,207.93166150001343,207.93166150001343,207.93166150001343,207.93166150001343,208.22938969999086,208.22938969999086,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,209.70901990000857,54,15,69,55,69,49,7.0,4.902068800001871,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,217.14676520001376,219.04975780000677,,,,,,,,,,,212.21810130000813,212.21810130000813,212.21810130000813,212.21810130000813,212.21810130000813,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,219.04975780000677,219.04975780000677,219.04975780000677,219.04975780000677,219.04975780000677,219.04975780000677,j,0.8864544000243768,219.96619720000308,219.96619720000308,219.96619720000308,219.96619720000308,219.96619720000308,219.96619720000308,220.26318509998964,220.26318509998964,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,222.1744730999926,60,16,58,48,48,24,None,None,224.6864840000053,224.6864840000053,224.6864840000053,224.6864840000053,224.6864840000053,224.6864840000053,224.6864840000053,224.6864840000053,0.007383999996818602,224.6864840000053,27,27,[0.18055555555555555],[-0.325],[1],[0],[0],[8.931904199998826],['tijiao'],0.6,0,,[],[],[],[],[],[],[],233.64036610000767,233.64036610000767,233.64036610000767,233.64036610000767,8.944444444444445,3.3412562999874353,237.00037119997432,238.9291518999962,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,238.9291518999962,238.9291518999962,238.9291518999962,238.9291518999962,238.9291518999962,238.9291518999962,r,0.787867900042329,239.74711220001336,239.74711220001336,239.74711220001336,239.74711220001336,239.74711220001336,239.74711220001336,240.04256679996615,240.04256679996615,241.68813169997884,241.68813169997884,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,241.70495619997382,51,24,66,57,51,72,None,None,244.2172102999757,244.2172102999757,244.2172102999757,244.2172102999757,244.2172102999757,244.2172102999757,244.2172102999757,244.2172102999757,0.007349399966187775,244.2172102999757,64,64,[0.10648148148148148],[-0.28055555555555556],[1],[0],[0],[5.640597100020386],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],249.878361399984,249.878361399984,249.878361399984,249.878361399984,8.222222222222221,1.7630863999947906,251.65968480001902,253.55569409998134,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,253.55569409998134,253.55569409998134,253.55569409998134,253.55569409998134,253.55569409998134,253.55569409998134,f,0.8275589000550099,254.4063196000061,254.4063196000061,254.4063196000061,254.4063196000061,254.4063196000061,254.4063196000061,254.70288160000928,254.70288160000928,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,256.34787529997993,48,19,68,54,19,49,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,21,[-0.06666666666666667],[-0.3148148148148148],[1],[0],[0],[6.67830969998613],['tijiao_random_2'],265.56321940000635,265.56321940000635,265.56321940000635,265.56321940000635,1,3.0500041999621317,268.6305604999652,270.1770805999986,258.86939100001473,258.86939100001473,258.86939100001473,258.86939100001473,258.86939100001473,258.86939100001473,258.86939100001473,258.86939100001473,0.007163900008890778,258.86939100001473,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,270.1770805999986,270.1770805999986,270.1770805999986,270.1770805999986,270.1770805999986,270.1770805999986,j,0.5797525999951176,270.77822869998636,270.77822869998636,270.77822869998636,270.77822869998636,270.77822869998636,270.77822869998636,271.0744892999646,271.0744892999646,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,272.08859060000395,55,20,66,51,51,70,None,None,274.6012098999927,274.6012098999927,274.6012098999927,274.6012098999927,274.6012098999927,274.6012098999927,274.6012098999927,274.6012098999927,0.007438000000547618,274.6012098999927,38,38,[0.08425925925925926],[-0.2611111111111111],[1],[0],[0],[11.441119500028435],['tijiao'],0.6,0,,[],[],[],[],[],[],[],286.0631095999852,286.0631095999852,286.0631095999852,286.0631095999852,6.805555555555556,3.708370400010608,289.7890050999704,291.78477610001573,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,291.78477610001573,291.78477610001573,291.78477610001573,291.78477610001573,291.78477610001573,291.78477610001573,i,0.39218899997649714,292.2038623999688,292.2038623999688,292.2038623999688,292.2038623999688,292.2038623999688,292.2038623999688,292.5000423999736,292.5000423999736,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,293.5630918999668,55,20,68,54,68,76,7.0,2.275975299999118,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,298.3766123999958,300.2450976999826,,,,,,,,,,,296.07249499997124,296.07249499997124,296.07249499997124,296.07249499997124,296.07249499997124,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,300.2450976999826,300.2450976999826,300.2450976999826,300.2450976999826,300.2450976999826,300.2450976999826,r,0.3433270999812521,300.613326199993,300.613326199993,300.613326199993,300.613326199993,300.613326199993,300.613326199993,300.91010440001264,300.91010440001264,301.72437660000287,301.72437660000287,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,301.74123909999616,65,28,70,61,65,50,7.0,2.476116199977696,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,306.75339620001614,308.3391884000157,,,,,,,,,,,304.2495983999688,304.2495983999688,304.2495983999688,304.2495983999688,304.2495983999688,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,308.3391884000157,308.3391884000157,308.3391884000157,308.3391884000157,308.3391884000157,308.3391884000157,f,0.36145560001023114,308.72457119997125,308.72457119997125,308.72457119997125,308.72457119997125,308.72457119997125,308.72457119997125,309.02102029998787,309.02102029998787,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,310.367262499989,64,36,74,49,36,73,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,72,[0.12129629629629629],[-0.31296296296296294],[1],[0],[0],[8.67382510000607],['tijiao_random_2'],321.5738923000172,321.5738923000172,321.5738923000172,321.5738923000172,2.0833333333333335,3.036389200016856,324.6272602999816,326.223825699999,312.8875264999806,312.8875264999806,312.8875264999806,312.8875264999806,312.8875264999806,312.8875264999806,312.8875264999806,312.8875264999806,0.007057600014377385,312.8875264999806,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,326.223825699999,326.223825699999,326.223825699999,326.223825699999,326.223825699999,326.223825699999,i,0.8336500999866985,327.0908022999647,327.0908022999647,327.0908022999647,327.0908022999647,327.0908022999647,327.0908022999647,327.38782289996743,327.38782289996743,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,328.6341040999978,58,25,71,47,71,68,7.0,2.5259869000292383,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,333.69541089999257,335.4484296999872,,,,,,,,,,,331.14294099999825,331.14294099999825,331.14294099999825,331.14294099999825,331.14294099999825,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,335.4484296999872,335.4484296999872,335.4484296999872,335.4484296999872,335.4484296999872,335.4484296999872,j,0.6953825000091456,336.16416789998766,336.16416789998766,336.16416789998766,336.16416789998766,336.16416789998766,336.16416789998766,336.463070400001,336.463070400001,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,338.0750396999647,48,22,59,49,49,65,7.0,8.908440100029111,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,349.5188874999876,351.43856009998126,,,,,,,,,,,340.58455089997733,340.58455089997733,340.58455089997733,340.58455089997733,340.58455089997733,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,351.43856009998126,351.43856009998126,351.43856009998126,351.43856009998126,351.43856009998126,351.43856009998126,r,0.3356070999871008,351.8050789000117,351.8050789000117,351.8050789000117,351.8050789000117,351.8050789000117,351.8050789000117,352.1034997999668,352.1034997999668,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,353.23376350000035,47,33,55,57,47,40,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,32,[-0.09537037037037037],[-0.28425925925925927],[1],[0],[0],[9.007324500009418],['tijiao_random_2'],364.7728592999629,364.7728592999629,364.7728592999629,364.7728592999629,7.833333333333334,1.4398988999892026,366.23066810000455,367.84348079998745,355.7540867999778,355.7540867999778,355.7540867999778,355.7540867999778,355.7540867999778,355.7540867999778,355.7540867999778,355.7540867999778,0.0066645999904721975,355.7540867999778,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,367.84348079998745,367.84348079998745,367.84348079998745,367.84348079998745,367.84348079998745,367.84348079998745,r,1.0895868000225164,368.9599343999871,368.9599343999871,368.9599343999871,368.9599343999871,368.9599343999871,368.9599343999871,369.25669619999826,369.25669619999826,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,370.8693381000194,46,31,57,38,46,40,7.0,2.54236000002129,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,375.9497867000173,377.6504454999813,,,,,,,,,,,373.3781674000202,373.3781674000202,373.3781674000202,373.3781674000202,373.3781674000202,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,377.6504454999813,377.6504454999813,377.6504454999813,377.6504454999813,377.6504454999813,377.6504454999813,f,0.5399863999919035,378.2160340999835,378.2160340999835,378.2160340999835,378.2160340999835,378.2160340999835,378.2160340999835,378.5147332000197,378.5147332000197,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,379.6949046999798,53,36,62,45,36,74,None,None,382.20627039996907,382.20627039996907,382.20627039996907,382.20627039996907,382.20627039996907,382.20627039996907,382.20627039996907,382.20627039996907,0.006603699992410839,382.20627039996907,75,75,"[0.10648148148148148, 0.14444444444444443]","[-0.3731481481481482, -0.32314814814814813]","[1, 1]","[0, 0]","[0, 0]","[8.733242199989036, 9.380849400011357]",['tijiao'],0.2,0,,[],[],[],[],[],[],[],391.60726259998046,391.60726259998046,391.60726259998046,391.60726259998046,1.0185185185185182,3.22717729996657,394.85224929999094,396.4326471000095,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,396.4326471000095,396.4326471000095,396.4326471000095,396.4326471000095,396.4326471000095,396.4326471000095,i,0.3997792999725789,396.8649783000001,396.8649783000001,396.8649783000001,396.8649783000001,396.8649783000001,396.8649783000001,397.16404349997174,397.16404349997174,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,399.15866529999766,48,47,54,45,54,74,7.0,2.558896599977743,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,404.25295190000907,406.0229798000073,,,,,,,,,,,401.6676382999867,401.6676382999867,401.6676382999867,401.6676382999867,401.6676382999867,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
