bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,21.359734900004696,21.359734900004696,space,3.753066500008572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
,,,,,,,,,,,25.144530799996573,25.144530799996573,s,9.968934900010936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,35.1351902000024,None,36.16866799996933,36.16866799996933,36.16866799996933,36.16866799996933,36.16866799996933,36.16866799996933,j,0.6924975999863818,36.90046269999584,36.90046269999584,36.90046269999584,36.90046269999584,36.90046269999584,36.90046269999584,37.17968539998401,37.17968539998401,38.79194580001058,38.79194580001058,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,38.81135199998971,53,38,83,47,47,41,None,None,41.345491699990816,41.345491699990816,41.345491699990816,41.345491699990816,41.345491699990816,41.345491699990816,41.345491699990816,41.345491699990816,0.007249900023452938,41.345491699990816,51,51,[0.012962962962962963],[-0.3138888888888889],[1],[0],[0],[13.607454499986488],['tijiao'],0.2,0,,[],[],[],[],[],[],[],55.07375999999931,55.07375999999931,55.07375999999931,55.07375999999931,1,2.6879383000195958,57.81890419998672,59.41909199999645,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,59.41909199999645,59.41909199999645,59.41909199999645,59.41909199999645,59.41909199999645,59.41909199999645,r,0.7040478000417352,60.15963080001529,60.15963080001529,60.15963080001529,60.15963080001529,60.15963080001529,60.15963080001529,60.44971529999748,60.44971529999748,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,62.01240130001679,41,28,76,55,41,60,None,None,64.52318349998677,64.52318349998677,64.52318349998677,64.52318349998677,64.52318349998677,64.52318349998677,64.52318349998677,64.52318349998677,0.00648639997234568,64.52318349998677,62,62,[0.03888888888888889],[-0.28888888888888886],[1],[0],[0],[29.874975899991114],['tijiao'],0.2,0,,[],[],[],[],[],[],[],94.42034259997308,94.42034259997308,94.42034259997308,94.42034259997308,1,2.3769949999987148,96.81562159996247,98.51214289997006,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,98.51214289997006,98.51214289997006,98.51214289997006,98.51214289997006,98.51214289997006,98.51214289997006,f,0.6272169000003487,99.17028939997545,99.17028939997545,99.17028939997545,99.17028939997545,99.17028939997545,99.17028939997545,99.45989669999108,99.45989669999108,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,100.87194400001317,52,15,70,56,15,53,None,None,103.38443530001678,103.38443530001678,103.38443530001678,103.38443530001678,103.38443530001678,103.38443530001678,103.38443530001678,103.38443530001678,0.0072339000180363655,103.38443530001678,42,42,"[-0.05462962962962963, 0.009259259259259259, -0.017592592592592594]","[-0.36666666666666664, -0.2351851851851852, -0.30185185185185187]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.198220400023274, 15.729453400010243, 16.810299700009637]",['tijiao'],-0.6,0,,[],[],[],[],[],[],[],120.21680719999131,120.21680719999131,120.21680719999131,120.21680719999131,1.0462962962962965,1.6793241000268608,121.91398770001251,123.54387669998687,,,,,,,,,,,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,123.54387669998687,123.54387669998687,123.54387669998687,123.54387669998687,123.54387669998687,123.54387669998687,j,0.4414025000296533,124.01265589997638,124.01265589997638,124.01265589997638,124.01265589997638,124.01265589997638,124.01265589997638,124.30873310001334,124.30873310001334,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,125.42216329998337,52,20,69,58,58,76,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,73,[0.017592592592592594],[-0.30092592592592593],[1],[0],[0],[17.598537800018676],['tijiao_random_2'],145.55637900001602,145.55637900001602,145.55637900001602,145.55637900001602,4.055555555555555,4.297430100035854,149.87099299998954,151.71707469999092,127.94891560001997,127.94891560001997,127.94891560001997,127.94891560001997,127.94891560001997,127.94891560001997,127.94891560001997,127.94891560001997,0.006867499963846058,127.94891560001997,,,,,,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,151.71707469999092,151.71707469999092,151.71707469999092,151.71707469999092,151.71707469999092,151.71707469999092,j,1.1898841999936849,152.9338082000031,152.9338082000031,152.9338082000031,152.9338082000031,152.9338082000031,152.9338082000031,153.22992860001978,153.22992860001978,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,154.26023479999276,50,23,69,51,51,64,4.0,5.018545399943832,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,161.8198481000145,163.8003297999967,,,,,,,,,,,156.76951070001815,156.76951070001815,156.76951070001815,156.76951070001815,156.76951070001815,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,163.8003297999967,163.8003297999967,163.8003297999967,163.8003297999967,163.8003297999967,163.8003297999967,i,0.48034159996313974,164.307095199998,164.307095199998,164.307095199998,164.307095199998,164.307095199998,164.307095199998,164.59840389998863,164.59840389998863,166.06145470001502,166.06145470001502,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,166.07743229996413,54,29,62,55,62,44,6.0,3.0575252000126056,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,171.67404660000466,173.6573069000151,,,,,,,,,,,168.58707130001858,168.58707130001858,168.58707130001858,168.58707130001858,168.58707130001858,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,173.6573069000151,173.6573069000151,173.6573069000151,173.6573069000151,173.6573069000151,173.6573069000151,r,0.9584798000287265,174.64079949998995,174.64079949998995,174.64079949998995,174.64079949998995,174.64079949998995,174.64079949998995,174.93728080001893,174.93728080001893,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,176.73214879998704,52,24,65,51,52,74,7.0,6.6647115999949165,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,185.93190520000644,187.68568519997643,,,,,,,,,,,179.24099849996855,179.24099849996855,179.24099849996855,179.24099849996855,179.24099849996855,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,187.68568519997643,187.68568519997643,187.68568519997643,187.68568519997643,187.68568519997643,187.68568519997643,f,0.8117481999797747,188.52072219998809,188.52072219998809,188.52072219998809,188.52072219998809,188.52072219998809,188.52072219998809,188.81590139999753,188.81590139999753,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,190.295208800002,48,20,61,47,20,87,4.0,12.796377599996049,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,205.62662290001754,207.34854069998255,,,,,,,,,,,192.8043800999876,192.8043800999876,192.8043800999876,192.8043800999876,192.8043800999876,,,,,,262,f,22,2023-03-26_11h58.48.738,RL,2022.2.4,60.037199066201836,
