bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,34.048078100022394,34.048078100022394,space,11.667159999982687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
,,,,,,,,,,,45.75349840000854,45.75349840000854,s,45.67769070001668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,185.2814435000182,185.2814435000182,185.2814435000182,185.2814435000182,185.2814435000182,185.2814435000182,r,0.4060260999831371,185.7155304000189,185.7155304000189,185.7155304000189,185.7155304000189,185.7155304000189,185.7155304000189,186.01267870000447,186.01267870000447,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,187.27623940000194,189.78509200000553,189.78509200000553,189.78509200000553,189.78509200000553,189.78509200000553,43,36,50,32,43,76,2.0,3.1248827999806963,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,192.93510220001917,194.6226324000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,194.6226324000163,194.6226324000163,194.6226324000163,194.6226324000163,194.6226324000163,194.6226324000163,f,0.5882639999908861,195.23781070002588,195.23781070002588,195.23781070002588,195.23781070002588,195.23781070002588,195.23781070002588,195.53712040002574,195.53712040002574,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,197.46526230001473,199.97420490000513,199.97420490000513,199.97420490000513,199.97420490000513,199.97420490000513,50,47,47,23,47,72,2.0,2.9242749999975786,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,202.9230869000021,204.84466050000628,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,204.84466050000628,204.84466050000628,204.84466050000628,204.84466050000628,204.84466050000628,204.84466050000628,i,0.47945489999256097,205.34358270000666,205.34358270000666,205.34358270000666,205.34358270000666,205.34358270000666,205.34358270000666,205.64276330001303,205.64276330001303,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,206.8893720000051,209.3984357000154,209.3984357000154,209.3984357000154,209.3984357000154,209.3984357000154,49,50,56,20,56,33,4.0,2.9079262999875937,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,212.33033120000619,213.93644330001553,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,213.93644330001553,213.93644330001553,213.93644330001553,213.93644330001553,213.93644330001553,213.93644330001553,i,0.49230299997725524,214.45214460001444,214.45214460001444,214.45214460001444,214.45214460001444,214.45214460001444,214.45214460001444,214.7513115000038,214.7513115000038,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,216.54598690001876,,,,,,45,52,48,30,48,69,None,None,45,45,[0.021296296296296296],[-0.2916666666666667],[1],[0],[0],[5.774876999988919],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],5.981481481481482,4.889097900013439,229.7589752000058,231.5215501000057,,,,,,,,,,,224.8511082000041,224.8511082000041,224.8511082000041,224.8511082000041,219.05627370000002,219.05627370000002,219.05627370000002,219.05627370000002,219.05627370000002,219.05627370000002,219.05627370000002,219.05627370000002,0.00559010001597926,219.05627370000002,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,231.5215501000057,231.5215501000057,231.5215501000057,231.5215501000057,231.5215501000057,231.5215501000057,i,0.4144947000022512,231.95608530001482,231.95608530001482,231.95608530001482,231.95608530001482,231.95608530001482,231.95608530001482,232.2535717000137,232.2535717000137,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,233.94892780002556,,,,,,46,51,51,31,51,65,None,None,,,[],[],[],[],[],[],[],-0.6,1,40,[-0.03148148148148148],[-0.287962962962963],[1],[0],[0],[4.353742199979024],['tijiao_random_2'],6.0,3.952461199980462,244.80119180001202,246.63010190002387,236.4658647000033,236.4658647000033,236.4658647000033,236.4658647000033,236.4658647000033,236.4658647000033,236.4658647000033,236.4658647000033,0.005854699993506074,236.4658647000033,240.8315319000103,240.8315319000103,240.8315319000103,240.8315319000103,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,246.63010190002387,246.63010190002387,246.63010190002387,246.63010190002387,246.63010190002387,246.63010190002387,r,0.3354255000012927,246.99845939999796,246.99845939999796,246.99845939999796,246.99845939999796,246.99845939999796,246.99845939999796,247.29552460002014,247.29552460002014,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,248.72449130000314,251.23384570001508,251.23384570001508,251.23384570001508,251.23384570001508,251.23384570001508,49,43,41,31,49,52,4.0,3.9725729000056162,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,255.2303130000073,257.1850258000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,257.1850258000195,257.1850258000195,257.1850258000195,257.1850258000195,257.1850258000195,257.1850258000195,j,0.5935314999951515,257.8030515999999,257.8030515999999,257.8030515999999,257.8030515999999,257.8030515999999,257.8030515999999,258.0996229000157,258.0996229000157,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,259.9111912000226,,,,,,45,47,43,35,35,59,None,None,40,40,[-0.040740740740740744],[-0.2851851851851852],[1],[0],[0],[7.850407999998424],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],5.953703703703703,1.9801829000061844,272.2930032000004,273.98938020001515,,,,,,,,,,,270.2940189000219,270.2940189000219,270.2940189000219,270.2940189000219,262.4233324000088,262.4233324000088,262.4233324000088,262.4233324000088,262.4233324000088,262.4233324000088,262.4233324000088,262.4233324000088,0.007700100017245859,262.4233324000088,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,273.98938020001515,273.98938020001515,273.98938020001515,273.98938020001515,273.98938020001515,273.98938020001515,j,0.29711819998919964,274.3062717000139,274.3062717000139,274.3062717000139,274.3062717000139,274.3062717000139,274.3062717000139,274.6046697999991,274.6046697999991,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,275.5520286000101,278.06098530002055,278.06098530002055,278.06098530002055,278.06098530002055,278.06098530002055,44,38,42,30,30,33,4.0,2.2428638999990653,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,280.3286350000126,282.08347380001214,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,282.08347380001214,282.08347380001214,282.08347380001214,282.08347380001214,282.08347380001214,282.08347380001214,i,0.47241180000128224,282.5826260000176,282.5826260000176,282.5826260000176,282.5826260000176,282.5826260000176,282.5826260000176,282.8820467000187,282.8820467000187,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,283.81251100002555,,,,,,38,43,51,31,51,66,None,None,66,66,[0.09259259259259259],[-0.28888888888888886],[1],[0],[0],[6.854267899994738],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],6.972222222222222,4.6237744000100065,297.8399790000112,299.4864385999972,,,,,,,,,,,293.1973455999978,293.1973455999978,293.1973455999978,293.1973455999978,286.3239887000236,286.3239887000236,286.3239887000236,286.3239887000236,286.3239887000236,286.3239887000236,286.3239887000236,286.3239887000236,0.006553000013809651,286.3239887000236,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,299.4864385999972,299.4864385999972,299.4864385999972,299.4864385999972,299.4864385999972,299.4864385999972,i,0.36245359998429194,299.86896380002145,299.86896380002145,299.86896380002145,299.86896380002145,299.86896380002145,299.86896380002145,300.16821750000236,300.16821750000236,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,301.04862200000207,303.5580913000158,303.5580913000158,303.5580913000158,303.5580913000158,303.5580913000158,49,39,58,29,58,58,5.0,2.8584036999964155,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,306.4412084000069,308.32898280001245,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,308.32898280001245,308.32898280001245,308.32898280001245,308.32898280001245,308.32898280001245,308.32898280001245,i,0.3838419000094291,308.74660460001905,308.74660460001905,308.74660460001905,308.74660460001905,308.74660460001905,308.74660460001905,309.0439121000236,309.0439121000236,310.05766500000027,310.05766500000027,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,310.0746490000165,,,,,,51,41,52,31,52,59,None,None,55,55,[0.125],[-0.2962962962962963],[1],[0],[0],[3.647455700003775],['tijiao'],0.2,0,,[],[],[],[],[],[],[],7.962962962962963,3.060282399994321,319.3312289000023,320.86131639999803,,,,,,,,,,,316.25601959999767,316.25601959999767,316.25601959999767,316.25601959999767,312.5845842999988,312.5845842999988,312.5845842999988,312.5845842999988,312.5845842999988,312.5845842999988,312.5845842999988,312.5845842999988,0.005083500000182539,312.5845842999988,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,320.86131639999803,320.86131639999803,320.86131639999803,320.86131639999803,320.86131639999803,320.86131639999803,i,0.6378855000075419,321.52652320000925,321.52652320000925,321.52652320000925,321.52652320000925,321.52652320000925,321.52652320000925,321.82541710001533,321.82541710001533,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,323.7705119000166,,,,,,58,33,49,33,49,50,None,None,55,55,[0.049074074074074076],[-0.3037037037037037],[1],[0],[0],[8.100334899994778],['tijiao'],0.6,0,,[],[],[],[],[],[],[],6.972222222222222,2.017211300000781,336.4273621000175,338.31370660001994,,,,,,,,,,,334.4025154999981,334.4025154999981,334.4025154999981,334.4025154999981,326.282517500018,326.282517500018,326.282517500018,326.282517500018,326.282517500018,326.282517500018,326.282517500018,326.282517500018,0.007619699987117201,326.282517500018,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,338.31370660001994,338.31370660001994,338.31370660001994,338.31370660001994,338.31370660001994,338.31370660001994,f,0.3892546000133734,338.72949870000593,338.72949870000593,338.72949870000593,338.72949870000593,338.72949870000593,338.72949870000593,339.0287344000244,339.0287344000244,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,340.6244707000151,343.1335001999978,343.1335001999978,343.1335001999978,343.1335001999978,343.1335001999978,60,35,51,35,35,55,3.0,1.9436558000161313,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,345.1018117000058,346.7408553000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,346.7408553000132,346.7408553000132,346.7408553000132,346.7408553000132,346.7408553000132,346.7408553000132,f,0.8509157999942545,347.6235048000235,347.6235048000235,347.6235048000235,347.6235048000235,347.6235048000235,347.6235048000235,347.92125990000204,347.92125990000204,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,349.8160885000252,352.3247527000203,352.3247527000203,352.3247527000203,352.3247527000203,352.3247527000203,50,41,42,34,41,24,6.0,3.0908832999994047,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,355.4397535000171,357.32878510002047,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,f,23,2023-03-22_16h11.37.144,RL,2022.2.4,60.04091187084148,
