bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,22.517686099978164,22.517686099978164,space,4.218328499933705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
,,,,,,,,,,,26.780080699943937,26.780080699943937,s,5.505503699998371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,32.30256349989213,None,33.330707799992524,33.330707799992524,33.330707799992524,33.330707799992524,33.330707799992524,33.330707799992524,j,0.45850199996493757,33.83693069999572,33.83693069999572,33.83693069999572,33.83693069999572,33.83693069999572,33.83693069999572,34.114478099974804,34.114478099974804,35.560176500002854,35.560176500002854,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,35.57775199995376,62,24,66,47,47,42,None,None,38.11080259992741,38.11080259992741,38.11080259992741,38.11080259992741,38.11080259992741,38.11080259992741,38.11080259992741,38.11080259992741,0.005896599963307381,38.11080259992741,50,50,[0.03888888888888889],[-0.30185185185185187],[1],[0],[0],[5.145905000041239],['tijiao'],0.2,0,,[],[],[],[],[],[],[],43.371829899959266,43.371829899959266,43.371829899959266,43.371829899959266,3.083333333333333,1.9821059999521822,45.41452109999955,47.36103829997592,,,,,,,,,,,,,,,,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,47.36103829997592,47.36103829997592,47.36103829997592,47.36103829997592,47.36103829997592,47.36103829997592,j,0.5693323999876156,47.96255579998251,47.96255579998251,47.96255579998251,47.96255579998251,47.96255579998251,47.96255579998251,48.25916159991175,48.25916159991175,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,49.18966269993689,69,19,60,51,51,39,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,50,[0.07592592592592592],[-0.30277777777777776],[1],[0],[0],[3.405800300068222],['tijiao_random_2'],55.1270645998884,55.1270645998884,55.1270645998884,55.1270645998884,3.8425925925925926,1.2069306999910623,56.35220629989635,57.998862299951725,51.71189359994605,51.71189359994605,51.71189359994605,51.71189359994605,51.71189359994605,51.71189359994605,51.71189359994605,51.71189359994605,0.0069608999183401465,51.71189359994605,,,,,,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,57.998862299951725,57.998862299951725,57.998862299951725,57.998862299951725,57.998862299951725,57.998862299951725,j,0.6903722999850288,58.713718299986795,58.713718299986795,58.713718299986795,58.713718299986795,58.713718299986795,58.713718299986795,59.01307169999927,59.01307169999927,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,60.72516969998833,65,26,61,52,52,54,None,None,63.23486599989701,63.23486599989701,63.23486599989701,63.23486599989701,63.23486599989701,63.23486599989701,63.23486599989701,63.23486599989701,0.006007599993608892,63.23486599989701,53,53,"[0.08425925925925926, 0.10833333333333334]","[-0.36666666666666664, -0.2962962962962963]","[1, 1]","[0, 0]","[0, 0]","[4.461665999959223, 4.844551799935289]",['tijiao'],0.2,0,,[],[],[],[],[],[],[],68.1018193999771,68.1018193999771,68.1018193999771,68.1018193999771,5.231481481481482,1.2792001999914646,69.40027199999895,71.39554099994712,,,,,,,,,,,,,,,,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,71.39554099994712,71.39554099994712,71.39554099994712,71.39554099994712,71.39554099994712,71.39554099994712,j,0.4648434000555426,71.87997779995203,71.87997779995203,71.87997779995203,71.87997779995203,71.87997779995203,71.87997779995203,72.17717429995537,72.17717429995537,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,73.44028019998223,62,15,63,54,54,44,6.0,2.376327099977061,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,78.35720339999534,80.13831079995725,,,,,,,,,,,75.94980819988996,75.94980819988996,75.94980819988996,75.94980819988996,75.94980819988996,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,80.13831079995725,80.13831079995725,80.13831079995725,80.13831079995725,80.13831079995725,80.13831079995725,j,0.7178081000456586,80.88665030000266,80.88665030000266,80.88665030000266,80.88665030000266,80.88665030000266,80.88665030000266,81.18584799999371,81.18584799999371,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,82.13290109997615,59,15,55,52,52,44,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,52,[0.10277777777777777],[-0.2796296296296296],[1],[0],[0],[3.0741582000628114],['tijiao_random_2'],87.73805859999266,87.73805859999266,87.73805859999266,87.73805859999266,5.75,2.3209716998972,90.07729099993594,92.00590219988953,84.65063539997209,84.65063539997209,84.65063539997209,84.65063539997209,84.65063539997209,84.65063539997209,84.65063539997209,84.65063539997209,0.006388499983586371,84.65063539997209,,,,,,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,92.00590219988953,92.00590219988953,92.00590219988953,92.00590219988953,92.00590219988953,92.00590219988953,j,0.4471269999630749,92.47267649997957,92.47267649997957,92.47267649997957,92.47267649997957,92.47267649997957,92.47267649997957,92.77096979995258,92.77096979995258,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,94.58236439991742,56,18,56,52,52,54,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,52,[0.07314814814814814],[-0.2972222222222222],[1],[0],[0],[2.3412172000389546],['tijiao_random_2'],99.45784679998178,99.45784679998178,99.45784679998178,99.45784679998178,6.87037037037037,0.6411549999611452,100.11655259993859,101.96228599990718,97.10273429995868,97.10273429995868,97.10273429995868,97.10273429995868,97.10273429995868,97.10273429995868,97.10273429995868,97.10273429995868,0.006592499907128513,97.10273429995868,,,,,,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,101.96228599990718,101.96228599990718,101.96228599990718,101.96228599990718,101.96228599990718,101.96228599990718,j,0.49984970001969486,102.49431019998156,102.49431019998156,102.49431019998156,102.49431019998156,102.49431019998156,102.49431019998156,102.79369939991739,102.79369939991739,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,104.13962139992509,54,14,49,57,57,69,1.0,1.9939023000188172,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,108.66852209996432,110.33941199991386,,,,,,,,,,,106.64896429993678,106.64896429993678,106.64896429993678,106.64896429993678,106.64896429993678,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,110.33941199991386,110.33941199991386,110.33941199991386,110.33941199991386,110.33941199991386,110.33941199991386,r,0.7292705000145361,111.09476239990909,111.09476239990909,111.09476239990909,111.09476239990909,111.09476239990909,111.09476239990909,111.38686400000006,111.38686400000006,112.45029670000076,112.45029670000076,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,112.46709509997163,47,12,54,55,47,70,1.0,1.6279636999825016,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,116.63019359996542,118.28439749998506,,,,,,,,,,,114.97587289998773,114.97587289998773,114.97587289998773,114.97587289998773,114.97587289998773,,,,,,266,m,22,2023-03-26_15h37.23.649,RL,2022.2.4,59.92336998299895,
