trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate
,,,,60.1705196,60.1705196,space,11.4639899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
,,,,,,,,71.660896,71.660896,s,13.7577214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,8,0,,,,,,,,,,None,192.9052143,192.9052143,192.9052143,192.9052143,192.9052143,192.9052143,f,0.4583564,193.3877302,193.3877302,193.3877302,193.3877302,193.3877302,193.3877302,193.6867286,193.6867286,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,195.1496363,61,50,55,41,50,22,7,1.711021,,,[],[],[],[],[],[],[],-0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,199.396236,201.3657166,197.6586867,197.6586867,197.6586867,197.6586867,197.6586867,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,9,0,,,,,,,,,,None,201.3657166,201.3657166,201.3657166,201.3657166,201.3657166,201.3657166,f,0.6453709,202.0309808,202.0309808,202.0309808,202.0309808,202.0309808,202.0309808,202.3298944,202.3298944,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,203.8923424,64,56,47,45,56,70,3,1.9107801,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,208.3389794,210.1582784,206.401509,206.401509,206.401509,206.401509,206.401509,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,10,0,,,,,,,,,,None,210.1582784,210.1582784,210.1582784,210.1582784,210.1582784,210.1582784,j,0.4012612,210.5908229,210.5908229,210.5908229,210.5908229,210.5908229,210.5908229,210.8901556,210.8901556,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,212.4686953,62,56,60,43,43,59,2,2.0604425,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,217.0649742,218.8347307,214.9779594,214.9779594,214.9779594,214.9779594,214.9779594,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,11,0,,,,,,,,,,None,218.8347307,218.8347307,218.8347307,218.8347307,218.8347307,218.8347307,i,0.3478861,219.2007268,219.2007268,219.2007268,219.2007268,219.2007268,219.2007268,219.4994975,219.4994975,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,221.211876,62,52,62,48,62,20,None,None,58,58,[0.01574074074074074],[-0.30648148148148147],[1],[0],[0],[5.409223700000439],['tijiao'],0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],229.151218,229.151218,229.151218,229.151218,8.324074074,2.9942207,232.1639672,233.6768811,,,,,,223.7217956,223.7217956,223.7217956,223.7217956,223.7217956,223.7217956,223.7217956,223.7217956,0.0062056,223.7217956,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,12,0,,,,,,,,,,None,233.6768811,233.6768811,233.6768811,233.6768811,233.6768811,233.6768811,r,0.318695,234.0283143,234.0283143,234.0283143,234.0283143,234.0283143,234.0283143,234.3257707,234.3257707,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,236.2204738,53,60,67,30,53,71,None,None,,,[],[],[],[],[],[],[],-0.6,1,238.7375143,238.7375143,238.7375143,238.7375143,238.7375143,238.7375143,238.7375143,238.7375143,0.0076,238.7375143,62,[0.1037037037037037],[-0.27314814814814814],[1],[0],[0],[4.3551069000095595],['tijiao_random_2'],243.1050608,243.1050608,243.1050608,243.1050608,5.907407407,0.9755105,244.0983235,246.0936033,,,,,,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,13,0,,,,,,,,,,None,246.0936033,246.0936033,246.0936033,246.0936033,246.0936033,246.0936033,f,0.5020033,246.6259399,246.6259399,246.6259399,246.6259399,246.6259399,246.6259399,246.9251334,246.9251334,247.8886115,247.8886115,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,247.9055158,61,43,60,33,43,63,1,1.9108479,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,252.3502593,254.1217558,250.4147586,250.4147586,250.4147586,250.4147586,250.4147586,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,14,0,,,,,,,,,,None,254.1217558,254.1217558,254.1217558,254.1217558,254.1217558,254.1217558,j,0.5774584,254.720281,254.720281,254.720281,254.720281,254.720281,254.720281,255.0196807,255.0196807,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,256.3159857,53,46,56,37,37,65,1,1.4451522,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,260.2949765,262.199833,258.8249923,258.8249923,258.8249923,258.8249923,258.8249923,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,15,0,,,,,,,,,,None,262.199833,262.199833,262.199833,262.199833,262.199833,262.199833,j,0.3480699,262.5656959,262.5656959,262.5656959,262.5656959,262.5656959,262.5656959,262.8649243,262.8649243,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,264.0616313,52,57,58,33,33,67,1,1.2948801,,,[],[],[],[],[],[],[],0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,267.8921702,269.8619208,266.5706475,266.5706475,266.5706475,266.5706475,266.5706475,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,16,0,,,,,,,,,,None,269.8619208,269.8619208,269.8619208,269.8619208,269.8619208,269.8619208,i,0.4050137,270.2962448,270.2962448,270.2962448,270.2962448,270.2962448,270.2962448,270.5939168,270.5939168,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,272.3058092,56,50,62,40,62,78,1,1.1793682,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,276.0204605,278.0065207,274.8145589,274.8145589,274.8145589,274.8145589,274.8145589,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,17,0,,,,,,,,,,None,278.0065207,278.0065207,278.0065207,278.0065207,278.0065207,278.0065207,r,0.319405,278.355963,278.355963,278.355963,278.355963,278.355963,278.355963,278.655147,278.655147,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,280.5330941,56,63,63,31,56,62,3,1.89452,,,[],[],[],[],[],[],[],-0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,284.9633847,286.9154884,283.0423606,283.0423606,283.0423606,283.0423606,283.0423606,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,18,0,,,,,,,,,,None,286.9154884,286.9154884,286.9154884,286.9154884,286.9154884,286.9154884,f,0.1141319,287.0491479,287.0491479,287.0491479,287.0491479,287.0491479,287.0491479,287.3480952,287.3480952,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,289.1429617,57,61,56,32,61,76,None,None,80,80,[0.04259259259259259],[-0.28425925925925927],[1],[0],[0],[4.7266382000088925],['tijiao'],-0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],296.4020822,296.4020822,296.4020822,296.4020822,10.96296296,2.2617364,298.6826417,300.3955626,,,,,,291.6547363,291.6547363,291.6547363,291.6547363,291.6547363,291.6547363,291.6547363,291.6547363,0.0076831,291.6547363,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,19,0,,,,,,,,,,None,300.3955626,300.3955626,300.3955626,300.3955626,300.3955626,300.3955626,f,0.3282305,300.7452293,300.7452293,300.7452293,300.7452293,300.7452293,300.7452293,301.0440831,301.0440831,301.9913367,301.9913367,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,302.0076215,56,67,49,27,67,29,7,1.4782482,,,[],[],[],[],[],[],[],-0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,306.0207869,307.6921933,304.5172173,304.5172173,304.5172173,304.5172173,304.5172173,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,20,0,,,,,,,,,,None,307.6921933,307.6921933,307.6921933,307.6921933,307.6921933,307.6921933,j,0.3566793,308.074743,308.074743,308.074743,308.074743,308.074743,308.074743,308.3740297,308.3740297,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,309.9530777,53,72,55,22,22,79,None,None,79,79,[0.03888888888888889],[-0.2722222222222222],[1],[0],[0],[4.327450900003896],['tijiao'],0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],316.8133123,316.8133123,316.8133123,316.8133123,10.67592593,2.1778465,319.0103819,320.955982,,,,,,312.465124,312.465124,312.465124,312.465124,312.465124,312.465124,312.465124,312.465124,0.0073868,312.465124,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,21,0,,,,,,,,,,None,320.955982,320.955982,320.955982,320.955982,320.955982,320.955982,j,0.6574545,321.6379294,321.6379294,321.6379294,321.6379294,321.6379294,321.6379294,321.9370339,321.9370339,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,322.7846931,55,68,54,34,34,59,None,None,10,10,[0.1287037037037037],[-0.27037037037037037],[1],[0],[0],[6.191904200008139],['tijiao'],0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],331.5056363,331.5056363,331.5056363,331.5056363,8.157407407,2.8441546,334.3684411,336.2641945,,,,,,325.2947293,325.2947293,325.2947293,325.2947293,325.2947293,325.2947293,325.2947293,325.2947293,0.0051478,325.2947293,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,22,0,,,,,,,,,,None,336.2641945,336.2641945,336.2641945,336.2641945,336.2641945,336.2641945,f,0.3065698,336.6002241,336.6002241,336.6002241,336.6002241,336.6002241,336.6002241,336.8961914,336.8961914,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,337.89311,57,64,56,32,64,58,5,1.7280427,,,[],[],[],[],[],[],[],-0.2,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,342.1559552,344.1594294,340.4026179,340.4026179,340.4026179,340.4026179,340.4026179,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,23,0,,,,,,,,,,None,344.1594294,344.1594294,344.1594294,344.1594294,344.1594294,344.1594294,r,0.0809511,344.262513,344.262513,344.262513,344.262513,344.262513,344.262513,344.5586067,344.5586067,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,345.6554299,41,59,53,25,41,35,None,None,,,[],[],[],[],[],[],[],0.2,1,348.1739291,348.1739291,348.1739291,348.1739291,348.1739291,348.1739291,348.1739291,348.1739291,0.0055676,348.1739291,30,[0.07592592592592592],[-0.32222222222222224],[1],[0],[0],[3.8218086999986554],['tijiao_random_2'],352.0078312,352.0078312,352.0078312,352.0078312,8.861111111,1.7221179,353.7487901,355.7110948,,,,,,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,24,0,,,,,,,,,,None,355.7110948,355.7110948,355.7110948,355.7110948,355.7110948,355.7110948,r,0.1295253,355.8644042,355.8644042,355.8644042,355.8644042,355.8644042,355.8644042,356.1600595,356.1600595,357.0078641,357.0078641,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,357.02458,59,62,57,31,59,77,None,None,,,[],[],[],[],[],[],[],0.2,1,359.5421328,359.5421328,359.5421328,359.5421328,359.5421328,359.5421328,359.5421328,359.5421328,0.006196,359.5421328,40,[0.1388888888888889],[-0.33240740740740743],[1],[0],[0],[3.5403075000067474],['tijiao_random_2'],363.0970108,363.0970108,363.0970108,363.0970108,5.907407407,2.3185346,365.4336922,367.2631617,,,,,,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,25,0,,,,,,,,,,None,367.2631617,367.2631617,367.2631617,367.2631617,367.2631617,367.2631617,i,0.1094902,367.3961445,367.3961445,367.3961445,367.3961445,367.3961445,367.3961445,367.6956111,367.6956111,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,369.4571782,52,48,60,32,60,86,1,2.243116,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,374.2340707,376.1550395,371.9666374,371.9666374,371.9666374,371.9666374,371.9666374,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,26,0,,,,,,,,,,None,376.1550395,376.1550395,376.1550395,376.1550395,376.1550395,376.1550395,j,0.4751336,376.6547093,376.6547093,376.6547093,376.6547093,376.6547093,376.6547093,376.9533999,376.9533999,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,377.9174791,44,58,59,23,23,49,1,1.8944352,,,[],[],[],[],[],[],[],0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,382.3477477,384.2998717,380.4266546,380.4266546,380.4266546,380.4266546,380.4266546,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,27,0,,,,,,,,,,None,384.2998717,384.2998717,384.2998717,384.2998717,384.2998717,384.2998717,f,0.0048468,384.3334733,384.3334733,384.3334733,384.3334733,384.3334733,384.3334733,384.6325021,384.6325021,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,386.1614642,60,52,55,40,52,82,None,None,1,1,[0.009259259259259259],[-0.3074074074074074],[1],[0],[0],[6.39083409999148],['tijiao'],-0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],395.0821899,395.0821899,395.0821899,395.0821899,10.75,1.7307248,396.8313792,398.7769122,,,,,,388.6717122,388.6717122,388.6717122,388.6717122,388.6717122,388.6717122,388.6717122,388.6717122,0.005536,388.6717122,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,28,0,,,,,,,,,,None,398.7769122,398.7769122,398.7769122,398.7769122,398.7769122,398.7769122,r,0.4001145,399.210319,399.210319,399.210319,399.210319,399.210319,399.210319,399.5083132,399.5083132,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,401.2372552,52,49,43,19,52,90,1,1.7443058,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,405.5176982,407.0877585,403.7463892,403.7463892,403.7463892,403.7463892,403.7463892,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,29,0,,,,,,,,,,None,407.0877585,407.0877585,407.0877585,407.0877585,407.0877585,407.0877585,j,0.044494,407.1544397,407.1544397,407.1544397,407.1544397,407.1544397,407.1544397,407.4536566,407.4536566,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,408.5170235,56,42,55,26,26,88,1,1.0630491,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,412.112445,413.9353041,411.0261712,411.0261712,411.0261712,411.0261712,411.0261712,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,30,0,,,,,,,,,,None,413.9353041,413.9353041,413.9353041,413.9353041,413.9353041,413.9353041,i,0.3559847,414.3182118,414.3182118,414.3182118,414.3182118,414.3182118,414.3182118,414.6174801,414.6174801,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,416.2462062,54,46,56,21,56,78,1,1.2620559,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,420.0418528,421.7975208,418.7550278,418.7550278,418.7550278,418.7550278,418.7550278,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,31,0,,,,,,,,,,None,421.7975208,421.7975208,421.7975208,421.7975208,421.7975208,421.7975208,f,0.2370621,422.0638012,422.0638012,422.0638012,422.0638012,422.0638012,422.0638012,422.3630142,422.3630142,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,423.8421687,63,49,45,22,49,78,1,1.5948772,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,427.9725623,429.8920508,426.3512126,426.3512126,426.3512126,426.3512126,426.3512126,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,32,0,,,,,,,,,,None,429.8920508,429.8920508,429.8920508,429.8920508,429.8920508,429.8920508,i,0.3907495,430.3079495,430.3079495,430.3079495,430.3079495,430.3079495,430.3079495,430.6071815,430.6071815,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,432.0699439,51,39,60,20,60,82,None,None,,,[],[],[],[],[],[],[],-0.2,1,434.5886834,434.5886834,434.5886834,434.5886834,434.5886834,434.5886834,434.5886834,434.5886834,0.0053171,434.5886834,99,[-0.03888888888888889],[-0.32685185185185184],[1],[0],[0],[3.522355199995218],['tijiao_random_2'],438.1246217,438.1246217,438.1246217,438.1246217,6.287037037,2.4524532,440.5951633,442.3747361,,,,,,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,33,0,,,,,,,,,,None,442.3747361,442.3747361,442.3747361,442.3747361,442.3747361,442.3747361,f,0.0177266,442.4254875,442.4254875,442.4254875,442.4254875,442.4254875,442.4254875,442.7239631,442.7239631,444.4525671,444.4525671,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,444.4692359,60,38,47,21,38,15,None,None,9,9,[0.10925925925925926],[-0.30185185185185187],[1],[0],[0],[4.79443199999514],['tijiao'],-0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],451.7945281,451.7945281,451.7945281,451.7945281,10.68518519,1.8466122,453.6595406,455.6217279,,,,,,446.9795674,446.9795674,446.9795674,446.9795674,446.9795674,446.9795674,446.9795674,446.9795674,0.0050861,446.9795674,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,34,0,,,,,,,,,,None,455.6217279,455.6217279,455.6217279,455.6217279,455.6217279,455.6217279,f,0.1901584,455.8409713,455.8409713,455.8409713,455.8409713,455.8409713,455.8409713,456.1376798,456.1376798,457.8326168,457.8326168,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,457.8492991,48,35,54,23,35,75,None,None,,,[],[],[],[],[],[],[],-0.2,1,460.3664944,460.3664944,460.3664944,460.3664944,460.3664944,460.3664944,460.3664944,460.3664944,0.0057575,460.3664944,70,[0.04259259259259259],[-0.28703703703703703],[1],[0],[0],[6.532789200005936],['tijiao_random_2'],466.9137209,466.9137209,466.9137209,466.9137209,4.212962963,1.9857026,468.9181089,470.447819,,,,,,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,35,0,,,,,,,,,,None,470.447819,470.447819,470.447819,470.447819,470.447819,470.447819,j,0.1018504,470.5837408,470.5837408,470.5837408,470.5837408,470.5837408,470.5837408,470.8804706,470.8804706,471.9109533,471.9109533,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,471.9278214,55,40,44,23,23,47,3,0.9630703,,,[],[],[],[],[],[],[],-0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,475.427337,477.0468239,474.4363786,474.4363786,474.4363786,474.4363786,474.4363786,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
1,0,36,0,,,,,,,,,,None,477.0468239,477.0468239,477.0468239,477.0468239,477.0468239,477.0468239,i,0.2583601,477.3299749,477.3299749,477.3299749,477.3299749,477.3299749,477.3299749,477.6285722,477.6285722,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,479.3407334,50,33,52,22,52,77,1,3.1073946,,,[],[],[],[],[],[],[],0.2,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,484.9831822,486.7367756,481.8498801,481.8498801,481.8498801,481.8498801,481.8498801,,,,,,,,,,,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
0,0,37,0,,,,,,,,,,None,486.7367756,486.7367756,486.7367756,486.7367756,486.7367756,486.7367756,r,0.1604958,486.92004,486.92004,486.92004,486.92004,486.92004,486.92004,487.2191783,487.2191783,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,488.7317877,55,32,50,13,55,76,None,None,37,37,"[0.1361111111111111, 0.08333333333333333]","[-0.34074074074074073, -0.30833333333333335]","[1, 1]","[0, 0]","[0, 0]","[1.6197431999898981, 7.138092599998345]",['tijiao'],-0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],498.3992871,498.3992871,498.3992871,498.3992871,2.87037037,2.4786909,500.8972779,502.6766219,,,,,,491.2418252,491.2418252,491.2418252,491.2418252,491.2418252,491.2418252,491.2418252,491.2418252,0.0051827,491.2418252,,,,,,,239,f,18,2023-03-21_16h55.55.236,RL,2022.2.4,60.18447746
