trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,0,112,0,,,,,,,,,,,,,,,None,None,None,None,None,1365.708296,None,1365.708296,None,1365.708296,None,1365.708296,None,f,0.5213588,1365.708296,None,1365.708296,None,1366.275732,None,1366.275732,None,1366.275732,None,1366.275732,None,1366.275732,None,1366.275732,None,1366.571439,None,1366.571439,None,1367.902031,None,1367.902031,None,1367.902031,None,1367.902031,None,1367.902031,None,1367.902031,None,1367.902031,None,1367.902031,None,1367.902031,None,33,71,57,53,71,40,None,None,None,None,None,None,None,None,None,None,None,None,76,1370.430587,None,76,1370.430587,None,1370.430587,None,1370.430587,None,1370.430587,None,1370.430587,None,1370.430587,None,1370.430587,None,-0.04296875,-0.28515625,1,0,0,4.5723647,tijiao,0.0014681,None,1370.430587,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,3.994791667,0.7557187,1375.049021,None,1375.049021,None,1375.049021,None,1375.049021,None,None,None,1375.827225,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,113,0,,,,,,,,,,,,,,,None,None,None,None,None,1377.783151,None,1377.783151,None,1377.783151,None,1377.783151,None,j,0.5463346,1377.783151,None,1377.783151,None,1378.368957,None,1378.368957,None,1378.368957,None,1378.368957,None,1378.368957,None,1378.368957,None,1378.662962,None,1378.662962,None,1380.027003,None,1380.027003,None,1380.027003,None,1380.027003,None,1380.027003,None,1380.027003,None,1380.027003,None,1380.027003,None,1380.027003,None,37,58,62,42,42,47,1382.553864,None,4,2.0176719,1382.553864,None,1382.553864,None,1382.553864,None,1382.553864,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1384.625185,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,114,0,,,,,,,,,,,,,,,None,None,None,None,None,1386.187834,None,1386.187834,None,1386.187834,None,1386.187834,None,f,0.3918395,1386.187834,None,1386.187834,None,1386.625474,None,1386.625474,None,1386.625474,None,1386.625474,None,1386.625474,None,1386.625474,None,1386.918761,None,1386.918761,None,1388.735493,None,1388.735493,None,1388.735493,None,1388.735493,None,1388.735493,None,1388.735493,None,1388.735493,None,1388.735493,None,1388.735493,None,23,69,66,46,69,46,None,None,None,None,None,None,None,None,None,None,None,None,70,1391.267386,None,70,1391.267386,None,1391.267386,None,1391.267386,None,1391.267386,None,1391.267386,None,1391.267386,None,1391.267386,None,0.005208333,-0.282552083,1,0,0,5.1000129,tijiao,0.01262045,None,1391.267386,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,2.041666667,1.9159125,1396.41651,None,1396.41651,None,1396.41651,None,1396.41651,None,None,None,1398.360313,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,115,0,,,,,,,,,,,,,,,None,None,None,None,None,1400.215634,None,1400.215634,None,1400.215634,None,1400.215634,None,f,0.5239028,1400.215634,None,1400.215634,None,1400.786727,None,1400.786727,None,1400.786727,None,1400.786727,None,1400.786727,None,1400.786727,None,1401.061958,1402.879813,1401.061958,1402.879813,1402.929744,None,1402.929744,None,1402.929744,None,1402.929744,None,1402.929744,None,1402.929744,None,1402.929744,None,1402.929744,None,1402.929744,None,27,73,64,42,73,37,1405.443693,None,6,3.4263781,1405.443693,None,1405.443693,None,1405.443693,None,1405.443693,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1408.932506,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,116,0,,,,,,,,,,,,,,,None,None,None,None,None,1410.855802,None,1410.855802,None,1410.855802,None,1410.855802,None,f,0.4838596,1410.855802,None,1410.855802,None,1411.390088,None,1411.390088,None,1411.390088,None,1411.390088,None,1411.390088,None,1411.390088,None,1411.686204,1412.519952,1411.686204,1412.519952,1412.551236,None,1412.551236,None,1412.551236,None,1412.551236,None,1412.551236,None,1412.551236,None,1412.551236,None,1412.551236,None,1412.551236,None,24,66,64,58,66,53,None,None,None,None,None,None,None,None,None,None,None,None,76,1415.08749,None,76,1415.08749,None,1415.08749,None,1415.08749,None,1415.08749,None,1415.08749,None,1415.08749,None,1415.08749,None,0.0859375,-0.256510417,1,0,0,5.8487932,tijiao,0.00980185,None,1415.08749,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,2.927083333,1.5141386,1420.980629,None,1420.980629,None,1420.980629,None,1420.980629,None,None,None,1422.509342,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,117,0,,,,,,,,,,,,,,,None,None,None,None,None,1424.315753,None,1424.315753,None,1424.315753,None,1424.315753,None,f,0.4042072,1424.315753,None,1424.315753,None,1424.766714,None,1424.766714,None,1424.766714,None,1424.766714,None,1424.766714,None,1424.766714,None,1425.061924,1426.512993,1425.061924,1426.512993,1426.546258,None,1426.546258,None,1426.546258,None,1426.546258,None,1426.546258,None,1426.546258,None,1426.546258,None,1426.546258,None,1426.546258,None,29,78,77,56,78,26,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,1429.087011,None,1429.087011,None,1429.087011,None,1429.087011,None,1429.087011,None,1429.087011,None,78,1429.087011,None,1429.087011,None,0.00200285,None,1429.087011,None,4.971354167,1.7225036,1432.690469,None,1432.690469,None,1432.690469,None,1432.690469,None,None,None,1434.433508,None,0.055989583,-0.274739583,1,0,0,3.5555339,tijiao_random_2,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,118,0,,,,,,,,,,,,,,,None,None,None,None,None,1436.25638,None,1436.25638,None,1436.25638,None,1436.25638,None,f,0.323712,1436.25638,None,1436.25638,None,1436.626467,None,1436.626467,None,1436.626467,None,1436.626467,None,1436.626467,None,1436.626467,None,1436.920168,None,1436.920168,None,1437.816993,None,1437.816993,None,1437.816993,None,1437.816993,None,1437.816993,None,1437.816993,None,1437.816993,None,1437.816993,None,1437.816993,None,25,76,66,55,76,60,1440.335186,None,5,3.1429284,1440.335186,None,1440.335186,None,1440.335186,None,1440.335186,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1443.544758,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,119,0,,,,,,,,,,,,,,,None,None,None,None,None,1445.362879,None,1445.362879,None,1445.362879,None,1445.362879,None,f,0.4270027,1445.362879,None,1445.362879,None,1445.832482,None,1445.832482,None,1445.832482,None,1445.832482,None,1445.832482,None,1445.832482,None,1446.126542,None,1446.126542,None,1447.924447,None,1447.924447,None,1447.924447,None,1447.924447,None,1447.924447,None,1447.924447,None,1447.924447,None,1447.924447,None,1447.924447,None,32,79,70,49,79,71,1450.442436,None,5,2.1740447,1450.442436,None,1450.442436,None,1450.442436,None,1450.442436,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1452.686213,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,120,0,,,,,,,,,,,,,,,None,None,None,None,None,1454.352612,None,1454.352612,None,1454.352612,None,1454.352612,None,f,0.4472659,1454.352612,None,1454.352612,None,1454.83984,None,1454.83984,None,1454.83984,None,1454.83984,None,1454.83984,None,1454.83984,None,1455.132793,1456.217017,1455.132793,1456.217017,1456.249313,None,1456.249313,None,1456.249313,None,1456.249313,None,1456.249313,None,1456.249313,None,1456.249313,None,1456.249313,None,1456.249313,None,16,74,65,50,74,28,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,1458.794475,None,1458.794475,None,1458.794475,None,1458.794475,None,1458.794475,None,1458.794475,None,36,1458.794475,None,1458.794475,None,0.0156502,None,1458.794475,None,1,2.0405554,1462.686586,None,1462.686586,None,1462.686586,None,1462.686586,None,None,None,1464.738825,None,0.078125,-0.286458333,1,0,0,3.8524811,tijiao_random_2,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,121,0,,,,,,,,,,,,,,,None,None,None,None,None,1466.527863,None,1466.527863,None,1466.527863,None,1466.527863,None,f,0.3431759,1466.527863,None,1466.527863,None,1466.914707,None,1466.914707,None,1466.914707,None,1466.914707,None,1466.914707,None,1466.914707,None,1467.207915,1469.042442,1467.207915,1469.042442,1469.074376,None,1469.074376,None,1469.074376,None,1469.074376,None,1469.074376,None,1469.074376,None,1469.074376,None,1469.074376,None,1469.074376,None,27,72,54,49,72,56,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,1471.623969,None,1471.623969,None,1471.623969,None,1471.623969,None,1471.623969,None,1471.623969,None,35,1471.623969,None,1471.623969,None,0.0108713,None,1471.623969,None,1.950520833,1.3738873,1476.402807,None,1476.402807,None,1476.402807,None,1476.402807,None,None,None,1477.796362,None,0.143229167,-0.272135417,1,0,0,4.7479022,tijiao_random_2,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,122,0,,,,,,,,,,,,,,,None,None,None,None,None,1479.419728,None,1479.419728,None,1479.419728,None,1479.419728,None,i,0.5121911,1479.419728,None,1479.419728,None,1479.972241,None,1479.972241,None,1479.972241,None,1479.972241,None,1479.972241,None,1479.972241,None,1480.267056,1481.501131,1480.267056,1481.501131,1481.53289,None,1481.53289,None,1481.53289,None,1481.53289,None,1481.53289,None,1481.53289,None,1481.53289,None,1481.53289,None,1481.53289,None,24,76,64,38,64,35,1484.057338,None,5,1.8659707,1484.057338,None,1484.057338,None,1484.057338,None,1484.057338,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1485.975029,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,123,0,,,,,,,,,,,,,,,None,None,None,None,None,1487.658291,None,1487.658291,None,1487.658291,None,1487.658291,None,i,0.4931986,1487.658291,None,1487.658291,None,1488.194122,None,1488.194122,None,1488.194122,None,1488.194122,None,1488.194122,None,1488.194122,None,1488.489281,None,1488.489281,None,1489.921628,None,1489.921628,None,1489.921628,None,1489.921628,None,1489.921628,None,1489.921628,None,1489.921628,None,1489.921628,None,1489.921628,None,32,75,58,35,58,41,None,None,None,None,None,None,None,None,None,None,None,None,56,1492.45579,None,56,1492.45579,None,1492.45579,None,1492.45579,None,1492.45579,None,1492.45579,None,1492.45579,None,1492.45579,None,0.106770833,-0.299479167,1,0,0,6.8171589,tijiao,0.01053365,None,1492.45579,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,2.848958333,1.6298636,1499.32111,None,1499.32111,None,1499.32111,None,1499.32111,None,None,None,1500.98441,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,124,0,,,,,,,,,,,,,,,None,None,None,None,None,1502.786909,None,1502.786909,None,1502.786909,None,1502.786909,None,i,0.3546895,1502.786909,None,1502.786909,None,1503.186164,None,1503.186164,None,1503.186164,None,1503.186164,None,1503.186164,None,1503.186164,None,1503.483095,1504.500425,1503.483095,1504.500425,1504.531542,None,1504.531542,None,1504.531542,None,1504.531542,None,1504.531542,None,1504.531542,None,1504.531542,None,1504.531542,None,1504.531542,None,21,77,61,43,61,52,1507.048899,None,5,2.1566169,1507.048899,None,1507.048899,None,1507.048899,None,1507.048899,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1509.258423,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,125,0,,,,,,,,,,,,,,,None,None,None,None,None,1510.876118,None,1510.876118,None,1510.876118,None,1510.876118,None,i,0.485232,1510.876118,None,1510.876118,None,1511.409593,None,1511.409593,None,1511.409593,None,1511.409593,None,1511.409593,None,1511.409593,None,1511.705461,None,1511.705461,None,1512.820624,None,1512.820624,None,1512.820624,None,1512.820624,None,1512.820624,None,1512.820624,None,1512.820624,None,1512.820624,None,1512.820624,None,29,74,67,38,67,44,1515.346298,None,5,1.6813023,1515.346298,None,1515.346298,None,1515.346298,None,1515.346298,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1517.079583,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,126,0,,,,,,,,,,,,,,,None,None,None,None,None,1518.764596,None,1518.764596,None,1518.764596,None,1518.764596,None,i,0.6367717,1518.764596,None,1518.764596,None,1519.449989,None,1519.449989,None,1519.449989,None,1519.449989,None,1519.449989,None,1519.449989,None,1519.744165,None,1519.744165,None,1521.333448,None,1521.333448,None,1521.333448,None,1521.333448,None,1521.333448,None,1521.333448,None,1521.333448,None,1521.333448,None,1521.333448,None,27,69,64,38,64,53,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,1523.89507,None,1523.89507,None,1523.89507,None,1523.89507,None,1523.89507,None,1523.89507,None,63,1523.89507,None,1523.89507,None,0.0108796,None,1523.89507,None,1.013020833,1.7470704,1529.265157,None,1529.265157,None,1529.265157,None,1529.265157,None,None,None,1531.033225,None,0.067708333,-0.299479167,1,0,0,5.3317045,tijiao_random_2,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,127,0,,,,,,,,,,,,,,,None,None,None,None,None,1532.674317,None,1532.674317,None,1532.674317,None,1532.674317,None,j,0.4073675,1532.674317,None,1532.674317,None,1533.126981,None,1533.126981,None,1533.126981,None,1533.126981,None,1533.126981,None,1533.126981,None,1533.420636,None,1533.420636,None,1535.002228,None,1535.002228,None,1535.002228,None,1535.002228,None,1535.002228,None,1535.002228,None,1535.002228,None,1535.002228,None,1535.002228,None,30,69,62,43,43,53,None,None,None,None,None,None,None,None,None,None,None,None,54,1537.539949,None,54,1537.539949,None,1537.539949,None,1537.539949,None,1537.539949,None,1537.539949,None,1537.539949,None,1537.539949,None,-0.015625,-0.291666667,1,0,0,7.3144184,tijiao,0.00885975,None,1537.539949,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,1,1.3678043,1544.899718,None,1544.899718,None,1544.899718,None,1544.899718,None,None,None,1546.293925,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,128,0,,,,,,,,,,,,,,,None,None,None,None,None,1547.967776,None,1547.967776,None,1547.967776,None,1547.967776,None,i,0.3439687,1547.967776,None,1547.967776,None,1548.354233,None,1548.354233,None,1548.354233,None,1548.354233,None,1548.354233,None,1548.354233,None,1548.647695,None,1548.647695,None,1550.535832,None,1550.535832,None,1550.535832,None,1550.535832,None,1550.535832,None,1550.535832,None,1550.535832,None,1550.535832,None,1550.535832,None,28,66,59,41,59,38,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,1553.072974,None,1553.072974,None,1553.072974,None,1553.072974,None,1553.072974,None,1553.072974,None,59,1553.072974,None,1553.072974,None,0.00240985,None,1553.072974,None,1.8203125,1.7448104,1556.860743,None,1556.860743,None,1556.860743,None,1556.860743,None,None,None,1558.620931,None,0.032552083,-0.294270833,1,0,0,3.7563965,tijiao_random_2,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,129,0,,,,,,,,,,,,,,,None,None,None,None,None,1560.443713,None,1560.443713,None,1560.443713,None,1560.443713,None,i,0.3879907,1560.443713,None,1560.443713,None,1560.880045,None,1560.880045,None,1560.880045,None,1560.880045,None,1560.880045,None,1560.880045,None,1561.17306,None,1561.17306,None,1562.204384,None,1562.204384,None,1562.204384,None,1562.204384,None,1562.204384,None,1562.204384,None,1562.204384,None,1562.204384,None,1562.204384,None,29,82,55,42,55,52,1564.73127,None,4,2.2500767,1564.73127,None,1564.73127,None,1564.73127,None,1564.73127,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1567.031298,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,130,0,,,,,,,,,,,,,,,None,None,None,None,None,1568.565911,None,1568.565911,None,1568.565911,None,1568.565911,None,i,0.5459594,1568.565911,None,1568.565911,None,1569.151568,None,1569.151568,None,1569.151568,None,1569.151568,None,1569.151568,None,1569.151568,None,1569.445533,None,1569.445533,None,1570.725733,None,1570.725733,None,1570.725733,None,1570.725733,None,1570.725733,None,1570.725733,None,1570.725733,None,1570.725733,None,1570.725733,None,40,79,50,41,50,52,1573.253734,None,4,3.4181149,1573.253734,None,1573.253734,None,1573.253734,None,1573.253734,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1576.716752,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,131,0,,,,,,,,,,,,,,,None,None,None,None,None,1578.705198,None,1578.705198,None,1578.705198,None,1578.705198,None,i,0.746882,1578.705198,None,1578.705198,None,1579.491831,None,1579.491831,None,1579.491831,None,1579.491831,None,1579.491831,None,1579.491831,None,1579.786199,None,1579.786199,None,1581.653783,None,1581.653783,None,1581.653783,None,1581.653783,None,1581.653783,None,1581.653783,None,1581.653783,None,1581.653783,None,1581.653783,None,30,69,57,42,57,49,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,1584.193649,None,1584.193649,None,1584.193649,None,1584.193649,None,1584.193649,None,1584.193649,None,57,1584.193649,None,1584.193649,None,0.00290815,None,1584.193649,None,2.979166667,1.6150561,1587.946771,None,1587.946771,None,1587.946771,None,1587.946771,None,None,None,1589.575728,None,0.083333333,-0.315104167,1,0,0,3.7227785,tijiao_random_2,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,132,0,,,,,,,,,,,,,,,None,None,None,None,None,1591.214051,None,1591.214051,None,1591.214051,None,1591.214051,None,i,0.497838,1591.214051,None,1591.214051,None,1591.759568,None,1591.759568,None,1591.759568,None,1591.759568,None,1591.759568,None,1591.759568,None,1592.044386,1593.227662,1592.044386,1593.227662,1593.246765,None,1593.246765,None,1593.246765,None,1593.246765,None,1593.246765,None,1593.246765,None,1593.246765,None,1593.246765,None,1593.246765,None,42,69,59,45,59,53,None,None,None,None,None,None,None,None,None,None,None,None,53,1595.773291,None,53,1595.773291,None,1595.773291,None,1595.773291,None,1595.773291,None,1595.773291,None,1595.773291,None,1595.773291,None,-0.05078125,-0.291666667,1,0,0,3.7354555,tijiao,0.01539515,None,1595.773291,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,3.018229167,1.6982229,1599.560655,None,1599.560655,None,1599.560655,None,1599.560655,None,None,None,1601.291298,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,133,0,,,,,,,,,,,,,,,None,None,None,None,None,1603.273628,None,1603.273628,None,1603.273628,None,1603.273628,None,i,0.3286169,1603.273628,None,1603.273628,None,1603.644555,None,1603.644555,None,1603.644555,None,1603.644555,None,1603.644555,None,1603.644555,None,1603.93613,None,1603.93613,None,1605.586316,None,1605.586316,None,1605.586316,None,1605.586316,None,1605.586316,None,1605.586316,None,1605.586316,None,1605.586316,None,1605.586316,None,34,71,73,50,73,40,1608.106338,None,5,2.2026609,1608.106338,None,1608.106338,None,1608.106338,None,1608.106338,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1610.360333,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,134,0,,,,,,,,,,,,,,,None,None,None,None,None,1611.895966,None,1611.895966,None,1611.895966,None,1611.895966,None,f,0.9860537,1611.895966,None,1611.895966,None,1612.928825,None,1612.928825,None,1612.928825,None,1612.928825,None,1612.928825,None,1612.928825,None,1613.225849,1614.34356,1613.225849,1614.34356,1614.376123,None,1614.376123,None,1614.376123,None,1614.376123,None,1614.376123,None,1614.376123,None,1614.376123,None,1614.376123,None,1614.376123,None,33,77,56,46,77,31,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,1616.916095,None,1616.916095,None,1616.916095,None,1616.916095,None,1616.916095,None,1616.916095,None,31,1616.916095,None,1616.916095,None,0.00393645,None,1616.916095,None,2.002604167,1.2227288,1620.860869,None,1620.860869,None,1620.860869,None,1620.860869,None,None,None,1622.098021,None,0.048177083,-0.296875,1,0,0,3.9071395,tijiao_random_2,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
0,0,135,0,,,,,,,,,,,,,,,None,None,None,None,None,1623.686253,None,1623.686253,None,1623.686253,None,1623.686253,None,f,0.4868145,1623.686253,None,1623.686253,None,1624.222742,None,1624.222742,None,1624.222742,None,1624.222742,None,1624.222742,None,1624.222742,None,1624.517075,1625.868139,1624.517075,1625.868139,1625.900246,None,1625.900246,None,1625.900246,None,1625.900246,None,1625.900246,None,1625.900246,None,1625.900246,None,1625.900246,None,1625.900246,None,38,77,55,34,77,51,1628.416146,None,5,2.2421434,1628.416146,None,1628.416146,None,1628.416146,None,1628.416146,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1630.724106,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
1,0,136,0,,,,,,,,,,,,,,,None,None,None,None,None,1632.727133,None,1632.727133,None,1632.727133,None,1632.727133,None,f,0.4761307,1632.727133,None,1632.727133,None,1633.25235,None,1633.25235,None,1633.25235,None,1633.25235,None,1633.25235,None,1633.25235,None,1633.54001,None,1633.54001,None,1634.374974,None,1634.374974,None,1634.374974,None,1634.374974,None,1634.374974,None,1634.374974,None,1634.374974,None,1634.374974,None,1634.374974,None,42,75,65,41,75,55,1636.889782,None,5,2.1899625,1636.889782,None,1636.889782,None,1636.889782,None,1636.889782,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1639.126498,None,,,,,,,,,,,,,,233,f,22,2023_Mar_21_1053,RL,2021.2.3,59.98890206
