bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,54.59243780199904,54.59243780199904,space,1.9709189339992008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
,,,,,,,,,,,56.61846654499823,56.61846654499823,s,23.296647667997604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,79.9449191470012,None,80.99099877899789,80.99099877899789,80.99099877899789,80.99099877899789,80.99099877899789,80.99099877899789,r,0.38695867899878067,81.45956358799958,81.45956358799958,81.45956358799958,81.45956358799958,81.45956358799958,81.45956358799958,81.71585722999953,81.71585722999953,83.30962938199809,83.30962938199809,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,83.37292401299783,27,41,54,60,27,32,None,None,,,[],[],[],[],[],[],[],0.6,1,86.0045090450003,86.0045090450003,86.0045090450003,86.0045090450003,86.0045090450003,86.0045090450003,86.0045090450003,86.0045090450003,0.0156894320025458,86.0045090450003,50,[0.00375],[-0.32375],[1],[0],[0],[16.326958293000644],['tijiao_random_2'],102.4644780009985,102.4644780009985,102.4644780009985,102.4644780009985,6.0,5.445009085997299,107.90928723099933,109.90057511399937,,,,,,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,109.90057511399937,109.90057511399937,109.90057511399937,109.90057511399937,109.90057511399937,109.90057511399937,f,0.49705357199854916,110.43829927999832,110.43829927999832,110.43829927999832,110.43829927999832,110.43829927999832,110.43829927999832,110.7100391089989,110.7100391089989,112.05769164999947,112.05769164999947,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,112.10129471300024,29,32,54,51,32,37,5.0,5.803854465000768,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,120.46393871799955,122.22285008499966,114.59702337199997,114.59702337199997,114.59702337199997,114.59702337199997,114.59702337199997,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,122.22285008499966,122.22285008499966,122.22285008499966,122.22285008499966,122.22285008499966,122.22285008499966,j,0.4080787999992026,122.68180747299994,122.68180747299994,122.68180747299994,122.68180747299994,122.68180747299994,122.68180747299994,122.95049108999956,122.95049108999956,124.09133111499978,124.09133111499978,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,124.13501623100092,29,37,56,54,54,50,6.0,4.613322746001359,,,[],[],[],[],[],[],[],-0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,131.30260876099783,132.8610131259993,126.63366407599824,126.63366407599824,126.63366407599824,126.63366407599824,126.63366407599824,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,132.8610131259993,132.8610131259993,132.8610131259993,132.8610131259993,132.8610131259993,132.8610131259993,f,0.3090875509988109,133.22049183000127,133.22049183000127,133.22049183000127,133.22049183000127,133.22049183000127,133.22049183000127,133.49944780999795,133.49944780999795,135.34614382400105,135.34614382400105,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,135.37393228200017,35,46,62,59,46,39,6.0,1.649729507000302,,,[],[],[],[],[],[],[],0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,139.565555975998,141.43226881900046,137.8662859420001,137.8662859420001,137.8662859420001,137.8662859420001,137.8662859420001,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,141.43226881900046,141.43226881900046,141.43226881900046,141.43226881900046,141.43226881900046,141.43226881900046,i,0.7432002810019185,142.2206479609995,142.2206479609995,142.2206479609995,142.2206479609995,142.2206479609995,142.2206479609995,142.48926630699862,142.48926630699862,144.26934190999964,144.26934190999964,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,144.31579708400022,31,43,51,58,51,39,6.0,2.5158359540000674,,,[],[],[],[],[],[],[],-0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,149.38821634600026,151.2203275719985,146.82321988900003,146.82321988900003,146.82321988900003,146.82321988900003,146.82321988900003,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,151.2203275719985,151.2203275719985,151.2203275719985,151.2203275719985,151.2203275719985,151.2203275719985,f,0.584043381997617,151.84249533500042,151.84249533500042,151.84249533500042,151.84249533500042,151.84249533500042,151.84249533500042,152.11209886199867,152.11209886199867,153.92495403499925,153.92495403499925,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,153.96661103099905,30,44,66,56,44,40,None,None,45,45,[0.0525],[-0.26375],[1],[0],[0],[7.147335143999953],['tijiao'],0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],163.6716343090011,163.6716343090011,163.6716343090011,163.6716343090011,9.8625,1.8283728620008333,165.51812638499905,167.05974872799925,,,,,,156.4924264129986,156.4924264129986,156.4924264129986,156.4924264129986,156.4924264129986,156.4924264129986,156.4924264129986,156.4924264129986,0.009203162000630982,156.4924264129986,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,167.05974872799925,167.05974872799925,167.05974872799925,167.05974872799925,167.05974872799925,167.05974872799925,j,1.2629261119982402,168.36452068699873,168.36452068699873,168.36452068699873,168.36452068699873,168.36452068699873,168.36452068699873,168.63514614900123,168.63514614900123,170.49537701100053,170.49537701100053,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,170.53590626499863,43,35,61,56,56,31,6.0,3.6183336100002634,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,176.70041305300037,178.3160705859991,173.03237633800018,173.03237633800018,173.03237633800018,173.03237633800018,173.03237633800018,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,178.3160705859991,178.3160705859991,178.3160705859991,178.3160705859991,178.3160705859991,178.3160705859991,f,0.5505702439986635,178.90446683000118,178.90446683000118,178.90446683000118,178.90446683000118,178.90446683000118,178.90446683000118,179.1724545859979,179.1724545859979,180.66523292000056,180.66523292000056,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,180.7035397619984,47,34,55,57,34,43,None,None,,,[],[],[],[],[],[],[],0.2,1,183.2493497459982,183.2493497459982,183.2493497459982,183.2493497459982,183.2493497459982,183.2493497459982,183.2493497459982,183.2493497459982,0.011853703999804566,183.2493497459982,36,[0.06375],[-0.31375],[1],[0],[0],[10.477296119002858],['tijiao_random_2'],193.74667889199918,193.74667889199918,193.74667889199918,193.74667889199918,2.8874999999999997,6.762504763999459,200.5230362049988,202.34412389999852,,,,,,,,,,,,,,,,,,,,,278,f,21,2023-04-04_16h27.31.907,RL,2022.2.4,59.56483693348153,
