trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate
,,,,59.3281057,59.3281057,space,12.0501198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
,,,,,,,,71.4164578,71.4164578,s,17.0412461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,103,0,,,,,,,,,,None,1458.124181,1458.124181,1458.124181,1458.124181,1458.124181,1458.124181,r,0.2695845,1458.423868,1458.423868,1458.423868,1458.423868,1458.423868,1458.423868,1458.723232,1458.723232,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,1459.637196,,,,,,74,33,27,26,74,46,None,None,78,78,[-0.016666666666666666],[-0.29814814814814816],[1],[0],[0],[2.900211700005457],['tijiao'],0.6,0,,[],[],[],[],[],[],[],11,1.9799129,1467.065675,1468.795465,1462.147439,1462.147439,1462.147439,1462.147439,1462.147439,1462.147439,1462.147439,1462.147439,0.0050838,1462.147439,1465.066801,1465.066801,1465.066801,1465.066801,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,104,0,,,,,,,,,,None,1468.795465,1468.795465,1468.795465,1468.795465,1468.795465,1468.795465,r,0.2736518,1469.095059,1469.095059,1469.095059,1469.095059,1469.095059,1469.095059,1469.393702,1469.393702,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,1470.490983,,,,,,76,30,23,45,76,54,None,None,78,78,[0.040740740740740744],[-0.275],[1],[0],[0],[3.6632174999976996],['tijiao'],0.6,0,,[],[],[],[],[],[],[],10.92592593,1.9948958,1478.701061,1480.263993,1473.001755,1473.001755,1473.001755,1473.001755,1473.001755,1473.001755,1473.001755,1473.001755,0.0069762,1473.001755,1476.68724,1476.68724,1476.68724,1476.68724,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,105,0,,,,,,,,,,None,1480.263993,1480.263993,1480.263993,1480.263993,1480.263993,1480.263993,r,0.2445455,1480.53036,1480.53036,1480.53036,1480.53036,1480.53036,1480.53036,1480.829274,1480.829274,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1482.574495,1485.08377,1485.08377,1485.08377,1485.08377,1485.08377,76,33,22,39,76,58,7,1.3949881,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1486.503628,1488.026332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,106,0,,,,,,,,,,None,1488.026332,1488.026332,1488.026332,1488.026332,1488.026332,1488.026332,r,0.2897623,1488.3422,1488.3422,1488.3422,1488.3422,1488.3422,1488.3422,1488.6416,1488.6416,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,1490.485965,,,,,,67,35,27,30,67,55,None,None,70,70,[0.07314814814814814],[-0.2740740740740741],[1],[0],[0],[4.36296769999899],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],11,2.0119139,1499.410942,1501.323285,1492.996471,1492.996471,1492.996471,1492.996471,1492.996471,1492.996471,1492.996471,1492.996471,0.0058012,1492.996471,1497.379848,1497.379848,1497.379848,1497.379848,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,107,0,,,,,,,,,,None,1501.323285,1501.323285,1501.323285,1501.323285,1501.323285,1501.323285,r,0.3299259,1501.672557,1501.672557,1501.672557,1501.672557,1501.672557,1501.672557,1501.971701,1501.971701,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,1503.517464,,,,,,72,34,27,32,72,53,None,None,,,[],[],[],[],[],[],[],-0.2,1,43,[0.041666666666666664],[-0.2962962962962963],[1],[0],[0],[4.9505011000001105],['tijiao_random_2'],10.63888889,2.6035152,1513.622218,1515.584287,,,,,,,,,,,1510.999761,1510.999761,1510.999761,1510.999761,1506.0366,1506.0366,1506.0366,1506.0366,1506.0366,1506.0366,1506.0366,1506.0366,0.0052009,1506.0366,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,108,0,,,,,,,,,,None,1515.584287,1515.584287,1515.584287,1515.584287,1515.584287,1515.584287,r,0.2450532,1515.852883,1515.852883,1515.852883,1515.852883,1515.852883,1515.852883,1516.149669,1516.149669,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,1517.861361,,,,,,80,26,23,25,80,56,None,None,79,79,[-0.026851851851851852],[-0.3],[1],[0],[0],[8.16706740000518],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],9.851851852,2.112464,1530.691947,1532.404709,1520.373537,1520.373537,1520.373537,1520.373537,1520.373537,1520.373537,1520.373537,1520.373537,0.0069675,1520.373537,1528.560718,1528.560718,1528.560718,1528.560718,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,109,0,,,,,,,,,,None,1532.404709,1532.404709,1532.404709,1532.404709,1532.404709,1532.404709,r,0.2336116,1532.674125,1532.674125,1532.674125,1532.674125,1532.674125,1532.674125,1532.970496,1532.970496,1534.332838,1534.332838,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1534.349762,1536.859071,1536.859071,1536.859071,1536.859071,1536.859071,77,36,20,36,77,58,6,4.5198671,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,1541.40412,1543.325286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,110,0,,,,,,,,,,None,1543.325286,1543.325286,1543.325286,1543.325286,1543.325286,1543.325286,r,0.2777408,1543.62482,1543.62482,1543.62482,1543.62482,1543.62482,1543.62482,1543.923584,1543.923584,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1545.004337,1547.513069,1547.513069,1547.513069,1547.513069,1547.513069,62,33,32,27,62,60,6,1.4457256,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,1548.986872,1550.721677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,111,0,,,,,,,,,,None,1550.721677,1550.721677,1550.721677,1550.721677,1550.721677,1550.721677,r,0.2589256,1551.004536,1551.004536,1551.004536,1551.004536,1551.004536,1551.004536,1551.303709,1551.303709,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,1552.317509,,,,,,69,32,35,32,69,50,None,None,69,69,[0.05277777777777778],[-0.30462962962962964],[1],[0],[0],[8.451424800005043],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],9.092592593,2.3270984,1565.646573,1567.243271,1554.828058,1554.828058,1554.828058,1554.828058,1554.828058,1554.828058,1554.828058,1554.828058,0.0057291,1554.828058,1563.300261,1563.300261,1563.300261,1563.300261,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,112,0,,,,,,,,,,None,1567.243271,1567.243271,1567.243271,1567.243271,1567.243271,1567.243271,r,0.2820799,1567.544898,1567.544898,1567.544898,1567.544898,1567.544898,1567.544898,1567.841945,1567.841945,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1569.520572,1572.029808,1572.029808,1572.029808,1572.029808,1572.029808,76,39,27,27,76,56,6,1.6946679,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1573.748297,1575.537345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,113,0,,,,,,,,,,None,1575.537345,1575.537345,1575.537345,1575.537345,1575.537345,1575.537345,r,0.3216505,1575.888416,1575.888416,1575.888416,1575.888416,1575.888416,1575.888416,1576.185865,1576.185865,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1577.432292,1579.941109,1579.941109,1579.941109,1579.941109,1579.941109,71,44,21,23,71,55,6,1.9435961,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1581.910327,1583.748265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,114,0,,,,,,,,,,None,1583.748265,1583.748265,1583.748265,1583.748265,1583.748265,1583.748265,r,0.2414073,1584.014801,1584.014801,1584.014801,1584.014801,1584.014801,1584.014801,1584.313645,1584.313645,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1585.211,1587.720102,1587.720102,1587.720102,1587.720102,1587.720102,63,36,23,30,63,64,5,1.4617128,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,1589.207414,1590.862237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,115,0,,,,,,,,,,None,1590.862237,1590.862237,1590.862237,1590.862237,1590.862237,1590.862237,r,0.2608345,1591.145253,1591.145253,1591.145253,1591.145253,1591.145253,1591.145253,1591.444309,1591.444309,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1592.840557,1595.349236,1595.349236,1595.349236,1595.349236,1595.349236,73,35,29,42,73,63,5,1.4784469,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1596.852599,1598.54125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,116,0,,,,,,,,,,None,1598.54125,1598.54125,1598.54125,1598.54125,1598.54125,1598.54125,r,0.3149271,1598.874254,1598.874254,1598.874254,1598.874254,1598.874254,1598.874254,1599.172801,1599.172801,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,1600.96826,,,,,,68,36,28,47,68,58,None,None,72,72,[0.02962962962962963],[-0.2916666666666667],[1],[0],[0],[4.561287100004847],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],9.175925926,2.5266297,1610.607281,1612.204051,1603.480694,1603.480694,1603.480694,1603.480694,1603.480694,1603.480694,1603.480694,1603.480694,0.0062024,1603.480694,1608.061926,1608.061926,1608.061926,1608.061926,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,117,0,,,,,,,,,,None,1612.204051,1612.204051,1612.204051,1612.204051,1612.204051,1612.204051,r,0.7478238,1612.969092,1612.969092,1612.969092,1612.969092,1612.969092,1612.969092,1613.267658,1613.267658,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,1615.262565,,,,,,71,36,24,48,71,63,None,None,75,75,[0.037037037037037035],[-0.2722222222222222],[1],[0],[0],[3.9459214999951655],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],9.814814815,3.1261088,1624.884957,1626.66435,1617.772432,1617.772432,1617.772432,1617.772432,1617.772432,1617.772432,1617.772432,1617.772432,0.0057362,1617.772432,1621.740177,1621.740177,1621.740177,1621.740177,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,118,0,,,,,,,,,,None,1626.66435,1626.66435,1626.66435,1626.66435,1626.66435,1626.66435,r,0.3246254,1627.016511,1627.016511,1627.016511,1627.016511,1627.016511,1627.016511,1627.312641,1627.312641,1628.925431,1628.925431,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1628.94164,1631.450925,1631.450925,1631.450925,1631.450925,1631.450925,67,25,29,47,67,59,6,6.2654279,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1637.742818,1639.263461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,119,0,,,,,,,,,,None,1639.263461,1639.263461,1639.263461,1639.263461,1639.263461,1639.263461,r,0.2789631,1639.563337,1639.563337,1639.563337,1639.563337,1639.563337,1639.563337,1639.861572,1639.861572,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1640.776022,1643.285436,1643.285436,1643.285436,1643.285436,1643.285436,65,27,29,52,65,50,5,2.5923629,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,1645.900459,1647.757057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,120,0,,,,,,,,,,None,1647.757057,1647.757057,1647.757057,1647.757057,1647.757057,1647.757057,r,0.2667831,1648.056606,1648.056606,1648.056606,1648.056606,1648.056606,1648.056606,1648.35561,1648.35561,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1649.186633,1651.695857,1651.695857,1651.695857,1651.695857,1651.695857,69,39,26,44,69,61,5,1.2460317,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1652.966209,1654.754669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,121,0,,,,,,,,,,None,1654.754669,1654.754669,1654.754669,1654.754669,1654.754669,1654.754669,r,0.2579081,1655.037825,1655.037825,1655.037825,1655.037825,1655.037825,1655.037825,1655.336439,1655.336439,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1657.115072,1659.623861,1659.623861,1659.623861,1659.623861,1659.623861,79,40,32,45,79,56,6,1.4121875,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,1661.060122,1663.064982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,122,0,,,,,,,,,,None,1663.064982,1663.064982,1663.064982,1663.064982,1663.064982,1663.064982,r,0.269893,1663.365069,1663.365069,1663.365069,1663.365069,1663.365069,1663.365069,1663.663746,1663.663746,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1664.644436,1667.153456,1667.153456,1667.153456,1667.153456,1667.153456,73,40,29,37,73,52,5,2.2097392,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,1669.387847,1671.060059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,123,0,,,,,,,,,,None,1671.060059,1671.060059,1671.060059,1671.060059,1671.060059,1671.060059,r,0.2825106,1671.376527,1671.376527,1671.376527,1671.376527,1671.376527,1671.376527,1671.675118,1671.675118,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1673.15453,1675.663731,1675.663731,1675.663731,1675.663731,1675.663731,65,40,29,42,65,53,6,2.8244774,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,1678.514458,1680.467718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,124,0,,,,,,,,,,None,1680.467718,1680.467718,1680.467718,1680.467718,1680.467718,1680.467718,r,0.3018178,1680.800832,1680.800832,1680.800832,1680.800832,1680.800832,1680.800832,1681.099306,1681.099306,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1682.512342,1685.021134,1685.021134,1685.021134,1685.021134,1685.021134,73,38,29,45,73,54,6,1.7446743,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,1686.792893,1688.462677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,125,0,,,,,,,,,,None,1688.462677,1688.462677,1688.462677,1688.462677,1688.462677,1688.462677,r,0.2542066,1688.745747,1688.745747,1688.745747,1688.745747,1688.745747,1688.745747,1689.044804,1689.044804,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,1690.39096,,,,,,64,31,35,42,64,49,None,None,,,[],[],[],[],[],[],[],0.2,1,27,[0.08055555555555556],[-0.2759259259259259],[1],[0],[0],[12.731000600004336],['tijiao_random_2'],8.222222222,2.5352138,1708.20777,1710.103396,,,,,,,,,,,1705.654519,1705.654519,1705.654519,1705.654519,1692.908512,1692.908512,1692.908512,1692.908512,1692.908512,1692.908512,1692.908512,1692.908512,0.0059734,1692.908512,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,126,0,,,,,,,,,,None,1710.103396,1710.103396,1710.103396,1710.103396,1710.103396,1710.103396,r,0.263241,1710.38757,1710.38757,1710.38757,1710.38757,1710.38757,1710.38757,1710.685201,1710.685201,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1711.616079,1714.125176,1714.125176,1714.125176,1714.125176,1714.125176,70,22,40,48,70,53,5,2.3426252,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,1716.492291,1718.480637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,127,0,,,,,,,,,,None,1718.480637,1718.480637,1718.480637,1718.480637,1718.480637,1718.480637,r,0.2596959,1718.765021,1718.765021,1718.765021,1718.765021,1718.765021,1718.765021,1719.062427,1719.062427,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,1720.392014,,,,,,66,29,50,48,66,65,None,None,,,[],[],[],[],[],[],[],0.6,1,45,[0.013888888888888888],[-0.2796296296296296],[1],[0],[0],[12.59688680000545],['tijiao_random_2'],5.175925926,2.4697221,1738.009706,1739.705876,,,,,,,,,,,1735.521394,1735.521394,1735.521394,1735.521394,1722.911462,1722.911462,1722.911462,1722.911462,1722.911462,1722.911462,1722.911462,1722.911462,0.006993,1722.911462,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,128,0,,,,,,,,,,None,1739.705876,1739.705876,1739.705876,1739.705876,1739.705876,1739.705876,r,0.3285372,1740.055864,1740.055864,1740.055864,1740.055864,1740.055864,1740.055864,1740.354238,1740.354238,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,1742.299165,,,,,,72,36,51,48,72,44,None,None,,,[],[],[],[],[],[],[],-0.2,1,5,[-0.028703703703703703],[-0.26481481481481484],[1],[0],[0],[4.7523060999956215],['tijiao_random_2'],2.861111111,1.4723321,1751.073876,1752.886898,,,,,,,,,,,1749.58309,1749.58309,1749.58309,1749.58309,1744.81777,1744.81777,1744.81777,1744.81777,1744.81777,1744.81777,1744.81777,1744.81777,0.005678,1744.81777,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,129,0,,,,,,,,,,None,1752.886898,1752.886898,1752.886898,1752.886898,1752.886898,1752.886898,r,0.1959399,1753.10332,1753.10332,1753.10332,1753.10332,1753.10332,1753.10332,1753.401957,1753.401957,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1754.765048,1757.274351,1757.274351,1757.274351,1757.274351,1757.274351,68,33,59,48,68,65,5,2.0436395,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,1759.343729,1761.330412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,130,0,,,,,,,,,,None,1761.330412,1761.330412,1761.330412,1761.330412,1761.330412,1761.330412,r,0.2297339,1761.580366,1761.580366,1761.580366,1761.580366,1761.580366,1761.580366,1761.8792,1761.8792,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1763.840346,1766.349078,1766.349078,1766.349078,1766.349078,1766.349078,64,27,47,59,64,50,5,1.7450096,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,1768.120289,1770.089913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,131,0,,,,,,,,,,None,1770.089913,1770.089913,1770.089913,1770.089913,1770.089913,1770.089913,r,0.4712297,1770.589124,1770.589124,1770.589124,1770.589124,1770.589124,1770.589124,1770.887863,1770.887863,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1772.500121,1775.008829,1775.008829,1775.008829,1775.008829,1775.008829,69,21,55,54,69,46,4,1.4777038,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,1776.511705,1778.151189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,132,0,,,,,,,,,,None,1778.151189,1778.151189,1778.151189,1778.151189,1778.151189,1778.151189,r,0.2828774,1778.467331,1778.467331,1778.467331,1778.467331,1778.467331,1778.467331,1778.766502,1778.766502,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1780.17896,1782.687918,1782.687918,1782.687918,1782.687918,1782.687918,72,15,48,54,72,63,4,1.0461704,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1783.758125,1785.447924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
