trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate
,,,,59.3281057,59.3281057,space,12.0501198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
,,,,,,,,71.4164578,71.4164578,s,17.0412461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,133,0,,,,,,,,,,None,1785.447924,1785.447924,1785.447924,1785.447924,1785.447924,1785.447924,r,0.3052833,1785.781114,1785.781114,1785.781114,1785.781114,1785.781114,1785.781114,1786.07947,1786.07947,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,1787.691952,,,,,,69,27,52,59,69,42,None,None,77,77,[-0.023148148148148147],[-0.2962962962962963],[1],[0],[0],[5.442936799998279],['tijiao'],0.2,0,,[],[],[],[],[],[],[],9.731481481,2.4290984,1798.112382,1800.090909,1790.202123,1790.202123,1790.202123,1790.202123,1790.202123,1790.202123,1790.202123,1790.202123,0.0054601,1790.202123,1795.664679,1795.664679,1795.664679,1795.664679,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,134,0,,,,,,,,,,None,1800.090909,1800.090909,1800.090909,1800.090909,1800.090909,1800.090909,r,0.0829403,1800.191457,1800.191457,1800.191457,1800.191457,1800.191457,1800.191457,1800.490567,1800.490567,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,1802.136003,,,,,,62,23,47,66,62,56,None,None,65,65,[0.017592592592592594],[-0.2935185185185185],[1],[0],[0],[3.083277800003998],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],9.064814815,2.6941124,1810.461846,1812.258158,1804.645939,1804.645939,1804.645939,1804.645939,1804.645939,1804.645939,1804.645939,1804.645939,0.0048797,1804.645939,1807.748852,1807.748852,1807.748852,1807.748852,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,135,0,,,,,,,,,,None,1812.258158,1812.258158,1812.258158,1812.258158,1812.258158,1812.258158,r,0.2447564,1812.526214,1812.526214,1812.526214,1812.526214,1812.526214,1812.526214,1812.823394,1812.823394,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1814.734856,1817.243718,1817.243718,1817.243718,1817.243718,1817.243718,66,22,47,65,66,61,4,5.2682688,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,1822.53757,1824.142086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,136,0,,,,,,,,,,None,1824.142086,1824.142086,1824.142086,1824.142086,1824.142086,1824.142086,r,1.0783953,1825.239717,1825.239717,1825.239717,1825.239717,1825.239717,1825.239717,1825.538882,1825.538882,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,1826.685529,,,,,,78,28,46,61,78,64,None,None,82,82,[0.10185185185185185],[-0.2712962962962963],[1],[0],[0],[5.041910899992217],['tijiao'],0.6,0,,[],[],[],[],[],[],[],9.740740741,1.9142585,1836.192202,1837.821405,1829.197657,1829.197657,1829.197657,1829.197657,1829.197657,1829.197657,1829.197657,1829.197657,0.0075671,1829.197657,1834.258669,1834.258669,1834.258669,1834.258669,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,137,0,,,,,,,,,,None,1837.821405,1837.821405,1837.821405,1837.821405,1837.821405,1837.821405,r,0.3073409,1838.156749,1838.156749,1838.156749,1838.156749,1838.156749,1838.156749,1838.453404,1838.453404,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,1840.264868,,,,,,79,21,41,59,79,46,None,None,82,82,[0.05925925925925926],[-0.3055555555555556],[1],[0],[0],[4.894149100000504],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],10.98148148,1.415411,1849.123117,1850.869312,1842.775675,1842.775675,1842.775675,1842.775675,1842.775675,1842.775675,1842.775675,1842.775675,0.0056584,1842.775675,1847.688795,1847.688795,1847.688795,1847.688795,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,138,0,,,,,,,,,,None,1850.869312,1850.869312,1850.869312,1850.869312,1850.869312,1850.869312,r,0.1770645,1851.069462,1851.069462,1851.069462,1851.069462,1851.069462,1851.069462,1851.368343,1851.368343,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,1853.246398,,,,,,72,24,41,62,72,61,None,None,,,[],[],[],[],[],[],[],-0.6,1,80,[0.05185185185185185],[-0.2962962962962963],[1],[0],[0],[8.011385699996026],['tijiao_random_2'],10.13888889,1.9870986,1865.794166,1867.656444,,,,,,,,,,,1863.789153,1863.789153,1863.789153,1863.789153,1855.763456,1855.763456,1855.763456,1855.763456,1855.763456,1855.763456,1855.763456,1855.763456,0.0058562,1855.763456,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,139,0,,,,,,,,,,None,1867.656444,1867.656444,1867.656444,1867.656444,1867.656444,1867.656444,r,0.2302548,1867.906429,1867.906429,1867.906429,1867.906429,1867.906429,1867.906429,1868.205597,1868.205597,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1869.967364,1872.476236,1872.476236,1872.476236,1872.476236,1872.476236,70,24,46,62,70,69,4,1.6284066,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,1874.132016,1875.651443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,140,0,,,,,,,,,,None,1875.651443,1875.651443,1875.651443,1875.651443,1875.651443,1875.651443,r,0.3472047,1876.01767,1876.01767,1876.01767,1876.01767,1876.01767,1876.01767,1876.316616,1876.316616,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1877.945662,1880.454137,1880.454137,1880.454137,1880.454137,1880.454137,69,26,47,53,69,42,4,1.6957759,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1882.17425,1883.895938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,141,0,,,,,,,,,,None,1883.895938,1883.895938,1883.895938,1883.895938,1883.895938,1883.895938,r,0.3649189,1884.278972,1884.278972,1884.278972,1884.278972,1884.278972,1884.278972,1884.57762,1884.57762,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,1886.572212,,,,,,72,25,48,56,72,40,None,None,77,77,[0.022222222222222223],[-0.2833333333333333],[1],[0],[0],[9.115532800002256],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],9.222222222,2.2274948,1900.466247,1902.162754,1889.083008,1889.083008,1889.083008,1889.083008,1889.083008,1889.083008,1889.083008,1889.083008,0.0069861,1889.083008,1898.219813,1898.219813,1898.219813,1898.219813,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,142,0,,,,,,,,,,None,1902.162754,1902.162754,1902.162754,1902.162754,1902.162754,1902.162754,r,0.2373606,1902.430491,1902.430491,1902.430491,1902.430491,1902.430491,1902.430491,1902.728249,1902.728249,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1904.190588,1906.699852,1906.699852,1906.699852,1906.699852,1906.699852,75,23,43,46,75,64,6,1.9933078,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,1908.717401,1910.456738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,143,0,,,,,,,,,,None,1910.456738,1910.456738,1910.456738,1910.456738,1910.456738,1910.456738,f,0.2603683,1910.740888,1910.740888,1910.740888,1910.740888,1910.740888,1910.740888,1911.038768,1911.038768,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1912.850403,1915.3596,1915.3596,1915.3596,1915.3596,1915.3596,75,26,44,53,26,58,3,1.6946259,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,1917.078579,1918.933552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,144,0,,,,,,,,,,None,1918.933552,1918.933552,1918.933552,1918.933552,1918.933552,1918.933552,i,0.2259636,1919.183248,1919.183248,1919.183248,1919.183248,1919.183248,1919.183248,1919.482088,1919.482088,1920.944682,1920.944682,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,1920.961561,,,,,,79,34,27,47,27,56,None,None,25,25,[-0.07592592592592592],[-0.27870370370370373],[1],[0],[0],[3.829081900010351],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],9.092592593,3.4754345,1930.816707,1932.546509,1923.473143,1923.473143,1923.473143,1923.473143,1923.473143,1923.473143,1923.473143,1923.473143,0.0066957,1923.473143,1927.32303,1927.32303,1927.32303,1927.32303,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,145,0,,,,,,,,,,None,1932.546509,1932.546509,1932.546509,1932.546509,1932.546509,1932.546509,j,0.2556239,1932.829729,1932.829729,1932.829729,1932.829729,1932.829729,1932.829729,1933.128603,1933.128603,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,1935.023144,,,,,,79,31,37,37,37,52,None,None,40,40,[0.006481481481481481],[-0.2712962962962963],[1],[0],[0],[4.528000399994198],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.092592593,1.1835341,1943.282724,1945.062323,1937.533054,1937.533054,1937.533054,1937.533054,1937.533054,1937.533054,1937.533054,1937.533054,0.0057956,1937.533054,1942.080218,1942.080218,1942.080218,1942.080218,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,146,0,,,,,,,,,,None,1945.062323,1945.062323,1945.062323,1945.062323,1945.062323,1945.062323,r,0.0477169,1945.129535,1945.129535,1945.129535,1945.129535,1945.129535,1945.129535,1945.428521,1945.428521,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,1946.658295,,,,,,87,35,38,41,87,54,None,None,90,90,[0.06388888888888888],[-0.2916666666666667],[1],[0],[0],[3.812878199998522],['tijiao'],0.6,0,,[],[],[],[],[],[],[],10.9537037,1.7456769,1954.76824,1956.713896,1949.169899,1949.169899,1949.169899,1949.169899,1949.169899,1949.169899,1949.169899,1949.169899,0.0072707,1949.169899,1953.003615,1953.003615,1953.003615,1953.003615,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,147,0,,,,,,,,,,None,1956.713896,1956.713896,1956.713896,1956.713896,1956.713896,1956.713896,r,0.3245885,1957.063318,1957.063318,1957.063318,1957.063318,1957.063318,1957.063318,1957.362452,1957.362452,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,1958.542483,,,,,,83,31,39,48,83,55,None,None,85,85,[0.0824074074074074],[-0.2935185185185185],[1],[0],[0],[3.232449800008908],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],10.74074074,1.2331308,1965.555282,1967.550929,1961.052553,1961.052553,1961.052553,1961.052553,1961.052553,1961.052553,1961.052553,1961.052553,0.005659,1961.052553,1964.303619,1964.303619,1964.303619,1964.303619,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,148,0,,,,,,,,,,None,1967.550929,1967.550929,1967.550929,1967.550929,1967.550929,1967.550929,r,0.26252,1967.83378,1967.83378,1967.83378,1967.83378,1967.83378,1967.83378,1968.132963,1968.132963,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,1969.778408,,,,,,86,41,40,47,86,62,None,None,,,[],[],[],[],[],[],[],-0.2,1,35,[-0.009259259259259259],[-0.2935185185185185],[1],[0],[0],[6.746118600000045],['tijiao_random_2'],9.083333333,1.2396258,1980.315018,1981.845215,,,,,,,,,,,1979.056882,1979.056882,1979.056882,1979.056882,1972.298044,1972.298044,1972.298044,1972.298044,1972.298044,1972.298044,1972.298044,1972.298044,0.0057505,1972.298044,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,149,0,,,,,,,,,,None,1981.845215,1981.845215,1981.845215,1981.845215,1981.845215,1981.845215,r,0.295374,1982.161767,1982.161767,1982.161767,1982.161767,1982.161767,1982.161767,1982.460178,1982.460178,1984.056084,1984.056084,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,1984.072705,,,,,,79,36,39,42,79,48,None,None,,,[],[],[],[],[],[],[],0.2,1,23,[0.06574074074074074],[-0.31296296296296294],[1],[0],[0],[5.583777299994836],['tijiao_random_2'],8.981481481,3.5340282,1995.739582,1997.468732,,,,,,,,,,,1992.186752,1992.186752,1992.186752,1992.186752,1986.591341,1986.591341,1986.591341,1986.591341,1986.591341,1986.591341,1986.591341,1986.591341,0.0061183,1986.591341,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.468732,1997.468732,None,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
