bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,376.10213356799795,376.10213356799795,376.10213356799795,376.10213356799795,376.10213356799795,376.10213356799795,f,0.7957127000008768,376.93774605,376.93774605,376.93774605,376.93774605,376.93774605,376.93774605,377.20782520899957,377.20782520899957,378.69316420799805,378.69316420799805,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,378.73174565999943,28,62,55,59,62,32,None,None,381.2466688429995,381.2466688429995,381.2466688429995,381.2466688429995,381.2466688429995,381.2466688429995,381.2466688429995,381.2466688429995,0.008507217000442324,381.2466688429995,32,32,[-0.08125],[-0.3],[1],[0],[0],[6.616480125998351],['tijiao'],0.2,0,,[],[],[],[],[],[],[],387.8948121539979,387.8948121539979,387.8948121539979,387.8948121539979,1.9000000000000004,2.4419655230012722,390.3533023029995,392.32646367599955,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,None,392.32646367599955,392.32646367599955,392.32646367599955,392.32646367599955,392.32646367599955,392.32646367599955,r,1.372474455001793,393.74752751199776,393.74752751199776,393.74752751199776,393.74752751199776,393.74752751199776,393.74752751199776,394.01563362199886,394.01563362199886,395.08182971600036,395.08182971600036,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,395.12192866199985,33,49,47,56,33,49,2.0,1.9595743829995627,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,399.63145490399984,401.5640751209976,397.62226737200035,397.62226737200035,397.62226737200035,397.62226737200035,397.62226737200035,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,23,23,23,,,,,,,,,,None,401.5640751209976,401.5640751209976,401.5640751209976,401.5640751209976,401.5640751209976,401.5640751209976,r,0.8692023439980403,402.4827259409976,402.4827259409976,402.4827259409976,402.4827259409976,402.4827259409976,402.4827259409976,402.747566490998,402.747566490998,404.72262907299955,404.72262907299955,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,404.76133614599894,26,47,54,63,26,42,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,42,[0.05625],[-0.295],[1],[0],[0],[4.571310715000436],['tijiao_random_2'],411.87606450399835,411.87606450399835,411.87606450399835,411.87606450399835,3.0374999999999996,2.467642010000418,414.3653767549986,416.00396830200043,,,,,,407.2871394110007,407.2871394110007,407.2871394110007,407.2871394110007,407.2871394110007,407.2871394110007,407.2871394110007,407.2871394110007,0.00990798600105336,407.2871394110007,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,None,416.00396830200043,416.00396830200043,416.00396830200043,416.00396830200043,416.00396830200043,416.00396830200043,j,0.3836081049994391,416.4390631030001,416.4390631030001,416.4390631030001,416.4390631030001,416.4390631030001,416.4390631030001,416.7097674659999,416.7097674659999,418.46110928399867,418.46110928399867,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,418.49943036200057,28,57,56,62,62,20,5.0,3.93127272700076,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,424.9788793459993,426.69277957899976,421.0007268570007,421.0007268570007,421.0007268570007,421.0007268570007,421.0007268570007,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,25,25,25,,,,,,,,,,None,426.69277957899976,426.69277957899976,426.69277957899976,426.69277957899976,426.69277957899976,426.69277957899976,i,0.5708867190005549,427.3140402459976,427.3140402459976,427.3140402459976,427.3140402459976,427.3140402459976,427.3140402459976,427.5815942269983,427.5815942269983,429.50071023000055,429.50071023000055,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,429.5390803019982,30,49,55,69,55,29,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,29,[0.0075],[-0.31375],[1],[0],[0],[5.220485198999086],['tijiao_random_2'],437.31625239599816,437.31625239599816,437.31625239599816,437.31625239599816,2.0999999999999996,1.8153046970001014,439.1530716720008,440.8632876099982,,,,,,432.084229363998,432.084229363998,432.084229363998,432.084229363998,432.084229363998,432.084229363998,432.084229363998,432.084229363998,0.011298107998300111,432.084229363998,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,None,440.8632876099982,440.8632876099982,440.8632876099982,440.8632876099982,440.8632876099982,440.8632876099982,r,0.30910049799786066,441.2195600249979,441.2195600249979,441.2195600249979,441.2195600249979,441.2195600249979,441.2195600249979,441.48831857299956,441.48831857299956,443.3068587859998,443.3068587859998,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,443.3487418650002,36,48,49,74,36,45,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,45,[-0.08625],[-0.2975],[1],[0],[0],[4.323271899000247],['tijiao_random_2'],450.21948710799916,450.21948710799916,450.21948710799916,450.21948710799916,2.925,2.0894612459997006,452.32461556499766,454.32209124499786,,,,,,445.87154329400073,445.87154329400073,445.87154329400073,445.87154329400073,445.87154329400073,445.87154329400073,445.87154329400073,445.87154329400073,0.010150212998269126,445.87154329400073,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,27,27,27,,,,,,,,,,None,454.32209124499786,454.32209124499786,454.32209124499786,454.32209124499786,454.32209124499786,454.32209124499786,f,0.3036747900005139,454.67600832099924,454.67600832099924,454.67600832099924,454.67600832099924,454.67600832099924,454.67600832099924,454.9450691710008,454.9450691710008,456.39643925199925,456.39643925199925,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,456.41840388999844,40,51,60,74,51,44,3.0,1.8292901940003503,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,460.7938572089988,462.37614822999967,458.9194361150003,458.9194361150003,458.9194361150003,458.9194361150003,458.9194361150003,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,None,462.37614822999967,462.37614822999967,462.37614822999967,462.37614822999967,462.37614822999967,462.37614822999967,i,1.1362105769985646,463.5631467739986,463.5631467739986,463.5631467739986,463.5631467739986,463.5631467739986,463.5631467739986,463.8320987010011,463.8320987010011,464.8168252409996,464.8168252409996,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,464.85613055299837,29,47,51,71,51,52,4.0,2.147163110999827,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,469.5459312620005,471.229290624,467.3558923620003,467.3558923620003,467.3558923620003,467.3558923620003,467.3558923620003,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,29,29,29,,,,,,,,,,None,471.229290624,471.229290624,471.229290624,471.229290624,471.229290624,471.229290624,j,0.759620131997508,472.03364240299925,472.03364240299925,472.03364240299925,472.03364240299925,472.03364240299925,472.03364240299925,472.3044354779995,472.3044354779995,473.1696965400006,473.1696965400006,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,473.20990194000115,35,43,53,71,71,52,None,None,475.7263188069992,475.7263188069992,475.7263188069992,475.7263188069992,475.7263188069992,475.7263188069992,475.7263188069992,475.7263188069992,0.008752625999477459,475.7263188069992,21,21,[-0.01625],[-0.29125],[1],[0],[0],[7.324701608002215],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],483.08294775099785,483.08294775099785,483.08294775099785,483.08294775099785,2.9,2.379353177999292,485.4785073540006,487.42080793399873,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,None,487.42080793399873,487.42080793399873,487.42080793399873,487.42080793399873,487.42080793399873,487.42080793399873,i,0.4547599020006601,487.9233594979996,487.9233594979996,487.9233594979996,487.9233594979996,487.9233594979996,487.9233594979996,488.1876487619993,488.1876487619993,490.0790072939999,490.0790072939999,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,490.11799086500105,42,42,47,75,47,54,3.0,2.147446992999903,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,494.81113748499774,496.3423689800002,492.61702129499827,492.61702129499827,492.61702129499827,492.61702129499827,492.61702129499827,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,31,31,31,,,,,,,,,,None,496.3423689800002,496.3423689800002,496.3423689800002,496.3423689800002,496.3423689800002,496.3423689800002,j,0.5397605580001255,496.929583688001,496.929583688001,496.929583688001,496.929583688001,496.929583688001,496.929583688001,497.1978890799983,497.1978890799983,498.31643841500045,498.31643841500045,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,498.3552170319999,33,46,52,67,67,37,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,30,[0.0275],[-0.29875],[1],[0],[0],[4.727368900999863],['tijiao_random_2'],505.6305021219996,505.6305021219996,505.6305021219996,505.6305021219996,2.925,2.7323553980022552,508.3809308029995,510.3155732970008,,,,,,500.88056485799825,500.88056485799825,500.88056485799825,500.88056485799825,500.88056485799825,500.88056485799825,500.88056485799825,500.88056485799825,0.009910838001815137,500.88056485799825,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,None,510.3155732970008,510.3155732970008,510.3155732970008,510.3155732970008,510.3155732970008,510.3155732970008,i,0.4394893950011465,510.79909987000065,510.79909987000065,510.79909987000065,510.79909987000065,510.79909987000065,510.79909987000065,511.07141847000094,511.07141847000094,511.9065204590006,511.9065204590006,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,511.94409887599977,33,44,46,75,46,45,None,None,514.473221201999,514.473221201999,514.473221201999,514.473221201999,514.473221201999,514.473221201999,514.473221201999,514.473221201999,0.010300871999788797,514.473221201999,45,45,[-0.08625],[-0.29625],[1],[0],[0],[4.1473187020019395],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],518.6534351509981,518.6534351509981,518.6534351509981,518.6534351509981,1.0374999999999996,2.2349121359984565,520.9065519199976,522.471474979,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,33,33,33,,,,,,,,,,None,522.471474979,522.471474979,522.471474979,522.471474979,522.471474979,522.471474979,r,1.2815345489980245,523.7915680980004,523.7915680980004,523.7915680980004,523.7915680980004,523.7915680980004,523.7915680980004,524.0613012039976,524.0613012039976,525.52850416,525.52850416,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,525.5668795220008,37,42,36,74,37,55,3.0,3.4441988120015594,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,531.561571025999,533.4762868100006,528.0738113609987,528.0738113609987,528.0738113609987,528.0738113609987,528.0738113609987,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,None,533.4762868100006,533.4762868100006,533.4762868100006,533.4762868100006,533.4762868100006,533.4762868100006,j,0.4913387979977415,534.0131911669996,534.0131911669996,534.0131911669996,534.0131911669996,534.0131911669996,534.0131911669996,534.2823004790007,534.2823004790007,536.012236229999,536.012236229999,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,536.0335144909986,43,52,38,68,68,29,4.0,1.9620546490004926,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,540.5493138599995,542.4477878699981,538.5378440429995,538.5378440429995,538.5378440429995,538.5378440429995,538.5378440429995,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,35,35,35,,,,,,,,,,None,542.4477878699981,542.4477878699981,542.4477878699981,542.4477878699981,542.4477878699981,542.4477878699981,j,0.7311529970029369,543.2328043710004,543.2328043710004,543.2328043710004,543.2328043710004,543.2328043710004,543.2328043710004,543.5027695419994,543.5027695419994,544.600108857001,544.600108857001,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,544.6427818779994,46,43,45,61,61,59,4.0,1.2614351099982741,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,548.4528912879978,550.2008632299985,547.1416520509993,547.1416520509993,547.1416520509993,547.1416520509993,547.1416520509993,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,None,550.2008632299985,550.2008632299985,550.2008632299985,550.2008632299985,550.2008632299985,550.2008632299985,i,0.41434082399791805,550.6536323479995,550.6536323479995,550.6536323479995,550.6536323479995,550.6536323479995,550.6536323479995,550.9236089810001,550.9236089810001,552.7260702719977,552.7260702719977,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,552.7503265189989,42,45,39,69,39,45,3.0,2.5183364580007037,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,557.824250548998,559.4221683799988,555.2570818239983,555.2570818239983,555.2570818239983,555.2570818239983,555.2570818239983,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,37,37,37,,,,,,,,,,None,559.4221683799988,559.4221683799988,559.4221683799988,559.4221683799988,559.4221683799988,559.4221683799988,i,0.3359212139985175,559.8068745470009,559.8068745470009,559.8068745470009,559.8068745470009,559.8068745470009,559.8068745470009,560.0784928069988,560.0784928069988,562.047655579001,562.047655579001,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,562.0879699159996,37,42,41,62,41,47,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,48,[-0.08625],[-0.27125],[1],[0],[0],[5.268379011002253],['tijiao_random_2'],569.8969737010011,569.8969737010011,569.8969737010011,569.8969737010011,1.025,2.1260117380006704,572.0462047039982,573.8951143160011,,,,,,564.6146778980001,564.6146778980001,564.6146778980001,564.6146778980001,564.6146778980001,564.6146778980001,564.6146778980001,564.6146778980001,0.01012826700025471,564.6146778980001,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,None,573.8951143160011,573.8951143160011,573.8951143160011,573.8951143160011,573.8951143160011,573.8951143160011,f,1.253754500001378,575.1999961529982,575.1999961529982,575.1999961529982,575.1999961529982,575.1999961529982,575.1999961529982,575.4698687249984,575.4698687249984,576.6201395569988,576.6201395569988,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,576.6585794880011,40,41,33,59,41,27,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,27,[0.09125],[-0.28625],[1],[0],[0],[4.16494989399871],['tijiao_random_2'],583.3838385919989,583.3838385919989,583.3838385919989,583.3838385919989,2.1375,1.718080573999032,585.121227855001,587.1014776150005,,,,,,579.2015104179991,579.2015104179991,579.2015104179991,579.2015104179991,579.2015104179991,579.2015104179991,579.2015104179991,579.2015104179991,0.010056461997010047,579.2015104179991,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,39,39,39,,,,,,,,,,None,587.1014776150005,587.1014776150005,587.1014776150005,587.1014776150005,587.1014776150005,587.1014776150005,f,0.6567095640020852,587.8041753619982,587.8041753619982,587.8041753619982,587.8041753619982,587.8041753619982,587.8041753619982,588.074187192,588.074187192,589.0288220900002,589.0288220900002,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,589.0519537599976,39,42,45,60,42,44,3.0,2.3981533589976607,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,594.0038294549995,595.9710552889992,591.5624800320002,591.5624800320002,591.5624800320002,591.5624800320002,591.5624800320002,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,None,595.9710552889992,595.9710552889992,595.9710552889992,595.9710552889992,595.9710552889992,595.9710552889992,r,0.42268455999874277,596.4413356090008,596.4413356090008,596.4413356090008,596.4413356090008,596.4413356090008,596.4413356090008,596.7059663889995,596.7059663889995,598.5477254569996,598.5477254569996,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,598.5865973840009,40,46,43,66,40,53,None,None,601.1023900379987,601.1023900379987,601.1023900379987,601.1023900379987,601.1023900379987,601.1023900379987,601.1023900379987,601.1023900379987,0.008196105001843534,601.1023900379987,53,53,[-0.02625],[-0.305],[1],[0],[0],[4.481573651999497],['tijiao'],0.2,0,,[],[],[],[],[],[],[],605.6140348589979,605.6140348589979,605.6140348589979,605.6140348589979,1.1500000000000001,3.5611514250012988,609.193883412001,610.9447684369989,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,41,41,41,,,,,,,,,,None,610.9447684369989,610.9447684369989,610.9447684369989,610.9447684369989,610.9447684369989,610.9447684369989,i,0.37811542700001155,611.3649025459999,611.3649025459999,611.3649025459999,611.3649025459999,611.3649025459999,611.3649025459999,611.6328607479991,611.6328607479991,612.8211403799978,612.8211403799978,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,612.8593787479986,44,48,34,66,34,32,3.0,2.947587926999404,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,618.3532387689993,620.0670254549987,615.3582296959976,615.3582296959976,615.3582296959976,615.3582296959976,615.3582296959976,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,None,620.0670254549987,620.0670254549987,620.0670254549987,620.0670254549987,620.0670254549987,620.0670254549987,j,0.6077123489994847,620.7207206759995,620.7207206759995,620.7207206759995,620.7207206759995,620.7207206759995,620.7207206759995,620.9878409269986,620.9878409269986,621.9096930419983,621.9096930419983,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,621.9505624259982,38,47,40,67,67,54,4.0,2.0474774230024195,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,626.555970327001,628.2211910449987,624.4601200879988,624.4601200879988,624.4601200879988,624.4601200879988,624.4601200879988,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,43,43,43,,,,,,,,,,None,628.2211910449987,628.2211910449987,628.2211910449987,628.2211910449987,628.2211910449987,628.2211910449987,j,0.412340792001487,628.6748449999977,628.6748449999977,628.6748449999977,628.6748449999977,628.6748449999977,628.6748449999977,628.9437225789989,628.9437225789989,630.8789912539978,630.8789912539978,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,630.9182708189983,45,49,41,64,64,53,4.0,1.5181460579988197,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,634.9936974989978,636.9923165459986,633.4305189949991,633.4305189949991,633.4305189949991,633.4305189949991,633.4305189949991,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,None,636.9923165459986,636.9923165459986,636.9923165459986,636.9923165459986,636.9923165459986,636.9923165459986,j,0.3905371439977898,637.4262214029986,637.4262214029986,637.4262214029986,637.4262214029986,637.4262214029986,637.4262214029986,637.6936377300008,637.6936377300008,639.5996990669992,639.5996990669992,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,639.6395982779977,39,56,53,69,69,58,5.0,1.2293165159971977,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,643.4098952079985,645.1796002810006,642.1363564050007,642.1363564050007,642.1363564050007,642.1363564050007,642.1363564050007,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,45,45,45,,,,,,,,,,None,645.1796002810006,645.1796002810006,645.1796002810006,645.1796002810006,645.1796002810006,645.1796002810006,j,0.3478012250016036,645.5811959530001,645.5811959530001,645.5811959530001,645.5811959530001,645.5811959530001,645.5811959530001,645.8514200280006,645.8514200280006,646.9411720349999,646.9411720349999,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,646.981906705998,47,48,52,64,64,31,5.0,1.8918692190018191,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],,,,,None,None,651.4184620220003,653.116579829999,649.479580141,649.479580141,649.479580141,649.479580141,649.479580141,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
