bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,203.06967428699863,203.06967428699863,203.06967428699863,203.06967428699863,203.06967428699863,203.06967428699863,i,0.7045672790009121,203.82421310399877,203.82421310399877,203.82421310399877,203.82421310399877,203.82421310399877,203.82421310399877,204.0921439249978,204.0921439249978,205.92739396999968,205.92739396999968,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,205.96970024999973,27,51,45,57,45,50,3.0,1.581847215002199,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,210.09825743200054,211.77385788399988,208.46515039099904,208.46515039099904,208.46515039099904,208.46515039099904,208.46515039099904,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,211.77385788399988,211.77385788399988,211.77385788399988,211.77385788399988,211.77385788399988,211.77385788399988,j,0.5078401140017377,212.3280049950008,212.3280049950008,212.3280049950008,212.3280049950008,212.3280049950008,212.3280049950008,212.5961750739989,212.5961750739989,213.81496661100027,213.81496661100027,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,213.8540433909984,24,50,51,64,64,35,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,70,[-0.06],[-0.28125],[1],[0],[0],[4.309679553000024],['tijiao_random_2'],220.71172047599975,220.71172047599975,220.71172047599975,220.71172047599975,3.125,1.6029959740008053,222.33246018999853,223.8962202570001,,,,,,216.38239578199864,216.38239578199864,216.38239578199864,216.38239578199864,216.38239578199864,216.38239578199864,216.38239578199864,216.38239578199864,0.010059184998681303,216.38239578199864,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,223.8962202570001,223.8962202570001,223.8962202570001,223.8962202570001,223.8962202570001,223.8962202570001,j,0.6232501580016105,224.56746222699803,224.56746222699803,224.56746222699803,224.56746222699803,224.56746222699803,224.56746222699803,224.8354385349994,224.8354385349994,225.870641780999,225.870641780999,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,225.90952152300088,28,47,50,63,63,52,None,None,228.42392658899917,228.42392658899917,228.42392658899917,228.42392658899917,228.42392658899917,228.42392658899917,228.42392658899917,228.42392658899917,0.008822752999549266,228.42392658899917,60,60,[-0.0675],[-0.27375],[1],[0],[0],[4.436635400998057],['tijiao'],0.2,0,,[],[],[],[],[],[],[],232.89234545,232.89234545,232.89234545,232.89234545,2.9375,2.881024588998116,235.7922540949985,237.73668058000112,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,237.73668058000112,237.73668058000112,237.73668058000112,237.73668058000112,237.73668058000112,237.73668058000112,i,0.46729227200194146,238.25748560400098,238.25748560400098,238.25748560400098,238.25748560400098,238.25748560400098,238.25748560400098,238.5226141940002,238.5226141940002,239.87694199399994,239.87694199399994,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,239.918270735001,23,44,46,55,46,37,None,None,242.43249446299887,242.43249446299887,242.43249446299887,242.43249446299887,242.43249446299887,242.43249446299887,242.43249446299887,242.43249446299887,0.008540443999663694,242.43249446299887,33,33,[-0.10625],[-0.29375],[1],[0],[0],[5.088851858999988],['tijiao'],0.6,0,,[],[],[],[],[],[],[],247.55239278500085,247.55239278500085,247.55239278500085,247.55239278500085,2.125,2.825433358000737,250.39626254199902,252.19307870600096,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,252.19307870600096,252.19307870600096,252.19307870600096,252.19307870600096,252.19307870600096,252.19307870600096,f,0.5756226800003788,252.81228791600006,252.81228791600006,252.81228791600006,252.81228791600006,252.81228791600006,252.81228791600006,253.08341606400063,253.08341606400063,253.93427367299955,253.93427367299955,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,253.9752493169981,25,36,54,61,36,45,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,36,[-0.10875],[-0.3025],[1],[0],[0],[3.7673389590017905],['tijiao_random_2'],260.2892572689998,260.2892572689998,260.2892572689998,260.2892572689998,2.0375,2.5638609520028695,262.8764077039996,264.73126384499847,,,,,,256.50619967500097,256.50619967500097,256.50619967500097,256.50619967500097,256.50619967500097,256.50619967500097,256.50619967500097,256.50619967500097,0.009787923001567833,256.50619967500097,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,264.73126384499847,264.73126384499847,264.73126384499847,264.73126384499847,264.73126384499847,264.73126384499847,r,0.7768017029993644,265.55118354599836,265.55118354599836,265.55118354599836,265.55118354599836,265.55118354599836,265.55118354599836,265.82123102100013,265.82123102100013,267.2743709219976,267.2743709219976,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,267.3111805519984,23,40,51,58,23,39,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,23,[-0.09],[-0.28125],[1],[0],[0],[4.270133194000664],['tijiao_random_2'],274.13059720399906,274.13059720399906,274.13059720399906,274.13059720399906,1.9625,2.237088563000725,276.3882609629982,278.0719377109999,,,,,,269.84349601400027,269.84349601400027,269.84349601400027,269.84349601400027,269.84349601400027,269.84349601400027,269.84349601400027,269.84349601400027,0.00998103500023717,269.84349601400027,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,278.0719377109999,278.0719377109999,278.0719377109999,278.0719377109999,278.0719377109999,278.0719377109999,j,0.5209733039991988,278.6419828670005,278.6419828670005,278.6419828670005,278.6419828670005,278.6419828670005,278.6419828670005,278.9120283439988,278.9120283439988,280.73066421099793,280.73066421099793,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,280.77141938600107,25,48,52,56,56,48,3.0,2.2450240830003168,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,285.55945652899754,287.092857519001,283.26931948499987,283.26931948499987,283.26931948499987,283.26931948499987,283.26931948499987,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,287.092857519001,287.092857519001,287.092857519001,287.092857519001,287.092857519001,287.092857519001,j,0.8098049019972677,287.94539477299986,287.94539477299986,287.94539477299986,287.94539477299986,287.94539477299986,287.94539477299986,288.21297669499836,288.21297669499836,289.8502672729992,289.8502672729992,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,289.8922445809985,27,46,62,63,63,20,None,None,292.4158554329988,292.4158554329988,292.4158554329988,292.4158554329988,292.4158554329988,292.4158554329988,292.4158554329988,292.4158554329988,0.010476024999661604,292.4158554329988,63,63,[-0.0125],[-0.29],[1],[0],[0],[4.962532196001121],['tijiao'],0.6,0,,[],[],[],[],[],[],[],297.4094345179983,297.4094345179983,297.4094345179983,297.4094345179983,2.025,2.400051752003492,299.82717622400014,301.7001752739998,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,301.7001752739998,301.7001752739998,301.7001752739998,301.7001752739998,301.7001752739998,301.7001752739998,i,0.3914405489995261,302.135344377999,302.135344377999,302.135344377999,302.135344377999,302.135344377999,302.135344377999,302.4015638339988,302.4015638339988,303.5085787530006,303.5085787530006,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,303.563583449999,25,56,48,61,48,31,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,48,[-0.015],[-0.29],[1],[0],[0],[6.948295684996992],['tijiao_random_2'],313.057250777998,313.057250777998,313.057250777998,313.057250777998,2.925,1.578844507002941,314.6567727649999,316.60706651500004,,,,,,306.09200907299964,306.09200907299964,306.09200907299964,306.09200907299964,306.09200907299964,306.09200907299964,306.09200907299964,306.09200907299964,0.010004413001297507,306.09200907299964,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,316.60706651500004,316.60706651500004,316.60706651500004,316.60706651500004,316.60706651500004,316.60706651500004,f,0.40851509499771055,317.06021624799905,317.06021624799905,317.06021624799905,317.06021624799905,317.06021624799905,317.06021624799905,317.3293454480008,317.3293454480008,318.7149100200004,318.7149100200004,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,318.75313977800033,26,55,51,63,55,48,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,55,[-0.03],[-0.29],[1],[0],[0],[7.759685012002592],['tijiao_random_2'],329.06987881999885,329.06987881999885,329.06987881999885,329.06987881999885,3.1,1.5546835770001053,330.64245805799874,332.63112585400086,,,,,,321.2941674879985,321.2941674879985,321.2941674879985,321.2941674879985,321.2941674879985,321.2941674879985,321.2941674879985,321.2941674879985,0.010076956001284998,321.2941674879985,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,332.63112585400086,332.63112585400086,332.63112585400086,332.63112585400086,332.63112585400086,332.63112585400086,f,1.0608655840005667,333.73344967699813,333.73344967699813,333.73344967699813,333.73344967699813,333.73344967699813,333.73344967699813,334.0014625750009,334.0014625750009,335.50489009100056,335.50489009100056,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,335.5444119519998,34,55,54,61,55,53,None,None,338.0613067960003,338.0613067960003,338.0613067960003,338.0613067960003,338.0613067960003,338.0613067960003,338.0613067960003,338.0613067960003,0.008945388002757682,338.0613067960003,53,53,[-0.04625],[-0.305],[1],[0],[0],[6.2277317230000335],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],344.3215822359998,344.3215822359998,344.3215822359998,344.3215822359998,3.9125,1.8268367490018136,346.1629923799992,347.9388125330006,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,347.9388125330006,347.9388125330006,347.9388125330006,347.9388125330006,347.9388125330006,347.9388125330006,f,0.4266353889979655,348.40711123800065,348.40711123800065,348.40711123800065,348.40711123800065,348.40711123800065,348.40711123800065,348.6781974299993,348.6781974299993,349.56206343399754,349.56206343399754,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,349.6015529449978,35,56,53,63,56,38,None,None,352.1267621779989,352.1267621779989,352.1267621779989,352.1267621779989,352.1267621779989,352.1267621779989,352.1267621779989,352.1267621779989,0.009258690999558894,352.1267621779989,36,36,[0.0325],[-0.28],[1],[0],[0],[6.954598754000472],['tijiao'],0.2,0,,[],[],[],[],[],[],[],359.11325014799877,359.11325014799877,359.11325014799877,359.11325014799877,3.7125,1.5805351710005198,360.707751083999,362.64582668399817,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,362.64582668399817,362.64582668399817,362.64582668399817,362.64582668399817,362.64582668399817,362.64582668399817,f,0.4241917440012912,363.11422923899954,363.11422923899954,363.11422923899954,363.11422923899954,363.11422923899954,363.11422923899954,363.38199452299887,363.38199452299887,364.6680872729994,364.6680872729994,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,364.7073468620001,27,57,59,60,57,48,None,None,367.226842166001,367.226842166001,367.226842166001,367.226842166001,367.226842166001,367.226842166001,367.226842166001,367.226842166001,0.009154172999842558,367.226842166001,57,57,[-0.085],[-0.27625],[1],[0],[0],[4.97925278600087],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],372.2364622669993,372.2364622669993,372.2364622669993,372.2364622669993,3.1125,1.8947494220010412,374.15197832099875,376.10213356799795,,,,,,,,,,,,,,,,,,,,,,,,,,,280,f,24,2023-04-04_17h36.53.328,RL,2022.2.4,60.01309773911543,
