bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,24.29604100016877,None,space,1.8003505999222398,24.29604100016877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
,,,,,,,,,,,,,26.20122280018404,None,s,25.935370599851012,26.20122280018404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,,,,,52.16806980012916,None,None,None,None,None,None,53.2461419000756,None,53.2461419000756,None,53.2461419000756,None,53.2461419000756,None,j,0.660565200028941,53.2461419000756,None,53.2461419000756,None,54.02528220019303,None,54.02528220019303,None,54.02528220019303,None,54.02528220019303,None,54.02528220019303,None,54.02528220019303,None,54.309003200149164,55.2760380001273,54.309003200149164,55.2760380001273,55.3739082000684,None,55.3739082000684,None,55.3739082000684,None,55.3739082000684,None,55.3739082000684,None,55.3739082000684,None,55.3739082000684,None,55.3739082000684,None,55.3739082000684,None,53,67,34,39,39,28,57.978750800015405,None,5.0,3.164075099863112,57.978750800015405,None,57.978750800015405,None,57.978750800015405,None,57.978750800015405,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,61.7911926000379,None,,,,,,,,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
0,0.3,0.225,0,1,1,1,,,,,,,,,,,,,,,None,None,None,None,None,63.46992770000361,None,63.46992770000361,None,63.46992770000361,None,63.46992770000361,None,r,0.5070063001476228,63.46992770000361,None,63.46992770000361,None,64.0279280000832,None,64.0279280000832,None,64.0279280000832,None,64.0279280000832,None,64.0279280000832,None,64.0279280000832,None,64.31588440015912,65.33326670015231,64.31588440015912,65.33326670015231,65.36669150018133,None,65.36669150018133,None,65.36669150018133,None,65.36669150018133,None,65.36669150018133,None,65.36669150018133,None,65.36669150018133,None,65.36669150018133,None,65.36669150018133,None,33,63,29,43,33,70,None,None,None,None,None,None,None,None,None,None,None,None,33,67.95739290001802,None,33,67.95739290001802,None,67.95739290001802,None,67.95739290001802,None,67.95739290001802,None,67.95739290001802,None,67.95739290001802,None,67.95739290001802,None,0.005407379940152168,None,67.95739290001802,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,9.958333333333332,3.2168795000761747,72.34781390009448,None,72.34781390009448,None,72.34781390009448,None,72.34781390009448,None,None,None,75.5730561001692,None,0.11458333333333333,-0.296875,1,0,0,4.309865799965337,tijiao,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,,,,,,None,None,None,None,None,77.12908340012655,None,77.12908340012655,None,77.12908340012655,None,77.12908340012655,None,j,0.567752999952063,77.12908340012655,None,77.12908340012655,None,77.74658770021051,None,77.74658770021051,None,77.74658770021051,None,77.74658770021051,None,77.74658770021051,None,77.74658770021051,None,78.04207760002464,None,78.04207760002464,None,79.22750670020469,None,79.22750670020469,None,79.22750670020469,None,79.22750670020469,None,79.22750670020469,None,79.22750670020469,None,79.22750670020469,None,79.22750670020469,None,79.22750670020469,None,40,62,31,40,40,71,81.75025580008514,None,5.0,2.6649663001298904,81.75025580008514,None,81.75025580008514,None,81.75025580008514,None,81.75025580008514,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,84.47124189999886,None,,,,,,,,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
0,0.3,0.225,0,3,3,3,,,,,,,,,,,,,,,None,None,None,None,None,86.35256760008633,None,86.35256760008633,None,86.35256760008633,None,86.35256760008633,None,i,0.664270999841392,86.35256760008633,None,86.35256760008633,None,87.06117680016905,None,87.06117680016905,None,87.06117680016905,None,87.06117680016905,None,87.06117680016905,None,87.06117680016905,None,87.34857870009728,88.41616760008037,87.34857870009728,88.41616760008037,88.44992800010368,None,88.44992800010368,None,88.44992800010368,None,88.44992800010368,None,88.44992800010368,None,88.44992800010368,None,88.44992800010368,None,88.44992800010368,None,88.44992800010368,None,52,58,26,49,26,67,90.96540080010891,None,2.0,2.903682000003755,90.96540080010891,None,90.96540080010891,None,90.96540080010891,None,90.96540080010891,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,93.92606970015913,None,,,,,,,,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,,,,,,None,None,None,None,None,95.57065880019218,None,95.57065880019218,None,95.57065880019218,None,95.57065880019218,None,f,1.0364849001634866,95.57065880019218,None,95.57065880019218,None,96.64829350006767,None,96.64829350006767,None,96.64829350006767,None,96.64829350006767,None,96.64829350006767,None,96.64829350006767,None,96.93867970001884,98.75642440002412,96.93867970001884,98.75642440002412,98.79257580009289,None,98.79257580009289,None,98.79257580009289,None,98.79257580009289,None,98.79257580009289,None,98.79257580009289,None,98.79257580009289,None,98.79257580009289,None,98.79257580009289,None,47,61,30,54,61,65,None,None,None,None,None,None,None,None,None,None,None,None,61,101.32638350012712,None,61,101.32638350012712,None,101.32638350012712,None,101.32638350012712,None,101.32638350012712,None,101.32638350012712,None,101.32638350012712,None,101.32638350012712,None,0.007225539768114686,None,101.32638350012712,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,8.96875,2.3305945999454707,105.2880681999959,None,105.2880681999959,None,105.2880681999959,None,105.2880681999959,None,None,None,107.64939890010282,None,-0.020833333333333332,-0.3072916666666667,1,0,0,3.9117577001452446,tijiao,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
0,0.3,0.225,0,5,5,5,,,,,,,,,,,,,,,None,None,None,None,None,109.25084410002455,None,109.25084410002455,None,109.25084410002455,None,109.25084410002455,None,i,0.4873176000546664,109.25084410002455,None,109.25084410002455,None,109.78608460002579,None,109.78608460002579,None,109.78608460002579,None,109.78608460002579,None,109.78608460002579,None,109.78608460002579,None,110.08106500003487,None,110.08106500003487,None,111.53679010015912,None,111.53679010015912,None,111.53679010015912,None,111.53679010015912,None,111.53679010015912,None,111.53679010015912,None,111.53679010015912,None,111.53679010015912,None,111.53679010015912,None,47,70,24,49,24,58,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.2,1,114.09966850001365,None,114.09966850001365,None,114.09966850001365,None,114.09966850001365,None,114.09966850001365,None,114.09966850001365,None,69,114.09966850001365,None,114.09966850001365,None,0.00942811998538673,None,114.09966850001365,None,6.924479166666666,2.1505255000665784,119.4238657001406,None,119.4238657001406,None,119.4238657001406,None,119.4238657001406,None,None,None,121.58841650001705,None,,,,,,,,0.13020833333333334,-0.3059895833333333,1,0,0,5.264723300002515,tijiao_random_2,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,,,,,,None,None,None,None,None,123.27781090000644,None,123.27781090000644,None,123.27781090000644,None,123.27781090000644,None,f,0.4503059999551624,123.27781090000644,None,123.27781090000644,None,123.7795458000619,None,123.7795458000619,None,123.7795458000619,None,123.7795458000619,None,123.7795458000619,None,123.7795458000619,None,124.07399610010907,None,124.07399610010907,None,125.95915870019235,None,125.95915870019235,None,125.95915870019235,None,125.95915870019235,None,125.95915870019235,None,125.95915870019235,None,125.95915870019235,None,125.95915870019235,None,125.95915870019235,None,48,69,28,55,69,39,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2,1,128.5152310000267,None,128.5152310000267,None,128.5152310000267,None,128.5152310000267,None,128.5152310000267,None,128.5152310000267,None,34,128.5152310000267,None,128.5152310000267,None,0.002672819886356592,None,128.5152310000267,None,6.872395833333334,2.8130803001113236,132.45498100016266,None,132.45498100016266,None,132.45498100016266,None,132.45498100016266,None,None,None,135.28118060017005,None,,,,,,,,0.08203125,-0.2526041666666667,1,0,0,3.906246499856934,tijiao_random_2,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
0,0.3,0.225,0,7,7,7,,,,,,,,,,,,,,,None,None,None,None,None,137.27072880021296,None,137.27072880021296,None,137.27072880021296,None,137.27072880021296,None,r,0.5074782997835428,137.27072880021296,None,137.27072880021296,None,137.8256731000729,None,137.8256731000729,None,137.8256731000729,None,137.8256731000729,None,137.8256731000729,None,137.8256731000729,None,138.100506399991,139.88518199999817,138.100506399991,139.88518199999817,139.93596610007808,None,139.93596610007808,None,139.93596610007808,None,139.93596610007808,None,139.93596610007808,None,139.93596610007808,None,139.93596610007808,None,139.93596610007808,None,139.93596610007808,None,53,58,22,49,53,30,None,None,None,None,None,None,None,None,None,None,None,None,53,142.46662560012192,None,53,142.46662560012192,None,142.46662560012192,None,142.46662560012192,None,142.46662560012192,None,142.46662560012192,None,142.46662560012192,None,142.46662560012192,None,0.012439339887350798,None,142.46662560012192,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,9.0859375,2.381014300044626,146.94685230008326,None,146.94685230008326,None,146.94685230008326,None,146.94685230008326,None,None,None,149.34131900011562,None,0.07942708333333333,-0.23177083333333334,1,0,0,3.0316366001497954,tijiao,,,,,,,,,270,f,23,2023_Apr_04_0955,RL,2021.2.3,59.950205385035325,
