bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate
0,0.3,0.225,0,21,21,21,,,,,,,,,,,,,,,None,None,None,None,None,498.4517322,None,498.4517322,None,498.4517322,None,498.4517322,None,r,0.6289652,498.4517322,None,498.4517322,None,499.1223761,None,499.1223761,None,499.1223761,None,499.1223761,None,499.1223761,None,499.1223761,None,499.4152872,None,499.4152872,None,500.2834962,None,500.2834962,None,500.2834962,None,500.2834962,None,500.2834962,None,500.2834962,None,500.2834962,None,500.2834962,None,500.2834962,None,77,47,56,29,77,53,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,502.825517,None,502.825517,None,502.825517,None,502.825517,None,502.825517,None,502.825517,None,20,502.825517,None,502.825517,None,0.00082581,None,502.825517,None,3.044270833,1.5941259,506.5128454,None,506.5128454,None,506.5128454,None,506.5128454,None,None,None,508.1205851,None,0.111979167,-0.294270833,1,0,0,3.6542588,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,,,,,,None,None,None,None,None,509.9931406,None,509.9931406,None,509.9931406,None,509.9931406,None,j,0.5174906,509.9931406,None,509.9931406,None,510.563998,None,510.563998,None,510.563998,None,510.563998,None,510.563998,None,510.563998,None,510.8562038,None,510.8562038,None,511.7713917,None,511.7713917,None,511.7713917,None,511.7713917,None,511.7713917,None,511.7713917,None,511.7713917,None,511.7713917,None,511.7713917,None,90,50,60,33,33,31,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,514.3212078,None,514.3212078,None,514.3212078,None,514.3212078,None,514.3212078,None,514.3212078,None,70,514.3212078,None,514.3212078,None,0.01195398,None,514.3212078,None,7.145833333,1.1581401,517.6387649,None,517.6387649,None,517.6387649,None,517.6387649,None,None,None,518.8111291,None,-0.014322917,-0.256510417,1,0,0,3.2820243,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,23,23,23,,,,,,,,,,,,,,,None,None,None,None,None,520.3506145,None,520.3506145,None,520.3506145,None,520.3506145,None,r,0.6403042,520.3506145,None,520.3506145,None,521.0363196,None,521.0363196,None,521.0363196,None,521.0363196,None,521.0363196,None,521.0363196,None,521.3304642,522.6310666,521.3304642,522.6310666,522.666756,None,522.666756,None,522.666756,None,522.666756,None,522.666756,None,522.666756,None,522.666756,None,522.666756,None,522.666756,None,83,54,54,23,83,59,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,525.2149674,None,525.2149674,None,525.2149674,None,525.2149674,None,525.2149674,None,525.2149674,None,75,525.2149674,None,525.2149674,None,0.00885238,None,525.2149674,None,7.028645833,1.3280373,529.7770985,None,529.7770985,None,529.7770985,None,529.7770985,None,None,None,531.1196654,None,0.016927083,-0.286458333,1,0,0,4.5294897,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,,,,,,None,None,None,None,None,532.9426148,None,532.9426148,None,532.9426148,None,532.9426148,None,r,0.4681548,532.9426148,None,532.9426148,None,533.461305,None,533.461305,None,533.461305,None,533.461305,None,533.461305,None,533.461305,None,533.7557134,None,533.7557134,None,534.7932611,None,534.7932611,None,534.7932611,None,534.7932611,None,534.7932611,None,534.7932611,None,534.7932611,None,534.7932611,None,534.7932611,None,84,55,57,20,84,63,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,537.3382906,None,537.3382906,None,537.3382906,None,537.3382906,None,537.3382906,None,537.3382906,None,30,537.3382906,None,537.3382906,None,0.01079228,None,537.3382906,None,7.002604167,3.2560403,541.1671753,None,541.1671753,None,541.1671753,None,541.1671753,None,None,None,544.4447955,None,0.08984375,-0.295572917,1,0,0,3.7980335,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,25,25,25,,,,,,,,,,,,,,,None,None,None,None,None,546.002037,None,546.002037,None,546.002037,None,546.002037,None,j,0.6091249,546.002037,None,546.002037,None,546.6542521,None,546.6542521,None,546.6542521,None,546.6542521,None,546.6542521,None,546.6542521,None,546.9482474,None,546.9482474,None,548.4186301,None,548.4186301,None,548.4186301,None,548.4186301,None,548.4186301,None,548.4186301,None,548.4186301,None,548.4186301,None,548.4186301,None,73,59,49,35,35,25,None,None,None,None,None,None,None,None,None,None,None,None,70,550.9468334,None,70,550.9468334,None,550.9468334,None,550.9468334,None,550.9468334,None,550.9468334,None,550.9468334,None,550.9468334,None,0.127604167,-0.311197917,1,0,0,7.7363623,tijiao,0.01297011,None,550.9468334,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,8.0703125,2.7195207,558.7277409,None,558.7277409,None,558.7277409,None,558.7277409,None,None,None,561.4741403,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,,,,,,None,None,None,None,None,563.2467746,None,563.2467746,None,563.2467746,None,563.2467746,None,r,0.584181,563.2467746,None,563.2467746,None,563.8813285,None,563.8813285,None,563.8813285,None,563.8813285,None,563.8813285,None,563.8813285,None,564.1767372,None,564.1767372,None,565.2276797,None,565.2276797,None,565.2276797,None,565.2276797,None,565.2276797,None,565.2276797,None,565.2276797,None,565.2276797,None,565.2276797,None,86,55,47,26,86,31,None,None,None,None,None,None,None,None,None,None,None,None,83,567.7608044,None,83,567.7608044,None,567.7608044,None,567.7608044,None,567.7608044,None,567.7608044,None,567.7608044,None,567.7608044,None,0.020833333,-0.26171875,1,0,0,10.6855802,tijiao,0.01023411,None,567.7608044,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,8.8125,0.9959182,578.4933005,None,578.4933005,None,578.4933005,None,578.4933005,None,None,None,579.5034537,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,27,27,27,,,,,,,,,,,,,,,None,None,None,None,None,581.4598244,None,581.4598244,None,581.4598244,None,581.4598244,None,r,0.7213541,581.4598244,None,581.4598244,None,582.2289775,None,582.2289775,None,582.2289775,None,582.2289775,None,582.2289775,None,582.2289775,None,582.522359,584.140433,582.522359,584.140433,584.1729863,None,584.1729863,None,584.1729863,None,584.1729863,None,584.1729863,None,584.1729863,None,584.1729863,None,584.1729863,None,584.1729863,None,78,59,52,30,78,71,586.6897245,None,5,2.4063725,586.6897245,None,586.6897245,None,586.6897245,None,586.6897245,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,589.1532904,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,,,,,,None,None,None,None,None,591.032931,None,591.032931,None,591.032931,None,591.032931,None,None,,591.032931,None,591.032931,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,80,59,52,21,0,**,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,592.7784879,None,598.7843373,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,29,29,29,,,,,,,,,,,,,,,None,None,None,None,None,600.7733542,None,600.7733542,None,600.7733542,None,600.7733542,None,f,0.7488828,600.7733542,None,600.7733542,None,601.5741064,None,601.5741064,None,601.5741064,None,601.5741064,None,601.5741064,None,601.5741064,None,601.8694422,603.8041972,601.8694422,603.8041972,603.835047,None,603.835047,None,603.835047,None,603.835047,None,603.835047,None,603.835047,None,603.835047,None,603.835047,None,603.835047,None,72,63,54,27,63,67,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,606.389206,None,606.389206,None,606.389206,None,606.389206,None,606.389206,None,606.389206,None,83,606.389206,None,606.389206,None,0.00760888,None,606.389206,None,5.973958333,1.124899,611.3008484,None,611.3008484,None,611.3008484,None,611.3008484,None,None,None,612.442797,None,0.045572917,-0.299479167,1,0,0,4.8784439,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,,,,,,None,None,None,None,None,614.0153592,None,614.0153592,None,614.0153592,None,614.0153592,None,r,0.3469031,614.0153592,None,614.0153592,None,614.4023952,None,614.4023952,None,614.4023952,None,614.4023952,None,614.4023952,None,614.4023952,None,614.6949924,None,614.6949924,None,615.8600675,None,615.8600675,None,615.8600675,None,615.8600675,None,615.8600675,None,615.8600675,None,615.8600675,None,615.8600675,None,615.8600675,None,74,58,49,23,74,26,None,None,None,None,None,None,None,None,None,None,None,None,74,618.389896,None,74,618.389896,None,618.389896,None,618.389896,None,618.389896,None,618.389896,None,618.389896,None,618.389896,None,0.05859375,-0.2734375,1,0,0,4.0861661,tijiao,0.01596591,None,618.389896,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.666666667,1.5092618,622.5279807,None,622.5279807,None,622.5279807,None,622.5279807,None,None,None,624.0511765,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,31,31,31,,,,,,,,,,,,,,,None,None,None,None,None,625.8072032,None,625.8072032,None,625.8072032,None,625.8072032,None,r,0.7651277,625.8072032,None,625.8072032,None,626.6259559,None,626.6259559,None,626.6259559,None,626.6259559,None,626.6259559,None,626.6259559,None,626.9202105,None,626.9202105,None,628.3848687,None,628.3848687,None,628.3848687,None,628.3848687,None,628.3848687,None,628.3848687,None,628.3848687,None,628.3848687,None,628.3848687,None,80,61,48,21,80,31,None,None,None,None,None,None,None,None,None,None,None,None,70,630.9231079,None,70,630.9231079,None,630.9231079,None,630.9231079,None,630.9231079,None,630.9231079,None,630.9231079,None,630.9231079,None,0.104166667,-0.270833333,1,0,0,5.1971107,tijiao,0.00926821,None,630.9231079,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.2109375,1.8829651,636.171034,None,636.171034,None,636.171034,None,636.171034,None,None,None,638.0808581,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,,,,,,None,None,None,None,None,639.766885,None,639.766885,None,639.766885,None,639.766885,None,r,0.7958498,639.766885,None,639.766885,None,640.6033809,None,640.6033809,None,640.6033809,None,640.6033809,None,640.6033809,None,640.6033809,None,640.8968593,None,640.8968593,None,642.1116317,None,642.1116317,None,642.1116317,None,642.1116317,None,642.1116317,None,642.1116317,None,642.1116317,None,642.1116317,None,642.1116317,None,80,67,39,21,80,69,None,None,None,None,None,None,None,None,None,None,None,None,75,644.6449215,None,75,644.6449215,None,644.6449215,None,644.6449215,None,644.6449215,None,644.6449215,None,644.6449215,None,644.6449215,None,-0.09765625,-0.248697917,1,0,0,4.733002,tijiao,0.01225511,None,644.6449215,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.052083333,1.3790034,649.9427671,None,649.9427671,None,649.9427671,None,649.9427671,None,None,None,651.337569,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,33,33,33,,,,,,,,,,,,,,,None,None,None,None,None,653.0088321,None,653.0088321,None,653.0088321,None,653.0088321,None,r,0.6239314,653.0088321,None,653.0088321,None,653.6800052,None,653.6800052,None,653.6800052,None,653.6800052,None,653.6800052,None,653.6800052,None,653.9724059,655.2232906,653.9724059,655.2232906,655.2547086,None,655.2547086,None,655.2547086,None,655.2547086,None,655.2547086,None,655.2547086,None,655.2547086,None,655.2547086,None,655.2547086,None,79,54,44,31,79,35,657.7772545,None,5,4.2380353,657.7772545,None,657.7772545,None,657.7772545,None,657.7772545,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,662.0697568,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,,,,,,None,None,None,None,None,663.600133,None,663.600133,None,663.600133,None,663.600133,None,f,1.0626931,663.600133,None,663.600133,None,664.704372,None,664.704372,None,664.704372,None,664.704372,None,664.704372,None,664.704372,None,664.9967567,666.2810016,664.9967567,666.2810016,666.3124068,None,666.3124068,None,666.3124068,None,666.3124068,None,666.3124068,None,666.3124068,None,666.3124068,None,666.3124068,None,666.3124068,None,74,58,43,26,58,68,None,None,None,None,None,None,None,None,None,None,None,None,30,668.8503643,None,30,668.8503643,None,668.8503643,None,668.8503643,None,668.8503643,None,668.8503643,None,668.8503643,None,668.8503643,None,0.044270833,-0.30859375,1,0,0,4.0604405,tijiao,0.00704551,None,668.8503643,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,4.0078125,2.8640997,672.9568054,None,672.9568054,None,672.9568054,None,672.9568054,None,None,None,675.8467502,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,35,35,35,,,,,,,,,,,,,,,None,None,None,None,None,677.4076673,None,677.4076673,None,677.4076673,None,677.4076673,None,i,0.4851383,677.4076673,None,677.4076673,None,677.9442587,None,677.9442587,None,677.9442587,None,677.9442587,None,677.9442587,None,677.9442587,None,678.2393385,None,678.2393385,None,679.5703957,None,679.5703957,None,679.5703957,None,679.5703957,None,679.5703957,None,679.5703957,None,679.5703957,None,679.5703957,None,679.5703957,None,78,51,46,26,46,59,None,None,None,None,None,None,None,None,None,None,None,None,40,682.1100659,None,40,682.1100659,None,682.1100659,None,682.1100659,None,682.1100659,None,682.1100659,None,682.1100659,None,682.1100659,None,-0.092447917,-0.252604167,1,0,0,11.5488289,tijiao,0.00720541,None,682.1100659,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,3.825520833,2.3981717,693.706836,None,693.706836,None,693.706836,None,693.706836,None,None,None,696.1336459,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,,,,,,None,None,None,None,None,697.7732805,None,697.7732805,None,697.7732805,None,697.7732805,None,i,0.4696333,697.7732805,None,697.7732805,None,698.2918042,None,698.2918042,None,698.2918042,None,698.2918042,None,698.2918042,None,698.2918042,None,698.5866766,None,698.5866766,None,699.835992,None,699.835992,None,699.835992,None,699.835992,None,699.835992,None,699.835992,None,699.835992,None,699.835992,None,699.835992,None,71,52,44,27,44,67,702.3581008,None,4,2.2187322,702.3581008,None,702.3581008,None,702.3581008,None,702.3581008,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,704.6286316,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,37,37,37,,,,,,,,,,,,,,,None,None,None,None,None,706.6294276,None,706.6294276,None,706.6294276,None,706.6294276,None,i,0.6735263,706.6294276,None,706.6294276,None,707.3495872,None,707.3495872,None,707.3495872,None,707.3495872,None,707.3495872,None,707.3495872,None,707.6429088,708.5439294,707.6429088,708.5439294,708.575093,None,708.575093,None,708.575093,None,708.575093,None,708.575093,None,708.575093,None,708.575093,None,708.575093,None,708.575093,None,63,52,39,19,39,67,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,711.1254178,None,711.1254178,None,711.1254178,None,711.1254178,None,711.1254178,None,711.1254178,None,39,711.1254178,None,711.1254178,None,0.01216248,None,711.1254178,None,5.9609375,1.7134134,719.1592618,None,719.1592618,None,719.1592618,None,719.1592618,None,None,None,720.9026842,None,0.072916667,-0.291666667,1,0,0,8.0023658,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,,,,,,None,None,None,None,None,722.539335,None,722.539335,None,722.539335,None,722.539335,None,i,0.7337567,722.539335,None,722.539335,None,723.3236195,None,723.3236195,None,723.3236195,None,723.3236195,None,723.3236195,None,723.3236195,None,723.6206885,724.70459,723.6206885,724.70459,724.7416661,None,724.7416661,None,724.7416661,None,724.7416661,None,724.7416661,None,724.7416661,None,724.7416661,None,724.7416661,None,724.7416661,None,74,54,36,27,36,28,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,727.2879238,None,727.2879238,None,727.2879238,None,727.2879238,None,727.2879238,None,727.2879238,None,30,727.2879238,None,727.2879238,None,0.01030118,None,727.2879238,None,6.859375,1.1247977,734.3700531,None,734.3700531,None,734.3700531,None,734.3700531,None,None,None,735.5255528,None,0.069010417,-0.29296875,1,0,0,7.0497274,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,39,39,39,,,,,,,,,,,,,,,None,None,None,None,None,737.4848907,None,737.4848907,None,737.4848907,None,737.4848907,None,i,0.6886333,737.4848907,None,737.4848907,None,738.2198709,None,738.2198709,None,738.2198709,None,738.2198709,None,738.2198709,None,738.2198709,None,738.5145773,None,738.5145773,None,739.9295772,None,739.9295772,None,739.9295772,None,739.9295772,None,739.9295772,None,739.9295772,None,739.9295772,None,739.9295772,None,739.9295772,None,74,49,25,26,25,35,742.4485096,None,4,1.9731354,742.4485096,None,742.4485096,None,742.4485096,None,742.4485096,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,744.4884996,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,,,,,,None,None,None,None,None,746.3903942,None,746.3903942,None,746.3903942,None,746.3903942,None,r,0.4329061,746.3903942,None,746.3903942,None,746.8783196,None,746.8783196,None,746.8783196,None,746.8783196,None,746.8783196,None,746.8783196,None,747.1539444,748.2711152,747.1539444,748.2711152,748.3256418,None,748.3256418,None,748.3256418,None,748.3256418,None,748.3256418,None,748.3256418,None,748.3256418,None,748.3256418,None,748.3256418,None,64,55,35,20,64,65,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,750.8873056,None,750.8873056,None,750.8873056,None,750.8873056,None,750.8873056,None,750.8873056,None,30,750.8873056,None,750.8873056,None,0.01110638,None,750.8873056,None,5.973958333,1.077543,754.3505135,None,754.3505135,None,754.3505135,None,754.3505135,None,None,None,755.4424726,None,0.061197917,-0.296875,1,0,0,3.4321111,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,41,41,41,,,,,,,,,,,,,,,None,None,None,None,None,757.298042,None,757.298042,None,757.298042,None,757.298042,None,r,0.3662783,757.298042,None,757.298042,None,757.7170667,None,757.7170667,None,757.7170667,None,757.7170667,None,757.7170667,None,757.7170667,None,758.0112055,None,758.0112055,None,759.775422,None,759.775422,None,759.775422,None,759.775422,None,759.775422,None,759.775422,None,759.775422,None,759.775422,None,759.775422,None,64,51,31,26,64,68,762.2946171,None,4,2.0046505,762.2946171,None,762.2946171,None,762.2946171,None,762.2946171,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,764.3546575,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,,,,,,None,None,None,None,None,766.238037,None,766.238037,None,766.238037,None,766.238037,None,r,0.4463125,766.238037,None,766.238037,None,766.7273041,None,766.7273041,None,766.7273041,None,766.7273041,None,766.7273041,None,766.7273041,None,767.0173947,768.1516122,767.0173947,768.1516122,768.1886142,None,768.1886142,None,768.1886142,None,768.1886142,None,768.1886142,None,768.1886142,None,768.1886142,None,768.1886142,None,768.1886142,None,60,52,33,25,60,30,None,None,None,None,None,None,None,None,None,None,None,None,60,770.7184717,None,60,770.7184717,None,770.7184717,None,770.7184717,None,770.7184717,None,770.7184717,None,770.7184717,None,770.7184717,None,-0.07421875,-0.268229167,1,0,0,5.6804016,tijiao,0.00980691,None,770.7184717,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.078125,2.0661317,776.4443845,None,776.4443845,None,776.4443845,None,776.4443845,None,None,None,778.525037,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,43,43,43,,,,,,,,,,,,,,,None,None,None,None,None,780.2142252,None,780.2142252,None,780.2142252,None,780.2142252,None,f,0.8202848,780.2142252,None,780.2142252,None,781.0823208,None,781.0823208,None,781.0823208,None,781.0823208,None,781.0823208,None,781.0823208,None,781.3774688,None,781.3774688,None,783.2257107,None,783.2257107,None,783.2257107,None,783.2257107,None,783.2257107,None,783.2257107,None,783.2257107,None,783.2257107,None,783.2257107,None,71,55,36,29,55,73,785.7462455,None,4,2.0037678,785.7462455,None,785.7462455,None,785.7462455,None,785.7462455,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,787.8048901,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,,,,,,None,None,None,None,None,789.6543499,None,789.6543499,None,789.6543499,None,789.6543499,None,r,0.4301393,789.6543499,None,789.6543499,None,790.1216856,None,790.1216856,None,790.1216856,None,790.1216856,None,790.1216856,None,790.1216856,None,790.4163211,None,790.4163211,None,792.1810561,None,792.1810561,None,792.1810561,None,792.1810561,None,792.1810561,None,792.1810561,None,792.1810561,None,792.1810561,None,792.1810561,None,67,54,38,34,67,68,794.7064684,None,4,1.7160638,794.7064684,None,794.7064684,None,794.7064684,None,794.7064684,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,796.4771965,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,45,45,45,,,,,,,,,,,,,,,None,None,None,None,None,798.2102271,None,798.2102271,None,798.2102271,None,798.2102271,None,r,0.504382,798.2102271,None,798.2102271,None,798.7603534,None,798.7603534,None,798.7603534,None,798.7603534,None,798.7603534,None,798.7603534,None,799.0565449,None,799.0565449,None,799.9043157,None,799.9043157,None,799.9043157,None,799.9043157,None,799.9043157,None,799.9043157,None,799.9043157,None,799.9043157,None,799.9043157,None,71,47,37,31,71,62,None,None,None,None,None,None,None,None,None,None,None,None,60,802.442663,None,60,802.442663,None,802.442663,None,802.442663,None,802.442663,None,802.442663,None,802.442663,None,802.442663,None,-0.016927083,-0.283854167,1,0,0,3.9279418,tijiao,0.00827511,None,802.442663,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.3515625,0.7970121,806.4202646,None,806.4202646,None,806.4202646,None,806.4202646,None,None,None,807.2282655,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
