bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,-0.3,-0.225,0,46,46,46,,,,,,,,,,,,,,,None,None,None,None,None,808.9672581,None,808.9672581,None,808.9672581,None,808.9672581,None,r,0.4174009,808.9672581,None,808.9672581,None,809.435853,None,809.435853,None,809.435853,None,809.435853,None,809.435853,None,809.435853,None,809.7304283,811.3149932,809.7304283,811.3149932,811.3470353,None,811.3470353,None,811.3470353,None,811.3470353,None,811.3470353,None,811.3470353,None,811.3470353,None,811.3470353,None,811.3470353,None,69,44,31,31,69,31,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,813.8913022,None,813.8913022,None,813.8913022,None,813.8913022,None,813.8913022,None,813.8913022,None,30,813.8913022,None,813.8913022,None,0.01638768,None,813.8913022,None,5.466145833,1.0785225,817.3418503,None,817.3418503,None,817.3418503,None,817.3418503,None,None,None,818.4519056,None,0.063802083,-0.270833333,1,0,0,3.4200844,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,47,47,47,,,,,,,,,,,,,,,None,None,None,None,None,820.1418967,None,820.1418967,None,820.1418967,None,820.1418967,None,r,0.4729738,820.1418967,None,820.1418967,None,820.6618496,None,820.6618496,None,820.6618496,None,820.6618496,None,820.6618496,None,820.6618496,None,820.9549519,None,820.9549519,None,822.2933098,None,822.2933098,None,822.2933098,None,822.2933098,None,822.2933098,None,822.2933098,None,822.2933098,None,822.2933098,None,822.2933098,None,57,64,21,19,57,67,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,824.8388762,None,824.8388762,None,824.8388762,None,824.8388762,None,824.8388762,None,824.8388762,None,20,824.8388762,None,824.8388762,None,0.01054748,None,824.8388762,None,3.239583333,1.6091975,828.4223684,None,828.4223684,None,828.4223684,None,828.4223684,None,None,None,830.0441384,None,-0.087239583,-0.295572917,1,0,0,3.5477159,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,48,48,48,,,,,,,,,,,,,,,None,None,None,None,None,831.933486,None,831.933486,None,831.933486,None,831.933486,None,j,0.4217201,831.933486,None,831.933486,None,832.4007918,None,832.4007918,None,832.4007918,None,832.4007918,None,832.4007918,None,832.4007918,None,832.6964377,833.930626,832.6964377,833.930626,833.9610513,None,833.9610513,None,833.9610513,None,833.9610513,None,833.9610513,None,833.9610513,None,833.9610513,None,833.9610513,None,833.9610513,None,61,64,34,24,24,39,836.478272,None,4,1.7569914,836.478272,None,836.478272,None,836.478272,None,836.478272,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,838.2951005,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,49,49,49,,,,,,,,,,,,,,,None,None,None,None,None,840.1221697,None,840.1221697,None,840.1221697,None,840.1221697,None,j,0.4829369,840.1221697,None,840.1221697,None,840.657699,None,840.657699,None,840.657699,None,840.657699,None,840.657699,None,840.657699,None,840.9521014,None,840.9521014,None,842.5508095,None,842.5508095,None,842.5508095,None,842.5508095,None,842.5508095,None,842.5508095,None,842.5508095,None,842.5508095,None,842.5508095,None,61,76,36,28,28,65,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,845.1012223,None,845.1012223,None,845.1012223,None,845.1012223,None,845.1012223,None,845.1012223,None,35,845.1012223,None,845.1012223,None,0.01160508,None,845.1012223,None,5.947916667,1.863338,848.5643421,None,848.5643421,None,848.5643421,None,848.5643421,None,None,None,850.4413028,None,0.104166667,-0.299479167,1,0,0,3.4311718,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,50,50,50,,,,,,,,,,,,,,,None,None,None,None,None,851.9630856,None,851.9630856,None,851.9630856,None,851.9630856,None,i,0.4218803,851.9630856,None,851.9630856,None,852.4336345,None,852.4336345,None,852.4336345,None,852.4336345,None,852.4336345,None,852.4336345,None,852.7270077,None,852.7270077,None,853.7081587,None,853.7081587,None,853.7081587,None,853.7081587,None,853.7081587,None,853.7081587,None,853.7081587,None,853.7081587,None,853.7081587,None,68,65,26,19,26,66,856.2330745,None,3,1.7855404,856.2330745,None,856.2330745,None,856.2330745,None,856.2330745,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,858.0731445,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,51,51,51,,,,,,,,,,,,,,,None,None,None,None,None,859.9693762,None,859.9693762,None,859.9693762,None,859.9693762,None,r,0.6655941,859.9693762,None,859.9693762,None,860.6863321,None,860.6863321,None,860.6863321,None,860.6863321,None,860.6863321,None,860.6863321,None,860.982898,None,860.982898,None,862.7646324,None,862.7646324,None,862.7646324,None,862.7646324,None,862.7646324,None,862.7646324,None,862.7646324,None,862.7646324,None,862.7646324,None,60,67,19,28,60,35,865.2825129,None,4,1.8077203,865.2825129,None,865.2825129,None,865.2825129,None,865.2825129,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,867.1421739,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,52,52,52,,,,,,,,,,,,,,,None,None,None,None,None,868.9759832,None,868.9759832,None,868.9759832,None,868.9759832,None,r,0.9791273,868.9759832,None,868.9759832,None,869.9944143,None,869.9944143,None,869.9944143,None,869.9944143,None,869.9944143,None,869.9944143,None,870.2895393,871.0900157,870.2895393,871.0900157,871.1217376,None,871.1217376,None,871.1217376,None,871.1217376,None,871.1217376,None,871.1217376,None,871.1217376,None,871.1217376,None,871.1217376,None,61,60,24,19,61,60,None,None,None,None,None,None,None,None,None,None,None,None,65,873.6547905,None,65,873.6547905,None,873.6547905,None,873.6547905,None,873.6547905,None,873.6547905,None,873.6547905,None,873.6547905,None,0.106770833,-0.2734375,1,0,0,6.0348788,tijiao,0.01257621,None,873.6547905,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.901041667,1.3841757,879.7344522,None,879.7344522,None,879.7344522,None,879.7344522,None,None,None,881.1454848,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,53,53,53,,,,,,,,,,,,,,,None,None,None,None,None,882.9857836,None,882.9857836,None,882.9857836,None,882.9857836,None,r,0.359678,882.9857836,None,882.9857836,None,883.3918667,None,883.3918667,None,883.3918667,None,883.3918667,None,883.3918667,None,883.3918667,None,883.6818056,884.7157668,883.6818056,884.7157668,884.7484809,None,884.7484809,None,884.7484809,None,884.7484809,None,884.7484809,None,884.7484809,None,884.7484809,None,884.7484809,None,884.7484809,None,59,66,29,26,59,60,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,887.2997717,None,887.2997717,None,887.2997717,None,887.2997717,None,887.2997717,None,887.2997717,None,20,887.2997717,None,887.2997717,None,0.00878668,None,887.2997717,None,7.223958333,0.8909421,891.2320981,None,891.2320981,None,891.2320981,None,891.2320981,None,None,None,892.1372048,None,0.092447917,-0.278645833,1,0,0,3.8956618,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,54,54,54,,,,,,,,,,,,,,,None,None,None,None,None,894.0100751,None,894.0100751,None,894.0100751,None,894.0100751,None,r,0.4351509,894.0100751,None,894.0100751,None,894.4945988,None,894.4945988,None,894.4945988,None,894.4945988,None,894.4945988,None,894.4945988,None,894.7896695,895.7568802,894.7896695,895.7568802,895.7885782,None,895.7885782,None,895.7885782,None,895.7885782,None,895.7885782,None,895.7885782,None,895.7885782,None,895.7885782,None,895.7885782,None,68,72,15,25,68,66,None,None,None,None,None,None,None,None,None,None,None,None,60,898.3234007,None,60,898.3234007,None,898.3234007,None,898.3234007,None,898.3234007,None,898.3234007,None,898.3234007,None,898.3234007,None,-0.022135417,-0.303385417,1,0,0,4.5318855,tijiao,0.01135401,None,898.3234007,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.067708333,1.2925779,902.9091991,None,902.9091991,None,902.9091991,None,902.9091991,None,None,None,904.2280754,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,55,55,55,,,,,,,,,,,,,,,None,None,None,None,None,905.7515917,None,905.7515917,None,905.7515917,None,905.7515917,None,r,0.3637427,905.7515917,None,905.7515917,None,906.1547203,None,906.1547203,None,906.1547203,None,906.1547203,None,906.1547203,None,906.1547203,None,906.447669,907.7652302,906.447669,907.7652302,907.8024724,None,907.8024724,None,907.8024724,None,907.8024724,None,907.8024724,None,907.8024724,None,907.8024724,None,907.8024724,None,907.8024724,None,70,64,16,35,70,50,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,910.3471943,None,910.3471943,None,910.3471943,None,910.3471943,None,910.3471943,None,910.3471943,None,35,910.3471943,None,910.3471943,None,0.01095468,None,910.3471943,None,7.041666667,1.6097726,914.4568073,None,914.4568073,None,914.4568073,None,914.4568073,None,None,None,916.078576,None,0.138020833,-0.282552083,1,0,0,4.0645258,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,56,56,56,,,,,,,,,,,,,,,None,None,None,None,None,917.626692,None,917.626692,None,917.626692,None,917.626692,None,r,0.9097432,917.626692,None,917.626692,None,918.5803534,None,918.5803534,None,918.5803534,None,918.5803534,None,918.5803534,None,918.5803534,None,918.87319,920.4909767,918.87319,920.4909767,920.5248048,None,920.5248048,None,920.5248048,None,920.5248048,None,920.5248048,None,920.5248048,None,920.5248048,None,920.5248048,None,920.5248048,None,69,64,21,27,69,52,None,None,None,None,None,None,None,None,None,None,None,None,50,923.0532197,None,50,923.0532197,None,923.0532197,None,923.0532197,None,923.0532197,None,923.0532197,None,923.0532197,None,923.0532197,None,0.041666667,-0.2578125,1,0,0,9.0382387,tijiao,0.01479711,None,923.0532197,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6,0.8700933,932.135583,None,932.135583,None,932.135583,None,932.135583,None,None,None,933.0364124,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,57,57,57,,,,,,,,,,,,,,,None,None,None,None,None,934.8875183,None,934.8875183,None,934.8875183,None,934.8875183,None,f,0.3893618,934.8875183,None,934.8875183,None,935.3280178,None,935.3280178,None,935.3280178,None,935.3280178,None,935.3280178,None,935.3280178,None,935.6181573,937.0523643,935.6181573,937.0523643,937.0843704,None,937.0843704,None,937.0843704,None,937.0843704,None,937.0843704,None,937.0843704,None,937.0843704,None,937.0843704,None,937.0843704,None,66,57,21,31,57,41,None,None,None,None,None,None,None,None,None,None,None,None,50,939.614862,None,50,939.614862,None,939.614862,None,939.614862,None,939.614862,None,939.614862,None,939.614862,None,939.614862,None,0.130208333,-0.28515625,1,0,0,3.2003279,tijiao,0.01373291,None,939.614862,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.052083333,0.9641552,942.8617174,None,942.8617174,None,942.8617174,None,942.8617174,None,None,None,943.8526587,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,58,58,58,,,,,,,,,,,,,,,None,None,None,None,None,945.5122369,None,945.5122369,None,945.5122369,None,945.5122369,None,f,0.4443572,945.5122369,None,945.5122369,None,946.0033667,None,946.0033667,None,946.0033667,None,946.0033667,None,946.0033667,None,946.0033667,None,946.2921813,947.7429702,946.2921813,947.7429702,947.7808503,None,947.7808503,None,947.7808503,None,947.7808503,None,947.7808503,None,947.7808503,None,947.7808503,None,947.7808503,None,947.7808503,None,75,49,32,22,49,46,None,None,None,None,None,None,None,None,None,None,None,None,65,950.3050779,None,65,950.3050779,None,950.3050779,None,950.3050779,None,950.3050779,None,950.3050779,None,950.3050779,None,950.3050779,None,0.158854167,-0.27734375,1,0,0,4.9859979,tijiao,0.01504261,None,950.3050779,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.182291667,0.7140949,955.3395269,None,955.3395269,None,955.3395269,None,955.3395269,None,None,None,956.0859554,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,59,59,59,,,,,,,,,,,,,,,None,None,None,None,None,957.9881776,None,957.9881776,None,957.9881776,None,957.9881776,None,r,0.3587913,957.9881776,None,957.9881776,None,958.3922541,None,958.3922541,None,958.3922541,None,958.3922541,None,958.3922541,None,958.3922541,None,958.6841137,959.5679158,958.6841137,959.5679158,959.6019931,None,959.6019931,None,959.6019931,None,959.6019931,None,959.6019931,None,959.6019931,None,959.6019931,None,959.6019931,None,959.6019931,None,71,60,40,28,71,52,None,None,None,None,None,None,None,None,None,None,None,None,70,962.128368,None,70,962.128368,None,962.128368,None,962.128368,None,962.128368,None,962.128368,None,962.128368,None,962.128368,None,0.022135417,-0.272135417,1,0,0,3.9868309,tijiao,0.01622861,None,962.128368,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,9.072916667,0.9486823,966.1626281,None,966.1626281,None,966.1626281,None,966.1626281,None,None,None,967.138368,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,60,60,60,,,,,,,,,,,,,,,None,None,None,None,None,968.6614817,None,968.6614817,None,968.6614817,None,968.6614817,None,r,0.4652448,968.6614817,None,968.6614817,None,969.1803486,None,969.1803486,None,969.1803486,None,969.1803486,None,969.1803486,None,969.1803486,None,969.4747472,970.6087809,969.4747472,970.6087809,970.6438423,None,970.6438423,None,970.6438423,None,970.6438423,None,970.6438423,None,970.6438423,None,970.6438423,None,970.6438423,None,970.6438423,None,61,46,32,21,61,48,973.1588435,None,5,2.0072808,973.1588435,None,973.1588435,None,973.1588435,None,973.1588435,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,975.2280417,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,61,61,61,,,,,,,,,,,,,,,None,None,None,None,None,977.0169338,None,977.0169338,None,977.0169338,None,977.0169338,None,r,1.3198607,977.0169338,None,977.0169338,None,978.3873036,None,978.3873036,None,978.3873036,None,978.3873036,None,978.3873036,None,978.3873036,None,978.6811393,None,978.6811393,None,979.6688022,None,979.6688022,None,979.6688022,None,979.6688022,None,979.6688022,None,979.6688022,None,979.6688022,None,979.6688022,None,979.6688022,None,78,45,37,31,78,47,982.1787956,None,5,1.2402926,982.1787956,None,982.1787956,None,982.1787956,None,982.1787956,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,983.4743187,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,62,62,62,,,,,,,,,,,,,,,None,None,None,None,None,985.4730193,None,985.4730193,None,985.4730193,None,985.4730193,None,r,0.643827,985.4730193,None,985.4730193,None,986.1580858,None,986.1580858,None,986.1580858,None,986.1580858,None,986.1580858,None,986.1580858,None,986.453141,None,986.453141,None,988.1837602,None,988.1837602,None,988.1837602,None,988.1837602,None,988.1837602,None,988.1837602,None,988.1837602,None,988.1837602,None,988.1837602,None,71,45,24,17,71,48,None,None,None,None,None,None,None,None,None,None,None,None,70,990.7211451,None,70,990.7211451,None,990.7211451,None,990.7211451,None,990.7211451,None,990.7211451,None,990.7211451,None,990.7211451,None,-0.020833333,-0.291666667,1,0,0,3.6804839,tijiao,0.01055561,None,990.7211451,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,8.916666667,1.046414,994.4596855,None,994.4596855,None,994.4596855,None,994.4596855,None,None,None,995.5249081,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,63,63,63,,,,,,,,,,,,,,,None,None,None,None,None,997.1977358,None,997.1977358,None,997.1977358,None,997.1977358,None,r,0.8392745,997.1977358,None,997.1977358,None,998.0840048,None,998.0840048,None,998.0840048,None,998.0840048,None,998.0840048,None,998.0840048,None,998.3779935,None,998.3779935,None,1000.393834,None,1000.393834,None,1000.393834,None,1000.393834,None,1000.393834,None,1000.393834,None,1000.393834,None,1000.393834,None,1000.393834,None,73,42,26,23,73,32,1002.911374,None,5,1.1538281,1002.911374,None,1002.911374,None,1002.911374,None,1002.911374,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1004.120951,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,64,64,64,,,,,,,,,,,,,,,None,None,None,None,None,1006.053826,None,1006.053826,None,1006.053826,None,1006.053826,None,r,0.643185,1006.053826,None,1006.053826,None,1006.74174,None,1006.74174,None,1006.74174,None,1006.74174,None,1006.74174,None,1006.74174,None,1007.034128,None,1007.034128,None,1008.782728,None,1008.782728,None,1008.782728,None,1008.782728,None,1008.782728,None,1008.782728,None,1008.782728,None,1008.782728,None,1008.782728,None,72,55,39,25,72,30,1011.307149,None,5,1.0839966,1011.307149,None,1011.307149,None,1011.307149,None,1011.307149,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1012.467246,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,65,65,65,,,,,,,,,,,,,,,None,None,None,None,None,1014.426163,None,1014.426163,None,1014.426163,None,1014.426163,None,r,0.591099,1014.426163,None,1014.426163,None,1015.06167,None,1015.06167,None,1015.06167,None,1015.06167,None,1015.06167,None,1015.06167,None,1015.356653,1016.707626,1015.356653,1016.707626,1016.738423,None,1016.738423,None,1016.738423,None,1016.738423,None,1016.738423,None,1016.738423,None,1016.738423,None,1016.738423,None,1016.738423,None,72,55,37,32,72,41,None,None,None,None,None,None,None,None,None,None,None,None,70,1019.274901,None,70,1019.274901,None,1019.274901,None,1019.274901,None,1019.274901,None,1019.274901,None,1019.274901,None,1019.274901,None,0.092447917,-0.272135417,1,0,0,3.5975128,tijiao,0.01040851,None,1019.274901,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,9.190104167,0.8472667,1022.919097,None,1022.919097,None,1022.919097,None,1022.919097,None,None,None,1023.779001,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,66,66,66,,,,,,,,,,,,,,,None,None,None,None,None,1025.317109,None,1025.317109,None,1025.317109,None,1025.317109,None,r,0.7700608,1025.317109,None,1025.317109,None,1026.13682,None,1026.13682,None,1026.13682,None,1026.13682,None,1026.13682,None,1026.13682,None,1026.430988,None,1026.430988,None,1028.112555,None,1028.112555,None,1028.112555,None,1028.112555,None,1028.112555,None,1028.112555,None,1028.112555,None,1028.112555,None,1028.112555,None,84,58,36,25,84,35,1030.630779,None,5,1.1878139,1030.630779,None,1030.630779,None,1030.630779,None,1030.630779,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1031.87387,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,67,67,67,,,,,,,,,,,,,,,None,None,None,None,None,1033.53919,None,1033.53919,None,1033.53919,None,1033.53919,None,r,0.5680787,1033.53919,None,1033.53919,None,1034.157776,None,1034.157776,None,1034.157776,None,1034.157776,None,1034.157776,None,1034.157776,None,1034.453033,None,1034.453033,None,1036.252632,None,1036.252632,None,1036.252632,None,1036.252632,None,1036.252632,None,1036.252632,None,1036.252632,None,1036.252632,None,1036.252632,None,77,58,32,34,77,38,1038.771941,None,5,1.3529899,1038.771941,None,1038.771941,None,1038.771941,None,1038.771941,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1040.190943,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,68,68,68,,,,,,,,,,,,,,,None,None,None,None,None,1042.078984,None,1042.078984,None,1042.078984,None,1042.078984,None,r,0.6282529,1042.078984,None,1042.078984,None,1042.748836,None,1042.748836,None,1042.748836,None,1042.748836,None,1042.748836,None,1042.748836,None,1043.042581,1043.859714,1043.042581,1043.859714,1043.891036,None,1043.891036,None,1043.891036,None,1043.891036,None,1043.891036,None,1043.891036,None,1043.891036,None,1043.891036,None,1043.891036,None,86,51,36,37,86,50,1046.416705,None,5,1.4318803,1046.416705,None,1046.416705,None,1046.416705,None,1046.416705,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1047.901474,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,69,69,69,,,,,,,,,,,,,,,None,None,None,None,None,1049.801001,None,1049.801001,None,1049.801001,None,1049.801001,None,j,0.4363224,1049.801001,None,1049.801001,None,1050.28515,None,1050.28515,None,1050.28515,None,1050.28515,None,1050.28515,None,1050.28515,None,1050.580984,None,1050.580984,None,1051.680871,None,1051.680871,None,1051.680871,None,1051.680871,None,1051.680871,None,1051.680871,None,1051.680871,None,1051.680871,None,1051.680871,None,93,54,43,26,26,41,1054.202107,None,5,2.1677676,1054.202107,None,1054.202107,None,1054.202107,None,1054.202107,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1056.425569,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,70,70,70,,,,,,,,,,,,,,,None,None,None,None,None,1058.407023,None,1058.407023,None,1058.407023,None,1058.407023,None,f,1.4404242,1058.407023,None,1058.407023,None,1059.895583,None,1059.895583,None,1059.895583,None,1059.895583,None,1059.895583,None,1059.895583,None,1060.171045,1061.772104,1060.171045,1061.772104,1061.803418,None,1061.803418,None,1061.803418,None,1061.803418,None,1061.803418,None,1061.803418,None,1061.803418,None,1061.803418,None,1061.803418,None,90,59,29,23,59,50,1064.32079,None,5,1.2389127,1064.32079,None,1064.32079,None,1064.32079,None,1064.32079,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1065.615866,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
