bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,36.42789571099274,36.42789571099274,space,4.200742257002275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
,,,,,,,,,,,40.69332978199236,40.69332978199236,s,34.825585751998005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,75.57450726800016,None,76.6361876699957,76.6361876699957,76.6361876699957,76.6361876699957,76.6361876699957,76.6361876699957,r,0.1902558029978536,76.92017856799066,76.92017856799066,76.92017856799066,76.92017856799066,76.92017856799066,76.92017856799066,77.16026227499242,77.16026227499242,79.09119677699346,79.09119677699346,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,79.17027875399799,81.66405322699575,81.66405322699575,81.66405322699575,81.66405322699575,81.66405322699575,37,60,71,31,37,46,4.0,3.165287915006047,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,85.11371813999722,87.02795582599356,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,87.02795582599356,87.02795582599356,87.02795582599356,87.02795582599356,87.02795582599356,87.02795582599356,f,0.4221059950068593,87.50991656898987,87.50991656898987,87.50991656898987,87.50991656898987,87.50991656898987,87.50991656898987,87.7622296759946,87.7622296759946,89.56446694199985,89.56446694199985,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,89.62472352400073,92.11148012099147,92.11148012099147,92.11148012099147,92.11148012099147,92.11148012099147,38,63,65,32,63,73,5.0,1.7704014749906491,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,93.94931292800175,95.86290120299964,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,95.86290120299964,95.86290120299964,95.86290120299964,95.86290120299964,95.86290120299964,95.86290120299964,f,0.40836195000156295,96.31988502599415,96.31988502599415,96.31988502599415,96.31988502599415,96.31988502599415,96.31988502599415,96.58060436300002,96.58060436300002,98.03690285499033,98.03690285499033,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,98.08118480700068,,,,,,40,64,69,32,64,44,None,None,70,70,[0.02],[-0.29125],[1],[0],[0],[6.587772344995756],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],7.9125000000000005,2.3920001280057477,109.65606151899556,111.60104558800231,100.6244352759968,100.6244352759968,100.6244352759968,100.6244352759968,100.6244352759968,100.6244352759968,100.6244352759968,100.6244352759968,0.009525147994281724,100.6244352759968,107.27449328100192,107.27449328100192,107.27449328100192,107.27449328100192,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,111.60104558800231,111.60104558800231,111.60104558800231,111.60104558800231,111.60104558800231,111.60104558800231,f,0.23974399900180288,111.9043930189946,111.9043930189946,111.9043930189946,111.9043930189946,111.9043930189946,111.9043930189946,112.16863260199898,112.16863260199898,113.35504361600033,113.35504361600033,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,113.40806820298894,,,,,,40,69,71,35,69,48,None,None,,,[],[],[],[],[],[],[],0.6,1,38,[-0.0025],[-0.2975],[1],[0],[0],[9.66563299500558],['tijiao_random_2'],7.9875,2.517268346986384,128.16801181300252,129.82968178999727,,,,,,,,,,,125.63906015199609,125.63906015199609,125.63906015199609,125.63906015199609,115.94603741499304,115.94603741499304,115.94603741499304,115.94603741499304,115.94603741499304,115.94603741499304,115.94603741499304,115.94603741499304,0.011520843996549957,115.94603741499304,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,129.82968178999727,129.82968178999727,129.82968178999727,129.82968178999727,129.82968178999727,129.82968178999727,f,0.4730317829962587,130.36639514999115,130.36639514999115,130.36639514999115,130.36639514999115,130.36639514999115,130.36639514999115,130.6446896409907,130.6446896409907,131.82466425299936,131.82466425299936,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,131.86399808399437,,,,,,50,63,69,29,63,51,None,None,68,68,[0.01125],[-0.29875],[1],[0],[0],[6.6504569460084895],['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.9375,2.4277532220003195,143.50657740898896,145.4502718779986,134.37376934599888,134.37376934599888,134.37376934599888,134.37376934599888,134.37376934599888,134.37376934599888,134.37376934599888,134.37376934599888,0.013187979013309814,134.37376934599888,141.0652652610006,141.0652652610006,141.0652652610006,141.0652652610006,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,145.4502718779986,145.4502718779986,145.4502718779986,145.4502718779986,145.4502718779986,145.4502718779986,f,0.27319102799810935,145.78418682698975,145.78418682698975,145.78418682698975,145.78418682698975,145.78418682698975,145.78418682698975,146.05660103898845,146.05660103898845,147.8336167499947,147.8336167499947,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,147.86479084999883,150.36284537699248,150.36284537699248,150.36284537699248,150.36284537699248,150.36284537699248,51,67,64,21,67,67,5.0,2.7393297550006537,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,153.14723622098973,154.6769101339887,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,154.6769101339887,154.6769101339887,154.6769101339887,154.6769101339887,154.6769101339887,154.6769101339887,f,0.34797394199995324,155.0903160309972,155.0903160309972,155.0903160309972,155.0903160309972,155.0903160309972,155.0903160309972,155.35789658800059,155.35789658800059,157.36602294599288,157.36602294599288,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,157.41281010999228,,,,,,52,56,64,32,56,73,None,None,65,65,[0.025],[-0.27875],[1],[0],[0],[6.272293409012491],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],7.9875,2.110562403991935,168.38298693399702,170.3779916959902,159.9400318179978,159.9400318179978,159.9400318179978,159.9400318179978,159.9400318179978,159.9400318179978,159.9400318179978,159.9400318179978,0.008650316012790427,159.9400318179978,166.25564325699816,166.25564325699816,166.25564325699816,166.25564325699816,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,170.3779916959902,170.3779916959902,170.3779916959902,170.3779916959902,170.3779916959902,170.3779916959902,f,0.2855391160119325,170.71961654699408,170.71961654699408,170.71961654699408,170.71961654699408,170.71961654699408,170.71961654699408,170.99735568699543,170.99735568699543,172.18774358498922,172.18774358498922,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,172.21284563699737,,,,,,52,57,50,27,57,27,None,None,60,60,"[0.1025, -0.00625]","[0.2525, -0.28375]","[1, 1]","[0, 0]","[0, 0]","[2.3622680850094184, 9.274008691005292]",['tijiao'],0.2,0,,[],[],[],[],[],[],[],8.0375,3.1332052030047635,187.19286443699093,189.10679494899523,174.73308119799185,174.73308119799185,174.73308119799185,174.73308119799185,174.73308119799185,174.73308119799185,174.73308119799185,174.73308119799185,0.00850090800668113,174.73308119799185,184.04129830100283,184.04129830100283,184.04129830100283,184.04129830100283,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
