bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,189.10679494899523,189.10679494899523,189.10679494899523,189.10679494899523,189.10679494899523,189.10679494899523,f,0.5183310590073233,189.67770141399524,189.67770141399524,189.67770141399524,189.67770141399524,189.67770141399524,189.67770141399524,189.9464785559976,189.9464785559976,191.0519540739915,191.0519540739915,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,191.0758155520016,,,,,,57,57,62,29,57,67,None,None,57,57,[-0.00375],[-0.29875],[1],[0],[0],[5.774517159996321],['tijiao'],0.2,0,,[],[],[],[],[],[],[],7.1125,2.6175331810081843,202.06680832299753,203.73052026799996,193.5922296159988,193.5922296159988,193.5922296159988,193.5922296159988,193.5922296159988,193.5922296159988,193.5922296159988,193.5922296159988,0.008928485010983422,193.5922296159988,199.43567360300221,199.43567360300221,199.43567360300221,199.43567360300221,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,203.73052026799996,203.73052026799996,203.73052026799996,203.73052026799996,203.73052026799996,203.73052026799996,f,0.5115627930063056,204.29900009899575,204.29900009899575,204.29900009899575,204.29900009899575,204.29900009899575,204.29900009899575,204.57398509599443,204.57398509599443,205.56330293999054,205.56330293999054,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,205.6066265720001,,,,,,52,58,65,39,58,34,None,None,,,[],[],[],[],[],[],[],0.6,1,38,"[0.095, 0.00625]","[0.30875, -0.305]","[1, 1]","[0, 0]","[0, 0]","[2.9062455399980536, 6.386670022999169]",['tijiao_random_2'],8.0,2.2112184510042425,216.81683830700058,218.48443571999087,,,,,,,,,,,214.58066721000068,214.58066721000068,214.58066721000068,214.58066721000068,208.17002507399593,208.17002507399593,208.17002507399593,208.17002507399593,208.17002507399593,208.17002507399593,208.17002507399593,208.17002507399593,0.014829328007181175,208.17002507399593,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,218.48443571999087,218.48443571999087,218.48443571999087,218.48443571999087,218.48443571999087,218.48443571999087,f,1.0249068810080644,219.55091566999909,219.55091566999909,219.55091566999909,219.55091566999909,219.55091566999909,219.55091566999909,219.82893910299754,219.82893910299754,221.1319162509899,221.1319162509899,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,221.1720544169948,,,,,,62,52,55,37,52,22,None,None,,,[],[],[],[],[],[],[],-0.6,1,48,"[0.10125, 0.0]","[0.30375, -0.2825]","[1, 1]","[0, 0]","[0, 0]","[1.9467031370004406, 5.986659720001626]",['tijiao_random_2'],6.925000000000001,3.3011326720006764,233.0305732939887,234.59274757798994,,,,,,,,,,,229.71637585799908,229.71637585799908,229.71637585799908,229.71637585799908,223.7037657109904,223.7037657109904,223.7037657109904,223.7037657109904,223.7037657109904,223.7037657109904,223.7037657109904,223.7037657109904,0.01009595999494195,223.7037657109904,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,234.59274757798994,234.59274757798994,234.59274757798994,234.59274757798994,234.59274757798994,234.59274757798994,f,0.3081212469987804,234.95630363500095,234.95630363500095,234.95630363500095,234.95630363500095,234.95630363500095,234.95630363500095,235.2277212409972,235.2277212409972,236.46759006100183,236.46759006100183,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,236.49230836199422,,,,,,64,59,59,33,59,70,None,None,,,[],[],[],[],[],[],[],0.2,1,60,"[0.1025, 0.0025]","[0.31125, -0.30875]","[1, 1]","[0, 0]","[0, 0]","[1.6779341070068767, 10.818442931005848]",['tijiao_random_2'],4.0874999999999995,3.8953955070028314,253.77787643799093,255.40179821199854,,,,,,,,,,,249.86912408699573,249.86912408699573,249.86912408699573,249.86912408699573,239.03039878499112,239.03039878499112,239.03039878499112,239.03039878499112,239.03039878499112,239.03039878499112,239.03039878499112,239.03039878499112,0.010146116997930221,239.03039878499112,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,255.40179821199854,255.40179821199854,255.40179821199854,255.40179821199854,255.40179821199854,255.40179821199854,f,0.8675950670003658,256.3217193039891,256.3217193039891,256.3217193039891,256.3217193039891,256.3217193039891,256.3217193039891,256.5888873489894,256.5888873489894,257.88840724799957,257.88840724799957,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,257.9361627670005,,,,,,56,58,62,34,58,72,None,None,58,58,[0.0325],[-0.285],[1],[0],[0],[6.888644143997226],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],7.9125000000000005,2.141412771990872,269.55288463499164,271.2977146409976,260.4478930059995,260.4478930059995,260.4478930059995,260.4478930059995,260.4478930059995,260.4478930059995,260.4478930059995,260.4478930059995,0.008551261998945847,260.4478930059995,267.37551102299767,267.37551102299767,267.37551102299767,267.37551102299767,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,271.2977146409976,271.2977146409976,271.2977146409976,271.2977146409976,271.2977146409976,271.2977146409976,j,0.26122560699877795,271.61941836899496,271.61941836899496,271.61941836899496,271.61941836899496,271.61941836899496,271.61941836899496,271.8773012409947,271.8773012409947,272.9843449889886,272.9843449889886,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,273.03535589900275,275.54145019299176,275.54145019299176,275.54145019299176,275.54145019299176,275.54145019299176,52,54,49,25,25,73,3.0,2.2891274330031592,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,277.9006868430006,279.89731469099934,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,279.89731469099934,279.89731469099934,279.89731469099934,279.89731469099934,279.89731469099934,279.89731469099934,i,0.5061863969895057,280.4641492739902,280.4641492739902,280.4641492739902,280.4641492739902,280.4641492739902,280.4641492739902,280.73196660898975,280.73196660898975,282.03362773799745,282.03362773799745,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,282.08102099499956,284.5878920949908,284.5878920949908,284.5878920949908,284.5878920949908,284.5878920949908,58,50,59,25,59,77,3.0,1.9749510800029384,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,286.60562510699674,288.1838665730029,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,288.1838665730029,288.1838665730029,288.1838665730029,288.1838665730029,288.1838665730029,288.1838665730029,r,0.31849119599792175,288.55384250800125,288.55384250800125,288.55384250800125,288.55384250800125,288.55384250800125,288.55384250800125,288.8279205220024,288.8279205220024,290.7877124069928,290.7877124069928,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,290.81850442399445,,,,,,49,53,57,40,49,71,None,None,,,[],[],[],[],[],[],[],-0.6,1,50,"[0.10375, -0.01375]","[0.30125, -0.2975]","[1, 1]","[0, 0]","[0, 0]","[2.1061535399931017, 4.9662641619943315]",['tijiao_random_2'],6.05,1.4735369769914541,299.82134863900137,301.5572471280029,,,,,,,,,,,298.32937521499116,298.32937521499116,298.32937521499116,298.32937521499116,293.3478356419946,293.3478356419946,293.3478356419946,293.3478356419946,293.3478356419946,293.3478356419946,293.3478356419946,293.3478356419946,0.010230443993350491,293.3478356419946,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,301.5572471280029,301.5572471280029,301.5572471280029,301.5572471280029,301.5572471280029,301.5572471280029,f,0.24272200200357474,301.8546054039907,301.8546054039907,301.8546054039907,301.8546054039907,301.8546054039907,301.8546054039907,302.12542430098983,302.12542430098983,304.12719516499783,304.12719516499783,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,304.1675613569969,,,,,,43,58,55,43,58,76,None,None,,,[],[],[],[],[],[],[],0.6,1,60,[-0.01],[-0.2775],[1],[0],[0],[5.856499389003147],['tijiao_random_2'],5.0249999999999995,2.8258963319967734,315.42667290900135,317.1154039690009,,,,,,,,,,,312.58340491999115,312.58340491999115,312.58340491999115,312.58340491999115,306.7081680629926,306.7081680629926,306.7081680629926,306.7081680629926,306.7081680629926,306.7081680629926,306.7081680629926,306.7081680629926,0.010245123994536698,306.7081680629926,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,317.1154039690009,317.1154039690009,317.1154039690009,317.1154039690009,317.1154039690009,317.1154039690009,f,0.20190155899035744,317.3606946279906,317.3606946279906,317.3606946279906,317.3606946279906,317.3606946279906,317.3606946279906,317.62754946699715,317.62754946699715,319.37078114999167,319.37078114999167,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,319.3972637449915,321.89403933299764,321.89403933299764,321.89403933299764,321.89403933299764,321.89403933299764,45,52,56,33,52,75,3.0,1.8065162830025656,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,323.7462700239994,325.3012376370025,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,325.3012376370025,325.3012376370025,325.3012376370025,325.3012376370025,325.3012376370025,325.3012376370025,f,0.4484907619917067,325.8006434049894,325.8006434049894,325.8006434049894,325.8006434049894,325.8006434049894,325.8006434049894,326.07456681299664,326.07456681299664,327.20379221499024,327.20379221499024,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,327.2441699649935,329.74345559799985,329.74345559799985,329.74345559799985,329.74345559799985,329.74345559799985,43,56,56,40,56,77,4.0,1.7956423860014183,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,331.6166131009959,333.19390513098915,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,333.19390513098915,333.19390513098915,333.19390513098915,333.19390513098915,333.19390513098915,333.19390513098915,f,0.954078976996243,334.19502659799764,334.19502659799764,334.19502659799764,334.19502659799764,334.19502659799764,334.19502659799764,334.46078010900237,334.46078010900237,335.54671601500013,335.54671601500013,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,335.58699607200106,,,,,,43,55,51,38,55,71,None,None,57,57,[0.00125],[-0.2775],[1],[0],[0],[6.298276929010171],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],6.862499999999999,3.064881099999184,347.5286705909966,349.24648372799857,338.10740436699416,338.10740436699416,338.10740436699416,338.10740436699416,338.10740436699416,338.10740436699416,338.10740436699416,338.10740436699416,0.00982551000197418,338.10740436699416,344.46259898100107,344.46259898100107,344.46259898100107,344.46259898100107,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,349.24648372799857,349.24648372799857,349.24648372799857,349.24648372799857,349.24648372799857,349.24648372799857,f,0.4689605650055455,349.77062862699677,349.77062862699677,349.77062862699677,349.77062862699677,349.77062862699677,349.77062862699677,350.0356509789999,350.0356509789999,351.1917372559983,351.1917372559983,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,351.23188713499985,353.7404581640003,353.7404581640003,353.7404581640003,353.7404581640003,353.7404581640003,36,62,57,44,62,81,5.0,7.3928937330056215,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,361.193823693,363.0571929729922,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,f,22,2023-03-22_10h03.04.780,RL,2022.2.4,59.857970205464284,
