bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,bigx.started,bigx.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,22,22,22,,,,,,,,,,None,355.12750199995935,355.12750199995935,355.12750199995935,355.12750199995935,355.12750199995935,355.12750199995935,r,0.7169997999444604,355.87837930000387,355.87837930000387,355.87837930000387,355.87837930000387,355.87837930000387,355.87837930000387,356.1748804000672,356.1748804000672,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,357.9863458001055,,,,,,42,48,70,38,42,76,None,None,,,[],[],[],[],[],[],[],-0.2,1,50,[-0.1824074074074074],[-0.2722222222222222],[1],[0],[0],[6.363568400032818],['tijiao_random_2'],2.9722222222222223,1.4895410002209246,368.39027269999497,369.93719920003787,360.50627840007655,360.50627840007655,360.50627840007655,360.50627840007655,360.50627840007655,360.50627840007655,360.50627840007655,360.50627840007655,0.006719300057739019,360.50627840007655,366.881944200024,366.881944200024,366.881944200024,366.881944200024,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,23,23,23,,,,,,,,,,None,369.93719920003787,369.93719920003787,369.93719920003787,369.93719920003787,369.93719920003787,369.93719920003787,i,1.0289434001315385,370.98770179995336,370.98770179995336,370.98770179995336,370.98770179995336,370.98770179995336,370.98770179995336,371.28322760015726,371.28322760015726,372.4304723001551,372.4304723001551,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,372.4473177001346,,,,,,45,48,55,48,55,62,None,None,,,[],[],[],[],[],[],[],-0.2,1,50,[-0.05092592592592592],[-0.3055555555555556],[1],[0],[0],[3.870969600044191],['tijiao_random_2'],2.8981481481481484,1.040694700088352,379.908775200136,381.67192540015094,374.9653750001453,374.9653750001453,374.9653750001453,374.9653750001453,374.9653750001453,374.9653750001453,374.9653750001453,374.9653750001453,0.006608800031244755,374.9653750001453,378.8496306000743,378.8496306000743,378.8496306000743,378.8496306000743,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,24,24,24,,,,,,,,,,None,381.67192540015094,381.67192540015094,381.67192540015094,381.67192540015094,381.67192540015094,381.67192540015094,j,0.33434409997425973,382.03975680004805,382.03975680004805,382.03975680004805,382.03975680004805,382.03975680004805,382.03975680004805,382.3367052001413,382.3367052001413,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,383.6995258999523,386.20888569997624,386.20888569997624,386.20888569997624,386.20888569997624,386.20888569997624,48,47,69,46,46,67,3.0,3.0080619000364095,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,389.2453215001151,390.8965749000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,25,25,25,,,,,,,,,,None,390.8965749000199,390.8965749000199,390.8965749000199,390.8965749000199,390.8965749000199,390.8965749000199,r,0.5128649999387562,391.42878370010294,391.42878370010294,391.42878370010294,391.42878370010294,391.42878370010294,391.42878370010294,391.7279998001177,391.7279998001177,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,393.1573634000961,395.6663355000783,395.6663355000783,395.6663355000783,395.6663355000783,395.6663355000783,34,52,73,55,34,65,3.0,2.9743311000056565,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,398.6663743001409,400.4205666000489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,26,26,26,,,,,,,,,,None,400.4205666000489,400.4205666000489,400.4205666000489,400.4205666000489,400.4205666000489,400.4205666000489,f,0.4459178000688553,400.8862443000544,400.8862443000544,400.8862443000544,400.8862443000544,400.8862443000544,400.8862443000544,401.1856478000991,401.1856478000991,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,402.5649278999772,405.0739297999535,405.0739297999535,405.0739297999535,405.0739297999535,405.0739297999535,40,53,68,45,53,31,4.0,1.3954523000866175,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,406.4976040001493,408.2155608001631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,27,27,27,,,,,,,,,,None,408.2155608001631,408.2155608001631,408.2155608001631,408.2155608001631,408.2155608001631,408.2155608001631,i,0.5893012001179159,408.8316840000916,408.8316840000916,408.8316840000916,408.8316840000916,408.8316840000916,408.8316840000916,409.13035220000893,409.13035220000893,410.0112557001412,410.0112557001412,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,410.0279403999448,,,,,,36,50,62,46,62,71,None,None,60,60,[0.03518518518518519],[-0.2962962962962963],[1],[0],[0],[4.842730099800974],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],4.046296296296296,2.442863999865949,419.86672809999436,421.8122317001689,,,,,,,,,,,417.40480910008773,417.40480910008773,417.40480910008773,417.40480910008773,412.5395780999679,412.5395780999679,412.5395780999679,412.5395780999679,412.5395780999679,412.5395780999679,412.5395780999679,412.5395780999679,0.0070420000702142715,412.5395780999679,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,28,28,28,,,,,,,,,,None,421.8122317001689,421.8122317001689,421.8122317001689,421.8122317001689,421.8122317001689,421.8122317001689,j,0.3711928001139313,422.2114884001203,422.2114884001203,422.2114884001203,422.2114884001203,422.2114884001203,422.2114884001203,422.5102197001688,422.5102197001688,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,423.7402349000331,426.24959370004945,426.24959370004945,426.24959370004945,426.24959370004945,426.24959370004945,42,44,71,47,47,74,3.0,1.993674999801442,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,428.2685547999572,429.99005810008384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,29,29,29,,,,,,,,,,None,429.99005810008384,429.99005810008384,429.99005810008384,429.99005810008384,429.99005810008384,429.99005810008384,j,0.391233199974522,430.4070055000484,430.4070055000484,430.4070055000484,430.4070055000484,430.4070055000484,430.4070055000484,430.7045428000856,430.7045428000856,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,432.3833924001083,,,,,,53,41,66,50,50,76,None,None,55,55,"[-0.09259259259259259, -0.09259259259259259, -0.046296296296296294]","[-0.2462962962962963, -0.2462962962962963, -0.2935185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.244276799960062, 5.307621299987659, 6.188221100019291]",['tijiao'],-0.2,0,,[],[],[],[],[],[],[],4.0,2.344293399946764,443.4688562999945,445.0485122001264,,,,,,,,,,,441.1056977000553,441.1056977000553,441.1056977000553,441.1056977000553,434.89555080002174,434.89555080002174,434.89555080002174,434.89555080002174,434.89555080002174,434.89555080002174,434.89555080002174,434.89555080002174,0.008145800093188882,434.89555080002174,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,30,30,30,,,,,,,,,,None,445.0485122001264,445.0485122001264,445.0485122001264,445.0485122001264,445.0485122001264,445.0485122001264,i,0.299037299817428,445.36682260013185,445.36682260013185,445.36682260013185,445.36682260013185,445.36682260013185,445.36682260013185,445.66416850010864,445.66416850010864,446.94370550010353,446.94370550010353,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,446.9603415001184,449.4696051001083,449.4696051001083,449.4696051001083,449.4696051001083,449.4696051001083,40,46,68,52,68,78,3.0,2.0602496000938118,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,451.5560366001446,453.3429297001567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,31,31,31,,,,,,,,,,None,453.3429297001567,453.3429297001567,453.3429297001567,453.3429297001567,453.3429297001567,453.3429297001567,i,0.4726271000690758,453.84287870000117,453.84287870000117,453.84287870000117,453.84287870000117,453.84287870000117,453.84287870000117,454.140662800055,454.140662800055,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,456.1186965999659,458.6276150001213,458.6276150001213,458.6276150001213,458.6276150001213,458.6276150001213,35,44,52,51,52,69,3.0,1.1623252001591027,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,459.81580039998516,461.81981849996373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,32,32,32,,,,,,,,,,None,461.81981849996373,461.81981849996373,461.81981849996373,461.81981849996373,461.81981849996373,461.81981849996373,i,0.3178294999524951,462.16925580007955,462.16925580007955,462.16925580007955,462.16925580007955,462.16925580007955,462.16925580007955,462.46832840004936,462.46832840004936,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,463.7644388000481,,,,,,31,48,52,49,52,50,None,None,,,[],[],[],[],[],[],[],0.2,1,52,"[-0.05277777777777778, -0.020370370370370372]","[-0.1935185185185185, -0.30925925925925923]","[1, 1]","[0, 0]","[0, 0]","[5.4483899001497775, 6.495074100093916]",['tijiao_random_2'],9.046296296296296,2.337284600129351,475.1491203000769,476.9948712999467,466.28531599999405,466.28531599999405,466.28531599999405,466.28531599999405,466.28531599999405,466.28531599999405,466.28531599999405,466.28531599999405,0.00695640011690557,466.28531599999405,472.79392440011725,472.79392440011725,472.79392440011725,472.79392440011725,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,33,33,33,,,,,,,,,,None,476.9948712999467,476.9948712999467,476.9948712999467,476.9948712999467,476.9948712999467,476.9948712999467,r,0.2949371999129653,477.3123308001086,477.3123308001086,477.3123308001086,477.3123308001086,477.3123308001086,477.3123308001086,477.6103124001529,477.6103124001529,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,478.80691660009325,,,,,,30,51,53,53,30,66,None,None,,,[],[],[],[],[],[],[],0.2,1,60,[0.18055555555555555],[-0.2759259259259259],[1],[0],[0],[3.9523505999241024],['tijiao_random_2'],4.87037037037037,1.589707300066948,486.90036620013416,488.779536300106,481.32733430014923,481.32733430014923,481.32733430014923,481.32733430014923,481.32733430014923,481.32733430014923,481.32733430014923,481.32733430014923,0.007055000169202685,481.32733430014923,485.29307240014896,485.29307240014896,485.29307240014896,485.29307240014896,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,None,488.779536300106,488.779536300106,488.779536300106,488.779536300106,488.779536300106,488.779536300106,f,0.3302521000150591,489.13147519994527,489.13147519994527,489.13147519994527,489.13147519994527,489.13147519994527,489.13147519994527,489.42803309997544,489.42803309997544,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,491.1898358000908,,,,,,25,58,59,48,58,62,None,None,60,60,"[-0.07314814814814814, -0.06111111111111111]","[-0.2101851851851852, -0.2759259259259259]","[1, 1]","[0, 0]","[0, 0]","[4.526909600012004, 5.4081354001536965]",['tijiao'],0.2,0,,[],[],[],[],[],[],[],2.944444444444444,1.8295281999744475,500.978702200111,502.5586916001048,,,,,,,,,,,499.13017680007033,499.13017680007033,499.13017680007033,499.13017680007033,493.7010236000642,493.7010236000642,493.7010236000642,493.7010236000642,493.7010236000642,493.7010236000642,493.7010236000642,493.7010236000642,0.007150400197133422,493.7010236000642,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,35,35,35,,,,,,,,,,None,502.5586916001048,502.5586916001048,502.5586916001048,502.5586916001048,502.5586916001048,502.5586916001048,i,0.3741013999097049,502.95975450007245,502.95975450007245,502.95975450007245,502.95975450007245,502.95975450007245,502.95975450007245,503.2566349999979,503.2566349999979,504.3870805001352,504.3870805001352,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,504.4037206999492,,,,,,34,46,53,50,53,58,None,None,,,[],[],[],[],[],[],[],0.2,1,53,"[-0.2064814814814815, 0.001851851851851852]","[-0.225, -0.27037037037037037]","[1, 1]","[0, 0]","[0, 0]","[5.89808820001781, 6.795845299959183]",['tijiao_random_2'],9.74074074074074,1.6211372998077422,515.3725264000241,517.2850520999637,506.92306930013,506.92306930013,506.92306930013,506.92306930013,506.92306930013,506.92306930013,506.92306930013,506.92306930013,0.006420199992135167,506.92306930013,513.7327008000575,513.7327008000575,513.7327008000575,513.7327008000575,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,None,517.2850520999637,517.2850520999637,517.2850520999637,517.2850520999637,517.2850520999637,517.2850520999637,j,0.5258222999982536,517.8349518999457,517.8349518999457,517.8349518999457,517.8349518999457,517.8349518999457,517.8349518999457,518.132976599969,518.132976599969,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,519.9447360001504,,,,,,36,54,59,49,49,67,None,None,,,[],[],[],[],[],[],[],0.6,1,49,"[0.19537037037037036, 0.11296296296296296]","[-0.24814814814814815, -0.30833333333333335]","[1, 1]","[0, 0]","[0, 0]","[4.336719800019637, 5.766344000119716]",['tijiao_random_2'],9.25925925925926,2.3689003998879343,530.6308526000939,532.4935693000443,522.4631366000976,522.4631366000976,522.4631366000976,522.4631366000976,522.4631366000976,522.4631366000976,522.4631366000976,522.4631366000976,0.006738000083714724,522.4631366000976,528.2451800000854,528.2451800000854,528.2451800000854,528.2451800000854,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,37,37,37,,,,,,,,,,None,532.4935693000443,532.4935693000443,532.4935693000443,532.4935693000443,532.4935693000443,532.4935693000443,j,0.434182700002566,532.9606492000166,532.9606492000166,532.9606492000166,532.9606492000166,532.9606492000166,532.9606492000166,533.2580697000958,533.2580697000958,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,534.6711937000509,,,,,,32,48,63,48,48,61,None,None,,,[],[],[],[],[],[],[],0.2,1,65,"[0.12407407407407407, -0.000925925925925926]","[-0.2, -0.3351851851851852]","[1, 1]","[0, 0]","[0, 0]","[5.018170600058511, 5.765839400002733]",['tijiao_random_2'],4.435185185185185,1.5391620001755655,544.5266323001124,546.522115000058,537.1901800001506,537.1901800001506,537.1901800001506,537.1901800001506,537.1901800001506,537.1901800001506,537.1901800001506,537.1901800001506,0.006495899986475706,537.1901800001506,542.9693216001615,542.9693216001615,542.9693216001615,542.9693216001615,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,None,546.522115000058,546.522115000058,546.522115000058,546.522115000058,546.522115000058,546.522115000058,f,0.5391295000445098,547.0881102001294,547.0881102001294,547.0881102001294,547.0881102001294,547.0881102001294,547.0881102001294,547.3866328999866,547.3866328999866,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,548.6659216999542,,,,,,40,47,74,56,47,61,None,None,,,[],[],[],[],[],[],[],-0.2,1,47,[-0.04814814814814815],[-0.2601851851851852],[1],[0],[0],[3.9045764000620693],['tijiao_random_2'],8.444444444444445,2.6027993001043797,557.7235531001352,559.6694203000516,551.1864434001036,551.1864434001036,551.1864434001036,551.1864434001036,551.1864434001036,551.1864434001036,551.1864434001036,551.1864434001036,0.006789699895307422,551.1864434001036,555.1017597001046,555.1017597001046,555.1017597001046,555.1017597001046,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,39,39,39,,,,,,,,,,None,559.6694203000516,559.6694203000516,559.6694203000516,559.6694203000516,559.6694203000516,559.6694203000516,f,0.7509323998820037,560.4513849001378,560.4513849001378,560.4513849001378,560.4513849001378,560.4513849001378,560.4513849001378,560.7498155999929,560.7498155999929,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,562.5283795001451,,,,,,37,38,67,54,38,52,None,None,,,[],[],[],[],[],[],[],-0.2,1,38,[0.1527777777777778],[-0.32314814814814813],[1],[0],[0],[5.150684599997476],['tijiao_random_2'],8.972222222222223,2.020744899986312,572.2506154000293,574.0466682000551,565.0476532001048,565.0476532001048,565.0476532001048,565.0476532001048,565.0476532001048,565.0476532001048,565.0476532001048,565.0476532001048,0.006755399983376265,565.0476532001048,570.2117773999926,570.2117773999926,570.2117773999926,570.2117773999926,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,None,574.0466682000551,574.0466682000551,574.0466682000551,574.0466682000551,574.0466682000551,574.0466682000551,i,0.3169267000630498,574.39643910015,574.39643910015,574.39643910015,574.39643910015,574.39643910015,574.39643910015,574.6950561001431,574.6950561001431,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,576.1081318000797,578.6172587000765,578.6172587000765,578.6172587000765,578.6172587000765,578.6172587000765,42,40,68,52,68,69,4.0,1.5618632000405341,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],None,None,580.2053775000386,582.0582435000688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,41,41,41,,,,,,,,,,None,582.0582435000688,582.0582435000688,582.0582435000688,582.0582435000688,582.0582435000688,582.0582435000688,i,0.3746525999158621,582.4574701001402,582.4574701001402,582.4574701001402,582.4574701001402,582.4574701001402,582.4574701001402,582.7565742000006,582.7565742000006,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,583.8702020000201,,,,,,42,48,76,51,76,69,None,None,80,80,"[0.049074074074074076, 0.046296296296296294]","[-0.36574074074074076, -0.30833333333333335]","[1, 1]","[0, 0]","[0, 0]","[5.1590408000629395, 6.505787699948996]",['tijiao'],0.6,0,,[],[],[],[],[],[],[],4.842592592592593,2.0283683000598103,594.9553772001527,596.5354402000085,,,,,,,,,,,592.9084735000506,592.9084735000506,592.9084735000506,592.9084735000506,586.3813855000772,586.3813855000772,586.3813855000772,586.3813855000772,586.3813855000772,586.3813855000772,586.3813855000772,586.3813855000772,0.006635300116613507,586.3813855000772,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,None,596.5354402000085,596.5354402000085,596.5354402000085,596.5354402000085,596.5354402000085,596.5354402000085,i,0.35573289985768497,596.9188256000634,596.9188256000634,596.9188256000634,596.9188256000634,596.9188256000634,596.9188256000634,597.2173250000924,597.2173250000924,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,598.1976279001683,600.7070329999551,600.7070329999551,600.7070329999551,600.7070329999551,600.7070329999551,38,44,77,53,77,68,4.0,1.9603840000927448,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,602.6933671000879,604.2308903001249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,43,43,43,,,,,,,,,,None,604.2308903001249,604.2308903001249,604.2308903001249,604.2308903001249,604.2308903001249,604.2308903001249,i,0.36808079993352294,604.6311938001309,604.6311938001309,604.6311938001309,604.6311938001309,604.6311938001309,604.6311938001309,604.9295107000507,604.9295107000507,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,606.2591474000365,608.7680186000653,608.7680186000653,608.7680186000653,608.7680186000653,608.7680186000653,44,56,72,57,72,75,4.0,2.675792400026694,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,611.4710594001226,613.3725095000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,None,613.3725095000118,613.3725095000118,613.3725095000118,613.3725095000118,613.3725095000118,613.3725095000118,i,0.5591497998684645,613.954918500036,613.954918500036,613.954918500036,613.954918500036,613.954918500036,613.954918500036,614.254149600165,614.254149600165,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,616.0823323000222,618.5911557001527,618.5911557001527,618.5911557001527,618.5911557001527,618.5911557001527,46,62,73,56,73,65,4.0,1.5116155000869185,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,620.1318958001211,621.8164803001564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
