bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,slider_2.started,image_7.started,confi.started,notconfi.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,bigx.started,bigx.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
1,-0.3,-0.225,0,8,8,8,,,,,,,,,,None,187.21907490002923,187.21907490002923,187.21907490002923,187.21907490002923,187.21907490002923,187.21907490002923,j,0.6232225000858307,187.86828149994835,187.86828149994835,187.86828149994835,187.86828149994835,187.86828149994835,187.86828149994835,188.16661159996875,188.16661159996875,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,189.9952410000842,192.50407100003213,192.50407100003213,192.50407100003213,192.50407100003213,192.50407100003213,53,52,56,49,49,49,4.0,1.7611077001783997,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,194.2931862999685,196.04496309999377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,9,9,9,,,,,,,,,,None,196.04496309999377,196.04496309999377,196.04496309999377,196.04496309999377,196.04496309999377,196.04496309999377,i,0.42840510001406074,196.49539660010487,196.49539660010487,196.49539660010487,196.49539660010487,196.49539660010487,196.49539660010487,196.7928927000612,196.7928927000612,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,197.60746840015054,,,,,,52,44,57,39,57,71,None,None,65,65,[-0.01574074074074074],[-0.2759259259259259],[1],[0],[0],[7.600779699860141],['tijiao'],0.6,0,,[],[],[],[],[],[],[],2.944444444444444,3.1077459000516683,210.8703282000497,212.59961439995095,,,,,,,,,,,207.7437619001139,207.7437619001139,207.7437619001139,207.7437619001139,200.12048329995014,200.12048329995014,200.12048329995014,200.12048329995014,200.12048329995014,200.12048329995014,200.12048329995014,200.12048329995014,0.008361399872228503,200.12048329995014,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,10,10,10,,,,,,,,,,None,212.59961439995095,212.59961439995095,212.59961439995095,212.59961439995095,212.59961439995095,212.59961439995095,f,0.5639148000627756,213.18232830008492,213.18232830008492,213.18232830008492,213.18232830008492,213.18232830008492,213.18232830008492,213.48079800000414,213.48079800000414,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,215.0764705000911,217.58559880009852,217.58559880009852,217.58559880009852,217.58559880009852,217.58559880009852,40,47,58,55,47,69,3.0,3.2063118000514805,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,220.8199440999888,222.63895549997687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,11,11,11,,,,,,,,,,None,222.63895549997687,222.63895549997687,222.63895549997687,222.63895549997687,222.63895549997687,222.63895549997687,j,0.7110857998486608,223.37105930014513,223.37105930014513,223.37105930014513,223.37105930014513,223.37105930014513,223.37105930014513,223.66997899999842,223.66997899999842,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,224.83329420001246,227.34247509995475,227.34247509995475,227.34247509995475,227.34247509995475,227.34247509995475,48,48,54,37,37,28,3.0,1.8275765001308173,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,229.19909540005028,230.9996055001393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,12,12,12,,,,,,,,,,None,230.9996055001393,230.9996055001393,230.9996055001393,230.9996055001393,230.9996055001393,230.9996055001393,r,0.43289689999073744,231.46559630008414,231.46559630008414,231.46559630008414,231.46559630008414,231.46559630008414,231.46559630008414,231.76446320000105,231.76446320000105,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,233.6593726000283,,,,,,47,53,52,33,47,79,None,None,60,60,[-0.05092592592592592],[-0.25555555555555554],[1],[0],[0],[6.439221299951896],['tijiao'],0.6,0,,[],[],[],[],[],[],[],2.9722222222222223,2.411882600048557,245.06064709997736,246.93954730010591,,,,,,,,,,,242.6294382000342,242.6294382000342,242.6294382000342,242.6294382000342,236.1702205000911,236.1702205000911,236.1702205000911,236.1702205000911,236.1702205000911,236.1702205000911,236.1702205000911,236.1702205000911,0.00627589994110167,236.1702205000911,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,13,13,13,,,,,,,,,,None,246.93954730010591,246.93954730010591,246.93954730010591,246.93954730010591,246.93954730010591,246.93954730010591,i,0.4785984999034554,247.4387040999718,247.4387040999718,247.4387040999718,247.4387040999718,247.4387040999718,247.4387040999718,247.73725600005127,247.73725600005127,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,249.33250440005213,251.8420595000498,251.8420595000498,251.8420595000498,251.8420595000498,251.8420595000498,46,53,57,43,57,70,3.0,2.4586803999263793,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,254.3305165001657,255.99807600001805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,14,14,14,,,,,,,,,,None,255.99807600001805,255.99807600001805,255.99807600001805,255.99807600001805,255.99807600001805,255.99807600001805,j,0.661930900067091,256.67981550004333,256.67981550004333,256.67981550004333,256.67981550004333,256.67981550004333,256.67981550004333,256.9789081001654,256.9789081001654,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,258.7906108000316,261.2997165999841,261.2997165999841,261.2997165999841,261.2997165999841,261.2997165999841,46,53,54,46,46,76,3.0,1.329184299800545,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,262.65763560007326,264.5076560000889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,15,15,15,,,,,,,,,,None,264.5076560000889,264.5076560000889,264.5076560000889,264.5076560000889,264.5076560000889,264.5076560000889,r,0.5603734999895096,265.09097500005737,265.09097500005737,265.09097500005737,265.09097500005737,265.09097500005737,265.09097500005737,265.3892817001324,265.3892817001324,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,267.2342010999564,,,,,,48,42,57,44,48,71,None,None,,,[],[],[],[],[],[],[],0.2,1,70,[-0.05277777777777778],[-0.25462962962962965],[1],[0],[0],[5.482249800115824],['tijiao_random_2'],2.9074074074074074,1.7390857001300901,277.0065756000113,278.73600280005485,269.7532999999821,269.7532999999821,269.7532999999821,269.7532999999821,269.7532999999821,269.7532999999821,269.7532999999821,269.7532999999821,0.007067499915137887,269.7532999999821,275.24917560000904,275.24917560000904,275.24917560000904,275.24917560000904,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,16,16,16,,,,,,,,,,None,278.73600280005485,278.73600280005485,278.73600280005485,278.73600280005485,278.73600280005485,278.73600280005485,f,0.38478640001267195,279.1536398001481,279.1536398001481,279.1536398001481,279.1536398001481,279.1536398001481,279.1536398001481,279.45057750004344,279.45057750004344,280.3817456001416,280.3817456001416,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,280.3983829000499,282.9075393001549,282.9075393001549,282.9075393001549,282.9075393001549,282.9075393001549,45,49,64,45,49,64,2.0,2.4259953999426216,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,285.35978549998254,287.3123866999522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,17,17,17,,,,,,,,,,None,287.3123866999522,287.3123866999522,287.3123866999522,287.3123866999522,287.3123866999522,287.3123866999522,i,0.3863468000199646,287.7289353001397,287.7289353001397,287.7289353001397,287.7289353001397,287.7289353001397,287.7289353001397,288.02765020006336,288.02765020006336,289.19061079993844,289.19061079993844,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,289.20734700001776,,,,,,52,48,69,40,69,85,None,None,70,70,[-0.075],[-0.26666666666666666],[1],[0],[0],[9.69809120008722],['tijiao'],0.6,0,,[],[],[],[],[],[],[],2.8981481481481484,2.4562214000616223,303.9161545999814,305.89526490005665,,,,,,,,,,,301.4411872001365,301.4411872001365,301.4411872001365,301.4411872001365,291.7179397,291.7179397,291.7179397,291.7179397,291.7179397,291.7179397,291.7179397,291.7179397,0.0060876000206917524,291.7179397,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,18,18,18,,,,,,,,,,None,305.89526490005665,305.89526490005665,305.89526490005665,305.89526490005665,305.89526490005665,305.89526490005665,i,0.45685290009714663,306.37754809996113,306.37754809996113,306.37754809996113,306.37754809996113,306.37754809996113,306.37754809996113,306.67663719994016,306.67663719994016,308.33856910001487,308.33856910001487,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,308.35537960007787,310.86453160014935,310.86453160014935,310.86453160014935,310.86453160014935,310.86453160014935,42,46,65,49,65,78,3.0,2.5921932000201195,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,313.48428150010295,315.4022964001633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,19,19,19,,,,,,,,,,None,315.4022964001633,315.4022964001633,315.4022964001633,315.4022964001633,315.4022964001633,315.4022964001633,f,0.45586999994702637,315.8845439001452,315.8845439001452,315.8845439001452,315.8845439001452,315.8845439001452,315.8845439001452,316.18398480000906,316.18398480000906,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,317.1149019000586,,,,,,45,45,69,44,45,79,None,None,60,60,[-0.09537037037037037],[-0.27870370370370373],[1],[0],[0],[6.604448100086302],['tijiao'],0.2,0,,[],[],[],[],[],[],[],4.018518518518518,1.5964437001384795,327.86761560011655,329.81308360002004,,,,,,,,,,,326.2522665001452,326.2522665001452,326.2522665001452,326.2522665001452,319.6265322000254,319.6265322000254,319.6265322000254,319.6265322000254,319.6265322000254,319.6265322000254,319.6265322000254,319.6265322000254,0.00782880000770092,319.6265322000254,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
1,-0.3,-0.225,0,20,20,20,,,,,,,,,,None,329.81308360002004,329.81308360002004,329.81308360002004,329.81308360002004,329.81308360002004,329.81308360002004,f,0.2287133999634534,330.0636857000645,330.0636857000645,330.0636857000645,330.0636857000645,330.0636857000645,330.0636857000645,330.3620758000761,330.3620758000761,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,331.95772710000165,,,,,,50,54,74,45,54,55,None,None,65,65,[-0.028703703703703703],[-0.2777777777777778],[1],[0],[0],[5.209012199891731],['tijiao'],0.6,0,,[],[],[],[],[],[],[],3.9444444444444446,1.7301074999850243,341.4470689999871,342.9937052000314,,,,,,,,,,,339.69849160010926,339.69849160010926,339.69849160010926,339.69849160010926,334.46804510010406,334.46804510010406,334.46804510010406,334.46804510010406,334.46804510010406,334.46804510010406,334.46804510010406,334.46804510010406,0.006441000150516629,334.46804510010406,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
0,0.3,0.225,0,21,21,21,,,,,,,,,,None,342.9937052000314,342.9937052000314,342.9937052000314,342.9937052000314,342.9937052000314,342.9937052000314,i,0.3465623001102358,343.36165140010417,343.36165140010417,343.36165140010417,343.36165140010417,343.36165140010417,343.36165140010417,343.6590647001285,343.6590647001285,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,345.12190679996274,,,,,,30,48,65,50,65,77,None,None,,,[],[],[],[],[],[],[],-0.6,1,50,[-0.04351851851851852],[-0.3277777777777778],[1],[0],[0],[4.1685665000695735],['tijiao_random_2'],2.9814814814814814,1.3241495999973267,353.16562169999816,355.12750199995935,347.6416812001262,347.6416812001262,347.6416812001262,347.6416812001262,347.6416812001262,347.6416812001262,347.6416812001262,347.6416812001262,0.00612489995546639,347.6416812001262,351.82239200011827,351.82239200011827,351.82239200011827,351.82239200011827,,,,,,,,,,,,,,,,1,f,1,2023-04-04_16h26.43.895,RL,2022.2.4,60.123794898420904,
