bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,bigx.started,bigx.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,23.5988848998677,23.5988848998677,space,2.230303500080481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
,,,,,,,,,,,25.91121489997022,25.91121489997022,s,8.077966699842364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
1,-0.3,-0.225,0,0,0,0,,,,,,,,,34.014983699889854,None,35.04347419994883,35.04347419994883,35.04347419994883,35.04347419994883,35.04347419994883,35.04347419994883,i,0.368270100094378,35.46200569998473,35.46200569998473,35.46200569998473,35.46200569998473,35.46200569998473,35.46200569998473,35.743712099967524,35.743712099967524,36.67402569996193,36.67402569996193,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,36.692151699913666,34,44,78,42,78,66,None,None,39.22261480009183,39.22261480009183,39.22261480009183,39.22261480009183,39.22261480009183,39.22261480009183,39.22261480009183,39.22261480009183,0.00614389986731112,39.22261480009183,80,80,[-0.06388888888888888],[-0.2861111111111111],[1],[0],[0],[6.145237599965185],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],45.48899589991197,45.48899589991197,45.48899589991197,45.48899589991197,8.018518518518519,3.821863899938762,49.36479520006105,51.2344124999363,,,,,,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
0,0.3,0.225,0,1,1,1,,,,,,,,,,None,51.2344124999363,51.2344124999363,51.2344124999363,51.2344124999363,51.2344124999363,51.2344124999363,f,0.3847111000213772,51.65803629998118,51.65803629998118,51.65803629998118,51.65803629998118,51.65803629998118,51.65803629998118,51.94926550006494,51.94926550006494,53.36220959993079,53.36220959993079,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,53.37862559990026,35,40,71,30,40,40,None,None,55.888603900093585,55.888603900093585,55.888603900093585,55.888603900093585,55.888603900093585,55.888603900093585,55.888603900093585,55.888603900093585,0.005875800037756562,55.888603900093585,50,50,[-0.014814814814814815],[-0.2953703703703704],[1],[0],[0],[11.359658899949864],['tijiao'],0.2,0,,[],[],[],[],[],[],[],67.270573399961,67.270573399961,67.270573399961,67.270573399961,7.018518518518519,5.419055100064725,72.70811489992775,74.23836570000276,,,,,,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
1,-0.3,-0.225,0,2,2,2,,,,,,,,,,None,74.23836570000276,74.23836570000276,74.23836570000276,74.23836570000276,74.23836570000276,74.23836570000276,r,0.3593816999346018,74.62760329991579,74.62760329991579,74.62760329991579,74.62760329991579,74.62760329991579,74.62760329991579,74.91987979994155,74.91987979994155,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,75.81729590008035,43,46,80,30,43,72,5.0,6.663714800029993,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],,,,,None,None,85.02414049999788,86.73736210004427,78.32711170008406,78.32711170008406,78.32711170008406,78.32711170008406,78.32711170008406,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
0,0.3,0.225,0,3,3,3,,,,,,,,,,None,86.73736210004427,86.73736210004427,86.73736210004427,86.73736210004427,86.73736210004427,86.73736210004427,j,0.47384949983097613,87.24362020008266,87.24362020008266,87.24362020008266,87.24362020008266,87.24362020008266,87.24362020008266,87.53523020003922,87.53523020003922,89.03126779990271,89.03126779990271,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,89.04772969987243,38,53,73,35,35,66,4.0,7.528098199982196,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,99.11649330006912,100.74895889987238,91.55677910009399,91.55677910009399,91.55677910009399,91.55677910009399,91.55677910009399,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
1,-0.3,-0.225,0,4,4,4,,,,,,,,,,None,100.74895889987238,100.74895889987238,100.74895889987238,100.74895889987238,100.74895889987238,100.74895889987238,j,0.5147748999297619,101.28252759994939,101.28252759994939,101.28252759994939,101.28252759994939,101.28252759994939,101.28252759994939,101.58069420000538,101.58069420000538,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,103.15949740004726,34,56,75,35,35,44,3.0,6.963180499849841,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,112.65959469997324,114.29563040006906,105.66839640005492,105.66839640005492,105.66839640005492,105.66839640005492,105.66839640005492,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
0,0.3,0.225,0,5,5,5,,,,,,,,,,None,114.29563040006906,114.29563040006906,114.29563040006906,114.29563040006906,114.29563040006906,114.29563040006906,f,0.4150167000479996,114.72848569997586,114.72848569997586,114.72848569997586,114.72848569997586,114.72848569997586,114.72848569997586,115.0268677000422,115.0268677000422,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,116.32369860005565,41,52,68,30,52,71,None,None,118.83362210006453,118.83362210006453,118.83362210006453,118.83362210006453,118.83362210006453,118.83362210006453,118.83362210006453,118.83362210006453,0.0062367001082748175,118.83362210006453,83,83,[-0.03981481481481482],[-0.30092592592592593],[1],[0],[0],[20.83473060000688],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],139.6896361000836,139.6896361000836,139.6896361000836,139.6896361000836,8.00925925925926,7.280421799980104,146.9886097998824,148.651915299939,,,,,,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
1,-0.3,-0.225,0,6,6,6,,,,,,,,,,None,148.651915299939,148.651915299939,148.651915299939,148.651915299939,148.651915299939,148.651915299939,f,0.46917190006934106,149.15280879987404,149.15280879987404,149.15280879987404,149.15280879987404,149.15280879987404,149.15280879987404,149.44998669996858,149.44998669996858,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,150.3473463000264,36,58,69,31,58,63,5.0,1.5450540001038462,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,154.4300363000948,156.2976539998781,152.85656139999628,152.85656139999628,152.85656139999628,152.85656139999628,152.85656139999628,,,,,,,,,,,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
0,0.3,0.225,0,7,7,7,,,,,,,,,,None,156.2976539998781,156.2976539998781,156.2976539998781,156.2976539998781,156.2976539998781,156.2976539998781,i,0.4150215999688953,156.73004859988578,156.73004859988578,156.73004859988578,156.73004859988578,156.73004859988578,156.73004859988578,157.02892849990167,157.02892849990167,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,158.05975580005907,36,51,77,36,77,66,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,94,[0.04814814814814815],[-0.29907407407407405],[1],[0],[0],[16.204453100217506],['tijiao_random_2'],176.79737779987045,176.79737779987045,176.79737779987045,176.79737779987045,7.0,8.020622299984097,184.8353502000682,186.6647580000572,,,,,,160.58226009993814,160.58226009993814,160.58226009993814,160.58226009993814,160.58226009993814,160.58226009993814,160.58226009993814,160.58226009993814,0.006732399808242917,160.58226009993814,,,,,,269,f,23,2023-04-04_09h55.46.720,RL,2022.2.4,60.15381328129028,
